gene_id,gene_symbol,label
ENSG00000253767,PCDHGA8,0
ENSG00000196663,TECPR2,0
ENSG00000134287,ARF3,0
ENSG00000153896,ZNF599,0
ENSG00000112715,VEGFA,1
ENSG00000138083,SIX3,1
ENSG00000183873,SCN5A,1
ENSG00000176746,MAGEB6,0
ENSG00000151623,NR3C2,1
ENSG00000073711,PPP2R3A,1
ENSG00000112685,EXOC2,0
ENSG00000185619,PCGF3,1
ENSG00000136997,MYC,1
ENSG00000268940,CT45A1,0
ENSG00000128713,HOXD11,0
ENSG00000095981,KCNK16,1
ENSG00000110092,CCND1,1
ENSG00000156219,ART3,1
ENSG00000164040,PGRMC2,1
ENSG00000099954,CECR2,0
ENSG00000160447,PKN3,0
ENSG00000100290,BIK,0
ENSG00000147697,GSDMC,0
ENSG00000179603,GRM8,1
ENSG00000181722,ZBTB20,1
ENSG00000134461,ANKRD16,0
ENSG00000181894,ZNF329,0
ENSG00000189403,HMGB1,1
ENSG00000204930,FAM221B,0
ENSG00000152076,CCDC74B,0
ENSG00000182218,HHIPL1,1
ENSG00000198796,ALPK2,0
ENSG00000173812,EIF1,0
ENSG00000153820,SPHKAP,1
ENSG00000168928,CTRB2,1
ENSG00000125798,FOXA2,1
ENSG00000048405,ZNF800,1
ENSG00000131778,CHD1L,1
ENSG00000162222,TTC9C,0
ENSG00000197591,OR11L1,0
ENSG00000125450,NUP85,0
ENSG00000167772,ANGPTL4,1
ENSG00000219438,TAFA5,1
ENSG00000232388,SMIM26,0
ENSG00000119913,TECTB,0
ENSG00000178409,BEND3,1
ENSG00000091009,RBM27,0
ENSG00000127663,KDM4B,1
ENSG00000175697,GPR156,0
ENSG00000129083,COPB1,1
ENSG00000100565,LRRC74A,1
ENSG00000169019,COMMD8,0
ENSG00000198945,L3MBTL3,1
ENSG00000134954,ETS1,1
ENSG00000185002,RFX6,1
ENSG00000187098,MITF,1
ENSG00000123453,SARDH,1
ENSG00000140675,SLC5A2,1
ENSG00000123146,ADGRE5,0
ENSG00000101407,TTI1,0
ENSG00000110436,SLC1A2,1
ENSG00000149948,HMGA2,1
ENSG00000137860,SLC28A2,0
ENSG00000196498,NCOR2,1
ENSG00000175445,LPL,1
ENSG00000227268,KLLN,1
ENSG00000106331,PAX4,1
ENSG00000111276,CDKN1B,1
ENSG00000133943,DGLUCY,0
ENSG00000137869,CYP19A1,1
ENSG00000009413,REV3L,1
ENSG00000152217,SETBP1,1
ENSG00000133116,KL,1
ENSG00000041802,LSG1,0
ENSG00000198162,MAN1A2,1
ENSG00000164916,FOXK1,1
ENSG00000182993,C12orf60,0
ENSG00000157823,AP3S2,1
ENSG00000124935,SCGB1D2,0
ENSG00000120008,WDR11,1
ENSG00000136869,TLR4,1
ENSG00000009950,MLXIPL,1
ENSG00000152409,JMY,1
ENSG00000151553,FHIP2A,0
ENSG00000269526,ERVV-1,0
ENSG00000138190,EXOC6,1
ENSG00000006071,ABCC8,1
ENSG00000188869,TMC3,0
ENSG00000105662,CRTC1,1
ENSG00000119421,NDUFA8,1
ENSG00000122778,KIAA1549,0
ENSG00000144891,AGTR1,1
ENSG00000068028,RASSF1,0
ENSG00000170854,RIOX2,0
ENSG00000141665,FBXO15,0
ENSG00000116819,TFAP2E,0
ENSG00000171067,C11orf24,0
ENSG00000276644,DACH1,1
ENSG00000171316,CHD7,0
ENSG00000128335,APOL2,0
ENSG00000157445,CACNA2D3,1
ENSG00000186075,ZPBP2,0
ENSG00000198890,PRMT6,1
ENSG00000115286,NDUFS7,1
ENSG00000166669,ATF7IP2,0
ENSG00000184056,VPS33B,1
ENSG00000089094,KDM2B,1
ENSG00000092096,SLC22A17,0
ENSG00000090266,NDUFB2,1
ENSG00000146966,DENND2A,0
ENSG00000134247,PTGFRN,1
ENSG00000204634,TBC1D8,0
ENSG00000169515,CCDC8,0
ENSG00000101052,IFT52,1
ENSG00000100532,CGRRF1,0
ENSG00000196950,SLC39A10,1
ENSG00000196503,ARL9,0
ENSG00000171105,INSR,1
ENSG00000084734,GCKR,1
ENSG00000179242,CDH4,0
ENSG00000174886,NDUFA11,1
ENSG00000102984,ZNF821,0
ENSG00000189182,KRT77,0
ENSG00000122741,DCAF10,0
ENSG00000144893,MED12L,0
ENSG00000181873,IBA57,0
ENSG00000175535,PNLIP,1
ENSG00000184209,SNRNP35,0
ENSG00000101280,ANGPT4,0
ENSG00000089250,NOS1,1
ENSG00000152359,POC5,1
ENSG00000177025,C19orf18,0
ENSG00000213782,DDX47,0
ENSG00000112182,BACH2,1
ENSG00000111252,SH2B3,1
ENSG00000160460,SPTBN4,0
ENSG00000205978,NYNRIN,1
ENSG00000092621,PHGDH,1
ENSG00000154122,ANKH,1
ENSG00000157734,SNX22,0
ENSG00000167925,GHDC,0
ENSG00000162594,IL23R,1
ENSG00000179044,EXOC3L1,0
ENSG00000101977,MCF2,0
ENSG00000104763,ASAH1,1
ENSG00000100116,GCAT,0
ENSG00000107864,CPEB3,1
ENSG00000181264,TLCD5,0
ENSG00000116005,PCYOX1,0
ENSG00000147883,CDKN2B,1
ENSG00000149090,PAMR1,1
ENSG00000197386,HTT,1
ENSG00000116786,PLEKHM2,1
ENSG00000112053,SLC26A8,0
ENSG00000054983,GALC,0
ENSG00000066382,MPPED2,1
ENSG00000274611,TBC1D3,0
ENSG00000135930,EIF4E2,0
ENSG00000198919,DZIP3,0
ENSG00000153815,CMIP,1
ENSG00000172201,ID4,1
ENSG00000163635,ATXN7,1
ENSG00000168887,C2orf68,0
ENSG00000085832,EPS15,0
ENSG00000144747,TMF1,0
ENSG00000173175,ADCY5,1
ENSG00000122376,SHLD2,0
ENSG00000155096,AZIN1,1
ENSG00000139515,PDX1,1
ENSG00000176853,FAM91A1,0
ENSG00000175806,MSRA,1
ENSG00000164161,HHIP,1
ENSG00000185716,MOSMO,0
ENSG00000174697,LEP,1
ENSG00000106070,GRB10,1
ENSG00000160131,VMA21,0
ENSG00000169857,AVEN,0
ENSG00000198331,HYLS1,0
ENSG00000008086,CDKL5,0
ENSG00000198018,ENTPD7,0
ENSG00000106829,TLE4,1
ENSG00000205302,SNX2,0
ENSG00000123612,ACVR1C,1
ENSG00000124067,SLC12A4,0
ENSG00000126860,EVI2A,1
ENSG00000100347,SAMM50,1
ENSG00000169340,PDILT,1
ENSG00000147684,NDUFB9,1
ENSG00000204950,LRRC10B,1
ENSG00000127870,RNF6,1
ENSG00000174502,SLC26A9,1
ENSG00000119684,MLH3,0
ENSG00000140623,SEPTIN12,0
ENSG00000073614,KDM5A,1
ENSG00000118503,TNFAIP3,1
ENSG00000197296,FITM2,1
ENSG00000140961,OSGIN1,1
ENSG00000064651,SLC12A2,1
ENSG00000187726,DNAJB13,0
ENSG00000170606,HSPA4,1
ENSG00000182810,DDX28,0
ENSG00000087152,ATXN7L3,0
ENSG00000130561,SAG,1
ENSG00000168769,TET2,1
ENSG00000145247,OCIAD2,1
ENSG00000163646,CLRN1,0
ENSG00000188522,FAM83G,0
ENSG00000131724,IL13RA1,1
ENSG00000115993,TRAK2,0
ENSG00000101435,CST9L,0
ENSG00000185008,ROBO2,1
ENSG00000168056,LTBP3,1
ENSG00000197976,AKAP17A,0
ENSG00000083838,ZNF446,0
ENSG00000152684,PELO,1
ENSG00000156966,B3GNT7,0
ENSG00000096654,ZNF184,0
ENSG00000266265,KLF14,1
ENSG00000145692,BHMT,1
ENSG00000157388,CACNA1D,1
ENSG00000172673,THEMIS,1
ENSG00000185627,PSMD13,0
ENSG00000154262,ABCA6,0
ENSG00000141385,AFG3L2,0
ENSG00000120341,SEC16B,1
ENSG00000182359,KBTBD3,0
ENSG00000130829,DUSP9,1
ENSG00000151366,NDUFC2,1
ENSG00000165501,LRR1,0
ENSG00000101290,CDS2,0
ENSG00000103811,CTSH,1
ENSG00000039523,RIPOR1,0
ENSG00000226321,CROCC2,0
ENSG00000135547,HEY2,1
ENSG00000117174,ZNHIT6,0
ENSG00000136122,BORA,0
ENSG00000135114,OASL,1
ENSG00000150867,PIP4K2A,1
ENSG00000196504,PRPF40A,1
ENSG00000180053,NKX2-6,1
ENSG00000197635,DPP4,1
ENSG00000135776,ABCB10,1
ENSG00000106460,TMEM106B,1
ENSG00000139675,HNRNPA1L2,0
ENSG00000122390,NAA60,0
ENSG00000149256,TENM4,1
ENSG00000169903,TM4SF4,1
ENSG00000164366,CCDC127,0
ENSG00000206530,CFAP44,1
ENSG00000100485,SOS2,1
ENSG00000037897,METTL1,0
ENSG00000043591,ADRB1,1
ENSG00000203760,CENPW,1
ENSG00000186442,KRT3,0
ENSG00000145569,OTULINL,1
ENSG00000105675,ATP4A,1
ENSG00000143869,GDF7,1
ENSG00000021300,PLEKHB1,0
ENSG00000090989,EXOC1,0
ENSG00000196456,ZNF775,0
ENSG00000104081,BMF,1
ENSG00000149300,C11orf52,0
ENSG00000124380,SNRNP27,0
ENSG00000173320,STOX2,0
ENSG00000162631,NTNG1,1
ENSG00000102572,STK24,1
ENSG00000173269,MMRN2,0
ENSG00000075035,WSCD2,1
ENSG00000171298,GAA,1
ENSG00000244624,KRTAP20-1,0
ENSG00000149295,DRD2,1
ENSG00000145730,PAM,1
ENSG00000008196,TFAP2B,1
ENSG00000139915,MDGA2,1
ENSG00000159164,SV2A,1
ENSG00000003393,ALS2,0
ENSG00000074047,GLI2,1
ENSG00000074219,TEAD2,0
ENSG00000187240,DYNC2H1,1
ENSG00000148606,POLR3A,0
ENSG00000086232,EIF2AK1,0
ENSG00000165521,EML5,1
ENSG00000242852,ZNF709,0
ENSG00000165695,AK8,0
ENSG00000196182,STK40,0
ENSG00000061918,GUCY1B1,1
ENSG00000173281,PPP1R3B,1
ENSG00000284479,SMIM39,0
ENSG00000123609,NMI,1
ENSG00000107679,PLEKHA1,1
ENSG00000213996,TM6SF2,1
ENSG00000004534,RBM6,1
ENSG00000188152,NUTM2G,0
ENSG00000237489,C10orf143,0
ENSG00000168701,TMEM208,0
ENSG00000168675,LDLRAD4,1
ENSG00000147604,RPL7,0
ENSG00000148426,PROSER2,0
ENSG00000127152,BCL11B,1
ENSG00000102053,ZC3H12B,0
ENSG00000100461,RBM23,0
ENSG00000069812,HES2,0
ENSG00000181220,ZNF746,1
ENSG00000116198,CEP104,0
ENSG00000196705,ZNF431,0
ENSG00000187678,SPRY4,1
ENSG00000158186,MRAS,1
ENSG00000091844,RGS17,1
ENSG00000187546,AGMO,1
ENSG00000136634,IL10,1
ENSG00000120705,ETF1,0
ENSG00000060709,RIMBP2,0
ENSG00000196428,TSC22D2,1
ENSG00000233917,POTEB,0
ENSG00000130414,NDUFA10,1
ENSG00000187486,KCNJ11,1
ENSG00000164113,ADAD1,0
ENSG00000185436,IFNLR1,1
ENSG00000172456,FGGY,0
ENSG00000139180,NDUFA9,1
ENSG00000144724,PTPRG,1
ENSG00000138738,PRDM5,1
ENSG00000142765,SYTL1,0
ENSG00000198934,MAGEE1,0
ENSG00000197321,SVIL,0
ENSG00000152669,CCNO,0
ENSG00000095303,PTGS1,1
ENSG00000130856,ZNF236,1
ENSG00000171873,ADRA1D,1
ENSG00000122971,ACADS,1
ENSG00000154227,CERS3,0
ENSG00000047315,POLR2B,0
ENSG00000100106,TRIOBP,0
ENSG00000174326,SLC16A11,1
ENSG00000163872,YEATS2,0
ENSG00000240857,RDH14,1
ENSG00000020256,ZFP64,1
ENSG00000183310,OR2T34,0
ENSG00000142327,RNPEPL1,0
ENSG00000126461,SCAF1,0
ENSG00000105221,AKT2,1
ENSG00000139880,CDH24,0
ENSG00000169507,SLC38A11,1
ENSG00000072682,P4HA2,0
ENSG00000149313,AASDHPPT,0
ENSG00000135314,KHDC1,0
ENSG00000253953,PCDHGB4,0
ENSG00000105717,PBX4,0
ENSG00000157895,C12orf43,1
ENSG00000169554,ZEB2,1
ENSG00000171634,BPTF,1
ENSG00000198774,RASSF9,0
ENSG00000124194,GDAP1L1,1
ENSG00000111879,FAM184A,0
ENSG00000134138,MEIS2,0
ENSG00000117707,PROX1,1
ENSG00000087111,PIGS,0
ENSG00000182685,BRICD5,0
ENSG00000164303,ENPP6,0
ENSG00000134640,MTNR1B,1
ENSG00000187068,C3orf70,1
ENSG00000143398,PIP5K1A,0
ENSG00000283988,TAF11L9,0
ENSG00000204279,PAGE3,0
ENSG00000141194,OR4D1,0
ENSG00000165169,DYNLT3,0
ENSG00000178057,NDUFAF3,1
ENSG00000184986,TMEM121,0
ENSG00000184305,CCSER1,1
ENSG00000150681,RGS18,0
ENSG00000106631,MYL7,1
ENSG00000100284,TOM1,1
ENSG00000131495,NDUFA2,1
ENSG00000188747,NOXA1,0
ENSG00000147654,EBAG9,0
ENSG00000010818,HIVEP2,1
ENSG00000114098,ARMC8,0
ENSG00000129214,SHBG,1
ENSG00000053747,LAMA3,0
ENSG00000116117,PARD3B,1
ENSG00000196646,ZNF136,0
ENSG00000187223,LCE2D,0
ENSG00000140382,HMG20A,1
ENSG00000121653,MAPK8IP1,1
ENSG00000129596,CDO1,0
ENSG00000161682,FAM171A2,0
ENSG00000164574,GALNT10,1
ENSG00000129347,KRI1,0
ENSG00000135999,EPC2,1
ENSG00000158683,PKD1L1,0
ENSG00000070610,GBA2,1
ENSG00000169402,RSPH10B2,0
ENSG00000118520,ARG1,1
ENSG00000068796,KIF2A,0
ENSG00000138050,THUMPD2,0
ENSG00000181195,PENK,1
ENSG00000198837,DENND4B,0
ENSG00000165476,REEP3,1
ENSG00000149084,HSD17B12,1
ENSG00000025156,HSF2,0
ENSG00000138641,HERC3,0
ENSG00000116852,KIF21B,0
ENSG00000086102,NFX1,0
ENSG00000183508,TENT5C,1
ENSG00000150347,ARID5B,1
ENSG00000174482,LINGO2,1
ENSG00000169313,P2RY12,1
ENSG00000186517,ARHGAP30,0
ENSG00000147381,MAGEA4,0
ENSG00000106633,GCK,1
ENSG00000048052,HDAC9,1
ENSG00000132975,GPR12,0
ENSG00000185262,UBALD2,0
ENSG00000164045,CDC25A,1
ENSG00000123572,NRK,0
ENSG00000188263,IL17REL,1
ENSG00000189045,ANKDD1B,1
ENSG00000180772,AGTR2,1
ENSG00000101493,ZNF516,0
ENSG00000104369,JPH1,1
ENSG00000100034,PPM1F,0
ENSG00000171044,XKR6,1
ENSG00000112033,PPARD,1
ENSG00000267855,NDUFA7,1
ENSG00000077063,CTTNBP2,1
ENSG00000095951,HIVEP1,0
ENSG00000133794,BMAL1,1
ENSG00000172260,NEGR1,1
ENSG00000167037,SGSM1,1
ENSG00000137710,RDX,0
ENSG00000165264,NDUFB6,1
ENSG00000148429,USP6NL,0
ENSG00000135045,C9orf40,0
ENSG00000173517,PEAK1,1
ENSG00000163870,TPRA1,0
ENSG00000077044,DGKD,1
ENSG00000151445,VIPAS39,0
ENSG00000153930,ANKFN1,0
ENSG00000100711,ZFYVE21,0
ENSG00000219481,NBPF1,0
ENSG00000156675,RAB11FIP1,0
ENSG00000221914,PPP2R2A,1
