gene_id,gene_symbol,true_label,Protein_only_ProtBERT_SW_score,Genomic_only_K3K4Basic_score,Multimodal_handcrafted_score,Multimodal_DNABERT2_score,gene_symbol_upper,Protein_only_ProtBERT_SW_pred_0p5,Protein_only_ProtBERT_SW_error_0p5,Genomic_only_K3K4Basic_pred_0p5,Genomic_only_K3K4Basic_error_0p5,Multimodal_handcrafted_pred_0p5,Multimodal_handcrafted_error_0p5,Multimodal_DNABERT2_pred_0p5,Multimodal_DNABERT2_error_0p5,base_model,new_model,base_correct,new_correct,comparison_group,score_delta_new_minus_base
ENSG00000187626,ZKSCAN4,0,0.2396411329891539,0.3930704350086165,0.2021869872639671,0.2518950610159872,ZKSCAN4,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.012253928026833283
ENSG00000116205,TCEANC2,0,0.2323957678890229,0.4167439603007875,0.2304725019042893,0.1984360081318238,TCEANC2,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.03395975975719909
ENSG00000184209,SNRNP35,0,0.2280980558253323,0.3302790904331329,0.2553046728082921,0.2854483591172934,SNRNP35,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.057350303291961086
ENSG00000089639,GMIP,0,0.2621187825845918,0.3860612294176002,0.2397740050150023,0.2115197474371138,GMIP,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.050599035147478016
ENSG00000176087,SLC35A4,0,0.3915302177423556,0.289016756114678,0.3459045837838089,0.3066062328764645,SLC35A4,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.08492398486589109
ENSG00000165623,UCMA,1,0.5170019718367761,0.4140399840105738,0.4923783704115093,0.5257634681400151,UCMA,1,TP,0,FN,0,FN,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.00876149630323897
ENSG00000183508,TENT5C,1,0.6071496307835164,0.4338007686198871,0.5614672293822339,0.6290926024835309,TENT5C,1,TP,0,FN,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.02194297170001458
ENSG00000162069,BICDL2,0,0.2593510895325941,0.4787924973750547,0.2190436534826017,0.2657200343139247,BICDL2,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.006368944781330599
ENSG00000129450,SIGLEC9,0,0.2500483419877637,0.4735403336771949,0.2148904452677582,0.2609165118975795,SIGLEC9,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.010868169909815761
ENSG00000221818,EBF2,1,0.7159370238968292,0.4836585535003037,0.6967151788929487,0.7098986482450779,EBF2,1,TP,0,FN,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.00603837565175136
ENSG00000117154,IGSF21,1,0.6700591932585879,0.494152585745211,0.620838533480293,0.7366484633832676,IGSF21,1,TP,0,FN,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.06658927012467974
ENSG00000102891,MT4,0,0.3436062078895206,0.3072092809342852,0.2916586710594511,0.382558666332784,MT4,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.038952458443263394
ENSG00000286038,SPDYE13,0,0.1084280850521806,0.2717661063040863,0.0898227234959388,0.1881729841103183,SPDYE13,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.0797448990581377
ENSG00000163281,GNPDA2,1,0.6442331091006882,0.4610261780452593,0.6044308859136849,0.6600467617213835,GNPDA2,1,TP,0,FN,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.01581365262069534
ENSG00000132972,RNF17,0,0.3005022551215789,0.3172785539727457,0.1786786809334385,0.255402853747071,RNF17,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.04509940137450791
ENSG00000154767,XPC,0,0.1888850994161574,0.4165153774681945,0.1587563818246639,0.1368751246144144,XPC,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.05200997480174299
ENSG00000196110,ZNF699,0,0.2000924903352985,0.3081292243114844,0.1638187170815831,0.1644273473064698,ZNF699,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.0356651430288287
ENSG00000139174,PRICKLE1,1,0.5317085588149032,0.5772188856908612,0.5909716118003914,0.6740921678771045,PRICKLE1,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.14238360906220127
ENSG00000006468,ETV1,1,0.8061217951782096,0.4135883940976316,0.8240977419985035,0.7375366534480498,ETV1,1,TP,0,FN,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.06858514173015984
ENSG00000196131,VN1R2,0,0.1891011398650372,0.34372574905556,0.1912293872795959,0.2847287698550451,VN1R2,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.09562762999000787
ENSG00000132437,DDC,1,0.6224521468443628,0.522135930379185,0.6450038884120635,0.7035651731905129,DDC,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.08111302634615014
ENSG00000179044,EXOC3L1,0,0.1803395458510202,0.3225201177641558,0.1450964678477328,0.2357522131853474,EXOC3L1,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.055412667334327204
ENSG00000104490,NCALD,1,0.7493288867538755,0.4892695662626622,0.6916168341772163,0.7229091606928306,NCALD,1,TP,0,FN,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.026419726061044924
ENSG00000100139,MICALL1,0,0.3659473967197314,0.5393009073330409,0.3797422616904483,0.3895716047608156,MICALL1,0,TN,1,FP,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.02362420804108417
ENSG00000278558,TMEM191B,0,0.2181499752084085,0.3314701056383159,0.1972031038394432,0.2563257025091278,TMEM191B,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.038175727300719275
ENSG00000162664,ZNF326,0,0.4299963346679257,0.511733460647138,0.5349956022076279,0.379907175305202,ZNF326,0,TN,1,FP,1,FP,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.05008915936272368
ENSG00000021762,OSBPL5,0,0.2868206901173735,0.5450125526585047,0.3731500324957566,0.3653049686737173,OSBPL5,0,TN,1,FP,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.07848427855634382
ENSG00000115339,GALNT3,1,0.7839412771354403,0.4206652966364027,0.6852166385594767,0.6968136220356691,GALNT3,1,TP,0,FN,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.08712765509977116
ENSG00000274749,KRTAP7-1,0,0.3562149462460934,0.4128458022022592,0.3581770219299349,0.3487424801940987,KRTAP7-1,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.007472466051994697
ENSG00000077044,DGKD,1,0.5115701314013804,0.6102552669779122,0.6409774109678585,0.5859054653004928,DGKD,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.0743353338991124
ENSG00000140675,SLC5A2,1,0.6802679427676918,0.4691975257229855,0.668805203547375,0.658511365636754,SLC5A2,1,TP,0,FN,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.021756577130937704
ENSG00000169129,AFAP1L2,1,0.6183240961239999,0.5096417935396621,0.5795494030458055,0.6336418116063565,AFAP1L2,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.015317715482356609
ENSG00000100078,PLA2G3,0,0.2704241194581018,0.4375848448925678,0.2643657654056262,0.1993455545845953,PLA2G3,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.0710785648735065
ENSG00000187223,LCE2D,0,0.2618996749221678,0.3113062058701515,0.2633046623162374,0.2571728253784281,LCE2D,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.004726849543739697
ENSG00000143337,TOR1AIP1,0,0.3649253093947019,0.2989176874534169,0.1863685430520709,0.2069455448811993,TOR1AIP1,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.15797976451350262
ENSG00000198945,L3MBTL3,1,0.7674000536169743,0.5158025778181807,0.7058291441372436,0.7279881725499853,L3MBTL3,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.03941188106698901
ENSG00000072501,SMC1A,0,0.3825940210796812,0.3332152882366633,0.3375785694171074,0.2914494791547677,SMC1A,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.0911445419249135
ENSG00000173838,MARCHF10,0,0.3093826404240122,0.463273226604775,0.2925927776993827,0.2507324552765869,MARCHF10,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.058650185147425316
ENSG00000106460,TMEM106B,1,0.7089439058165052,0.4349411116146141,0.5509733281438549,0.6090108466274097,TMEM106B,1,TP,0,FN,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.09993305918909556
ENSG00000120690,ELF1,1,0.7038448322159178,0.4353723081557032,0.6475312479956596,0.6472136142019355,ELF1,1,TP,0,FN,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.0566312180139823
ENSG00000188060,RAB42,0,0.2520922904981834,0.4628673262570477,0.2758595186520284,0.3035673311435318,RAB42,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.05147504064534841
ENSG00000128683,GAD1,1,0.7621097110442118,0.6086926205080248,0.8134238284345724,0.8364516684739696,GAD1,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.0743419574297578
ENSG00000169857,AVEN,0,0.3369979596631832,0.4225292981213226,0.2977225533030999,0.2745583060041062,AVEN,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.062439653659077
ENSG00000154269,ENPP3,1,0.7380835442732829,0.4345112285510623,0.6451406040505099,0.6143079146936388,ENPP3,1,TP,0,FN,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.12377562957964416
ENSG00000134697,GNL2,0,0.3455454619273622,0.5315074053598977,0.4541455897583693,0.4411143533936777,GNL2,0,TN,1,FP,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.09556889146631553
ENSG00000172046,USP19,0,0.3900908410223778,0.4488648315487943,0.379536701163385,0.1918011704622419,USP19,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.19828967056013588
ENSG00000143995,MEIS1,1,0.6969476887565186,0.6859756132228425,0.7875372440325016,0.7804373280983061,MEIS1,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.08348963934178755
ENSG00000018625,ATP1A2,1,0.7423908374102146,0.540188542187745,0.7722876496962918,0.7129863084826765,ATP1A2,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.029404528927538087
ENSG00000004059,ARF5,1,0.539654922917846,0.5288038390935941,0.5855066457235111,0.5889278572128767,ARF5,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.04927293429503066
ENSG00000176809,LRRC37A3,0,0.1676393029217339,0.5378075697283439,0.226403691451888,0.3233366861009745,LRRC37A3,0,TN,1,FP,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.1556973831792406
ENSG00000128335,APOL2,0,0.148704129588618,0.4104788564118776,0.1719585142957883,0.250983599265231,APOL2,0,TN,0,TN,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.102279469676613
ENSG00000119772,DNMT3A,1,0.6867216472478276,0.7371810194106414,0.7938687724207305,0.751455372350557,DNMT3A,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.06473372510272946
ENSG00000257335,MGAM,1,0.8115527285676364,0.3289352360564977,0.7105967174743247,0.6411744434788206,MGAM,1,TP,0,FN,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,-0.1703782850888158
ENSG00000151276,MAGI1,1,0.7378780342047194,0.561530716432009,0.6936290401309414,0.8457407051729117,MAGI1,1,TP,1,TP,1,TP,1,TP,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.10786267096819224
ENSG00000179397,CATSPERE,0,0.2624255678005809,0.5,0.3280426713694707,0.2833212723402222,CATSPERE,0,TN,1,FP,0,TN,0,TN,Protein_only_ProtBERT_SW,Multimodal_DNABERT2,True,True,correct_by_both,0.02089570453964129
