top_n,permutation,theme,random_count,random_fraction
50,304,glucose_metabolism,0,0.0
50,304,beta_cell_biology,0,0.0
50,304,mitochondrial_function,1,0.02
50,304,oxidative_phosphorylation,1,0.02
50,304,pancreatic_development,0,0.0
50,304,lipid_metabolism,0,0.0
50,304,known_t2d_gwas_or_monogenic,0,0.0
50,305,insulin_signalling,0,0.0
50,305,glucose_metabolism,1,0.02
50,305,beta_cell_biology,0,0.0
50,305,mitochondrial_function,2,0.04
50,305,oxidative_phosphorylation,2,0.04
50,305,pancreatic_development,0,0.0
50,305,lipid_metabolism,0,0.0
50,305,known_t2d_gwas_or_monogenic,0,0.0
50,306,insulin_signalling,0,0.0
50,306,glucose_metabolism,0,0.0
50,306,beta_cell_biology,0,0.0
50,306,mitochondrial_function,1,0.02
50,306,oxidative_phosphorylation,1,0.02
50,306,pancreatic_development,0,0.0
50,306,lipid_metabolism,1,0.02
50,306,known_t2d_gwas_or_monogenic,1,0.02
50,307,insulin_signalling,0,0.0
50,307,glucose_metabolism,2,0.04
50,307,beta_cell_biology,2,0.04
50,307,mitochondrial_function,2,0.04
50,307,oxidative_phosphorylation,2,0.04
50,307,pancreatic_development,1,0.02
50,307,lipid_metabolism,0,0.0
50,307,known_t2d_gwas_or_monogenic,4,0.08
50,308,insulin_signalling,0,0.0
50,308,glucose_metabolism,1,0.02
50,308,beta_cell_biology,1,0.02
50,308,mitochondrial_function,1,0.02
50,308,oxidative_phosphorylation,1,0.02
50,308,pancreatic_development,0,0.0
50,308,lipid_metabolism,0,0.0
50,308,known_t2d_gwas_or_monogenic,4,0.08
50,309,insulin_signalling,0,0.0
50,309,glucose_metabolism,1,0.02
50,309,beta_cell_biology,3,0.06
50,309,mitochondrial_function,3,0.06
50,309,oxidative_phosphorylation,3,0.06
50,309,pancreatic_development,2,0.04
50,309,lipid_metabolism,0,0.0
50,309,known_t2d_gwas_or_monogenic,2,0.04
50,310,insulin_signalling,0,0.0
50,310,glucose_metabolism,0,0.0
50,310,beta_cell_biology,2,0.04
50,310,mitochondrial_function,1,0.02
50,310,oxidative_phosphorylation,1,0.02
50,310,pancreatic_development,0,0.0
50,310,lipid_metabolism,0,0.0
50,310,known_t2d_gwas_or_monogenic,3,0.06
50,311,insulin_signalling,0,0.0
50,311,glucose_metabolism,1,0.02
50,311,beta_cell_biology,0,0.0
50,311,mitochondrial_function,3,0.06
50,311,oxidative_phosphorylation,3,0.06
50,311,pancreatic_development,0,0.0
50,311,lipid_metabolism,1,0.02
50,311,known_t2d_gwas_or_monogenic,0,0.0
50,312,insulin_signalling,0,0.0
50,312,glucose_metabolism,1,0.02
50,312,beta_cell_biology,1,0.02
50,312,mitochondrial_function,1,0.02
50,312,oxidative_phosphorylation,1,0.02
50,312,pancreatic_development,1,0.02
50,312,lipid_metabolism,1,0.02
50,312,known_t2d_gwas_or_monogenic,0,0.0
50,313,insulin_signalling,0,0.0
50,313,glucose_metabolism,1,0.02
50,313,beta_cell_biology,1,0.02
50,313,mitochondrial_function,2,0.04
50,313,oxidative_phosphorylation,2,0.04
50,313,pancreatic_development,1,0.02
50,313,lipid_metabolism,0,0.0
50,313,known_t2d_gwas_or_monogenic,3,0.06
50,314,insulin_signalling,1,0.02
50,314,glucose_metabolism,1,0.02
50,314,beta_cell_biology,2,0.04
50,314,mitochondrial_function,3,0.06
50,314,oxidative_phosphorylation,3,0.06
50,314,pancreatic_development,2,0.04
50,314,lipid_metabolism,1,0.02
50,314,known_t2d_gwas_or_monogenic,4,0.08
50,315,insulin_signalling,0,0.0
50,315,glucose_metabolism,0,0.0
50,315,beta_cell_biology,2,0.04
50,315,mitochondrial_function,3,0.06
50,315,oxidative_phosphorylation,3,0.06
50,315,pancreatic_development,1,0.02
50,315,lipid_metabolism,0,0.0
50,315,known_t2d_gwas_or_monogenic,2,0.04
50,316,insulin_signalling,0,0.0
50,316,glucose_metabolism,1,0.02
50,316,beta_cell_biology,2,0.04
50,316,mitochondrial_function,2,0.04
50,316,oxidative_phosphorylation,2,0.04
50,316,pancreatic_development,0,0.0
50,316,lipid_metabolism,0,0.0
50,316,known_t2d_gwas_or_monogenic,2,0.04
50,317,insulin_signalling,0,0.0
50,317,glucose_metabolism,1,0.02
50,317,beta_cell_biology,1,0.02
50,317,mitochondrial_function,3,0.06
50,317,oxidative_phosphorylation,3,0.06
50,317,pancreatic_development,0,0.0
50,317,lipid_metabolism,0,0.0
50,317,known_t2d_gwas_or_monogenic,1,0.02
50,318,insulin_signalling,1,0.02
50,318,glucose_metabolism,1,0.02
50,318,beta_cell_biology,1,0.02
50,318,mitochondrial_function,3,0.06
50,318,oxidative_phosphorylation,3,0.06
50,318,pancreatic_development,1,0.02
50,318,lipid_metabolism,0,0.0
50,318,known_t2d_gwas_or_monogenic,2,0.04
50,319,insulin_signalling,0,0.0
50,319,glucose_metabolism,1,0.02
50,319,beta_cell_biology,1,0.02
50,319,mitochondrial_function,1,0.02
50,319,oxidative_phosphorylation,1,0.02
50,319,pancreatic_development,0,0.0
50,319,lipid_metabolism,1,0.02
50,319,known_t2d_gwas_or_monogenic,2,0.04
50,320,insulin_signalling,0,0.0
50,320,glucose_metabolism,1,0.02
50,320,beta_cell_biology,2,0.04
50,320,mitochondrial_function,2,0.04
50,320,oxidative_phosphorylation,2,0.04
50,320,pancreatic_development,0,0.0
50,320,lipid_metabolism,0,0.0
50,320,known_t2d_gwas_or_monogenic,3,0.06
50,321,insulin_signalling,0,0.0
50,321,glucose_metabolism,1,0.02
50,321,beta_cell_biology,2,0.04
50,321,mitochondrial_function,3,0.06
50,321,oxidative_phosphorylation,3,0.06
50,321,pancreatic_development,0,0.0
50,321,lipid_metabolism,0,0.0
50,321,known_t2d_gwas_or_monogenic,3,0.06
50,322,insulin_signalling,1,0.02
50,322,glucose_metabolism,0,0.0
50,322,beta_cell_biology,4,0.08
50,322,mitochondrial_function,2,0.04
50,322,oxidative_phosphorylation,2,0.04
50,322,pancreatic_development,2,0.04
50,322,lipid_metabolism,0,0.0
50,322,known_t2d_gwas_or_monogenic,5,0.1
50,323,insulin_signalling,0,0.0
50,323,glucose_metabolism,1,0.02
50,323,beta_cell_biology,2,0.04
50,323,mitochondrial_function,2,0.04
50,323,oxidative_phosphorylation,2,0.04
50,323,pancreatic_development,1,0.02
50,323,lipid_metabolism,0,0.0
50,323,known_t2d_gwas_or_monogenic,3,0.06
50,324,insulin_signalling,0,0.0
50,324,glucose_metabolism,0,0.0
50,324,beta_cell_biology,2,0.04
50,324,mitochondrial_function,2,0.04
50,324,oxidative_phosphorylation,2,0.04
50,324,pancreatic_development,1,0.02
50,324,lipid_metabolism,0,0.0
50,324,known_t2d_gwas_or_monogenic,3,0.06
50,325,insulin_signalling,0,0.0
50,325,glucose_metabolism,0,0.0
50,325,beta_cell_biology,2,0.04
50,325,mitochondrial_function,4,0.08
50,325,oxidative_phosphorylation,4,0.08
50,325,pancreatic_development,0,0.0
50,325,lipid_metabolism,0,0.0
50,325,known_t2d_gwas_or_monogenic,2,0.04
50,326,insulin_signalling,0,0.0
50,326,glucose_metabolism,1,0.02
50,326,beta_cell_biology,2,0.04
50,326,mitochondrial_function,0,0.0
50,326,oxidative_phosphorylation,0,0.0
50,326,pancreatic_development,2,0.04
50,326,lipid_metabolism,0,0.0
50,326,known_t2d_gwas_or_monogenic,3,0.06
50,327,insulin_signalling,1,0.02
50,327,glucose_metabolism,1,0.02
50,327,beta_cell_biology,2,0.04
50,327,mitochondrial_function,7,0.14
50,327,oxidative_phosphorylation,7,0.14
50,327,pancreatic_development,0,0.0
50,327,lipid_metabolism,0,0.0
50,327,known_t2d_gwas_or_monogenic,5,0.1
50,328,insulin_signalling,0,0.0
50,328,glucose_metabolism,2,0.04
50,328,beta_cell_biology,3,0.06
50,328,mitochondrial_function,1,0.02
50,328,oxidative_phosphorylation,1,0.02
50,328,pancreatic_development,1,0.02
50,328,lipid_metabolism,0,0.0
50,328,known_t2d_gwas_or_monogenic,5,0.1
50,329,insulin_signalling,0,0.0
50,329,glucose_metabolism,1,0.02
50,329,beta_cell_biology,0,0.0
50,329,mitochondrial_function,1,0.02
50,329,oxidative_phosphorylation,1,0.02
50,329,pancreatic_development,0,0.0
50,329,lipid_metabolism,0,0.0
50,329,known_t2d_gwas_or_monogenic,1,0.02
50,330,insulin_signalling,0,0.0
50,330,glucose_metabolism,1,0.02
50,330,beta_cell_biology,2,0.04
50,330,mitochondrial_function,3,0.06
50,330,oxidative_phosphorylation,3,0.06
50,330,pancreatic_development,1,0.02
50,330,lipid_metabolism,0,0.0
50,330,known_t2d_gwas_or_monogenic,2,0.04
50,331,insulin_signalling,1,0.02
50,331,glucose_metabolism,1,0.02
50,331,beta_cell_biology,2,0.04
50,331,mitochondrial_function,4,0.08
50,331,oxidative_phosphorylation,4,0.08
50,331,pancreatic_development,1,0.02
50,331,lipid_metabolism,0,0.0
50,331,known_t2d_gwas_or_monogenic,3,0.06
50,332,insulin_signalling,0,0.0
50,332,glucose_metabolism,0,0.0
50,332,beta_cell_biology,3,0.06
50,332,mitochondrial_function,1,0.02
50,332,oxidative_phosphorylation,1,0.02
50,332,pancreatic_development,1,0.02
50,332,lipid_metabolism,0,0.0
50,332,known_t2d_gwas_or_monogenic,2,0.04
50,333,insulin_signalling,0,0.0
50,333,glucose_metabolism,0,0.0
50,333,beta_cell_biology,1,0.02
50,333,mitochondrial_function,1,0.02
50,333,oxidative_phosphorylation,1,0.02
50,333,pancreatic_development,1,0.02
50,333,lipid_metabolism,0,0.0
50,333,known_t2d_gwas_or_monogenic,0,0.0
50,334,insulin_signalling,0,0.0
50,334,glucose_metabolism,0,0.0
50,334,beta_cell_biology,2,0.04
50,334,mitochondrial_function,1,0.02
50,334,oxidative_phosphorylation,1,0.02
50,334,pancreatic_development,1,0.02
50,334,lipid_metabolism,0,0.0
50,334,known_t2d_gwas_or_monogenic,3,0.06
50,335,insulin_signalling,0,0.0
50,335,glucose_metabolism,0,0.0
50,335,beta_cell_biology,0,0.0
50,335,mitochondrial_function,0,0.0
50,335,oxidative_phosphorylation,0,0.0
50,335,pancreatic_development,0,0.0
50,335,lipid_metabolism,0,0.0
50,335,known_t2d_gwas_or_monogenic,0,0.0
50,336,insulin_signalling,0,0.0
50,336,glucose_metabolism,1,0.02
50,336,beta_cell_biology,1,0.02
50,336,mitochondrial_function,1,0.02
50,336,oxidative_phosphorylation,1,0.02
50,336,pancreatic_development,0,0.0
50,336,lipid_metabolism,0,0.0
50,336,known_t2d_gwas_or_monogenic,2,0.04
50,337,insulin_signalling,0,0.0
50,337,glucose_metabolism,1,0.02
50,337,beta_cell_biology,1,0.02
50,337,mitochondrial_function,4,0.08
50,337,oxidative_phosphorylation,4,0.08
50,337,pancreatic_development,0,0.0
50,337,lipid_metabolism,0,0.0
50,337,known_t2d_gwas_or_monogenic,2,0.04
50,338,insulin_signalling,0,0.0
50,338,glucose_metabolism,1,0.02
50,338,beta_cell_biology,3,0.06
50,338,mitochondrial_function,4,0.08
50,338,oxidative_phosphorylation,4,0.08
50,338,pancreatic_development,3,0.06
50,338,lipid_metabolism,0,0.0
50,338,known_t2d_gwas_or_monogenic,4,0.08
50,339,insulin_signalling,0,0.0
50,339,glucose_metabolism,0,0.0
50,339,beta_cell_biology,2,0.04
50,339,mitochondrial_function,3,0.06
50,339,oxidative_phosphorylation,3,0.06
50,339,pancreatic_development,0,0.0
50,339,lipid_metabolism,1,0.02
50,339,known_t2d_gwas_or_monogenic,2,0.04
50,340,insulin_signalling,0,0.0
50,340,glucose_metabolism,1,0.02
50,340,beta_cell_biology,1,0.02
50,340,mitochondrial_function,2,0.04
50,340,oxidative_phosphorylation,2,0.04
50,340,pancreatic_development,0,0.0
50,340,lipid_metabolism,0,0.0
50,340,known_t2d_gwas_or_monogenic,3,0.06
50,341,insulin_signalling,0,0.0
50,341,glucose_metabolism,0,0.0
50,341,beta_cell_biology,0,0.0
50,341,mitochondrial_function,3,0.06
50,341,oxidative_phosphorylation,3,0.06
50,341,pancreatic_development,0,0.0
50,341,lipid_metabolism,0,0.0
50,341,known_t2d_gwas_or_monogenic,0,0.0
50,342,insulin_signalling,0,0.0
50,342,glucose_metabolism,1,0.02
50,342,beta_cell_biology,0,0.0
50,342,mitochondrial_function,4,0.08
50,342,oxidative_phosphorylation,4,0.08
50,342,pancreatic_development,0,0.0
50,342,lipid_metabolism,0,0.0
50,342,known_t2d_gwas_or_monogenic,0,0.0
50,343,insulin_signalling,0,0.0
50,343,glucose_metabolism,1,0.02
50,343,beta_cell_biology,0,0.0
50,343,mitochondrial_function,2,0.04
50,343,oxidative_phosphorylation,2,0.04
50,343,pancreatic_development,0,0.0
50,343,lipid_metabolism,0,0.0
50,343,known_t2d_gwas_or_monogenic,1,0.02
50,344,insulin_signalling,0,0.0
50,344,glucose_metabolism,0,0.0
50,344,beta_cell_biology,3,0.06
50,344,mitochondrial_function,0,0.0
50,344,oxidative_phosphorylation,0,0.0
50,344,pancreatic_development,2,0.04
50,344,lipid_metabolism,0,0.0
50,344,known_t2d_gwas_or_monogenic,2,0.04
50,345,insulin_signalling,0,0.0
50,345,glucose_metabolism,2,0.04
50,345,beta_cell_biology,2,0.04
50,345,mitochondrial_function,1,0.02
50,345,oxidative_phosphorylation,1,0.02
50,345,pancreatic_development,1,0.02
50,345,lipid_metabolism,0,0.0
50,345,known_t2d_gwas_or_monogenic,3,0.06
50,346,insulin_signalling,0,0.0
50,346,glucose_metabolism,1,0.02
50,346,beta_cell_biology,1,0.02
50,346,mitochondrial_function,1,0.02
50,346,oxidative_phosphorylation,1,0.02
50,346,pancreatic_development,0,0.0
50,346,lipid_metabolism,0,0.0
50,346,known_t2d_gwas_or_monogenic,1,0.02
50,347,insulin_signalling,0,0.0
50,347,glucose_metabolism,0,0.0
50,347,beta_cell_biology,2,0.04
50,347,mitochondrial_function,1,0.02
50,347,oxidative_phosphorylation,1,0.02
50,347,pancreatic_development,1,0.02
50,347,lipid_metabolism,1,0.02
50,347,known_t2d_gwas_or_monogenic,2,0.04
50,348,insulin_signalling,0,0.0
50,348,glucose_metabolism,1,0.02
50,348,beta_cell_biology,1,0.02
50,348,mitochondrial_function,1,0.02
50,348,oxidative_phosphorylation,1,0.02
50,348,pancreatic_development,0,0.0
50,348,lipid_metabolism,0,0.0
50,348,known_t2d_gwas_or_monogenic,2,0.04
50,349,insulin_signalling,0,0.0
50,349,glucose_metabolism,2,0.04
50,349,beta_cell_biology,2,0.04
50,349,mitochondrial_function,2,0.04
50,349,oxidative_phosphorylation,2,0.04
50,349,pancreatic_development,0,0.0
50,349,lipid_metabolism,0,0.0
50,349,known_t2d_gwas_or_monogenic,4,0.08
50,350,insulin_signalling,0,0.0
50,350,glucose_metabolism,0,0.0
50,350,beta_cell_biology,2,0.04
50,350,mitochondrial_function,1,0.02
50,350,oxidative_phosphorylation,1,0.02
50,350,pancreatic_development,0,0.0
50,350,lipid_metabolism,0,0.0
50,350,known_t2d_gwas_or_monogenic,4,0.08
50,351,insulin_signalling,0,0.0
50,351,glucose_metabolism,1,0.02
50,351,beta_cell_biology,2,0.04
50,351,mitochondrial_function,3,0.06
50,351,oxidative_phosphorylation,3,0.06
50,351,pancreatic_development,1,0.02
50,351,lipid_metabolism,0,0.0
50,351,known_t2d_gwas_or_monogenic,3,0.06
50,352,insulin_signalling,0,0.0
50,352,glucose_metabolism,1,0.02
50,352,beta_cell_biology,2,0.04
50,352,mitochondrial_function,0,0.0
50,352,oxidative_phosphorylation,0,0.0
50,352,pancreatic_development,1,0.02
50,352,lipid_metabolism,0,0.0
50,352,known_t2d_gwas_or_monogenic,3,0.06
50,353,insulin_signalling,0,0.0
50,353,glucose_metabolism,1,0.02
50,353,beta_cell_biology,3,0.06
50,353,mitochondrial_function,3,0.06
50,353,oxidative_phosphorylation,3,0.06
50,353,pancreatic_development,2,0.04
50,353,lipid_metabolism,1,0.02
50,353,known_t2d_gwas_or_monogenic,2,0.04
50,354,insulin_signalling,0,0.0
50,354,glucose_metabolism,0,0.0
50,354,beta_cell_biology,3,0.06
50,354,mitochondrial_function,2,0.04
50,354,oxidative_phosphorylation,2,0.04
50,354,pancreatic_development,1,0.02
50,354,lipid_metabolism,1,0.02
50,354,known_t2d_gwas_or_monogenic,3,0.06
50,355,insulin_signalling,0,0.0
50,355,glucose_metabolism,0,0.0
50,355,beta_cell_biology,0,0.0
50,355,mitochondrial_function,5,0.1
50,355,oxidative_phosphorylation,5,0.1
50,355,pancreatic_development,0,0.0
50,355,lipid_metabolism,1,0.02
50,355,known_t2d_gwas_or_monogenic,0,0.0
50,356,insulin_signalling,0,0.0
50,356,glucose_metabolism,0,0.0
50,356,beta_cell_biology,2,0.04
50,356,mitochondrial_function,3,0.06
50,356,oxidative_phosphorylation,3,0.06
50,356,pancreatic_development,2,0.04
50,356,lipid_metabolism,1,0.02
50,356,known_t2d_gwas_or_monogenic,4,0.08
50,357,insulin_signalling,1,0.02
50,357,glucose_metabolism,1,0.02
50,357,beta_cell_biology,4,0.08
50,357,mitochondrial_function,2,0.04
50,357,oxidative_phosphorylation,2,0.04
50,357,pancreatic_development,3,0.06
50,357,lipid_metabolism,0,0.0
50,357,known_t2d_gwas_or_monogenic,5,0.1
50,358,insulin_signalling,0,0.0
50,358,glucose_metabolism,0,0.0
50,358,beta_cell_biology,3,0.06
50,358,mitochondrial_function,3,0.06
50,358,oxidative_phosphorylation,3,0.06
50,358,pancreatic_development,2,0.04
50,358,lipid_metabolism,0,0.0
50,358,known_t2d_gwas_or_monogenic,3,0.06
50,359,insulin_signalling,0,0.0
50,359,glucose_metabolism,0,0.0
50,359,beta_cell_biology,1,0.02
50,359,mitochondrial_function,2,0.04
50,359,oxidative_phosphorylation,2,0.04
50,359,pancreatic_development,0,0.0
50,359,lipid_metabolism,0,0.0
50,359,known_t2d_gwas_or_monogenic,2,0.04
50,360,insulin_signalling,0,0.0
50,360,glucose_metabolism,1,0.02
50,360,beta_cell_biology,4,0.08
50,360,mitochondrial_function,4,0.08
50,360,oxidative_phosphorylation,4,0.08
50,360,pancreatic_development,2,0.04
50,360,lipid_metabolism,1,0.02
50,360,known_t2d_gwas_or_monogenic,3,0.06
50,361,insulin_signalling,0,0.0
50,361,glucose_metabolism,2,0.04
50,361,beta_cell_biology,3,0.06
50,361,mitochondrial_function,5,0.1
50,361,oxidative_phosphorylation,5,0.1
50,361,pancreatic_development,0,0.0
50,361,lipid_metabolism,0,0.0
50,361,known_t2d_gwas_or_monogenic,5,0.1
50,362,insulin_signalling,1,0.02
50,362,glucose_metabolism,0,0.0
50,362,beta_cell_biology,5,0.1
50,362,mitochondrial_function,1,0.02
50,362,oxidative_phosphorylation,1,0.02
50,362,pancreatic_development,2,0.04
50,362,lipid_metabolism,0,0.0
50,362,known_t2d_gwas_or_monogenic,7,0.14
50,363,insulin_signalling,0,0.0
50,363,glucose_metabolism,1,0.02
50,363,beta_cell_biology,3,0.06
50,363,mitochondrial_function,2,0.04
50,363,oxidative_phosphorylation,2,0.04
50,363,pancreatic_development,1,0.02
50,363,lipid_metabolism,1,0.02
50,363,known_t2d_gwas_or_monogenic,4,0.08
50,364,insulin_signalling,0,0.0
50,364,glucose_metabolism,0,0.0
50,364,beta_cell_biology,1,0.02
50,364,mitochondrial_function,4,0.08
50,364,oxidative_phosphorylation,4,0.08
50,364,pancreatic_development,0,0.0
50,364,lipid_metabolism,0,0.0
50,364,known_t2d_gwas_or_monogenic,2,0.04
50,365,insulin_signalling,0,0.0
50,365,glucose_metabolism,0,0.0
50,365,beta_cell_biology,2,0.04
50,365,mitochondrial_function,0,0.0
50,365,oxidative_phosphorylation,0,0.0
50,365,pancreatic_development,1,0.02
50,365,lipid_metabolism,0,0.0
50,365,known_t2d_gwas_or_monogenic,1,0.02
50,366,insulin_signalling,0,0.0
50,366,glucose_metabolism,0,0.0
50,366,beta_cell_biology,3,0.06
50,366,mitochondrial_function,1,0.02
50,366,oxidative_phosphorylation,1,0.02
50,366,pancreatic_development,1,0.02
50,366,lipid_metabolism,1,0.02
50,366,known_t2d_gwas_or_monogenic,4,0.08
50,367,insulin_signalling,0,0.0
50,367,glucose_metabolism,1,0.02
50,367,beta_cell_biology,2,0.04
50,367,mitochondrial_function,3,0.06
50,367,oxidative_phosphorylation,3,0.06
50,367,pancreatic_development,2,0.04
50,367,lipid_metabolism,0,0.0
50,367,known_t2d_gwas_or_monogenic,1,0.02
50,368,insulin_signalling,0,0.0
50,368,glucose_metabolism,0,0.0
50,368,beta_cell_biology,1,0.02
50,368,mitochondrial_function,1,0.02
50,368,oxidative_phosphorylation,1,0.02
50,368,pancreatic_development,1,0.02
50,368,lipid_metabolism,1,0.02
50,368,known_t2d_gwas_or_monogenic,1,0.02
50,369,insulin_signalling,0,0.0
50,369,glucose_metabolism,1,0.02
50,369,beta_cell_biology,0,0.0
50,369,mitochondrial_function,1,0.02
50,369,oxidative_phosphorylation,1,0.02
50,369,pancreatic_development,0,0.0
50,369,lipid_metabolism,0,0.0
50,369,known_t2d_gwas_or_monogenic,2,0.04
50,370,insulin_signalling,0,0.0
50,370,glucose_metabolism,0,0.0
50,370,beta_cell_biology,0,0.0
50,370,mitochondrial_function,4,0.08
50,370,oxidative_phosphorylation,4,0.08
50,370,pancreatic_development,0,0.0
50,370,lipid_metabolism,0,0.0
50,370,known_t2d_gwas_or_monogenic,1,0.02
50,371,insulin_signalling,1,0.02
50,371,glucose_metabolism,0,0.0
50,371,beta_cell_biology,3,0.06
50,371,mitochondrial_function,3,0.06
50,371,oxidative_phosphorylation,3,0.06
50,371,pancreatic_development,1,0.02
50,371,lipid_metabolism,0,0.0
50,371,known_t2d_gwas_or_monogenic,6,0.12
50,372,insulin_signalling,0,0.0
50,372,glucose_metabolism,1,0.02
50,372,beta_cell_biology,2,0.04
50,372,mitochondrial_function,2,0.04
50,372,oxidative_phosphorylation,2,0.04
50,372,pancreatic_development,1,0.02
50,372,lipid_metabolism,0,0.0
50,372,known_t2d_gwas_or_monogenic,3,0.06
50,373,insulin_signalling,0,0.0
50,373,glucose_metabolism,0,0.0
50,373,beta_cell_biology,1,0.02
50,373,mitochondrial_function,1,0.02
50,373,oxidative_phosphorylation,1,0.02
50,373,pancreatic_development,1,0.02
50,373,lipid_metabolism,0,0.0
50,373,known_t2d_gwas_or_monogenic,4,0.08
50,374,insulin_signalling,0,0.0
50,374,glucose_metabolism,0,0.0
50,374,beta_cell_biology,2,0.04
50,374,mitochondrial_function,1,0.02
50,374,oxidative_phosphorylation,1,0.02
50,374,pancreatic_development,2,0.04
50,374,lipid_metabolism,0,0.0
50,374,known_t2d_gwas_or_monogenic,3,0.06
50,375,insulin_signalling,1,0.02
50,375,glucose_metabolism,0,0.0
50,375,beta_cell_biology,2,0.04
50,375,mitochondrial_function,3,0.06
50,375,oxidative_phosphorylation,3,0.06
50,375,pancreatic_development,1,0.02
50,375,lipid_metabolism,0,0.0
50,375,known_t2d_gwas_or_monogenic,5,0.1
50,376,insulin_signalling,0,0.0
50,376,glucose_metabolism,1,0.02
50,376,beta_cell_biology,1,0.02
50,376,mitochondrial_function,2,0.04
50,376,oxidative_phosphorylation,2,0.04
50,376,pancreatic_development,0,0.0
50,376,lipid_metabolism,0,0.0
50,376,known_t2d_gwas_or_monogenic,2,0.04
50,377,insulin_signalling,0,0.0
50,377,glucose_metabolism,1,0.02
50,377,beta_cell_biology,1,0.02
50,377,mitochondrial_function,1,0.02
50,377,oxidative_phosphorylation,1,0.02
50,377,pancreatic_development,1,0.02
50,377,lipid_metabolism,0,0.0
50,377,known_t2d_gwas_or_monogenic,2,0.04
50,378,insulin_signalling,0,0.0
50,378,glucose_metabolism,1,0.02
50,378,beta_cell_biology,2,0.04
50,378,mitochondrial_function,0,0.0
50,378,oxidative_phosphorylation,0,0.0
50,378,pancreatic_development,0,0.0
50,378,lipid_metabolism,0,0.0
50,378,known_t2d_gwas_or_monogenic,4,0.08
50,379,insulin_signalling,0,0.0
50,379,glucose_metabolism,0,0.0
50,379,beta_cell_biology,4,0.08
50,379,mitochondrial_function,2,0.04
50,379,oxidative_phosphorylation,2,0.04
50,379,pancreatic_development,2,0.04
50,379,lipid_metabolism,0,0.0
50,379,known_t2d_gwas_or_monogenic,5,0.1
50,380,insulin_signalling,0,0.0
50,380,glucose_metabolism,1,0.02
50,380,beta_cell_biology,2,0.04
50,380,mitochondrial_function,2,0.04
50,380,oxidative_phosphorylation,2,0.04
50,380,pancreatic_development,0,0.0
50,380,lipid_metabolism,0,0.0
50,380,known_t2d_gwas_or_monogenic,3,0.06
50,381,insulin_signalling,0,0.0
50,381,glucose_metabolism,0,0.0
50,381,beta_cell_biology,3,0.06
50,381,mitochondrial_function,1,0.02
50,381,oxidative_phosphorylation,1,0.02
50,381,pancreatic_development,1,0.02
50,381,lipid_metabolism,1,0.02
50,381,known_t2d_gwas_or_monogenic,4,0.08
50,382,insulin_signalling,0,0.0
50,382,glucose_metabolism,1,0.02
50,382,beta_cell_biology,4,0.08
50,382,mitochondrial_function,1,0.02
50,382,oxidative_phosphorylation,1,0.02
50,382,pancreatic_development,1,0.02
50,382,lipid_metabolism,0,0.0
50,382,known_t2d_gwas_or_monogenic,5,0.1
50,383,insulin_signalling,0,0.0
50,383,glucose_metabolism,0,0.0
50,383,beta_cell_biology,0,0.0
50,383,mitochondrial_function,2,0.04
50,383,oxidative_phosphorylation,2,0.04
50,383,pancreatic_development,0,0.0
50,383,lipid_metabolism,0,0.0
50,383,known_t2d_gwas_or_monogenic,1,0.02
50,384,insulin_signalling,0,0.0
50,384,glucose_metabolism,1,0.02
50,384,beta_cell_biology,2,0.04
50,384,mitochondrial_function,1,0.02
50,384,oxidative_phosphorylation,1,0.02
50,384,pancreatic_development,1,0.02
50,384,lipid_metabolism,0,0.0
50,384,known_t2d_gwas_or_monogenic,3,0.06
50,385,insulin_signalling,0,0.0
50,385,glucose_metabolism,0,0.0
50,385,beta_cell_biology,2,0.04
50,385,mitochondrial_function,0,0.0
50,385,oxidative_phosphorylation,0,0.0
50,385,pancreatic_development,1,0.02
50,385,lipid_metabolism,0,0.0
50,385,known_t2d_gwas_or_monogenic,2,0.04
50,386,insulin_signalling,0,0.0
50,386,glucose_metabolism,1,0.02
50,386,beta_cell_biology,2,0.04
50,386,mitochondrial_function,0,0.0
50,386,oxidative_phosphorylation,0,0.0
50,386,pancreatic_development,1,0.02
50,386,lipid_metabolism,0,0.0
50,386,known_t2d_gwas_or_monogenic,4,0.08
50,387,insulin_signalling,0,0.0
50,387,glucose_metabolism,0,0.0
50,387,beta_cell_biology,2,0.04
50,387,mitochondrial_function,0,0.0
50,387,oxidative_phosphorylation,0,0.0
50,387,pancreatic_development,1,0.02
50,387,lipid_metabolism,0,0.0
50,387,known_t2d_gwas_or_monogenic,2,0.04
50,388,insulin_signalling,0,0.0
50,388,glucose_metabolism,0,0.0
50,388,beta_cell_biology,2,0.04
50,388,mitochondrial_function,0,0.0
50,388,oxidative_phosphorylation,0,0.0
50,388,pancreatic_development,0,0.0
50,388,lipid_metabolism,0,0.0
50,388,known_t2d_gwas_or_monogenic,3,0.06
50,389,insulin_signalling,0,0.0
50,389,glucose_metabolism,1,0.02
50,389,beta_cell_biology,2,0.04
50,389,mitochondrial_function,3,0.06
50,389,oxidative_phosphorylation,3,0.06
50,389,pancreatic_development,1,0.02
50,389,lipid_metabolism,0,0.0
50,389,known_t2d_gwas_or_monogenic,3,0.06
50,390,insulin_signalling,0,0.0
50,390,glucose_metabolism,0,0.0
50,390,beta_cell_biology,3,0.06
50,390,mitochondrial_function,1,0.02
50,390,oxidative_phosphorylation,1,0.02
50,390,pancreatic_development,2,0.04
50,390,lipid_metabolism,0,0.0
