sample_index,gene_symbol,true_label,mean_percentile_rank,sd_percentile_rank,mean_rank,best_rank,consensus_rank,external_sets_x,n_external_sets_x,is_external_supported,n_curated_pathways,curated_pathways,is_pathway_supported,n_external_sets_y,external_sets_y,n_external_sets,external_sets,relabel_audit_priority,external_evidence_strength,case_interpretation
607,NDUFA9,0,0.71731,0.08939,511.25,423,431,Mitochondrial_OXPHOS_complex_I,1,False,1,Mitochondrial_complex_I_OXPHOS,True,1.0,Mitochondrial_OXPHOS_complex_I,0,,low,single_source,Current-negative but pathway-supported hypothesis candidate
1052,PTEN,1,0.71704,0.01217,511.75,495,432,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
284,PAXIP1,0,0.71634,0.08206,513.0,326,433,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
886,ESPN,1,0.7162,0.10611,513.25,319,434,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
373,SCAND3,1,0.71607,0.4256,513.5,99,435,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1101,SLC26A8,0,0.71593,0.23613,513.75,263,436,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
934,AGTR1,0,0.7151,0.02867,515.25,479,437,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
996,ZBED4,1,0.71482,0.27588,515.75,186,438,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1424,TBC1D3D,0,0.71399,0.12789,517.25,266,439,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1486,PPARD,1,0.71371,0.15758,517.75,156,440,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
388,ARF5,1,0.71371,0.09906,517.75,280,441,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1399,WDR6,1,0.71357,0.08247,518.0,318,442,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
816,SI,1,0.71357,0.08962,518.0,400,443,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1072,ACVR1C,0,0.71288,0.24775,519.25,26,444,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1616,NPEPL1,1,0.7126,0.38483,519.75,93,445,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
14,KCNK17,0,0.71219,0.10906,520.5,283,446,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1200,KRT3,0,0.71163,0.25861,521.5,163,447,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
523,TTC9C,0,0.71108,0.111,522.5,309,448,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1262,ZBTB20,0,0.70983,0.21004,524.75,141,449,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1147,PNPLA3,0,0.70983,0.27479,524.75,91,450,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
87,DIP2B,0,0.70817,0.0978,527.75,273,451,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
285,NUDT4B,1,0.70748,0.30419,529.0,126,452,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
651,NOS2,1,0.7072,0.07106,529.5,344,453,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
642,PDE3A,1,0.70692,0.17781,530.0,227,454,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
866,SH2B3,0,0.70651,0.14828,530.75,134,455,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
424,ARPIN,0,0.70623,0.13498,531.25,316,456,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1513,NDUFC2,0,0.70609,0.10873,531.5,342,457,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
453,MEF2C,0,0.7054,0.42544,532.75,15,458,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
174,OR2L5,1,0.70443,0.35649,534.5,135,459,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
867,ATAD3B,1,0.70443,0.24833,534.5,152,460,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1762,NRXN3,1,0.70402,0.34654,535.25,64,461,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
809,PPP2R2C,0,0.70346,0.10231,536.25,354,462,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1583,MARCKS,1,0.70138,0.12831,540.0,240,463,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1560,ZFP64,0,0.70138,0.40868,540.0,100,464,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1770,ZNF699,0,0.70028,0.05712,542.0,415,465,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1245,FOLH1,1,0.70028,0.11534,542.0,343,465,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
989,NEU2,1,0.7,0.23487,542.5,309,467,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
901,PLCG2,1,0.69945,0.08533,543.5,324,468,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
660,CIMIP3,0,0.69848,0.27297,545.25,42,469,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
328,NDUFB4,0,0.6982,0.08492,545.75,359,470,Mitochondrial_OXPHOS_complex_I,1,False,1,Mitochondrial_complex_I_OXPHOS,True,1.0,Mitochondrial_OXPHOS_complex_I,0,,low,single_source,Current-negative but pathway-supported hypothesis candidate
856,COA7,1,0.69806,0.23554,546.0,299,471,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
484,FBN2,1,0.69751,0.28229,547.0,142,472,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
903,CDKN1C,1,0.69709,0.19313,547.75,230,473,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
902,HNF1B,1,0.69695,0.23293,548.0,45,474,Beta_cell_function_or_development,1,False,1,Beta_cell_function_development,True,1.0,Beta_cell_function_or_development,0,,,,Lower-priority / background candidate
540,GLI2,1,0.69668,0.07163,548.5,472,475,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1584,H2BC14,1,0.6964,0.2794,549.0,177,476,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
46,C6ORF132,1,0.69626,0.11875,549.25,264,477,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
179,ZNF324B,1,0.69515,0.25655,551.25,251,478,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
859,HSH2D,1,0.6946,0.19736,552.25,332,479,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
11,GTF2IRD2,1,0.69404,0.07603,553.25,367,480,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1425,CPEB3,0,0.69377,0.09487,553.75,329,481,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1664,NELL1,0,0.69363,0.08501,554.0,428,482,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1479,LPA,1,0.69266,0.13003,555.75,362,483,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
169,CCDC197,0,0.69266,0.19967,555.75,58,483,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1802,PIM3,1,0.69266,0.41972,555.75,10,483,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1210,LORICRIN,1,0.69252,0.18659,556.0,59,486,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1244,TBC1D10C,1,0.69224,0.04671,556.5,466,487,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1702,SIRPA,1,0.69197,0.08395,557.0,351,488,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
610,DUSP23,1,0.69169,0.20952,557.5,281,489,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
730,MAGI1,1,0.69114,0.4067,558.5,66,490,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
52,PPP2R2A,1,0.69044,0.24828,559.75,29,491,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
753,MBLAC1,1,0.68989,0.28714,560.75,208,492,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1562,EXOC2,0,0.68906,0.04846,562.25,454,493,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1163,ZNF746,0,0.68892,0.14696,562.5,371,494,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
170,TTI1,1,0.68823,0.05524,563.75,446,495,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1782,SORBS2,1,0.68809,0.12897,564.0,226,496,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1220,DNAJB13,1,0.68795,0.21488,564.25,124,497,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
451,CLEC14A,0,0.68781,0.16744,564.5,304,498,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1339,FAM90A14,1,0.68753,0.22781,565.0,261,499,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1780,NDUFB7,1,0.68712,0.25431,565.75,147,500,Mitochondrial_OXPHOS_complex_I,1,False,1,Mitochondrial_complex_I_OXPHOS,True,1.0,Mitochondrial_OXPHOS_complex_I,0,,,,Lower-priority / background candidate
157,CABIN1,1,0.68698,0.08653,566.0,338,501,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1422,PCDHGA6,0,0.68684,0.12697,566.25,352,502,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
131,KDM4A,1,0.68656,0.05691,566.75,483,503,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
911,LDHB,1,0.68573,0.18876,568.25,291,504,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
239,SLCO6A1,1,0.68546,0.37199,568.75,157,505,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1646,KRI1,1,0.68504,0.16468,569.5,390,506,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
794,CCDC110,1,0.68449,0.04088,570.5,497,507,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
267,PHKA1,0,0.68407,0.14488,571.25,411,508,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
898,RPA4,0,0.68393,0.22225,571.5,305,509,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1655,INTS2,1,0.68283,0.2132,573.5,75,510,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1462,FLACC1,1,0.68172,0.3008,575.5,65,511,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1487,ITPRID2,0,0.6813,0.0316,576.25,536,512,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
229,FEM1C,0,0.68075,0.08709,577.25,394,513,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1139,NPTN,1,0.68061,0.26991,577.5,219,514,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
429,ZC3H11B,1,0.67992,0.0795,578.75,489,515,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1291,CDH4,1,0.67729,0.1485,583.5,249,516,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
808,BRD3OS,1,0.6759,0.18425,586.0,310,517,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
691,ADCY9,1,0.67493,0.07652,587.75,442,518,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
243,PLCL2,0,0.6741,0.02968,589.25,554,519,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1454,RNF6,1,0.67382,0.10176,589.75,345,520,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
10,UGT3A1,1,0.67341,0.03604,590.5,531,521,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
669,FOXN3,1,0.67216,0.20618,592.75,175,522,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
908,CPA1,1,0.67202,0.1499,593.0,306,523,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1410,TRPS1,1,0.67091,0.10049,595.0,389,524,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1684,LDOC1,0,0.67064,0.12089,595.5,356,525,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
578,ENTPD7,1,0.67022,0.09398,596.25,345,526,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1149,TSPAN15,1,0.67022,0.19496,596.25,369,526,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
604,ZNF343,1,0.67008,0.05819,596.5,528,528,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1165,OTOG,0,0.66953,0.27203,597.5,298,529,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
944,ZNF407,0,0.66939,0.30684,597.75,54,530,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
39,LEP,0,0.66911,0.12269,598.25,439,531,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
528,ITIH6,0,0.6687,0.01621,599.0,575,532,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
853,SPATA31A5,0,0.66842,0.42641,599.5,134,533,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
290,LTBP3,0,0.66842,0.06994,599.5,461,534,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1470,SIRPB2,1,0.66787,0.19681,600.5,167,535,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
478,CYP7B1,1,0.66745,0.25172,601.25,103,536,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
232,RBM23,1,0.66731,0.09579,601.5,447,537,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
704,PDCD4,1,0.66717,0.09804,601.75,462,538,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
514,NDUFB5,0,0.66704,0.1648,602.0,354,539,Mitochondrial_OXPHOS_complex_I,1,False,1,Mitochondrial_complex_I_OXPHOS,True,1.0,Mitochondrial_OXPHOS_complex_I,0,,low,single_source,Lower-priority / background candidate
445,KIFC3,0,0.66496,0.09215,605.75,365,540,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
520,RBM44,1,0.66454,0.07856,606.5,490,541,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
235,OCIAD2,1,0.66413,0.25581,607.25,95,542,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
567,TRIM73,1,0.6626,0.1546,610.0,361,543,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1283,BCL11B,0,0.66247,0.05122,610.25,508,544,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
85,POLR2B,1,0.66163,0.16129,611.75,315,545,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1651,CRY2,0,0.66053,0.4027,613.75,34,546,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
256,SCGN,1,0.66053,0.07445,613.75,417,547,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
220,RAMP3,1,0.66039,0.19401,614.0,337,548,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
356,RAB5IF,1,0.65942,0.14839,615.75,265,549,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
722,TBC1D8,1,0.65942,0.16526,615.75,277,549,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1351,FAM200B,1,0.659,0.12457,616.5,381,551,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
882,LONRF1,1,0.65859,0.07969,617.25,435,552,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
456,CSF1,1,0.65845,0.21802,617.5,74,553,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1362,RHBDL3,1,0.65845,0.25137,617.5,104,554,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
931,PTGS1,0,0.65831,0.07816,617.75,485,555,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1540,SLC25A22,1,0.65789,0.17145,618.5,398,556,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
924,STARD10,1,0.65789,0.09892,618.5,361,557,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
797,FHOD1,1,0.65706,0.09311,620.0,482,558,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1468,P2RY1,1,0.65706,0.04223,620.0,543,559,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
481,CEP68,0,0.65679,0.13357,620.5,419,560,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
403,NDUFA10,0,0.65637,0.11442,621.25,456,561,Mitochondrial_OXPHOS_complex_I,1,False,1,Mitochondrial_complex_I_OXPHOS,True,1.0,Mitochondrial_OXPHOS_complex_I,0,,low,single_source,Lower-priority / background candidate
550,GPAT4,1,0.65609,0.27297,621.75,4,562,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
482,PKD1L1,0,0.65568,0.16468,622.5,246,563,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1578,PRR12,1,0.6554,0.38675,623.0,160,564,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
225,MS4A14,0,0.65526,0.29237,623.25,78,565,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1452,LRIG1,1,0.65388,0.35611,625.75,105,566,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
557,ZBTB14,1,0.65291,0.09016,627.5,506,567,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1005,ZYG11B,0,0.65291,0.23984,627.5,373,568,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1590,TM4SF1,1,0.65235,0.1552,628.5,318,569,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
738,SLC12A2,1,0.65222,0.18233,628.75,147,570,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1771,USP44,1,0.65194,0.12554,629.25,323,571,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
236,ZCCHC9,0,0.6518,0.09578,629.5,470,572,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
597,MAGEE1,0,0.65042,0.17862,632.0,320,573,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1613,AFF3,0,0.65014,0.20718,632.5,301,574,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1447,TAFA5,1,0.64986,0.35265,633.0,165,575,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
345,YKT6,0,0.64972,0.14143,633.25,385,576,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1031,ILVBL,0,0.64958,0.2874,633.5,210,577,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1063,SLC45A4,1,0.64903,0.17557,634.5,312,578,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
789,ZDHHC21,0,0.64903,0.14743,634.5,250,578,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
193,ZNRF3,1,0.64875,0.13628,635.0,426,580,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1471,SLC67A1,1,0.64778,0.20463,636.75,347,581,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
761,TLL2,0,0.64765,0.15515,637.0,354,582,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
771,TBRG1,0,0.64737,0.05677,637.5,498,583,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1056,BIVM,0,0.64737,0.27572,637.5,157,584,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1496,SYNPO2L,1,0.64626,0.06159,639.5,480,585,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
539,TRPC7,1,0.64626,0.30799,639.5,253,585,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
627,EXOC3L1,0,0.64598,0.23119,640.0,247,587,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
59,COMMD8,1,0.64598,0.06306,640.0,523,587,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1025,ZC3H12B,1,0.64571,0.15174,640.5,270,589,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1305,ZFPM2,0,0.64488,0.07692,642.0,503,590,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
768,CCDC80,1,0.64446,0.06428,642.75,506,591,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1565,CCDC83,1,0.64418,0.1498,643.25,450,592,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
75,CHPF2,0,0.64391,0.18916,643.75,332,593,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
376,KCNJ12,1,0.64294,0.14671,645.5,424,594,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1041,PTPRM,1,0.64252,0.22597,646.25,118,595,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
217,TSHZ2,1,0.64197,0.36783,647.25,83,596,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1726,ATP9B,1,0.64183,0.0616,647.5,486,597,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
564,NAA60,1,0.64183,0.2223,647.5,216,598,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
881,LPL,0,0.64141,0.1434,648.25,321,599,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1647,CEMIP2,1,0.64127,0.04114,648.5,549,600,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
55,PROSER2,1,0.63989,0.24256,651.0,391,601,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1275,TBCE,0,0.6392,0.07626,652.25,553,602,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1236,EIF4G3,0,0.6392,0.15832,652.25,240,602,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
535,LRRC37A3,1,0.63823,0.15804,654.0,477,604,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1308,PRR14L,1,0.63795,0.11987,654.5,495,605,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
485,FAXC,1,0.63781,0.09546,654.75,406,606,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1409,SPAG6,0,0.63726,0.17001,655.75,386,607,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1599,SPHKAP,1,0.63698,0.09547,656.25,414,608,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
274,HDHD5,0,0.63698,0.01774,656.25,620,609,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
348,EIF2B2,1,0.63643,0.1434,657.25,279,610,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1074,NFATC1,1,0.63601,0.38266,658.0,206,611,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
907,TYK2,1,0.63587,0.17914,658.25,333,612,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
47,EMSY,1,0.63504,0.25515,659.75,159,613,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
112,ZC3H4,0,0.63449,0.28319,660.75,185,614,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
521,PPP3CA,1,0.63435,0.19684,661.0,148,615,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1627,TFRC,1,0.63352,0.0999,662.5,472,616,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
850,LEPR,0,0.6331,0.13182,663.25,319,617,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1779,CHST2,0,0.63158,0.22479,666.0,358,618,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1735,FAM90A3,1,0.63102,0.17356,667.0,432,619,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
818,TH,1,0.63061,0.16916,667.75,248,620,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1608,EPC2,1,0.63061,0.09044,667.75,427,621,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
57,IL10,1,0.62936,0.09788,670.0,433,622,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1368,SMC1A,0,0.62922,0.23929,670.25,69,623,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1742,AAR2,0,0.62922,0.05648,670.25,581,624,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1173,MORF4L2,0,0.62881,0.07552,671.0,539,625,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
493,HERC3,0,0.62853,0.05182,671.5,576,626,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
997,GRB10,0,0.62853,0.22637,671.5,286,627,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1004,KIF2A,1,0.62826,0.14469,672.0,368,628,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1677,AFAP1L2,0,0.62798,0.10121,672.5,399,629,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
38,EXOC6,0,0.62618,0.10433,675.75,457,630,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
355,ZNF446,0,0.62604,0.27779,676.0,377,631,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
45,CFAP119,0,0.62562,0.03643,676.75,606,632,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1764,ZMYM1,0,0.62507,0.15359,677.75,374,633,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
630,MAEA,1,0.62465,0.31837,678.5,153,634,Known_T2D_GWAS_or_genetic_risk,1,False,1,Known_T2D_GWAS_loci,True,1.0,Known_T2D_GWAS_or_genetic_risk,0,,,,Lower-priority / background candidate
1338,SOX12,1,0.62452,0.13872,678.75,471,635,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
415,TECTB,1,0.62452,0.29963,678.75,62,635,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
802,TM4SF4,0,0.6241,0.13608,679.5,434,637,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1204,LSM11,1,0.62396,0.1187,679.75,501,638,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
757,MS4A6A,1,0.62368,0.2802,680.25,279,639,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
932,MYO1D,1,0.62341,0.10903,680.75,509,640,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
278,BOD1L1,1,0.62327,0.09016,681.0,438,641,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
71,ITIH4,1,0.62202,0.26612,683.25,336,642,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
615,DHTKD1,1,0.62161,0.06279,684.0,581,643,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1183,GTF2I,0,0.62091,0.13128,685.25,453,644,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1767,SLC30A1,1,0.62078,0.14256,685.5,360,645,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
317,SYNJ2,1,0.62022,0.17251,686.5,439,646,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
117,RALGAPA2,0,0.61994,0.20354,687.0,457,647,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1003,HDAC4,0,0.61856,0.10438,689.5,476,648,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
759,KBTBD3,1,0.61856,0.19222,689.5,302,649,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1597,KLF14,0,0.61856,0.16135,689.5,351,649,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
559,ZIK1,1,0.61801,0.07116,690.5,570,651,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1586,C3ORF70,1,0.61787,0.0965,690.75,487,652,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1396,MTMR4,1,0.61745,0.07403,691.5,516,653,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
89,HHIP,0,0.6169,0.28957,692.5,44,654,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1680,PTPN21,0,0.61593,0.11678,694.25,456,655,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1316,ALPK2,1,0.6151,0.23134,695.75,121,656,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1303,EFHB,1,0.61454,0.11966,696.75,505,657,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1353,DDI1,0,0.61427,0.09304,697.25,488,658,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
412,BTBD1,1,0.61413,0.26079,697.5,126,659,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1797,FOCAD,1,0.61371,0.12413,698.25,403,660,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
184,IGSF21,1,0.61343,0.28062,698.75,344,661,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
326,ASB1,0,0.6133,0.15355,699.0,335,662,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
1009,CLCA4,1,0.61247,0.07736,700.5,574,663,,0,False,0,,False,,,0,,,,Lower-priority / background candidate
