model_name,sample_index,gene_symbol,true_label,mean_oof_score,sd_oof_score,mean_threshold,pred_vote_rate,n_oof_predictions,aggregated_pred_label,outcome,rank_desc,percentile_rank,display_name
Genomic_only_K3K4Basic,134,FTO,0,0.35699,0.04867,0.54265,0.0,5,0,TN,1729,0.04266,Genomic-only
Genomic_only_K3K4Basic,135,MRPS16,1,0.39573,0.0266,0.54469,0.0,5,0,FN,1572,0.12964,Genomic-only
Genomic_only_K3K4Basic,136,ADH1B,0,0.46344,0.04351,0.51988,0.2,5,0,TN,1090,0.39668,Genomic-only
Genomic_only_K3K4Basic,137,DYNLT3,1,0.579,0.04041,0.54402,0.8,5,1,TP,387,0.78615,Genomic-only
Genomic_only_K3K4Basic,138,PITRM1,0,0.37862,0.03898,0.52368,0.0,5,0,TN,1660,0.08089,Genomic-only
Genomic_only_K3K4Basic,139,IL12B,0,0.51064,0.03078,0.57865,0.2,5,0,TN,747,0.5867,Genomic-only
Genomic_only_K3K4Basic,140,PDE3B,1,0.40841,0.05978,0.56229,0.0,5,0,FN,1493,0.17341,Genomic-only
Genomic_only_K3K4Basic,141,CCDC74B,0,0.51919,0.02329,0.54387,0.4,5,0,TN,693,0.61662,Genomic-only
Genomic_only_K3K4Basic,142,PCGF3,0,0.45233,0.01894,0.52859,0.2,5,0,TN,1173,0.35069,Genomic-only
Genomic_only_K3K4Basic,143,SLC22A17,0,0.54918,0.02135,0.52902,0.8,5,1,FP,520,0.71246,Genomic-only
Genomic_only_K3K4Basic,144,WSCD2,1,0.49284,0.02866,0.54964,0.2,5,0,FN,867,0.52022,Genomic-only
Genomic_only_K3K4Basic,145,ATP8B4,0,0.33929,0.01044,0.53663,0.0,5,0,TN,1770,0.01994,Genomic-only
Genomic_only_K3K4Basic,146,ACOT6,0,0.39113,0.0648,0.55959,0.0,5,0,TN,1601,0.11357,Genomic-only
Genomic_only_K3K4Basic,147,UHRF1,0,0.54361,0.02691,0.53625,0.6,5,1,FP,557,0.69197,Genomic-only
Genomic_only_K3K4Basic,148,MRAP,0,0.43878,0.0269,0.53756,0.0,5,0,TN,1279,0.29197,Genomic-only
Genomic_only_K3K4Basic,149,HSF2,1,0.44771,0.02559,0.58227,0.0,5,0,FN,1207,0.33186,Genomic-only
Genomic_only_K3K4Basic,150,OR4D2,1,0.53419,0.03065,0.52691,0.8,5,1,TP,602,0.66704,Genomic-only
Genomic_only_K3K4Basic,151,PPM1F,1,0.55266,0.01272,0.57146,0.6,5,1,TP,510,0.71801,Genomic-only
Genomic_only_K3K4Basic,152,AMY2A,0,0.41134,0.0157,0.55027,0.0,5,0,TN,1476,0.18282,Genomic-only
Genomic_only_K3K4Basic,153,LAMA1,0,0.49122,0.03361,0.5379,0.2,5,0,TN,883,0.51136,Genomic-only
Genomic_only_K3K4Basic,154,CDC42BPB,0,0.35502,0.05173,0.5502,0.0,5,0,TN,1735,0.03934,Genomic-only
Genomic_only_K3K4Basic,155,TMEM121,0,0.46939,0.01974,0.54802,0.0,5,0,TN,1046,0.42105,Genomic-only
Genomic_only_K3K4Basic,156,FAM185A,1,0.50586,0.04835,0.49942,0.4,5,0,FN,773,0.5723,Genomic-only
Genomic_only_K3K4Basic,157,CABIN1,1,0.5895,0.02263,0.52362,1.0,5,1,TP,338,0.8133,Genomic-only
Genomic_only_K3K4Basic,158,STPG2,0,0.48545,0.02147,0.53041,0.2,5,0,TN,930,0.48532,Genomic-only
Genomic_only_K3K4Basic,159,ATXN7L3,0,0.41221,0.03345,0.56926,0.0,5,0,TN,1469,0.1867,Genomic-only
Genomic_only_K3K4Basic,160,WDR44,0,0.39733,0.04368,0.55111,0.0,5,0,TN,1564,0.13407,Genomic-only
Genomic_only_K3K4Basic,161,KRT36,1,0.72565,0.03751,0.54313,1.0,5,1,TP,24,0.98726,Genomic-only
Genomic_only_K3K4Basic,162,NUDT15,0,0.54363,0.03693,0.53004,0.6,5,1,FP,556,0.69252,Genomic-only
Genomic_only_K3K4Basic,163,ZNF136,1,0.49046,0.0426,0.51787,0.4,5,0,FN,890,0.50748,Genomic-only
Genomic_only_K3K4Basic,164,SERINC2,0,0.60522,0.02598,0.50502,1.0,5,1,FP,290,0.83989,Genomic-only
Genomic_only_K3K4Basic,165,DCLK2,0,0.36942,0.04146,0.5189,0.0,5,0,TN,1692,0.06316,Genomic-only
Genomic_only_K3K4Basic,166,IZUMO1R,1,0.44335,0.03083,0.5314,0.0,5,0,FN,1242,0.31246,Genomic-only
Genomic_only_K3K4Basic,167,MFSD6L,0,0.48984,0.03491,0.54642,0.2,5,0,TN,895,0.50471,Genomic-only
Genomic_only_K3K4Basic,168,ZFHX3,0,0.61486,0.01684,0.54724,1.0,5,1,FP,258,0.85762,Genomic-only
Genomic_only_K3K4Basic,169,CCDC197,0,0.6906,0.02727,0.51163,1.0,5,1,FP,58,0.96842,Genomic-only
Genomic_only_K3K4Basic,170,TTI1,1,0.5445,0.02502,0.54937,0.6,5,1,TP,549,0.6964,Genomic-only
Genomic_only_K3K4Basic,171,XPC,0,0.43445,0.0309,0.54216,0.0,5,0,TN,1320,0.26925,Genomic-only
Genomic_only_K3K4Basic,172,IRX6,1,0.39407,0.01021,0.55146,0.0,5,0,FN,1586,0.12188,Genomic-only
Genomic_only_K3K4Basic,173,ITPKC,1,0.4161,0.01883,0.53784,0.0,5,0,FN,1447,0.19889,Genomic-only
Genomic_only_K3K4Basic,174,OR2L5,1,0.4075,0.03226,0.5619,0.0,5,0,FN,1496,0.17174,Genomic-only
Genomic_only_K3K4Basic,175,CDCA5,0,0.29686,0.04661,0.52081,0.0,5,0,TN,1802,0.00222,Genomic-only
Genomic_only_K3K4Basic,176,ARPC5L,0,0.66434,0.02979,0.51548,1.0,5,1,FP,117,0.93573,Genomic-only
Genomic_only_K3K4Basic,177,TNFRSF6B,0,0.46725,0.02845,0.51584,0.0,5,0,TN,1067,0.40942,Genomic-only
Genomic_only_K3K4Basic,178,U2AF1L4,0,0.36744,0.03803,0.54055,0.0,5,0,TN,1698,0.05983,Genomic-only
Genomic_only_K3K4Basic,179,ZNF324B,1,0.44413,0.03471,0.54623,0.0,5,0,FN,1236,0.31579,Genomic-only
Genomic_only_K3K4Basic,180,KIF3C,0,0.40579,0.02586,0.54218,0.0,5,0,TN,1513,0.16233,Genomic-only
Genomic_only_K3K4Basic,181,SRP68,0,0.42005,0.06186,0.55602,0.0,5,0,TN,1415,0.21662,Genomic-only
Genomic_only_K3K4Basic,182,NRF1,0,0.40493,0.02034,0.5028,0.0,5,0,TN,1521,0.1579,Genomic-only
Genomic_only_K3K4Basic,183,ZNF326,1,0.45664,0.02127,0.54954,0.0,5,0,FN,1143,0.36731,Genomic-only
Genomic_only_K3K4Basic,184,IGSF21,1,0.41561,0.0449,0.56025,0.0,5,0,FN,1449,0.19778,Genomic-only
Genomic_only_K3K4Basic,185,ASAH1,0,0.39156,0.03625,0.54364,0.0,5,0,TN,1600,0.11413,Genomic-only
Genomic_only_K3K4Basic,186,NPC1,1,0.70879,0.03946,0.53149,1.0,5,1,TP,39,0.97895,Genomic-only
Genomic_only_K3K4Basic,187,ZFAND3,0,0.40603,0.01523,0.52681,0.0,5,0,TN,1507,0.16565,Genomic-only
Genomic_only_K3K4Basic,188,ADRA1D,1,0.49853,0.03153,0.55069,0.2,5,0,FN,820,0.54626,Genomic-only
Genomic_only_K3K4Basic,189,BACE2,0,0.3848,0.02031,0.52654,0.0,5,0,TN,1637,0.09363,Genomic-only
Genomic_only_K3K4Basic,190,OR6M1,0,0.45108,0.02718,0.53764,0.0,5,0,TN,1187,0.34294,Genomic-only
Genomic_only_K3K4Basic,191,LRRK1,0,0.38968,0.05935,0.52933,0.0,5,0,TN,1613,0.10692,Genomic-only
Genomic_only_K3K4Basic,192,TEX101,0,0.4083,0.03368,0.54679,0.0,5,0,TN,1494,0.17285,Genomic-only
Genomic_only_K3K4Basic,193,ZNRF3,1,0.47772,0.02872,0.52084,0.2,5,0,FN,983,0.45596,Genomic-only
Genomic_only_K3K4Basic,194,RASSF1,0,0.62701,0.0264,0.53225,1.0,5,1,FP,230,0.87313,Genomic-only
Genomic_only_K3K4Basic,195,TRIOBP,0,0.42867,0.03537,0.59413,0.0,5,0,TN,1360,0.24709,Genomic-only
Genomic_only_K3K4Basic,196,EYA1,1,0.60499,0.02544,0.52441,0.8,5,1,TP,292,0.83878,Genomic-only
Genomic_only_K3K4Basic,197,KRT9,1,0.47188,0.035,0.51025,0.0,5,0,FN,1028,0.43102,Genomic-only
Genomic_only_K3K4Basic,198,UBE2E2,1,0.67393,0.05014,0.56719,0.8,5,1,TP,97,0.94681,Genomic-only
Genomic_only_K3K4Basic,199,ID4,0,0.42551,0.05098,0.52395,0.2,5,0,TN,1382,0.2349,Genomic-only
Genomic_only_K3K4Basic,200,COQ6,0,0.52567,0.01636,0.57071,0.2,5,0,TN,661,0.63435,Genomic-only
Genomic_only_K3K4Basic,201,XXYLT1,0,0.5811,0.05512,0.55657,0.4,5,0,TN,380,0.79003,Genomic-only
Genomic_only_K3K4Basic,202,SCAF4,0,0.51935,0.02279,0.53273,0.2,5,0,TN,689,0.61884,Genomic-only
Genomic_only_K3K4Basic,203,ARMC8,1,0.653,0.02519,0.53771,1.0,5,1,TP,145,0.92022,Genomic-only
Genomic_only_K3K4Basic,204,C20ORF96,1,0.44957,0.04105,0.52282,0.0,5,0,FN,1196,0.33795,Genomic-only
Genomic_only_K3K4Basic,205,BFSP2,1,0.43988,0.02138,0.54375,0.0,5,0,FN,1267,0.29862,Genomic-only
Genomic_only_K3K4Basic,206,PCDHGB5,1,0.68746,0.01973,0.57529,1.0,5,1,TP,67,0.96344,Genomic-only
Genomic_only_K3K4Basic,207,CUL7,0,0.33096,0.02058,0.52155,0.0,5,0,TN,1785,0.01163,Genomic-only
Genomic_only_K3K4Basic,208,ZNF704,1,0.64096,0.01462,0.52605,1.0,5,1,TP,182,0.89972,Genomic-only
Genomic_only_K3K4Basic,209,ZNF711,1,0.48429,0.02366,0.53889,0.0,5,0,FN,939,0.48033,Genomic-only
Genomic_only_K3K4Basic,210,COL23A1,0,0.47104,0.03208,0.53719,0.0,5,0,TN,1035,0.42715,Genomic-only
Genomic_only_K3K4Basic,211,FABP9,1,0.74999,0.03092,0.5509,1.0,5,1,TP,12,0.99391,Genomic-only
Genomic_only_K3K4Basic,212,SBF1,1,0.46329,0.0418,0.54285,0.0,5,0,FN,1094,0.39446,Genomic-only
Genomic_only_K3K4Basic,213,MEIS1,1,0.57969,0.03657,0.54375,0.8,5,1,TP,384,0.78781,Genomic-only
Genomic_only_K3K4Basic,214,MYO5C,1,0.63547,0.01405,0.53483,1.0,5,1,TP,201,0.8892,Genomic-only
Genomic_only_K3K4Basic,215,JARID2,0,0.50009,0.04013,0.52624,0.4,5,0,TN,814,0.54958,Genomic-only
Genomic_only_K3K4Basic,216,CCDC57,1,0.60176,0.03144,0.54145,0.8,5,1,TP,300,0.83435,Genomic-only
Genomic_only_K3K4Basic,217,TSHZ2,1,0.39044,0.0261,0.54723,0.0,5,0,FN,1607,0.11025,Genomic-only
Genomic_only_K3K4Basic,218,RMC1,0,0.49322,0.05825,0.55917,0.4,5,0,TN,864,0.52188,Genomic-only
Genomic_only_K3K4Basic,219,SMIM41,0,0.39937,0.01917,0.52403,0.0,5,0,TN,1555,0.13906,Genomic-only
Genomic_only_K3K4Basic,220,RAMP3,1,0.46074,0.03689,0.58446,0.0,5,0,FN,1118,0.38116,Genomic-only
Genomic_only_K3K4Basic,221,XRN2,0,0.59395,0.01476,0.5756,0.8,5,1,FP,324,0.82105,Genomic-only
Genomic_only_K3K4Basic,222,CEP350,1,0.55845,0.01652,0.53377,0.8,5,1,TP,479,0.73518,Genomic-only
Genomic_only_K3K4Basic,223,ZCCHC8,1,0.58612,0.02767,0.56386,0.6,5,1,TP,357,0.80277,Genomic-only
Genomic_only_K3K4Basic,224,FAM149B1,1,0.64842,0.02599,0.55971,1.0,5,1,TP,158,0.91302,Genomic-only
Genomic_only_K3K4Basic,225,MS4A14,0,0.68229,0.02924,0.52933,1.0,5,1,FP,78,0.95734,Genomic-only
Genomic_only_K3K4Basic,226,GLRA1,0,0.39469,0.02332,0.54957,0.0,5,0,TN,1582,0.1241,Genomic-only
Genomic_only_K3K4Basic,227,CDC42BPA,0,0.5256,0.05144,0.52485,0.6,5,1,FP,663,0.63324,Genomic-only
Genomic_only_K3K4Basic,228,ONECUT1,1,0.35237,0.03601,0.54906,0.0,5,0,FN,1740,0.03656,Genomic-only
Genomic_only_K3K4Basic,229,FEM1C,0,0.57827,0.05038,0.52603,0.6,5,1,FP,394,0.78227,Genomic-only
Genomic_only_K3K4Basic,230,HMGA1,1,0.58395,0.02065,0.56242,0.8,5,1,TP,370,0.79557,Genomic-only
Genomic_only_K3K4Basic,231,CTTNBP2,0,0.50149,0.0218,0.53549,0.4,5,0,TN,807,0.55346,Genomic-only
Genomic_only_K3K4Basic,232,RBM23,1,0.54184,0.01037,0.56045,0.4,5,0,FN,566,0.68698,Genomic-only
Genomic_only_K3K4Basic,233,GDF7,1,0.52859,0.03852,0.58291,0.2,5,0,FN,641,0.64543,Genomic-only
Genomic_only_K3K4Basic,234,PDE8B,0,0.56979,0.03564,0.50732,1.0,5,1,FP,426,0.76454,Genomic-only
Genomic_only_K3K4Basic,235,OCIAD2,1,0.67539,0.02565,0.53656,1.0,5,1,TP,95,0.94792,Genomic-only
Genomic_only_K3K4Basic,236,ZCCHC9,0,0.55959,0.02472,0.53535,0.8,5,1,FP,470,0.74017,Genomic-only
Genomic_only_K3K4Basic,237,CST8,0,0.47549,0.01126,0.54904,0.0,5,0,TN,1004,0.44432,Genomic-only
Genomic_only_K3K4Basic,238,NFATC2,1,0.43663,0.03219,0.50899,0.0,5,0,FN,1298,0.28144,Genomic-only
Genomic_only_K3K4Basic,239,SLCO6A1,1,0.39672,0.03436,0.53457,0.0,5,0,FN,1568,0.13186,Genomic-only
Genomic_only_K3K4Basic,240,DGLUCY,1,0.52383,0.02606,0.53487,0.4,5,0,FN,672,0.62826,Genomic-only
Genomic_only_K3K4Basic,241,USP27X,1,0.55353,0.03119,0.53354,0.6,5,1,TP,503,0.72188,Genomic-only
Genomic_only_K3K4Basic,242,QSER1,0,0.56855,0.02084,0.54723,0.8,5,1,FP,429,0.76288,Genomic-only
Genomic_only_K3K4Basic,243,PLCL2,0,0.54368,0.03499,0.50929,0.8,5,1,FP,554,0.69363,Genomic-only
Genomic_only_K3K4Basic,244,CEP295,0,0.36301,0.02153,0.53942,0.0,5,0,TN,1712,0.05208,Genomic-only
Genomic_only_K3K4Basic,245,ST6GAL1,1,0.50098,0.03985,0.51788,0.4,5,0,FN,811,0.55125,Genomic-only
Genomic_only_K3K4Basic,246,RIN1,0,0.40465,0.01912,0.54515,0.0,5,0,TN,1526,0.15513,Genomic-only
Genomic_only_K3K4Basic,247,SCART1,0,0.53105,0.02014,0.5124,0.8,5,1,FP,622,0.65596,Genomic-only
Genomic_only_K3K4Basic,248,EVI2A,0,0.61232,0.02697,0.52729,1.0,5,1,FP,269,0.85152,Genomic-only
Genomic_only_K3K4Basic,249,ROPN1,0,0.63073,0.02828,0.53571,1.0,5,1,FP,216,0.88089,Genomic-only
Genomic_only_K3K4Basic,250,CASS4,1,0.49663,0.02044,0.5271,0.2,5,0,FN,841,0.53463,Genomic-only
Genomic_only_K3K4Basic,251,SEPHS1,1,0.44336,0.02198,0.53715,0.0,5,0,FN,1241,0.31302,Genomic-only
Genomic_only_K3K4Basic,252,HTT,1,0.40791,0.02914,0.5412,0.0,5,0,FN,1495,0.1723,Genomic-only
Genomic_only_K3K4Basic,253,JADE2,0,0.3956,0.01209,0.54333,0.0,5,0,TN,1574,0.12853,Genomic-only
Genomic_only_K3K4Basic,254,ZNF816,1,0.37858,0.02742,0.55981,0.0,5,0,FN,1661,0.08033,Genomic-only
Genomic_only_K3K4Basic,255,INSR,1,0.64695,0.0348,0.58095,1.0,5,1,TP,162,0.9108,Genomic-only
Genomic_only_K3K4Basic,256,SCGN,1,0.51859,0.05109,0.57125,0.2,5,0,FN,701,0.61219,Genomic-only
Genomic_only_K3K4Basic,257,L3MBTL3,0,0.4668,0.03327,0.51908,0.0,5,0,TN,1068,0.40886,Genomic-only
Genomic_only_K3K4Basic,258,ABTB3,0,0.45108,0.03474,0.58467,0.0,5,0,TN,1188,0.34238,Genomic-only
Genomic_only_K3K4Basic,259,MTNAP1,0,0.52541,0.05115,0.53581,0.4,5,0,TN,665,0.63213,Genomic-only
Genomic_only_K3K4Basic,260,AKAP6,0,0.35992,0.03709,0.56729,0.0,5,0,TN,1723,0.04598,Genomic-only
Genomic_only_K3K4Basic,261,ECE2,0,0.33655,0.04913,0.5274,0.0,5,0,TN,1775,0.01718,Genomic-only
Genomic_only_K3K4Basic,262,GSTT4,0,0.39769,0.04242,0.54732,0.0,5,0,TN,1563,0.13463,Genomic-only
Genomic_only_K3K4Basic,263,TECPR2,1,0.6655,0.02036,0.55639,1.0,5,1,TP,114,0.9374,Genomic-only
Genomic_only_K3K4Basic,264,PIKFYVE,0,0.4967,0.02316,0.53135,0.4,5,0,TN,840,0.53518,Genomic-only
Genomic_only_K3K4Basic,265,DMD,1,0.51502,0.01829,0.54641,0.4,5,0,FN,718,0.60277,Genomic-only
Genomic_only_K3K4Basic,266,RNPEPL1,0,0.5588,0.03742,0.53249,0.8,5,1,FP,475,0.7374,Genomic-only
Genomic_only_K3K4Basic,267,PHKA1,0,0.48074,0.03346,0.53347,0.2,5,0,TN,962,0.46759,Genomic-only
Genomic_only_K3K4Basic,268,NDUFV1,0,0.65623,0.03959,0.57741,0.8,5,1,FP,138,0.9241,Genomic-only
Genomic_only_K3K4Basic,269,RUNX3,0,0.50191,0.04165,0.5635,0.2,5,0,TN,801,0.55679,Genomic-only
Genomic_only_K3K4Basic,270,C4ORF36,1,0.63604,0.02139,0.53472,1.0,5,1,TP,197,0.89141,Genomic-only
Genomic_only_K3K4Basic,271,COL13A1,0,0.66135,0.03467,0.51451,1.0,5,1,FP,123,0.93241,Genomic-only
Genomic_only_K3K4Basic,272,CELSR2,0,0.38552,0.04052,0.54357,0.0,5,0,TN,1634,0.09529,Genomic-only
Genomic_only_K3K4Basic,273,NRAP,0,0.56065,0.02192,0.54484,0.6,5,1,FP,463,0.74404,Genomic-only
Genomic_only_K3K4Basic,274,HDHD5,0,0.52597,0.02308,0.53912,0.4,5,0,TN,655,0.63767,Genomic-only
Genomic_only_K3K4Basic,275,TENT5A,1,0.41941,0.03443,0.54534,0.0,5,0,FN,1421,0.2133,Genomic-only
Genomic_only_K3K4Basic,276,CCDC8,0,0.52045,0.01553,0.56276,0.6,5,1,FP,686,0.6205,Genomic-only
Genomic_only_K3K4Basic,277,LRMDA,0,0.61309,0.0037,0.52071,1.0,5,1,FP,264,0.85429,Genomic-only
Genomic_only_K3K4Basic,278,BOD1L1,1,0.50464,0.01884,0.55982,0.0,5,0,FN,782,0.56731,Genomic-only
Genomic_only_K3K4Basic,279,TCTN3,0,0.35497,0.01018,0.52656,0.0,5,0,TN,1736,0.03878,Genomic-only
Genomic_only_K3K4Basic,280,UBAP2,0,0.40474,0.03326,0.58609,0.0,5,0,TN,1524,0.15623,Genomic-only
Genomic_only_K3K4Basic,281,FAM91A1,1,0.53753,0.01694,0.51447,0.6,5,1,TP,591,0.67313,Genomic-only
Genomic_only_K3K4Basic,282,DRD2,0,0.57278,0.02967,0.52644,1.0,5,1,FP,416,0.77008,Genomic-only
Genomic_only_K3K4Basic,283,TOGARAM1,1,0.64253,0.02262,0.53159,1.0,5,1,TP,178,0.90194,Genomic-only
Genomic_only_K3K4Basic,284,PAXIP1,0,0.53258,0.02941,0.52478,0.4,5,0,TN,609,0.66316,Genomic-only
Genomic_only_K3K4Basic,285,NUDT4B,1,0.43611,0.02181,0.53917,0.0,5,0,FN,1304,0.27812,Genomic-only
Genomic_only_K3K4Basic,286,ADRA1B,0,0.45319,0.04258,0.57179,0.0,5,0,TN,1166,0.35457,Genomic-only
Genomic_only_K3K4Basic,287,OR52E6,1,0.4486,0.02027,0.51988,0.0,5,0,FN,1200,0.33573,Genomic-only
Genomic_only_K3K4Basic,288,XDH,1,0.5304,0.01917,0.55896,0.4,5,0,FN,628,0.65263,Genomic-only
Genomic_only_K3K4Basic,289,BORA,0,0.45397,0.04283,0.55402,0.0,5,0,TN,1158,0.359,Genomic-only
Genomic_only_K3K4Basic,290,LTBP3,0,0.5607,0.02554,0.51577,0.8,5,1,FP,461,0.74515,Genomic-only
Genomic_only_K3K4Basic,291,CCNJ,1,0.58074,0.02033,0.5284,1.0,5,1,TP,382,0.78892,Genomic-only
Genomic_only_K3K4Basic,292,ZNF579,1,0.52983,0.03362,0.53619,0.6,5,1,TP,633,0.64986,Genomic-only
Genomic_only_K3K4Basic,293,PRPF40A,0,0.57803,0.01648,0.51149,1.0,5,1,FP,396,0.78116,Genomic-only
Genomic_only_K3K4Basic,294,FBXL13,1,0.47873,0.03725,0.5535,0.2,5,0,FN,977,0.45928,Genomic-only
Genomic_only_K3K4Basic,295,SEPTIN3,1,0.68274,0.02053,0.55816,1.0,5,1,TP,76,0.95845,Genomic-only
Genomic_only_K3K4Basic,296,GBA2,0,0.62929,0.02173,0.57761,0.6,5,1,FP,221,0.87812,Genomic-only
Genomic_only_K3K4Basic,297,RNF216,1,0.68876,0.02271,0.52275,1.0,5,1,TP,63,0.96565,Genomic-only
Genomic_only_K3K4Basic,298,RAMP2,0,0.44851,0.02696,0.56603,0.0,5,0,TN,1201,0.33518,Genomic-only
Genomic_only_K3K4Basic,299,CYFIP2,0,0.51933,0.02768,0.53192,0.6,5,1,FP,690,0.61828,Genomic-only
Genomic_only_K3K4Basic,300,PLEKHA1,0,0.58132,0.02718,0.54443,0.8,5,1,FP,379,0.79058,Genomic-only
Genomic_only_K3K4Basic,301,PLEKHG1,1,0.47736,0.05979,0.56285,0.2,5,0,FN,988,0.45319,Genomic-only
Genomic_only_K3K4Basic,302,TPK1,0,0.36457,0.02423,0.53942,0.0,5,0,TN,1709,0.05374,Genomic-only
Genomic_only_K3K4Basic,303,ELF1,1,0.62531,0.02983,0.51683,1.0,5,1,TP,233,0.87147,Genomic-only
Genomic_only_K3K4Basic,304,ZNF416,0,0.38267,0.01562,0.56375,0.0,5,0,TN,1644,0.08975,Genomic-only
Genomic_only_K3K4Basic,305,FAM90A26,1,0.71428,0.0368,0.52294,1.0,5,1,TP,34,0.98172,Genomic-only
Genomic_only_K3K4Basic,306,ZDHHC13,1,0.4503,0.03556,0.53117,0.0,5,0,FN,1190,0.34127,Genomic-only
Genomic_only_K3K4Basic,307,PPP1R3A,1,0.4223,0.01507,0.52938,0.0,5,0,FN,1398,0.22604,Genomic-only
Genomic_only_K3K4Basic,308,ALG13,0,0.33462,0.02578,0.55174,0.0,5,0,TN,1778,0.01551,Genomic-only
Genomic_only_K3K4Basic,309,GMDS,1,0.6825,0.04618,0.54237,1.0,5,1,TP,77,0.9579,Genomic-only
Genomic_only_K3K4Basic,310,TCF4,0,0.42749,0.04128,0.54469,0.0,5,0,TN,1371,0.241,Genomic-only
Genomic_only_K3K4Basic,311,CACNA1I,0,0.46657,0.02536,0.52859,0.0,5,0,TN,1071,0.4072,Genomic-only
Genomic_only_K3K4Basic,312,MYBL2,1,0.54278,0.03845,0.52504,0.6,5,1,TP,564,0.68809,Genomic-only
Genomic_only_K3K4Basic,313,SSR1,1,0.68017,0.02355,0.56482,1.0,5,1,TP,85,0.95346,Genomic-only
Genomic_only_K3K4Basic,314,ABCA7,1,0.43131,0.04027,0.55568,0.0,5,0,FN,1334,0.2615,Genomic-only
Genomic_only_K3K4Basic,315,EMILIN2,1,0.61317,0.03874,0.5756,0.8,5,1,TP,263,0.85485,Genomic-only
Genomic_only_K3K4Basic,316,SLC38A11,1,0.70149,0.01528,0.55157,1.0,5,1,TP,46,0.97507,Genomic-only
Genomic_only_K3K4Basic,317,SYNJ2,1,0.45898,0.02088,0.51062,0.0,5,0,FN,1129,0.37507,Genomic-only
Genomic_only_K3K4Basic,318,RSAD1,0,0.62646,0.0504,0.52328,1.0,5,1,FP,231,0.87258,Genomic-only
Genomic_only_K3K4Basic,319,ANKRD30A,1,0.36081,0.03059,0.53216,0.0,5,0,FN,1721,0.04709,Genomic-only
Genomic_only_K3K4Basic,320,NDUFB8,0,0.41805,0.02434,0.55001,0.0,5,0,TN,1433,0.20665,Genomic-only
Genomic_only_K3K4Basic,321,PBX4,1,0.41653,0.02511,0.52171,0.0,5,0,FN,1445,0.2,Genomic-only
Genomic_only_K3K4Basic,322,PLA2G4D,0,0.44981,0.02652,0.52975,0.0,5,0,TN,1195,0.3385,Genomic-only
Genomic_only_K3K4Basic,323,ATP8B2,0,0.5038,0.03717,0.54661,0.2,5,0,TN,789,0.56344,Genomic-only
Genomic_only_K3K4Basic,324,TSPAN8,0,0.45658,0.08796,0.57616,0.0,5,0,TN,1145,0.3662,Genomic-only
Genomic_only_K3K4Basic,325,CPQ,1,0.44389,0.02115,0.56097,0.0,5,0,FN,1238,0.31468,Genomic-only
Genomic_only_K3K4Basic,326,ASB1,0,0.58982,0.01437,0.53745,1.0,5,1,FP,335,0.81496,Genomic-only
Genomic_only_K3K4Basic,327,CCSER1,1,0.49508,0.01935,0.54099,0.2,5,0,FN,851,0.52909,Genomic-only
Genomic_only_K3K4Basic,328,NDUFB4,0,0.58588,0.04471,0.55005,1.0,5,1,FP,359,0.80166,Genomic-only
Genomic_only_K3K4Basic,329,STK40,1,0.36279,0.03362,0.53847,0.0,5,0,FN,1714,0.05097,Genomic-only
Genomic_only_K3K4Basic,330,ZHX3,1,0.40155,0.01716,0.55686,0.0,5,0,FN,1545,0.1446,Genomic-only
Genomic_only_K3K4Basic,331,DNAAF11,1,0.49364,0.02195,0.54494,0.0,5,0,FN,862,0.52299,Genomic-only
Genomic_only_K3K4Basic,332,NUS1,0,0.49416,0.02657,0.54647,0.2,5,0,TN,855,0.52687,Genomic-only
Genomic_only_K3K4Basic,333,KCNIP4,0,0.59477,0.01322,0.53131,1.0,5,1,FP,320,0.82327,Genomic-only
Genomic_only_K3K4Basic,334,CRYBA1,1,0.44569,0.02043,0.53064,0.0,5,0,FN,1224,0.32244,Genomic-only
Genomic_only_K3K4Basic,335,SHQ1,1,0.64674,0.01722,0.53868,1.0,5,1,TP,163,0.91025,Genomic-only
Genomic_only_K3K4Basic,336,SV2A,0,0.48551,0.03263,0.5509,0.0,5,0,TN,929,0.48587,Genomic-only
Genomic_only_K3K4Basic,337,PGBD5,0,0.46188,0.04198,0.51867,0.0,5,0,TN,1110,0.3856,Genomic-only
Genomic_only_K3K4Basic,338,TAF2,1,0.68862,0.04122,0.53942,1.0,5,1,TP,65,0.96454,Genomic-only
Genomic_only_K3K4Basic,339,CACNG4,0,0.46363,0.02195,0.54058,0.2,5,0,TN,1087,0.39834,Genomic-only
Genomic_only_K3K4Basic,340,NUTM2G,0,0.35159,0.06896,0.57191,0.0,5,0,TN,1742,0.03546,Genomic-only
Genomic_only_K3K4Basic,341,PABPC4,0,0.46265,0.03569,0.52656,0.2,5,0,TN,1101,0.39058,Genomic-only
Genomic_only_K3K4Basic,342,NLRC3,1,0.62532,0.02282,0.53889,1.0,5,1,TP,232,0.87202,Genomic-only
Genomic_only_K3K4Basic,343,VEGFA,0,0.53729,0.01889,0.5349,0.8,5,1,FP,593,0.67202,Genomic-only
Genomic_only_K3K4Basic,344,CCT2,1,0.51064,0.01964,0.54031,0.4,5,0,FN,748,0.58615,Genomic-only
Genomic_only_K3K4Basic,345,YKT6,0,0.50965,0.01482,0.52699,0.4,5,0,TN,752,0.58393,Genomic-only
