sample_index,gene_symbol,true_label,mean_oof_score__DNABERT2_multimodal,mean_oof_score__Genomic_only_K3K4Basic,mean_oof_score__Handcrafted_multimodal,mean_oof_score__Protein_only_ProtBERT_SW,percentile_rank__DNABERT2_multimodal,percentile_rank__Genomic_only_K3K4Basic,percentile_rank__Handcrafted_multimodal,percentile_rank__Protein_only_ProtBERT_SW,rank_desc__DNABERT2_multimodal,rank_desc__Genomic_only_K3K4Basic,rank_desc__Handcrafted_multimodal,rank_desc__Protein_only_ProtBERT_SW,dnabert2_minus_handcrafted_rank_delta,dnabert2_minus_handcrafted_score_delta,dnabert2_minus_handcrafted_percentile_delta,dnabert2_moved_up,dnabert2_moved_down,consensus_rank,mean_percentile_rank,n_curated_pathways,curated_pathways,n_external_sets,external_sets,case_interpretation
383,ABCA8,1,0.77265,0.58918,0.7482,0.69268,0.90305,0.81219,0.89141,0.82659,176,340,197,314,-21,0.02445,0.01163,True,False,162,0.85831,0,,0,,Known/current-positive high-confidence recovery
384,TOR1AIP1,0,0.43004,0.32988,0.48285,0.58726,0.4,0.00997,0.4687,0.63657,1084,1788,960,657,124,-0.05282,-0.0687,False,True,1164,0.37881,0,,0,,Lower-priority / background candidate
385,ANKRD16,0,0.25398,0.50275,0.29171,0.26934,0.12465,0.56066,0.17008,0.12244,1581,794,1499,1585,82,-0.03773,-0.04543,False,True,1449,0.24446,0,,0,,Lower-priority / background candidate
386,ATP4B,1,0.89789,0.73677,0.90531,0.83417,1.0,0.99003,0.99945,0.99446,1,19,2,11,-1,-0.00742,0.00055,True,False,1,0.99598,0,,0,,Known/current-positive high-confidence recovery
387,APOA4,0,0.35738,0.48525,0.43007,0.41428,0.29197,0.48421,0.39114,0.34792,1279,932,1100,1178,179,-0.07269,-0.09917,False,True,1163,0.37881,0,,0,,Lower-priority / background candidate
388,ARF5,1,0.56845,0.54746,0.62994,0.70198,0.60499,0.7036,0.70083,0.84543,714,536,541,280,173,-0.0615,-0.09584,False,True,441,0.71371,0,,0,,Lower-priority / background candidate
389,CACNA2D3,1,0.84096,0.68148,0.87356,0.8281,0.97895,0.95568,0.99668,0.9928,39,81,7,14,32,-0.0326,-0.01773,False,True,5,0.98102,0,,0,,Known/current-positive high-confidence recovery
390,FADS2,1,0.74565,0.6345,0.79918,0.78693,0.8687,0.88587,0.9518,0.96731,238,207,88,60,150,-0.05352,-0.0831,False,True,71,0.91842,0,,0,,Known/current-positive high-confidence recovery
391,HMBS,0,0.47967,0.48828,0.3805,0.45773,0.47091,0.49972,0.31191,0.42327,956,904,1243,1042,-287,0.09917,0.159,True,False,1058,0.42645,0,,0,,Lower-priority / background candidate
392,SPRY2,0,0.40599,0.45116,0.5399,0.55782,0.36565,0.34349,0.56011,0.58393,1146,1186,795,752,351,-0.13391,-0.19446,False,True,976,0.4633,0,,0,,Lower-priority / background candidate
393,ICE1,1,0.73083,0.54808,0.71669,0.70142,0.84709,0.70582,0.84155,0.84377,277,532,287,283,-10,0.01414,0.00554,True,False,244,0.80956,0,,0,,Lower-priority / background candidate
394,CHRNA1,0,0.20512,0.47261,0.22072,0.23655,0.05097,0.4338,0.07812,0.07867,1714,1023,1665,1664,49,-0.01561,-0.02715,False,True,1629,0.16039,0,,0,,Lower-priority / background candidate
395,MSRA,1,0.20976,0.40384,0.23618,0.25568,0.0554,0.15125,0.09917,0.10305,1706,1533,1627,1620,79,-0.02643,-0.04377,False,True,1718,0.10222,0,,0,,Current-positive low-rank / possible model miss
396,NCAM1,0,0.34762,0.49256,0.21449,0.22988,0.27701,0.51856,0.07036,0.06759,1306,870,1679,1684,-373,0.13313,0.20665,True,False,1476,0.23338,0,,0,,Lower-priority / background candidate
397,NKX2-6,1,0.5066,0.62415,0.51815,0.38411,0.51413,0.86981,0.52521,0.30138,878,236,858,1262,20,-0.01155,-0.01108,False,True,793,0.55263,0,,0,,Lower-priority / background candidate
398,NEPRO,1,0.58738,0.49293,0.56988,0.57801,0.63158,0.52133,0.60499,0.62382,666,865,714,680,-48,0.0175,0.02659,True,False,694,0.59543,0,,0,,Lower-priority / background candidate
399,FBXW7,1,0.46738,0.46052,0.48134,0.5593,0.45319,0.37895,0.46759,0.58726,988,1122,962,746,26,-0.01395,-0.0144,False,True,954,0.47175,0,,0,,Lower-priority / background candidate
400,KLHL7,1,0.49213,0.59597,0.44362,0.43331,0.4964,0.82548,0.41385,0.38615,910,316,1059,1109,-149,0.04851,0.08255,True,False,842,0.53047,0,,0,,Lower-priority / background candidate
401,SEPTIN4,0,0.83528,0.63957,0.82863,0.77765,0.97452,0.8964,0.98393,0.95679,47,188,30,79,17,0.00666,-0.00942,False,True,23,0.95291,0,,0,,High-ranked current-negative candidate requiring audit
402,HHEX,1,0.50302,0.46849,0.56191,0.58009,0.50692,0.41718,0.59335,0.62604,891,1053,735,676,156,-0.05889,-0.08643,False,True,830,0.53587,1,Known_T2D_GWAS_loci,0,,Lower-priority / background candidate
403,NDUFA10,0,0.66111,0.48635,0.62348,0.62475,0.74792,0.4892,0.68754,0.70083,456,923,565,541,-109,0.03762,0.06039,True,False,561,0.65637,1,Mitochondrial_complex_I_OXPHOS,0,,Lower-priority / background candidate
404,CLEC18A,0,0.77344,0.55558,0.77546,0.70315,0.90471,0.72909,0.92909,0.84764,173,490,129,276,44,-0.00202,-0.02438,False,True,173,0.85263,0,,0,,High-ranked current-negative candidate requiring audit
405,NDUFAB1,1,0.52897,0.45561,0.50325,0.41912,0.54681,0.36399,0.50637,0.35734,819,1149,892,1161,-73,0.02572,0.04044,True,False,1011,0.44363,0,,0,,Current-positive low-rank / possible model miss
406,EPS15,1,0.3531,0.53379,0.37613,0.30699,0.28532,0.66537,0.30526,0.18282,1291,605,1255,1476,36,-0.02303,-0.01994,False,True,1205,0.3597,0,,0,,Current-positive low-rank / possible model miss
407,PDE4B,1,0.6464,0.58826,0.76216,0.70592,0.72798,0.80886,0.91524,0.85485,492,346,154,263,338,-0.11576,-0.18726,False,True,215,0.82673,0,,0,,Lower-priority / background candidate
408,ENPP1,1,0.53224,0.43202,0.50908,0.57233,0.55402,0.26427,0.51302,0.61607,806,1329,880,694,-74,0.02316,0.041,True,False,932,0.48684,0,,0,,Lower-priority / background candidate
409,CSMD3,1,0.55276,0.4969,0.5528,0.57008,0.58393,0.53684,0.57839,0.6072,752,837,762,710,-10,-4e-05,0.00554,True,False,740,0.57659,0,,0,,Lower-priority / background candidate
410,ARHGAP30,1,0.75752,0.59416,0.72467,0.7433,0.88587,0.82216,0.85429,0.9169,207,322,264,151,-57,0.03285,0.03158,True,False,144,0.86981,0,,0,,Known/current-positive high-confidence recovery
411,CFAP65,1,0.76712,0.54351,0.76203,0.66539,0.89695,0.69141,0.91468,0.77396,187,558,155,409,32,0.00508,-0.01773,False,True,227,0.81925,0,,0,,Lower-priority / background candidate
412,BTBD1,1,0.61449,0.66004,0.52892,0.38792,0.6759,0.93075,0.54404,0.30582,586,126,824,1254,-238,0.08557,0.13186,True,False,659,0.61413,0,,0,,Lower-priority / background candidate
413,PHF13,0,0.28631,0.38757,0.28638,0.28749,0.18061,0.10138,0.16399,0.15346,1480,1623,1510,1529,-30,-7e-05,0.01662,True,False,1653,0.14986,0,,0,,Lower-priority / background candidate
414,SCHIP1,1,0.5546,0.54851,0.51684,0.50209,0.5867,0.70692,0.52355,0.49862,747,530,861,906,-114,0.03776,0.06316,True,False,737,0.57895,0,,0,,Lower-priority / background candidate
415,TECTB,1,0.55273,0.42798,0.63342,0.78573,0.58338,0.24432,0.70416,0.9662,753,1365,535,62,218,-0.08069,-0.12077,False,True,635,0.62452,0,,0,,Lower-priority / background candidate
416,HIVEP1,0,0.22612,0.43943,0.22643,0.21979,0.07756,0.29529,0.08532,0.05485,1666,1273,1652,1707,14,-0.00031,-0.00776,False,True,1678,0.12826,0,,0,,Lower-priority / background candidate
417,REL,0,0.30211,0.47651,0.49602,0.56216,0.20831,0.44931,0.4892,0.59224,1430,995,923,737,507,-0.19391,-0.28089,False,True,1036,0.43476,0,,0,,Lower-priority / background candidate
418,KHDC1,0,0.21402,0.47771,0.24193,0.26558,0.05928,0.4554,0.10803,0.11801,1699,984,1611,1593,88,-0.02791,-0.04875,False,True,1581,0.18518,0,,0,,Lower-priority / background candidate
419,THEMIS,1,0.86504,0.50869,0.82679,0.81141,0.99058,0.58172,0.98006,0.98282,18,756,37,32,-19,0.03824,0.01053,True,False,122,0.88379,0,,0,,Known/current-positive high-confidence recovery
420,ARG1,1,0.50664,0.47519,0.4706,0.65379,0.51468,0.44377,0.44931,0.75568,877,1005,995,442,-118,0.03604,0.06537,True,False,818,0.54086,0,,0,,Lower-priority / background candidate
421,FOXK1,0,0.47057,0.47061,0.43562,0.40454,0.45817,0.42548,0.40222,0.33407,979,1038,1080,1203,-101,0.03495,0.05596,True,False,1104,0.40499,0,,0,,Lower-priority / background candidate
422,NUP85,0,0.22018,0.42776,0.21558,0.22326,0.06814,0.24321,0.07147,0.05817,1683,1367,1677,1701,6,0.0046,-0.00332,False,True,1704,0.11025,0,,0,,Lower-priority / background candidate
423,IGSF10,1,0.54768,0.44471,0.56736,0.70715,0.57452,0.32022,0.59945,0.85762,769,1228,724,258,45,-0.01968,-0.02493,False,True,709,0.58795,0,,0,,Lower-priority / background candidate
424,ARPIN,0,0.50656,0.56772,0.70766,0.63945,0.51357,0.76066,0.82548,0.72521,879,433,316,497,563,-0.2011,-0.31191,False,True,456,0.70623,0,,0,,Lower-priority / background candidate
425,RAB42,1,0.60748,0.35007,0.65345,0.65799,0.66482,0.03269,0.7385,0.76177,606,1747,473,431,133,-0.04597,-0.07368,False,True,800,0.54945,0,,0,,Lower-priority / background candidate
426,TECPR1,0,0.26095,0.38631,0.31018,0.34718,0.1385,0.0964,0.19723,0.24432,1556,1632,1450,1365,106,-0.04924,-0.05873,False,True,1616,0.16911,0,,0,,Lower-priority / background candidate
427,FST,1,0.66705,0.54414,0.47387,0.51263,0.75845,0.69529,0.4554,0.5108,437,551,984,884,-547,0.19318,0.30305,True,False,680,0.60499,0,,0,,Lower-priority / background candidate
428,CMIP,0,0.51956,0.3795,0.5476,0.62428,0.53629,0.08255,0.56953,0.70028,838,1657,778,542,60,-0.02804,-0.03324,False,True,953,0.47216,0,,0,,Lower-priority / background candidate
429,ZC3H11B,1,0.64739,0.50285,0.6407,0.62958,0.72964,0.56122,0.71745,0.71136,489,793,511,522,-22,0.00668,0.01219,True,False,515,0.67992,0,,0,,Lower-priority / background candidate
430,ABCC8,1,0.59383,0.54601,0.39067,0.44768,0.64321,0.69972,0.32909,0.4072,645,543,1212,1071,-567,0.20316,0.31413,True,False,864,0.51981,2,Incretin_diabetes_pharmacology; Insulin_secretion_KATP_Ca,0,,Lower-priority / background candidate
431,IL1B,1,0.3479,0.33232,0.21953,0.25005,0.27867,0.01274,0.07756,0.09751,1303,1783,1666,1630,-363,0.12837,0.20111,True,False,1696,0.11662,0,,0,,Current-positive low-rank / possible model miss
432,SRP54,1,0.29698,0.595,0.45703,0.39932,0.19612,0.82493,0.43158,0.32632,1452,317,1027,1217,425,-0.16006,-0.23546,False,True,1006,0.44474,0,,0,,Current-positive low-rank / possible model miss
433,GTF2IRD1,1,0.74264,0.55456,0.72526,0.71721,0.85983,0.72576,0.8554,0.8687,254,496,262,238,-8,0.01739,0.00443,True,False,214,0.82742,0,,0,,Lower-priority / background candidate
434,DGKD,0,0.41586,0.4618,0.38971,0.38489,0.37839,0.38504,0.32576,0.30249,1123,1111,1218,1260,-95,0.02615,0.05263,True,False,1225,0.34792,0,,0,,Lower-priority / background candidate
435,FYTTD1,0,0.19332,0.45649,0.1895,0.25793,0.03878,0.36565,0.04598,0.10803,1736,1146,1723,1611,13,0.00382,-0.0072,False,True,1664,0.13961,0,,0,,Lower-priority / background candidate
436,ALG14,0,0.46024,0.39508,0.27262,0.34269,0.44321,0.12521,0.14626,0.23712,1006,1580,1542,1378,-536,0.18762,0.29695,True,False,1465,0.23795,0,,0,,Lower-priority / background candidate
437,SH3YL1,1,0.78114,0.6377,0.70473,0.48255,0.91524,0.89474,0.81939,0.4626,154,191,327,971,-173,0.07642,0.09584,True,False,311,0.77299,0,,0,,Lower-priority / background candidate
438,PCDHGA8,1,0.17543,0.41816,0.19333,0.19046,0.02272,0.2072,0.04875,0.02216,1765,1432,1718,1766,47,-0.01789,-0.02604,False,True,1751,0.07521,0,,0,,Current-positive low-rank / possible model miss
439,CCNO,0,0.53116,0.59117,0.52814,0.4466,0.5518,0.81607,0.54294,0.40609,810,333,826,1073,-16,0.00302,0.00887,True,False,736,0.57922,0,,0,,Lower-priority / background candidate
440,SSX5,1,0.82036,0.667,0.79807,0.73657,0.96233,0.94127,0.95125,0.90083,69,107,89,180,-20,0.02229,0.01108,True,False,45,0.93892,0,,0,,Known/current-positive high-confidence recovery
441,PRDM7,1,0.53532,0.41951,0.59523,0.64751,0.55845,0.21385,0.64377,0.74404,798,1420,644,463,154,-0.05991,-0.08532,False,True,822,0.54003,0,,0,,Lower-priority / background candidate
442,CAMK2B,0,0.53288,0.49775,0.7685,0.81406,0.55512,0.54072,0.92188,0.9856,804,830,142,27,662,-0.23563,-0.36676,False,True,362,0.75083,0,,0,,Lower-priority / background candidate
443,COBLL1,1,0.74352,0.7738,0.85237,0.73671,0.86371,0.99723,0.99391,0.90138,247,6,12,179,235,-0.10884,-0.13019,False,True,44,0.93906,0,,0,,Known/current-positive high-confidence recovery
444,PPP4R3C,1,0.64949,0.68201,0.68389,0.61333,0.73352,0.95679,0.79003,0.67756,482,79,380,583,102,-0.0344,-0.05651,False,True,282,0.78947,0,,0,,Lower-priority / background candidate
445,KIFC3,0,0.5569,0.58484,0.58033,0.59342,0.59058,0.79834,0.62105,0.64986,740,365,685,633,55,-0.02342,-0.03047,False,True,540,0.66496,0,,0,,Lower-priority / background candidate
446,COPB1,0,0.44641,0.48079,0.44933,0.46343,0.42272,0.46814,0.42105,0.43269,1043,961,1046,1025,-3,-0.00293,0.00166,True,False,1030,0.43615,0,,0,,Lower-priority / background candidate
447,PCYOX1,1,0.7399,0.5879,0.74581,0.71149,0.85706,0.80665,0.88643,0.86316,259,350,206,248,53,-0.00591,-0.02936,False,True,172,0.85332,0,,0,,Known/current-positive high-confidence recovery
448,STOX2,0,0.61634,0.5403,0.70309,0.6365,0.67922,0.68144,0.81718,0.72244,580,576,331,502,249,-0.08674,-0.13795,False,True,415,0.72507,0,,0,,Lower-priority / background candidate
449,PLA2G2F,0,0.19796,0.46376,0.22144,0.2779,0.04432,0.39889,0.07978,0.13795,1726,1086,1662,1557,64,-0.02348,-0.03546,False,True,1623,0.16524,0,,0,,Lower-priority / background candidate
450,GDAP1L1,0,0.13414,0.40427,0.18298,0.233,0.00277,0.15346,0.03767,0.07258,1801,1529,1738,1675,63,-0.04884,-0.0349,False,True,1764,0.06662,0,,0,,Lower-priority / background candidate
451,CLEC14A,0,0.63459,0.47636,0.71211,0.65756,0.7097,0.4482,0.83213,0.76122,525,997,304,432,221,-0.07752,-0.12244,False,True,498,0.68781,0,,0,,Lower-priority / background candidate
452,C11ORF52,0,0.19333,0.40343,0.19929,0.23041,0.03934,0.14958,0.05485,0.06981,1735,1536,1707,1680,28,-0.00596,-0.01551,False,True,1743,0.07839,0,,0,,Lower-priority / background candidate
453,MEF2C,0,0.77772,0.37555,0.71881,0.82715,0.9108,0.07368,0.84488,0.99224,162,1673,281,15,-119,0.05891,0.06593,True,False,458,0.7054,0,,0,,Lower-priority / background candidate
454,ZC3H13,1,0.8817,0.7129,0.88983,0.79632,0.99778,0.98116,0.99834,0.97452,5,35,4,47,1,-0.00813,-0.00055,False,True,3,0.98795,0,,0,,Known/current-positive high-confidence recovery
455,NDUFAF2,1,0.36469,0.37173,0.44593,0.64718,0.30637,0.06593,0.41828,0.74349,1253,1687,1051,464,202,-0.08124,-0.11191,False,True,1156,0.38352,0,,0,,Current-positive low-rank / possible model miss
456,CSF1,1,0.53734,0.47728,0.60444,0.77941,0.56066,0.45263,0.66094,0.95956,794,989,613,74,181,-0.0671,-0.10028,False,True,553,0.65845,0,,0,,Lower-priority / background candidate
457,COMT,0,0.28878,0.46753,0.26475,0.26514,0.18338,0.41053,0.1385,0.1169,1475,1065,1556,1595,-81,0.02403,0.04488,True,False,1529,0.21233,0,,0,,Lower-priority / background candidate
458,CHAF1A,0,0.43713,0.53188,0.50635,0.43449,0.41108,0.65928,0.50914,0.38837,1064,616,887,1105,177,-0.06922,-0.09806,False,True,926,0.49197,0,,0,,Lower-priority / background candidate
459,NOXA1,1,0.80254,0.57849,0.73332,0.73368,0.94183,0.78282,0.86814,0.89529,106,393,239,190,-133,0.06922,0.07368,True,False,142,0.87202,0,,0,,Known/current-positive high-confidence recovery
460,CA10,0,0.47028,0.53224,0.47905,0.44029,0.45762,0.66205,0.4626,0.39668,980,611,971,1090,9,-0.00877,-0.00499,False,True,915,0.49474,0,,0,,Lower-priority / background candidate
461,IL13,1,0.62292,0.5632,0.71312,0.68517,0.6903,0.74958,0.8349,0.80665,560,453,299,350,261,-0.09019,-0.1446,False,True,317,0.77036,0,,0,,Lower-priority / background candidate
462,FAF2,1,0.29572,0.58305,0.28847,0.27087,0.19391,0.79224,0.16565,0.12576,1456,376,1507,1579,-51,0.00725,0.02826,True,False,1287,0.31939,0,,0,,Current-positive low-rank / possible model miss
463,POTEB,1,0.63932,0.53899,0.69776,0.70645,0.71468,0.67812,0.80776,0.85706,516,582,348,259,168,-0.05844,-0.09308,False,True,327,0.7644,0,,0,,Lower-priority / background candidate
464,GMPPA,1,0.37276,0.40062,0.31791,0.39514,0.32022,0.14238,0.20776,0.31579,1228,1549,1431,1236,-203,0.05485,0.11247,True,False,1443,0.24654,0,,0,,Current-positive low-rank / possible model miss
465,PTPRG,0,0.24758,0.4533,0.23141,0.23111,0.11191,0.35568,0.09252,0.07091,1604,1164,1639,1678,-35,0.01617,0.01939,True,False,1635,0.15776,0,,0,,Lower-priority / background candidate
466,UCMA,1,0.62571,0.39353,0.64594,0.67005,0.69363,0.11967,0.72687,0.78338,554,1590,494,392,60,-0.02023,-0.03324,False,True,733,0.58089,0,,0,,Lower-priority / background candidate
467,TLR4,1,0.69284,0.56372,0.61311,0.61987,0.7928,0.75236,0.67202,0.68864,375,448,593,563,-218,0.07973,0.12078,True,False,411,0.72645,0,,0,,Lower-priority / background candidate
468,UBE2E3,0,0.19562,0.39096,0.21082,0.32105,0.041,0.11302,0.06648,0.20443,1732,1602,1686,1437,46,-0.0152,-0.02548,False,True,1711,0.10623,0,,0,,Lower-priority / background candidate
469,SLC12A8,0,0.77943,0.58628,0.77016,0.77136,0.91246,0.80388,0.9241,0.95291,159,355,138,86,21,0.00926,-0.01164,False,True,103,0.89834,0,,0,,High-ranked current-negative candidate requiring audit
470,SLC22A10,1,0.78822,0.71591,0.78916,0.70777,0.9241,0.98282,0.94238,0.85817,138,32,105,257,33,-0.00094,-0.01828,False,True,60,0.92687,0,,0,,Known/current-positive high-confidence recovery
471,MYO19,0,0.17085,0.40386,0.18864,0.20329,0.01884,0.1518,0.04432,0.0349,1772,1532,1726,1743,46,-0.01779,-0.02548,False,True,1768,0.06247,0,,0,,Lower-priority / background candidate
472,ZNF25,1,0.75361,0.64994,0.66682,0.55942,0.88033,0.91524,0.76344,0.58781,217,154,428,745,-211,0.08679,0.1169,True,False,287,0.7867,0,,0,,Lower-priority / background candidate
473,EXOSC2,1,0.21239,0.49467,0.21895,0.22183,0.05817,0.52853,0.07701,0.05706,1701,852,1667,1703,34,-0.00656,-0.01884,False,True,1594,0.18019,0,,0,,Current-positive low-rank / possible model miss
474,FNDC7,0,0.31113,0.43898,0.29797,0.33356,0.22438,0.29307,0.17895,0.22493,1401,1277,1483,1400,-82,0.01315,0.04543,True,False,1482,0.23033,0,,0,,Lower-priority / background candidate
475,GPR85,0,0.72924,0.5881,0.7212,0.73974,0.84543,0.80776,0.84931,0.90748,280,348,273,168,7,0.00804,-0.00388,False,True,175,0.85249,0,,0,,High-ranked current-negative candidate requiring audit
476,GRIN2D,1,0.4003,0.5125,0.39116,0.41713,0.35679,0.59335,0.33075,0.35291,1162,735,1209,1169,-47,0.00914,0.02604,True,False,1098,0.40845,0,,0,,Current-positive low-rank / possible model miss
477,OR52R1,0,0.40504,0.33674,0.47098,0.61503,0.36122,0.01773,0.45042,0.68144,1154,1774,993,576,161,-0.06594,-0.0892,False,True,1169,0.3777,0,,0,,Lower-priority / background candidate
478,CYP7B1,1,0.61203,0.44849,0.64122,0.76409,0.67258,0.33407,0.71967,0.94349,592,1203,507,103,85,-0.02919,-0.04709,False,True,536,0.66745,0,,0,,Lower-priority / background candidate
479,HAUS6,0,0.88976,0.51211,0.8474,0.82017,0.99834,0.59169,0.99169,0.98947,4,738,16,20,-12,0.04236,0.00665,True,False,111,0.8928,0,,0,,High-ranked current-negative candidate requiring audit
480,AZIN1,1,0.2695,0.43888,0.33191,0.34701,0.15346,0.29252,0.22992,0.24377,1529,1278,1391,1366,138,-0.06242,-0.07645,False,True,1485,0.22992,0,,0,,Current-positive low-rank / possible model miss
481,CEP68,0,0.67575,0.48569,0.66415,0.57176,0.76842,0.48698,0.75845,0.6133,419,927,437,699,-18,0.0116,0.00997,True,False,560,0.65679,0,,0,,Lower-priority / background candidate
482,PKD1L1,0,0.60202,0.47943,0.5906,0.71236,0.65928,0.46205,0.63712,0.86427,616,972,656,246,-40,0.01143,0.02216,True,False,563,0.65568,0,,0,,Lower-priority / background candidate
483,GAGE1,0,0.22249,0.38365,0.22804,0.21848,0.07258,0.09086,0.08809,0.05319,1675,1642,1647,1710,28,-0.00555,-0.01551,False,True,1748,0.07618,0,,0,,Lower-priority / background candidate
484,FBN2,1,0.7874,0.43695,0.68899,0.67178,0.92188,0.28421,0.79723,0.7867,142,1293,367,386,-225,0.09841,0.12465,True,False,472,0.69751,0,,0,,Lower-priority / background candidate
485,FAXC,1,0.58557,0.57439,0.55531,0.54717,0.62715,0.77562,0.58283,0.56565,674,406,754,785,-80,0.03026,0.04432,True,False,606,0.63781,0,,0,,Lower-priority / background candidate
486,ANGPTL4,0,0.62651,0.58406,0.68845,0.56549,0.69529,0.79612,0.79501,0.59889,551,369,371,725,180,-0.06194,-0.09972,False,True,426,0.72133,0,,0,,Lower-priority / background candidate
487,TANK,0,0.27988,0.49572,0.31019,0.37951,0.16898,0.53186,0.19778,0.29474,1501,846,1449,1274,52,-0.03031,-0.02881,False,True,1331,0.29834,0,,0,,Lower-priority / background candidate
488,TSC22D2,1,0.81923,0.65949,0.80033,0.73527,0.95956,0.92964,0.95402,0.89917,74,128,84,183,-10,0.0189,0.00554,True,False,50,0.9356,0,,0,,Known/current-positive high-confidence recovery
489,CHD1L,1,0.4886,0.47615,0.43418,0.45976,0.49308,0.44709,0.39723,0.42715,916,999,1089,1035,-173,0.05443,0.09584,True,False,1016,0.44114,0,,0,,Current-positive low-rank / possible model miss
490,USP54,1,0.55398,0.4063,0.5948,0.59234,0.5856,0.1662,0.64266,0.64764,749,1506,646,637,103,-0.04082,-0.05706,False,True,882,0.51053,0,,0,,Lower-priority / background candidate
491,DCAF5,0,0.42265,0.48208,0.45291,0.43097,0.3867,0.47147,0.42548,0.38338,1108,955,1038,1114,70,-0.03026,-0.03878,False,True,1079,0.41676,0,,0,,Lower-priority / background candidate
492,PIP4K2A,1,0.75896,0.70747,0.67945,0.64161,0.88643,0.97839,0.78338,0.73296,206,40,392,483,-186,0.0795,0.10305,True,False,187,0.84529,0,,0,,Known/current-positive high-confidence recovery
493,HERC3,0,0.53552,0.52937,0.61832,0.57869,0.559,0.64875,0.68144,0.62493,797,635,576,678,221,-0.0828,-0.12244,False,True,626,0.62853,0,,0,,Lower-priority / background candidate
494,PRSS37,1,0.77631,0.55076,0.8247,0.80086,0.90803,0.71468,0.97784,0.97673,167,516,41,43,126,-0.04839,-0.06981,False,True,108,0.89432,0,,0,,Known/current-positive high-confidence recovery
495,WDR7,0,0.18614,0.32572,0.10112,0.14422,0.03102,0.00665,0.00111,0.00055,1750,1794,1804,1805,-54,0.08502,0.02992,True,False,1805,0.00983,0,,0,,Lower-priority / background candidate
496,MAGEA4,0,0.48478,0.42154,0.48244,0.45745,0.48532,0.22216,0.46814,0.42216,930,1405,961,1044,-31,0.00234,0.01717,True,False,1118,0.39945,0,,0,,Lower-priority / background candidate
497,PPARA,1,0.2425,0.46881,0.29772,0.2597,0.10194,0.41828,0.17784,0.1097,1622,1051,1485,1608,137,-0.05522,-0.0759,False,True,1547,0.20194,0,,0,,Current-positive low-rank / possible model miss
498,JPH2,1,0.72965,0.47563,0.71056,0.75568,0.84654,0.44543,0.82881,0.93186,278,1002,310,124,-32,0.01909,0.01773,True,False,333,0.76316,0,,0,,Lower-priority / background candidate
499,HEY2,0,0.11208,0.49746,0.1581,0.2154,0.0,0.53906,0.01828,0.04875,1806,833,1773,1718,33,-0.04602,-0.01828,False,True,1649,0.15152,0,,0,,Lower-priority / background candidate
500,TUBGCP3,0,0.39937,0.42034,0.42078,0.4259,0.35512,0.21773,0.37728,0.37341,1165,1413,1125,1132,40,-0.02142,-0.02216,False,True,1261,0.33089,0,,0,,Lower-priority / background candidate
501,ZNF717,0,0.50787,0.46206,0.54811,0.56774,0.51634,0.38615,0.57064,0.60332,874,1109,776,717,98,-0.04024,-0.05429,False,True,866,0.51911,0,,0,,Lower-priority / background candidate
502,HMGA2,1,0.71608,0.6233,0.69843,0.66599,0.82382,0.8687,0.80886,0.77507,319,238,346,407,-27,0.01765,0.01496,True,False,230,0.81911,1,Known_T2D_GWAS_loci,0,,Lower-priority / background candidate
503,NKX6-1,1,0.85524,0.52118,0.81538,0.80647,0.98781,0.62216,0.97119,0.97895,23,683,53,39,-30,0.03987,0.01662,True,False,115,0.89003,1,Beta_cell_function_development,0,,Known/current-positive high-confidence recovery
504,LHX2,0,0.34652,0.48036,0.34216,0.42602,0.27535,0.46537,0.24266,0.37396,1309,966,1368,1131,-59,0.00436,0.03269,True,False,1239,0.33934,0,,0,,Lower-priority / background candidate
505,MEIS2,0,0.1898,0.42661,0.18391,0.1868,0.03435,0.23712,0.03934,0.01994,1744,1378,1735,1770,9,0.0059,-0.00499,False,True,1740,0.08269,0,,0,,Lower-priority / background candidate
506,IL17REL,0,0.73808,0.80394,0.81169,0.66884,0.85429,1.0,0.9651,0.78061,264,1,64,397,200,-0.07361,-0.1108,False,True,99,0.9,0,,0,,High-ranked current-negative candidate requiring audit
507,A1CF,1,0.71844,0.49924,0.69246,0.66174,0.82659,0.54792,0.80055,0.76787,314,817,361,420,-47,0.02599,0.02604,True,False,393,0.73573,0,,0,,Lower-priority / background candidate
508,LYRM7,0,0.34115,0.49149,0.40378,0.27057,0.26925,0.51413,0.35069,0.12521,1320,878,1173,1580,147,-0.06263,-0.08144,False,True,1297,0.31482,0,,0,,Lower-priority / background candidate
509,GLP1R,0,0.32725,0.40321,0.32538,0.30336,0.24709,0.14848,0.21884,0.17507,1360,1538,1411,1490,-51,0.00187,0.02825,True,False,1552,0.19737,2,Incretin_diabetes_pharmacology; Insulin_secretion_KATP_Ca,0,,Lower-priority / background candidate
510,RAB11FIP1,0,0.67945,0.5879,0.64063,0.59579,0.77396,0.8072,0.71634,0.65429,409,349,513,625,-104,0.03882,0.05762,True,False,388,0.73795,0,,0,,Lower-priority / background candidate
511,ACTL7A,0,0.34434,0.39033,0.37234,0.53952,0.27258,0.1097,0.30083,0.55346,1314,1608,1263,807,51,-0.028,-0.02826,False,True,1310,0.30914,0,,0,,Lower-priority / background candidate
