gene_id,gene_symbol_protein,label_protein,protein_row_index,original_protein_split,gene_symbol_genomic,label_genomic,genomic_row_index,original_genomic_split,label_match,label,gene_symbol,true_label,Protein_only_ProtBERT_SW_score,Genomic_only_K3K4Basic_score,Multimodal_handcrafted_score,Multimodal_DNABERT2_score
ENSG00000197635,DPP4,1,67,train,DPP4,1,1062,train,True,1,DPP4,1,0.6669799997060443,0.6147061541331904,0.7289001790025025,0.6764723549333719
ENSG00000073792,IGF2BP2,1,1651,test,IGF2BP2,1,1477,validation,True,1,IGF2BP2,1,0.7210828712733263,0.6679954840020974,0.7645275406386697,0.6880293477594035
ENSG00000181915,ADO,1,1115,train,ADO,1,1321,validation,True,1,ADO,1,0.43169745400004944,0.46601944389334443,0.4198709272128625,0.3488007218294155
ENSG00000125970,RALY,1,1582,test,RALY,1,1729,test,True,1,RALY,1,0.7210935543473225,0.6116497319234155,0.7581183645267768,0.5347240735604998
ENSG00000115970,THADA,1,891,train,THADA,1,527,train,True,1,THADA,1,0.24558964402308517,0.30104047436917813,0.2083331673301141,0.2007996153814825
ENSG00000167772,ANGPTL4,1,487,train,ANGPTL4,1,863,train,True,1,ANGPTL4,1,0.40180112734632767,0.49467974822273425,0.4135774006978885,0.3857779238877536
ENSG00000163636,PSMD6,1,1469,validation,PSMD6,1,1419,validation,True,1,PSMD6,1,0.487779328262693,0.37693121178296346,0.3874869478447486,0.5401159523187075
ENSG00000145284,SCD5,1,1387,validation,SCD5,1,1300,validation,True,1,SCD5,1,0.7148203152729276,0.5623600801340923,0.7419018457283405,0.74550104985935
ENSG00000187626,ZKSCAN4,0,893,train,ZKSCAN4,0,109,train,True,0,ZKSCAN4,0,0.23964113298915393,0.3930704350086165,0.2021869872639671,0.2518950610159872
ENSG00000132205,EMILIN2,1,316,train,EMILIN2,1,740,train,True,1,EMILIN2,1,0.4374448518961378,0.4937147840511752,0.4161223803768977,0.5217083226492475
ENSG00000116205,TCEANC2,0,1311,validation,TCEANC2,0,1799,test,True,0,TCEANC2,0,0.23239576788902291,0.41674396030078753,0.2304725019042893,0.1984360081318238
ENSG00000085185,BCORL1,1,1499,validation,BCORL1,1,59,train,True,1,BCORL1,1,0.1865432079157764,0.655394052518059,0.4025806785380637,0.484920879379486
ENSG00000185156,MFSD6L,0,168,train,MFSD6L,0,152,train,True,0,MFSD6L,0,0.533947536218297,0.30148700416088214,0.3855235828488529,0.5306810088917071
ENSG00000198670,LPA,1,1484,validation,LPA,1,5,train,True,1,LPA,1,0.3475237580499096,0.31707976943991373,0.3413101449402094,0.3146090517474508
ENSG00000112685,EXOC2,0,1569,test,EXOC2,0,832,train,True,0,EXOC2,0,0.4711905604852854,0.5,0.5159000951316886,0.51938857457499
ENSG00000141314,RHBDL3,0,1367,validation,RHBDL3,0,767,train,True,0,RHBDL3,0,0.6957550915630609,0.6557187717431021,0.7618440189473707,0.7624519056525808
ENSG00000184209,SNRNP35,0,1129,train,SNRNP35,0,949,train,True,0,SNRNP35,0,0.22809805582533232,0.3302790904331329,0.2553046728082921,0.2854483591172934
ENSG00000136950,ARPC5L,0,177,train,ARPC5L,0,583,train,True,0,ARPC5L,0,0.5676475413905013,0.3275993156452605,0.4518943159987026,0.4063907217157212
ENSG00000089639,GMIP,0,1184,train,GMIP,0,1678,test,True,0,GMIP,0,0.26211878258459187,0.38606122941760024,0.2397740050150023,0.2115197474371138
ENSG00000178409,BEND3,1,1018,train,BEND3,1,867,train,True,1,BEND3,1,0.2870329902028151,0.7533966513356424,0.4813220202666358,0.5439248905939362
ENSG00000176087,SLC35A4,0,971,train,SLC35A4,0,516,train,True,0,SLC35A4,0,0.39153021774235564,0.28901675611467803,0.3459045837838089,0.3066062328764645
ENSG00000165623,UCMA,1,467,train,UCMA,1,239,train,True,1,UCMA,1,0.5170019718367761,0.41403998401057385,0.4923783704115093,0.5257634681400151
ENSG00000065183,WDR3,0,358,train,WDR3,0,1284,validation,True,0,WDR3,0,0.6115226952511245,0.5346137195936554,0.6408976360947057,0.3670597877460611
ENSG00000185262,UBALD2,0,1549,test,UBALD2,0,1234,train,True,0,UBALD2,0,0.6636784591695196,0.463210127122017,0.6791676991180697,0.6490115073909574
ENSG00000183508,TENT5C,1,1374,validation,TENT5C,1,1225,train,True,1,TENT5C,1,0.6071496307835164,0.43380076861988714,0.5614672293822339,0.6290926024835309
ENSG00000162069,BICDL2,0,607,train,BICDL2,0,646,train,True,0,BICDL2,0,0.2593510895325941,0.4787924973750547,0.2190436534826017,0.2657200343139247
ENSG00000129450,SIGLEC9,0,775,train,SIGLEC9,0,749,train,True,0,SIGLEC9,0,0.2500483419877637,0.4735403336771949,0.2148904452677582,0.2609165118975795
ENSG00000221818,EBF2,1,781,train,EBF2,1,220,train,True,1,EBF2,1,0.7159370238968292,0.48365855350030373,0.6967151788929487,0.7098986482450779
ENSG00000117154,IGSF21,1,185,train,IGSF21,1,1528,validation,True,1,IGSF21,1,0.6700591932585879,0.49415258574521104,0.620838533480293,0.7366484633832676
ENSG00000188352,FOCAD,1,1811,test,FOCAD,1,592,train,True,1,FOCAD,1,0.21889289947551796,0.5605032256971133,0.3175751035225876,0.3965881810366852
ENSG00000102891,MT4,0,568,train,MT4,0,1475,validation,True,0,MT4,0,0.3436062078895206,0.30720928093428523,0.2916586710594511,0.382558666332784
ENSG00000286038,SPDYE13,0,1470,validation,SPDYE13,0,234,train,True,0,SPDYE13,0,0.1084280850521806,0.2717661063040863,0.0898227234959388,0.1881729841103183
ENSG00000160221,GATD3,0,1638,test,GATD3,0,68,train,True,0,GATD3,0,0.7587566171616382,0.4352989117186459,0.7708860054620073,0.6461092069670092
ENSG00000163281,GNPDA2,1,352,train,GNPDA2,1,1320,validation,True,1,GNPDA2,1,0.6442331091006882,0.4610261780452593,0.6044308859136849,0.6600467617213835
ENSG00000143971,ETAA1,1,1255,train,ETAA1,1,407,train,True,1,ETAA1,1,0.3195981894853554,0.4691284371515346,0.3832908810379998,0.3344617166072516
ENSG00000103932,RPAP1,1,1650,test,RPAP1,1,773,train,True,1,RPAP1,1,0.15985135939173759,0.2738423746893003,0.1184739940571867,0.172126913809947
ENSG00000101057,MYBL2,1,313,train,MYBL2,1,295,train,True,1,MYBL2,1,0.5451857586753639,0.5828182169424216,0.6386895377152683,0.4651376865258017
ENSG00000132972,RNF17,0,757,train,RNF17,0,337,train,True,0,RNF17,0,0.3005022551215789,0.31727855397274574,0.1786786809334385,0.255402853747071
ENSG00000154767,XPC,0,172,train,XPC,0,1605,test,True,0,XPC,0,0.1888850994161574,0.41651537746819456,0.1587563818246639,0.1368751246144144
ENSG00000123545,NDUFAF4,1,1286,validation,NDUFAF4,1,412,train,True,1,NDUFAF4,1,0.3526494803366318,0.5703570676230211,0.4047811346373393,0.3841225226213127
ENSG00000142864,SERBP1,0,1215,train,SERBP1,0,219,train,True,0,SERBP1,0,0.6474099781599648,0.6054727151150183,0.6680950293806862,0.5931699308001807
ENSG00000196110,ZNF699,0,1784,test,ZNF699,0,164,train,True,0,ZNF699,0,0.2000924903352985,0.3081292243114844,0.1638187170815831,0.1644273473064698
ENSG00000185345,PRKN,1,1014,train,PRKN,1,1674,test,True,1,PRKN,1,0.5681787026301512,0.507650873716317,0.4411441926670085,0.4281379686172457
ENSG00000147548,NSD3,0,984,train,NSD3,0,259,train,True,0,NSD3,0,0.5150547147271101,0.6055512137214132,0.6687930910157271,0.7504923894692341
ENSG00000138771,SHROOM3,1,1652,test,SHROOM3,1,1292,validation,True,1,SHROOM3,1,0.36478427994064877,0.4424287067368063,0.3812220300544769,0.2743762041556656
ENSG00000139174,PRICKLE1,1,1506,validation,PRICKLE1,1,1293,validation,True,1,PRICKLE1,1,0.5317085588149032,0.5772188856908612,0.5909716118003914,0.6740921678771045
ENSG00000006468,ETV1,1,1701,test,ETV1,1,540,train,True,1,ETV1,1,0.8061217951782096,0.41358839409763165,0.8240977419985035,0.7375366534480498
ENSG00000184986,TMEM121,0,156,train,TMEM121,0,1189,train,True,0,TMEM121,0,0.3447423743648827,0.6631807013622107,0.4931336928964359,0.5712313577152224
ENSG00000196131,VN1R2,0,669,train,VN1R2,0,191,train,True,0,VN1R2,0,0.18910113986503727,0.34372574905556,0.1912293872795959,0.2847287698550451
ENSG00000164512,ANKRD55,1,1695,test,ANKRD55,1,447,train,True,1,ANKRD55,1,0.44274761938553103,0.37578436199522014,0.339436262096356,0.5
ENSG00000132437,DDC,1,1273,train,DDC,1,535,train,True,1,DDC,1,0.6224521468443628,0.522135930379185,0.6450038884120635,0.7035651731905129
ENSG00000179044,EXOC3L1,0,629,train,EXOC3L1,0,964,train,True,0,EXOC3L1,0,0.18033954585102027,0.3225201177641558,0.1450964678477328,0.2357522131853474
ENSG00000104490,NCALD,1,1603,test,NCALD,1,43,train,True,1,NCALD,1,0.7493288867538755,0.48926956626266227,0.6916168341772163,0.7229091606928306
ENSG00000100139,MICALL1,0,64,train,MICALL1,0,1482,validation,True,0,MICALL1,0,0.3659473967197314,0.5393009073330409,0.3797422616904483,0.3895716047608156
ENSG00000108557,RAI1,1,902,train,RAI1,1,275,train,True,1,RAI1,1,0.1946630940905213,0.47230146435656767,0.2037278491080558,0.2765776358779983
ENSG00000278558,TMEM191B,0,1296,validation,TMEM191B,0,1734,test,True,0,TMEM191B,0,0.2181499752084085,0.33147010563831597,0.1972031038394432,0.2563257025091278
ENSG00000127863,TNFRSF19,0,1527,validation,TNFRSF19,0,148,train,True,0,TNFRSF19,0,0.5509272078434415,0.4557535265461271,0.4371704174929432,0.4453595504718771
ENSG00000162664,ZNF326,0,184,train,ZNF326,0,231,train,True,0,ZNF326,0,0.4299963346679257,0.511733460647138,0.5349956022076279,0.379907175305202
ENSG00000021762,OSBPL5,0,792,train,OSBPL5,0,1371,validation,True,0,OSBPL5,0,0.28682069011737354,0.5450125526585047,0.3731500324957566,0.3653049686737173
ENSG00000146267,FAXC,0,486,train,FAXC,0,672,train,True,0,FAXC,0,0.5172716694676939,0.6452566509422604,0.7118496550228608,0.8048021522835507
ENSG00000115339,GALNT3,1,1500,validation,GALNT3,1,151,train,True,1,GALNT3,1,0.7839412771354403,0.42066529663640273,0.6852166385594767,0.6968136220356691
ENSG00000274749,KRTAP7-1,0,347,train,KRTAP7-1,0,1770,test,True,0,KRTAP7-1,0,0.3562149462460934,0.41284580220225925,0.3581770219299349,0.3487424801940987
ENSG00000105738,SIPA1L3,0,836,train,SIPA1L3,0,435,train,True,0,SIPA1L3,0,0.5978289906259943,0.5,0.4869268632485234,0.4760077364942158
ENSG00000187325,TAF9B,0,1767,test,TAF9B,0,424,train,True,0,TAF9B,0,0.672090464550556,0.3383989201384277,0.6481907997873314,0.6860560420069965
ENSG00000135930,EIF4E2,0,1297,validation,EIF4E2,0,979,train,True,0,EIF4E2,0,0.7423746446657031,0.5621927860329308,0.7181881281454904,0.6671298962401051
ENSG00000077044,DGKD,1,435,train,DGKD,1,1257,train,True,1,DGKD,1,0.5115701314013804,0.6102552669779122,0.6409774109678585,0.5859054653004928
ENSG00000159267,HLCS,0,1605,test,HLCS,0,666,train,True,0,HLCS,0,0.30802000681133507,0.6562908548767803,0.4512203403466167,0.5247937818704587
ENSG00000140675,SLC5A2,1,1392,validation,SLC5A2,1,879,train,True,1,SLC5A2,1,0.6802679427676918,0.4691975257229855,0.668805203547375,0.658511365636754
ENSG00000050767,COL23A1,0,211,train,COL23A1,0,727,train,True,0,COL23A1,0,0.6966418242128322,0.5278037027034007,0.6752709672628764,0.6624860272003169
ENSG00000169129,AFAP1L2,1,1688,test,AFAP1L2,1,369,train,True,1,AFAP1L2,1,0.6183240961239999,0.5096417935396621,0.5795494030458055,0.6336418116063565
ENSG00000108091,CCDC6,0,1747,test,CCDC6,0,737,train,True,0,CCDC6,0,0.6833644990912774,0.721365287748389,0.7429672725067602,0.7884971877917138
ENSG00000100078,PLA2G3,0,69,train,PLA2G3,0,684,train,True,0,PLA2G3,0,0.27042411945810185,0.4375848448925678,0.2643657654056262,0.1993455545845953
ENSG00000187223,LCE2D,0,1402,validation,LCE2D,0,1203,train,True,0,LCE2D,0,0.26189967492216787,0.31130620587015156,0.2633046623162374,0.2571728253784281
ENSG00000143337,TOR1AIP1,0,385,train,TOR1AIP1,0,1575,test,True,0,TOR1AIP1,0,0.36492530939470197,0.2989176874534169,0.1863685430520709,0.2069455448811993
ENSG00000198945,L3MBTL3,1,258,train,L3MBTL3,1,874,train,True,1,L3MBTL3,1,0.7674000536169743,0.5158025778181807,0.7058291441372436,0.7279881725499853
ENSG00000072501,SMC1A,0,1373,validation,SMC1A,0,1542,test,True,0,SMC1A,0,0.3825940210796812,0.3332152882366633,0.3375785694171074,0.2914494791547677
ENSG00000173838,MARCHF10,0,749,train,MARCHF10,0,1639,test,True,0,MARCHF10,0,0.30938264042401226,0.46327322660477505,0.2925927776993827,0.2507324552765869
ENSG00000105135,ILVBL,0,1033,train,ILVBL,0,262,train,True,0,ILVBL,0,0.6800821335589924,0.5,0.6929674195834246,0.5481172324435648
ENSG00000106460,TMEM106B,1,1472,validation,TMEM106B,1,1064,train,True,1,TMEM106B,1,0.7089439058165052,0.43494111161461413,0.5509733281438549,0.6090108466274097
ENSG00000172766,NAA16,0,719,train,NAA16,0,1418,validation,True,0,NAA16,0,0.5261724181436633,0.4680252536355872,0.5125194691512807,0.4443975907787024
ENSG00000120690,ELF1,1,304,train,ELF1,1,679,train,True,1,ELF1,1,0.7038448322159178,0.4353723081557032,0.6475312479956596,0.6472136142019355
ENSG00000100485,SOS2,1,826,train,SOS2,1,1071,train,True,1,SOS2,1,0.3035208799188063,0.4636495373046715,0.3016390826903419,0.4424439932168229
ENSG00000188060,RAB42,0,426,train,RAB42,0,452,train,True,0,RAB42,0,0.25209229049818344,0.4628673262570477,0.2758595186520284,0.3035673311435318
ENSG00000128683,GAD1,1,958,train,GAD1,1,1452,validation,True,1,GAD1,1,0.7621097110442118,0.6086926205080248,0.8134238284345724,0.8364516684739696
ENSG00000169857,AVEN,0,667,train,AVEN,0,998,train,True,0,AVEN,0,0.3369979596631832,0.4225292981213226,0.2977225533030999,0.2745583060041062
ENSG00000112640,PPP2R5D,0,658,train,PPP2R5D,0,1342,validation,True,0,PPP2R5D,0,0.6394344827351898,0.38384276469417206,0.6330052247102295,0.5914594317289666
ENSG00000154269,ENPP3,1,24,train,ENPP3,1,1567,test,True,1,ENPP3,1,0.7380835442732829,0.43451122855106233,0.6451406040505099,0.6143079146936388
ENSG00000134697,GNL2,0,980,train,GNL2,0,712,train,True,0,GNL2,0,0.3455454619273622,0.5315074053598977,0.4541455897583693,0.4411143533936777
ENSG00000172046,USP19,0,605,train,USP19,0,346,train,True,0,USP19,0,0.39009084102237784,0.44886483154879436,0.379536701163385,0.1918011704622419
ENSG00000177614,PGBD5,0,338,train,PGBD5,0,1469,validation,True,0,PGBD5,0,0.2707300312998423,0.7527675781724481,0.4643095282985065,0.6059842535160284
ENSG00000143995,MEIS1,1,214,train,MEIS1,1,1504,validation,True,1,MEIS1,1,0.6969476887565186,0.6859756132228425,0.7875372440325016,0.7804373280983061
ENSG00000130713,EXOSC2,0,474,train,EXOSC2,0,510,train,True,0,EXOSC2,0,0.5587564512761454,0.45512936447480457,0.5725906972429262,0.4811102952330034
ENSG00000018625,ATP1A2,1,728,train,ATP1A2,1,130,train,True,1,ATP1A2,1,0.7423908374102146,0.540188542187745,0.7722876496962918,0.7129863084826765
ENSG00000007171,NOS2,1,653,train,NOS2,1,588,train,True,1,NOS2,1,0.41214352017967093,0.4006142290819311,0.3513910508223062,0.4667275628994604
ENSG00000152527,PLEKHH2,1,1765,test,PLEKHH2,1,484,train,True,1,PLEKHH2,1,0.371805228637294,0.4718467971819571,0.3347885010249157,0.3960353586713345
ENSG00000004059,ARF5,1,389,train,ARF5,1,1607,test,True,1,ARF5,1,0.539654922917846,0.5288038390935941,0.5855066457235111,0.5889278572128767
ENSG00000176809,LRRC37A3,0,536,train,LRRC37A3,0,627,train,True,0,LRRC37A3,0,0.16763930292173398,0.5378075697283439,0.226403691451888,0.3233366861009745
ENSG00000128335,APOL2,0,1746,test,APOL2,0,921,train,True,0,APOL2,0,0.14870412958861803,0.4104788564118776,0.1719585142957883,0.250983599265231
ENSG00000134242,PTPN22,1,1740,test,PTPN22,1,351,train,True,1,PTPN22,1,0.3959426449872499,0.4805523246755297,0.3487614382524949,0.4057354650012538
ENSG00000119772,DNMT3A,1,359,train,DNMT3A,1,616,train,True,1,DNMT3A,1,0.6867216472478276,0.7371810194106414,0.7938687724207305,0.751455372350557
ENSG00000257335,MGAM,1,366,train,MGAM,1,801,train,True,1,MGAM,1,0.8115527285676364,0.32893523605649777,0.7105967174743247,0.6411744434788206
ENSG00000276950,GSTT4,0,263,train,GSTT4,0,569,train,True,0,GSTT4,0,0.3905344281370058,0.38653919579035384,0.485300127709027,0.512845211445736
ENSG00000151276,MAGI1,1,732,train,MAGI1,1,1338,validation,True,1,MAGI1,1,0.7378780342047194,0.561530716432009,0.6936290401309414,0.8457407051729117
ENSG00000179397,CATSPERE,0,70,train,CATSPERE,0,1353,validation,True,0,CATSPERE,0,0.2624255678005809,0.5,0.3280426713694707,0.2833212723402222
