sample_index,gene_symbol,label,gene_symbol_length,gene_symbol_length_bin
240,DGLUCY,1,6,len_6
241,USP27X,1,6,len_6
251,SEPHS1,1,6,len_6
254,ZNF816,1,6,len_6
263,TECPR2,1,6,len_6
275,TENT5A,1,6,len_6
278,BOD1L1,1,6,len_6
285,NUDT4B,1,6,len_6
287,OR52E6,1,6,len_6
292,ZNF579,1,6,len_6
294,FBXL13,1,6,len_6
297,RNF216,1,6,len_6
327,CCSER1,1,6,len_6
334,CRYBA1,1,6,len_6
348,EIF2B2,1,6,len_6
351,GNPDA2,1,6,len_6
352,RAB27B,1,6,len_6
353,BPIFB2,1,6,len_6
356,RAB5IF,1,6,len_6
367,ZNF689,1,6,len_6
369,NDUFS6,1,6,len_6
373,SCAND3,1,6,len_6
376,KCNJ12,1,6,len_6
378,AMDHD1,1,6,len_6
380,POLR2D,1,6,len_6
397,NKX2-6,1,6,len_6
411,CFAP65,1,6,len_6
414,SCHIP1,1,6,len_6
423,IGSF10,1,6,len_6
437,SH3YL1,1,6,len_6
443,COBLL1,1,6,len_6
447,PCYOX1,1,6,len_6
454,ZC3H13,1,6,len_6
473,EXOSC2,1,6,len_6
476,GRIN2D,1,6,len_6
494,PRSS37,1,6,len_6
503,NKX6-1,1,6,len_6
515,CCDC81,1,6,len_6
518,MRPS30,1,6,len_6
521,PPP3CA,1,6,len_6
532,SEPHS2,1,6,len_6
552,TNRC6A,1,6,len_6
555,GPR156,1,6,len_6
557,ZBTB14,1,6,len_6
567,TRIM73,1,6,len_6
573,TSPEAR,1,6,len_6
575,MLXIPL,1,6,len_6
578,ENTPD7,1,6,len_6
604,ZNF343,1,6,len_6
605,BICDL2,1,6,len_6
610,DUSP23,1,6,len_6
615,DHTKD1,1,6,len_6
616,MRPS14,1,6,len_6
623,ZNF541,1,6,len_6
632,NPIPA8,1,6,len_6
635,RBFOX1,1,6,len_6
644,FBXL18,1,6,len_6
659,CCDC13,1,6,len_6
677,SEMA6D,1,6,len_6
682,PNMA8B,1,6,len_6
693,ZNF544,1,6,len_6
710,ZSWIM9,1,6,len_6
718,FBRSL1,1,6,len_6
722,TBC1D8,1,6,len_6
726,ATP1A2,1,6,len_6
753,MBLAC1,1,6,len_6
757,MS4A6A,1,6,len_6
759,KBTBD3,1,6,len_6
763,UAP1L1,1,6,len_6
768,CCDC80,1,6,len_6
770,CFAP47,1,6,len_6
780,NDUFA2,1,6,len_6
787,ZNF573,1,6,len_6
790,OSBPL5,1,6,len_6
804,SPDYE3,1,6,len_6
805,CDC25A,1,6,len_6
808,BRD3OS,1,6,len_6
819,LHFPL3,1,6,len_6
827,DROSHA,1,6,len_6
831,P2RY12,1,6,len_6
837,FTHL17,1,6,len_6
838,MAP3K1,1,6,len_6
846,TFAP2E,1,6,len_6
858,MAD1L1,1,6,len_6
867,ATAD3B,1,6,len_6
871,SETBP1,1,6,len_6
876,TESPA1,1,6,len_6
882,LONRF1,1,6,len_6
899,COXFA4,1,6,len_6
903,CDKN1C,1,6,len_6
919,TBC1D4,1,6,len_6
922,ZNF329,1,6,len_6
927,TUBB4A,1,6,len_6
939,KIF16B,1,6,len_6
942,MED12L,1,6,len_6
951,ZNF532,1,6,len_6
958,SLC9B1,1,6,len_6
959,KLHL38,1,6,len_6
966,ZBTB39,1,6,len_6
971,PTCHD4,1,6,len_6
972,ANAPC2,1,6,len_6
977,MTARC2,1,6,len_6
1008,ZNF827,1,6,len_6
1010,ACVR2A,1,6,len_6
1018,CEP192,1,6,len_6
1058,TRIM66,1,6,len_6
1059,CFAP96,1,6,len_6
1062,ZNF264,1,6,len_6
1067,GGNBP2,1,6,len_6
1073,VWA5B1,1,6,len_6
1074,NFATC1,1,6,len_6
1086,SNAPC2,1,6,len_6
1089,ZNF276,1,6,len_6
1092,ZNF599,1,6,len_6
1093,ZNF404,1,6,len_6
1100,ZCCHC7,1,6,len_6
1110,C2CD4D,1,6,len_6
1117,PAPOLG,1,6,len_6
1128,IPCEF1,1,6,len_6
1129,HOXD11,1,6,len_6
1130,NDUFS2,1,6,len_6
1141,NUP133,1,6,len_6
1142,VPS13C,1,6,len_6
1157,ACTMAP,1,6,len_6
1171,KCNJ11,1,6,len_6
1177,FBXO11,1,6,len_6
1188,RAET1L,1,6,len_6
1192,LIMCH1,1,6,len_6
1193,RNF150,1,6,len_6
1248,ZNF462,1,6,len_6
1270,ZNF346,1,6,len_6
1292,RIPOR1,1,6,len_6
1294,EIF4E2,1,6,len_6
1299,CDKAL1,1,6,len_6
1300,MINDY1,1,6,len_6
1308,PRR14L,1,6,len_6
1311,PCDH17,1,6,len_6
1320,SH3RF1,1,6,len_6
1321,NDUFB1,1,6,len_6
1345,ANAPC4,1,6,len_6
1346,FN3KRP,1,6,len_6
1347,TMEM94,1,6,len_6
1362,RHBDL3,1,6,len_6
1366,AKAP11,1,6,len_6
1367,NDUFC1,1,6,len_6
1381,NDUFA7,1,6,len_6
1387,SLC5A2,1,6,len_6
1404,CAPN10,1,6,len_6
1408,RNF180,1,6,len_6
1413,FCHSD2,1,6,len_6
1419,ZNF516,1,6,len_6
1434,ZNF879,1,6,len_6
1450,OR4N4C,1,6,len_6
1451,CLCNKA,1,6,len_6
1457,MTHFD2,1,6,len_6
1458,ENGASE,1,6,len_6
1460,ZNF431,1,6,len_6
1462,FLACC1,1,6,len_6
1470,SIRPB2,1,6,len_6
1477,TSEN15,1,6,len_6
1481,LINGO2,1,6,len_6
1508,IGSF23,1,6,len_6
1509,MAN1A2,1,6,len_6
1510,DCAF10,1,6,len_6
1512,CCDC18,1,6,len_6
1515,METTL1,1,6,len_6
1517,ACTRT3,1,6,len_6
1521,SLC2A2,1,6,len_6
1528,MBOAT1,1,6,len_6
1543,HECTD1,1,6,len_6
1553,CRISP1,1,6,len_6
1564,B3GNT7,1,6,len_6
1565,CCDC83,1,6,len_6
1583,MARCKS,1,6,len_6
1584,H2BC14,1,6,len_6
1590,TM4SF1,1,6,len_6
1595,NDUFS3,1,6,len_6
1599,SPHKAP,1,6,len_6
1607,ZNF747,1,6,len_6
1616,NPEPL1,1,6,len_6
1622,SPRED2,1,6,len_6
1623,TBC1D3,1,6,len_6
1626,ZNF670,1,6,len_6
1638,SPINK2,1,6,len_6
1647,CEMIP2,1,6,len_6
1660,SLC2A7,1,6,len_6
1661,RNF166,1,6,len_6
1666,EIF5A2,1,6,len_6
1674,TFAP2B,1,6,len_6
1675,ZBTB24,1,6,len_6
1706,NDUFB2,1,6,len_6
1708,PGRMC2,1,6,len_6
1721,NDUFS4,1,6,len_6
1730,NDUFV2,1,6,len_6
1754,NDUFB6,1,6,len_6
1756,SLC5A1,1,6,len_6
1776,SREBF1,1,6,len_6
1780,NDUFB7,1,6,len_6
1782,SORBS2,1,6,len_6
1788,L2HGDH,1,6,len_6
1792,HHIPL1,1,6,len_6
1804,ZBTB38,1,6,len_6
3,CFAP300,0,7,len_7
26,GALNT10,0,7,len_7
28,CACNA1D,0,7,len_7
35,GAL3ST4,0,7,len_7
36,SLC22A2,0,7,len_7
40,THUMPD2,0,7,len_7
45,CFAP119,0,7,len_7
53,PLEKHM2,0,7,len_7
56,FOXRED2,0,7,len_7
73,TMEM168,0,7,len_7
77,EXOSC10,0,7,len_7
100,RASGRP2,0,7,len_7
110,TMEM144,0,7,len_7
116,ATF7IP2,0,7,len_7
118,UPK3BL1,0,7,len_7
126,FAM221B,0,7,len_7
141,CCDC74B,0,7,len_7
155,TMEM121,0,7,len_7
159,ATXN7L3,0,7,len_7
164,SERINC2,0,7,len_7
169,CCDC197,0,7,len_7
178,U2AF1L4,0,7,len_7
210,COL23A1,0,7,len_7
231,CTTNBP2,0,7,len_7
257,L3MBTL3,0,7,len_7
264,PIKFYVE,0,7,len_7
271,COL13A1,0,7,len_7
293,PRPF40A,0,7,len_7
311,CACNA1I,0,7,len_7
322,PLA2G4D,0,7,len_7
385,ANKRD16,0,7,len_7
404,CLEC18A,0,7,len_7
449,PLA2G2F,0,7,len_7
450,GDAP1L1,0,7,len_7
451,CLEC14A,0,7,len_7
469,SLC12A8,0,7,len_7
500,TUBGCP3,0,7,len_7
506,IL17REL,0,7,len_7
516,GPATCH2,0,7,len_7
517,SLC49A3,0,7,len_7
519,NDUFAF5,0,7,len_7
538,C1GALT1,0,7,len_7
574,SLC22A3,0,7,len_7
582,SEC23IP,0,7,len_7
585,NDUFA12,0,7,len_7
613,ADAMTS6,0,7,len_7
627,EXOC3L1,0,7,len_7
628,NDUFB10,0,7,len_7
652,NCR3LG1,0,7,len_7
656,PPP2R5D,0,7,len_7
668,ATP5MC1,0,7,len_7
673,IL13RA1,0,7,len_7
689,TCP11X1,0,7,len_7
699,FAM163A,0,7,len_7
712,VIPAS39,0,7,len_7
729,SEPTIN9,0,7,len_7
735,JAKMIP1,0,7,len_7
788,CFAP184,0,7,len_7
789,ZDHHC21,0,7,len_7
792,TRMT10C,0,7,len_7
809,PPP2R2C,0,7,len_7
823,TMEM87B,0,7,len_7
841,CCDC152,0,7,len_7
847,DENND4B,0,7,len_7
890,C8ORF88,0,7,len_7
920,LDLRAD4,0,7,len_7
923,NEUROG3,0,7,len_7
947,NDUFA11,0,7,len_7
949,CCDC127,0,7,len_7
969,SLC35A4,0,7,len_7
998,TMEM52B,0,7,len_7
1034,BCL2L11,0,7,len_7
1050,FAM184A,0,7,len_7
1054,IGF2BP3,0,7,len_7
1101,SLC26A8,0,7,len_7
1152,CYP19A1,0,7,len_7
1166,SNRNP27,0,7,len_7
1168,PPP2R3A,0,7,len_7
1173,MORF4L2,0,7,len_7
1202,UNKNOWN,0,7,len_7
1224,C9ORF40,0,7,len_7
1230,POU5F1B,0,7,len_7
1251,OTULINL,0,7,len_7
1258,ZC3H12C,0,7,len_7
1259,LRRC10B,0,7,len_7
1284,NDUFAF4,0,7,len_7
1285,TMEM87A,0,7,len_7
1310,RAD21L1,0,7,len_7
1350,SHROOM1,0,7,len_7
1355,PCDHGB1,0,7,len_7
1370,CLEC18B,0,7,len_7
1371,PPIP5K2,0,7,len_7
1416,C2ORF68,0,7,len_7
1422,PCDHGA6,0,7,len_7
1424,TBC1D3D,0,7,len_7
1428,ZNF354B,0,7,len_7
1456,DCAF4L1,0,7,len_7
1487,ITPRID2,0,7,len_7
1503,C7ORF25,0,7,len_7
1518,RASGRP1,0,7,len_7
1539,SLC30A8,0,7,len_7
1554,SPMIP10,0,7,len_7
1576,TMEM208,0,7,len_7
1641,IGF2BP2,0,7,len_7
1657,KLHDC10,0,7,len_7
1677,AFAP1L2,0,7,len_7
1683,ANKRD55,0,7,len_7
1687,SLC30A4,0,7,len_7
1732,DYNC2H1,0,7,len_7
1745,ANKRD17,0,7,len_7
1750,SLC35F1,0,7,len_7
1759,NPIPB11,0,7,len_7
1798,USP17L3,0,7,len_7
1799,MATCAP2,0,7,len_7
33,AKAP17A,1,7,len_7
34,ATG16L1,1,7,len_7
49,DCSTAMP,1,7,len_7
52,PPP2R2A,1,7,len_7
55,PROSER2,1,7,len_7
64,MICALL1,1,7,len_7
106,SYNDIG1,1,7,len_7
107,TMEM145,1,7,len_7
113,LDLRAD1,1,7,len_7
130,ZFYVE21,1,7,len_7
156,FAM185A,1,7,len_7
166,IZUMO1R,1,7,len_7
179,ZNF324B,1,7,len_7
206,PCDHGB5,1,7,len_7
228,ONECUT1,1,7,len_7
239,SLCO6A1,1,7,len_7
245,ST6GAL1,1,7,len_7
270,C4ORF36,1,7,len_7
281,FAM91A1,1,7,len_7
295,SEPTIN3,1,7,len_7
301,PLEKHG1,1,7,len_7
306,ZDHHC13,1,7,len_7
307,PPP1R3A,1,7,len_7
315,EMILIN2,1,7,len_7
331,DNAAF11,1,7,len_7
349,NDUFB11,1,7,len_7
370,TNFAIP6,1,7,len_7
405,NDUFAB1,1,7,len_7
429,ZC3H11B,1,7,len_7
438,PCDHGA8,1,7,len_7
444,PPP4R3C,1,7,len_7
455,NDUFAF2,1,7,len_7
488,TSC22D2,1,7,len_7
492,PIP4K2A,1,7,len_7
530,FOXD4L5,1,7,len_7
553,SPDYE2B,1,7,len_7
621,TAF11L9,1,7,len_7
634,DENND2A,1,7,len_7
643,GRAMD2B,1,7,len_7
649,TMEM230,1,7,len_7
658,ATP13A1,1,7,len_7
694,SLCO5A1,1,7,len_7
709,EIF2AK1,1,7,len_7
714,PCDHGB4,1,7,len_7
728,CAMSAP3,1,7,len_7
738,SLC12A2,1,7,len_7
756,CCDC188,1,7,len_7
773,SIGLEC9,1,7,len_7
782,ZNF512B,1,7,len_7
794,CCDC110,1,7,len_7
807,DEPDC1B,1,7,len_7
811,IL12RB1,1,7,len_7
830,SLC39A6,1,7,len_7
834,SIPA1L3,1,7,len_7
879,PLEKHB1,1,7,len_7
883,LRRC74A,1,7,len_7
891,ZKSCAN4,1,7,len_7
924,STARD10,1,7,len_7
928,ARHGAP9,1,7,len_7
981,SEC14L3,1,7,len_7
987,SLCO4C1,1,7,len_7
990,ANKDD1B,1,7,len_7
1021,TNFAIP3,1,7,len_7
1025,ZC3H12B,1,7,len_7
1032,SINHCAF,1,7,len_7
1042,DYNC2I1,1,7,len_7
1063,SLC45A4,1,7,len_7
1107,GUCY1B1,1,7,len_7
1108,ADAMTS9,1,7,len_7
1127,SNRNP35,1,7,len_7
1143,COL27A1,1,7,len_7
1149,TSPAN15,1,7,len_7
1174,DYNC2I2,1,7,len_7
1208,PABPC1L,1,7,len_7
1220,DNAJB13,1,7,len_7
1267,GOLGA8M,1,7,len_7
1307,TCEANC2,1,7,len_7
1317,ARHGAP5,1,7,len_7
1351,FAM200B,1,7,len_7
1372,WASHC2C,1,7,len_7
1405,C2ORF80,1,7,len_7
1429,SLC12A3,1,7,len_7
1431,PABPC4L,1,7,len_7
1461,DNAJC10,1,7,len_7
1463,POLGARF,1,7,len_7
1465,SPDYE13,1,7,len_7
1471,SLC67A1,1,7,len_7
1478,ST8SIA4,1,7,len_7
1492,DENND1A,1,7,len_7
1496,SYNPO2L,1,7,len_7
1502,NDUFAF3,1,7,len_7
1525,PLEKHA4,1,7,len_7
1535,SCGB1D2,1,7,len_7
1545,RAP1GAP,1,7,len_7
1551,UBASH3A,1,7,len_7
1557,NDUFA13,1,7,len_7
1558,GAL3ST2,1,7,len_7
1567,ARL6IP6,1,7,len_7
1569,NDUFAF1,1,7,len_7
1585,PPP2R1A,1,7,len_7
1586,C3ORF70,1,7,len_7
1588,PPP1R3B,1,7,len_7
1602,SMPDL3A,1,7,len_7
1612,PCDH11Y,1,7,len_7
1643,SLCO4A1,1,7,len_7
1658,ANKRD24,1,7,len_7
1679,SLC12A4,1,7,len_7
1713,NEUROD1,1,7,len_7
1715,ATP5F1E,1,7,len_7
1735,FAM90A3,1,7,len_7
1751,PLEKHH2,1,7,len_7
1767,SLC30A1,1,7,len_7
1795,ANKRD28,1,7,len_7
1800,IGF2BP1,1,7,len_7
62,ADAMTS18,0,8,len_ge_8
70,CATSPERE,0,8,len_ge_8
117,RALGAPA2,0,8,len_ge_8
119,C11ORF24,0,8,len_ge_8
143,SLC22A17,0,8,len_ge_8
154,CDC42BPB,0,8,len_ge_8
177,TNFRSF6B,0,8,len_ge_8
227,CDC42BPA,0,8,len_ge_8
346,KRTAP7-1,0,8,len_ge_8
360,AASDHPPT,0,8,len_ge_8
384,TOR1AIP1,0,8,len_ge_8
452,C11ORF52,0,8,len_ge_8
510,RAB11FIP1,0,9,len_ge_8
612,SMARCAD1,0,8,len_ge_8
681,HNRNPA1L3,0,9,len_ge_8
703,NOPCHAP1,0,8,len_ge_8
747,MARCHF10,0,8,len_ge_8
848,SPATA31A7,0,9,len_ge_8
853,SPATA31A5,0,9,len_ge_8
967,COXFA4L2,0,8,len_ge_8
1022,EPB41L4A,0,8,len_ge_8
1053,RAB11FIP4,0,9,len_ge_8
1084,TMEM200C,0,8,len_ge_8
1099,C10ORF67,0,8,len_ge_8
1106,MAPK8IP1,0,8,len_ge_8
1138,HNRNPA1L2,0,9,len_ge_8
1359,KRTAP19-7,0,9,len_ge_8
1378,RSPH10B2,0,8,len_ge_8
1389,TMEM184C,0,8,len_ge_8
1436,C19ORF18,0,8,len_ge_8
1522,TNFRSF19,0,8,len_ge_8
1529,SLC39A10,0,8,len_ge_8
1547,C1ORF167,0,8,len_ge_8
1556,C10ORF71,0,8,len_ge_8
1571,TOR1AIP2,0,8,len_ge_8
1673,ARHGAP22,0,8,len_ge_8
1678,SLC25A52,0,8,len_ge_8
1695,RAB3GAP2,0,8,len_ge_8
1760,IL1RAPL2,0,8,len_ge_8
11,GTF2IRD2,1,8,len_ge_8
46,C6ORF132,1,8,len_ge_8
95,KIAA1549,1,8,len_ge_8
305,FAM90A26,1,8,len_ge_8
319,ANKRD30A,1,8,len_ge_8
368,C12ORF60,1,8,len_ge_8
381,TNKS1BP1,1,8,len_ge_8
389,CACNA2D3,1,8,len_ge_8
410,ARHGAP30,1,8,len_ge_8
433,GTF2IRD1,1,8,len_ge_8
470,SLC22A10,1,8,len_ge_8
535,LRRC37A3,1,8,len_ge_8
609,C20ORF173,1,9,len_ge_8
674,FAM171A2,1,8,len_ge_8
828,SLC16A13,1,8,len_ge_8
878,B4GALNT1,1,8,len_ge_8
888,C12ORF43,1,8,len_ge_8
995,TP53INP1,1,8,len_ge_8
1017,ARHGAP15,1,8,len_ge_8
1026,C1ORF174,1,8,len_ge_8
1039,ALDH16A1,1,8,len_ge_8
1112,METTL25B,1,8,len_ge_8
1151,SERPINB4,1,8,len_ge_8
1210,LORICRIN,1,8,len_ge_8
1214,CDK5RAP1,1,8,len_ge_8
1244,TBC1D10C,1,8,len_ge_8
1293,TMEM191B,1,8,len_ge_8
1314,KRTAP20-1,1,9,len_ge_8
1339,FAM90A14,1,8,len_ge_8
1352,ARHGAP19,1,8,len_ge_8
1467,TMEM106B,1,8,len_ge_8
1544,TMEM132B,1,8,len_ge_8
1577,SEPTIN12,1,8,len_ge_8
1581,HSD17B12,1,8,len_ge_8
1619,C10ORF143,1,9,len_ge_8
1644,COLGALT1,1,8,len_ge_8
1662,SLC16A11,1,8,len_ge_8
1705,TNFRSF11A,1,9,len_ge_8
1737,TRAF3IP2,1,8,len_ge_8
13,BNC1,0,4,len_le_4
18,PNOC,0,4,len_le_4
30,LIPC,0,4,len_le_4
39,LEP,0,3,len_le_4
41,RTN2,0,4,len_le_4
66,INF2,0,4,len_le_4
67,DPP4,0,4,len_le_4
68,SP9,0,3,len_le_4
78,FXR1,0,4,len_le_4
89,HHIP,0,4,len_le_4
92,MED9,0,4,len_le_4
94,BAK1,0,4,len_le_4
122,ADA,0,3,len_le_4
134,FTO,0,3,len_le_4
148,MRAP,0,4,len_le_4
171,XPC,0,3,len_le_4
182,NRF1,0,4,len_le_4
199,ID4,0,3,len_le_4
200,COQ6,0,4,len_le_4
207,CUL7,0,4,len_le_4
218,RMC1,0,4,len_le_4
221,XRN2,0,4,len_le_4
237,CST8,0,4,len_le_4
246,RIN1,0,4,len_le_4
261,ECE2,0,4,len_le_4
273,NRAP,0,4,len_le_4
282,DRD2,0,4,len_le_4
289,BORA,0,4,len_le_4
296,GBA2,0,4,len_le_4
302,TPK1,0,4,len_le_4
310,TCF4,0,4,len_le_4
326,ASB1,0,4,len_le_4
332,NUS1,0,4,len_le_4
336,SV2A,0,4,len_le_4
345,YKT6,0,4,len_le_4
357,WDR3,0,4,len_le_4
359,MC4R,0,4,len_le_4
361,SAG,0,3,len_le_4
375,TMF1,0,4,len_le_4
391,HMBS,0,4,len_le_4
417,REL,0,3,len_le_4
428,CMIP,0,4,len_le_4
434,DGKD,0,4,len_le_4
439,CCNO,0,4,len_le_4
457,COMT,0,4,len_le_4
460,CA10,0,4,len_le_4
487,TANK,0,4,len_le_4
495,WDR7,0,4,len_le_4
499,HEY2,0,4,len_le_4
504,LHX2,0,4,len_le_4
525,DRD3,0,4,len_le_4
526,ACE,0,3,len_le_4
546,CUL3,0,4,len_le_4
577,RBPJ,0,4,len_le_4
589,PLK5,0,4,len_le_4
600,CNR1,0,4,len_le_4
618,HAS2,0,4,len_le_4
626,AGMO,0,4,len_le_4
629,SOX7,0,4,len_le_4
636,GDF6,0,4,len_le_4
650,RELN,0,4,len_le_4
654,KLLN,0,4,len_le_4
655,LTO1,0,4,len_le_4
661,UMOD,0,4,len_le_4
664,BDNF,0,4,len_le_4
665,AVEN,0,4,len_le_4
672,LIPM,0,4,len_le_4
700,LGSN,0,4,len_le_4
720,WRN,0,3,len_le_4
731,CTSH,0,4,len_le_4
737,RIGI,0,4,len_le_4
741,EMC7,0,4,len_le_4
744,SBF2,0,4,len_le_4
745,DPH7,0,4,len_le_4
750,MYC,0,3,len_le_4
761,TLL2,0,4,len_le_4
762,PAX4,0,4,len_le_4
784,LZIC,0,4,len_le_4
803,KL,0,2,len_le_4
810,GIPR,0,4,len_le_4
824,SOS2,0,4,len_le_4
842,LDB2,0,4,len_le_4
850,LEPR,0,4,len_le_4
861,PCM1,0,4,len_le_4
873,NFX1,0,4,len_le_4
880,BCL2,0,4,len_le_4
881,LPL,0,3,len_le_4
884,ETV5,0,4,len_le_4
898,RPA4,0,4,len_le_4
900,RAI1,0,4,len_le_4
905,TMC3,0,4,len_le_4
915,GOPC,0,4,len_le_4
921,JMY,0,3,len_le_4
926,RFX6,0,4,len_le_4
929,HP,0,2,len_le_4
945,ETF1,0,4,len_le_4
946,TPP1,0,4,len_le_4
954,GALC,0,4,len_le_4
962,KRT2,0,4,len_le_4
978,GNL2,0,4,len_le_4
988,PTK6,0,4,len_le_4
1000,BMF,0,3,len_le_4
1020,CLK4,0,4,len_le_4
1023,TBL2,0,4,len_le_4
1035,RPTN,0,4,len_le_4
1044,RNLS,0,4,len_le_4
1056,BIVM,0,4,len_le_4
1065,EXO5,0,4,len_le_4
1075,PAX2,0,4,len_le_4
1083,NFIB,0,4,len_le_4
1085,RIT2,0,4,len_le_4
1091,GPD2,0,4,len_le_4
1104,DPRX,0,4,len_le_4
1116,PGM1,0,4,len_le_4
1125,SELL,0,4,len_le_4
1133,HK1,0,3,len_le_4
1135,CCNF,0,4,len_le_4
1153,VRTN,0,4,len_le_4
1154,SGCZ,0,4,len_le_4
1159,RP2,0,3,len_le_4
1165,OTOG,0,4,len_le_4
1175,KLB,0,3,len_le_4
1178,CA12,0,4,len_le_4
1184,BRAF,0,4,len_le_4
1186,RHOG,0,4,len_le_4
1195,TAL1,0,4,len_le_4
1198,GPHN,0,4,len_le_4
1200,KRT3,0,4,len_le_4
1203,JPH1,0,4,len_le_4
1206,PATJ,0,4,len_le_4
1218,CCNH,0,4,len_le_4
1223,WT1,0,3,len_le_4
1234,GFM2,0,4,len_le_4
1240,MRC2,0,4,len_le_4
1242,TLE1,0,4,len_le_4
1260,EBF1,0,4,len_le_4
1264,EXD2,0,4,len_le_4
1272,QKI,0,3,len_le_4
1273,ZBBX,0,4,len_le_4
1275,TBCE,0,4,len_le_4
1277,PEPD,0,4,len_le_4
1281,SLX4,0,4,len_le_4
1290,CHD7,0,4,len_le_4
1298,GBP6,0,4,len_le_4
1322,LRR1,0,4,len_le_4
1324,KSR2,0,4,len_le_4
1328,CDC6,0,4,len_le_4
1330,ERF,0,3,len_le_4
1332,MLH3,0,4,len_le_4
1337,CDS2,0,4,len_le_4
1341,GP2,0,3,len_le_4
1343,TOM1,0,4,len_le_4
1348,NSD1,0,4,len_le_4
1353,DDI1,0,4,len_le_4
1354,SUN5,0,4,len_le_4
1379,NRK,0,3,len_le_4
1382,SCD5,0,4,len_le_4
1384,FAT3,0,4,len_le_4
1406,LSG1,0,4,len_le_4
1411,NOL6,0,4,len_le_4
1412,NOL4,0,4,len_le_4
1420,APOE,0,4,len_le_4
1426,ARL9,0,4,len_le_4
1442,SNX8,0,4,len_le_4
1444,SHBG,0,4,len_le_4
1445,LPP,0,3,len_le_4
1466,ABO,0,3,len_le_4
1469,NRG3,0,4,len_le_4
1475,TSKU,0,4,len_le_4
1489,RBM6,0,4,len_le_4
1497,RGMA,0,4,len_le_4
1498,BIK,0,3,len_le_4
1506,MCF2,0,4,len_le_4
1516,NOA1,0,4,len_le_4
1566,PRTG,0,4,len_le_4
1572,SDK2,0,4,len_le_4
1575,RALY,0,4,len_le_4
1598,HLCS,0,4,len_le_4
1605,ADM5,0,4,len_le_4
1613,AFF3,0,4,len_le_4
1614,GAA,0,3,len_le_4
1615,SYF2,0,4,len_le_4
1617,KIF7,0,4,len_le_4
1651,CRY2,0,4,len_le_4
1652,FHIT,0,4,len_le_4
1653,APIP,0,4,len_le_4
1691,MITF,0,4,len_le_4
1698,ROS1,0,4,len_le_4
1710,MCM8,0,4,len_le_4
1714,PGLS,0,4,len_le_4
1728,HES2,0,4,len_le_4
1739,AOAH,0,4,len_le_4
1742,AAR2,0,4,len_le_4
1743,NDNF,0,4,len_le_4
1761,JPT2,0,4,len_le_4
1778,DHX8,0,4,len_le_4
1784,FSBP,0,4,len_le_4
1786,SGO2,0,4,len_le_4
1787,GSC2,0,4,len_le_4
1790,PHKB,0,4,len_le_4
1805,TPR,0,3,len_le_4
1,PI16,1,4,len_le_4
12,SNX2,1,4,len_le_4
37,EIF1,1,4,len_le_4
47,EMSY,1,4,len_le_4
57,IL10,1,4,len_le_4
81,MAFF,1,4,len_le_4
91,TTI2,1,4,len_le_4
114,WFS1,1,4,len_le_4
133,AK8,1,3,len_le_4
149,HSF2,1,4,len_le_4
170,TTI1,1,4,len_le_4
172,IRX6,1,4,len_le_4
186,NPC1,1,4,len_le_4
197,KRT9,1,4,len_le_4
212,SBF1,1,4,len_le_4
233,GDF7,1,4,len_le_4
252,HTT,1,3,len_le_4
255,INSR,1,4,len_le_4
256,SCGN,1,4,len_le_4
265,DMD,1,3,len_le_4
288,XDH,1,3,len_le_4
291,CCNJ,1,4,len_le_4
303,ELF1,1,4,len_le_4
309,GMDS,1,4,len_le_4
313,SSR1,1,4,len_le_4
321,PBX4,1,4,len_le_4
325,CPQ,1,3,len_le_4
335,SHQ1,1,4,len_le_4
338,TAF2,1,4,len_le_4
344,CCT2,1,4,len_le_4
365,MGAM,1,4,len_le_4
388,ARF5,1,4,len_le_4
393,ICE1,1,4,len_le_4
395,MSRA,1,4,len_le_4
402,HHEX,1,4,len_le_4
420,ARG1,1,4,len_le_4
427,FST,1,3,len_le_4
431,IL1B,1,4,len_le_4
440,SSX5,1,4,len_le_4
456,CSF1,1,4,len_le_4
461,IL13,1,4,len_le_4
462,FAF2,1,4,len_le_4
466,UCMA,1,4,len_le_4
467,TLR4,1,4,len_le_4
484,FBN2,1,4,len_le_4
498,JPH2,1,4,len_le_4
507,A1CF,1,4,len_le_4
529,EML1,1,4,len_le_4
540,GLI2,1,4,len_le_4
543,ZZZ3,1,4,len_le_4
554,TFEB,1,4,len_le_4
559,ZIK1,1,4,len_le_4
560,VDR,1,3,len_le_4
566,MT4,1,3,len_le_4
580,PKIG,1,4,len_le_4
588,FUT9,1,4,len_le_4
595,ZEB2,1,4,len_le_4
599,TNS1,1,4,len_le_4
608,ISL1,1,4,len_le_4
630,MAEA,1,4,len_le_4
631,HCN1,1,4,len_le_4
639,DDB1,1,4,len_le_4
641,ART3,1,4,len_le_4
651,NOS2,1,4,len_le_4
662,PISD,1,4,len_le_4
670,ALS2,1,4,len_le_4
707,PKN3,1,4,len_le_4
708,NRP2,1,4,len_le_4
711,COQ5,1,4,len_le_4
716,CASR,1,4,len_le_4
736,ESR1,1,4,len_le_4
751,KCP,1,3,len_le_4
752,CFTR,1,4,len_le_4
754,PAM,1,3,len_le_4
758,CCN5,1,4,len_le_4
760,EML5,1,4,len_le_4
778,CHRD,1,4,len_le_4
779,EBF2,1,4,len_le_4
786,AOC1,1,4,len_le_4
795,BPTF,1,4,len_le_4
