feature_index,feature_name,coefficient,abs_coefficient,block,feature_group
1236,genomic_genomic_feature_212,0.35733915,0.35733915,Genomic_K3K4Basic_block,Other_basic
1177,genomic_genomic_feature_153,-0.35685822,0.35685822,Genomic_K3K4Basic_block,Other_basic
1197,genomic_genomic_feature_173,-0.35642057,0.35642057,Genomic_K3K4Basic_block,Other_basic
1294,genomic_genomic_feature_270,-0.35605851,0.35605851,Genomic_K3K4Basic_block,Other_basic
1261,genomic_genomic_feature_237,0.35550695,0.35550695,Genomic_K3K4Basic_block,Other_basic
206,protein_emb_206,-0.35491509,0.35491509,Protein_ProtBERT_SW_block,Protein_embedding
1318,genomic_genomic_feature_294,-0.35483029,0.35483029,Genomic_K3K4Basic_block,Other_basic
739,protein_emb_739,-0.35365611,0.35365611,Protein_ProtBERT_SW_block,Protein_embedding
88,protein_emb_88,-0.3536486,0.3536486,Protein_ProtBERT_SW_block,Protein_embedding
282,protein_emb_282,-0.3532635,0.3532635,Protein_ProtBERT_SW_block,Protein_embedding
1231,genomic_genomic_feature_207,0.35285417,0.35285417,Genomic_K3K4Basic_block,Other_basic
194,protein_emb_194,0.35261647,0.35261647,Protein_ProtBERT_SW_block,Protein_embedding
67,protein_emb_67,0.3523614,0.3523614,Protein_ProtBERT_SW_block,Protein_embedding
1189,genomic_genomic_feature_165,0.35215107,0.35215107,Genomic_K3K4Basic_block,Other_basic
402,protein_emb_402,0.35207941,0.35207941,Protein_ProtBERT_SW_block,Protein_embedding
475,protein_emb_475,0.35184971,0.35184971,Protein_ProtBERT_SW_block,Protein_embedding
244,protein_emb_244,-0.35184894,0.35184894,Protein_ProtBERT_SW_block,Protein_embedding
26,protein_emb_26,-0.35183803,0.35183803,Protein_ProtBERT_SW_block,Protein_embedding
627,protein_emb_627,-0.35168442,0.35168442,Protein_ProtBERT_SW_block,Protein_embedding
708,protein_emb_708,-0.35074938,0.35074938,Protein_ProtBERT_SW_block,Protein_embedding
923,protein_emb_923,-0.35039459,0.35039459,Protein_ProtBERT_SW_block,Protein_embedding
1015,protein_emb_1015,-0.35022018,0.35022018,Protein_ProtBERT_SW_block,Protein_embedding
290,protein_emb_290,-0.34986194,0.34986194,Protein_ProtBERT_SW_block,Protein_embedding
1187,genomic_genomic_feature_163,-0.34959376,0.34959376,Genomic_K3K4Basic_block,Other_basic
20,protein_emb_20,-0.34945869,0.34945869,Protein_ProtBERT_SW_block,Protein_embedding
47,protein_emb_47,-0.34919183,0.34919183,Protein_ProtBERT_SW_block,Protein_embedding
1290,genomic_genomic_feature_266,0.34897714,0.34897714,Genomic_K3K4Basic_block,Other_basic
358,protein_emb_358,0.34867419,0.34867419,Protein_ProtBERT_SW_block,Protein_embedding
1319,genomic_genomic_feature_295,0.34802778,0.34802778,Genomic_K3K4Basic_block,Other_basic
1134,genomic_genomic_feature_110,0.3473678,0.3473678,Genomic_K3K4Basic_block,Other_basic
1329,genomic_genomic_feature_305,0.34715025,0.34715025,Genomic_K3K4Basic_block,Other_basic
1010,protein_emb_1010,0.34618518,0.34618518,Protein_ProtBERT_SW_block,Protein_embedding
1208,genomic_genomic_feature_184,-0.34607263,0.34607263,Genomic_K3K4Basic_block,Other_basic
383,protein_emb_383,0.34600074,0.34600074,Protein_ProtBERT_SW_block,Protein_embedding
537,protein_emb_537,-0.3456424,0.3456424,Protein_ProtBERT_SW_block,Protein_embedding
188,protein_emb_188,0.34514977,0.34514977,Protein_ProtBERT_SW_block,Protein_embedding
216,protein_emb_216,0.34412363,0.34412363,Protein_ProtBERT_SW_block,Protein_embedding
830,protein_emb_830,-0.34404855,0.34404855,Protein_ProtBERT_SW_block,Protein_embedding
511,protein_emb_511,0.3426286,0.3426286,Protein_ProtBERT_SW_block,Protein_embedding
141,protein_emb_141,0.34262186,0.34262186,Protein_ProtBERT_SW_block,Protein_embedding
729,protein_emb_729,-0.34228343,0.34228343,Protein_ProtBERT_SW_block,Protein_embedding
878,protein_emb_878,-0.34213006,0.34213006,Protein_ProtBERT_SW_block,Protein_embedding
96,protein_emb_96,-0.33985988,0.33985988,Protein_ProtBERT_SW_block,Protein_embedding
391,protein_emb_391,-0.33650571,0.33650571,Protein_ProtBERT_SW_block,Protein_embedding
607,protein_emb_607,-0.33646985,0.33646985,Protein_ProtBERT_SW_block,Protein_embedding
326,protein_emb_326,0.33632045,0.33632045,Protein_ProtBERT_SW_block,Protein_embedding
889,protein_emb_889,0.33621594,0.33621594,Protein_ProtBERT_SW_block,Protein_embedding
395,protein_emb_395,0.33614276,0.33614276,Protein_ProtBERT_SW_block,Protein_embedding
955,protein_emb_955,0.33518258,0.33518258,Protein_ProtBERT_SW_block,Protein_embedding
563,protein_emb_563,-0.33499379,0.33499379,Protein_ProtBERT_SW_block,Protein_embedding
918,protein_emb_918,-0.33492134,0.33492134,Protein_ProtBERT_SW_block,Protein_embedding
861,protein_emb_861,0.33319252,0.33319252,Protein_ProtBERT_SW_block,Protein_embedding
690,protein_emb_690,0.33281391,0.33281391,Protein_ProtBERT_SW_block,Protein_embedding
1346,genomic_genomic_feature_322,-0.33154201,0.33154201,Genomic_K3K4Basic_block,Other_basic
291,protein_emb_291,0.33132879,0.33132879,Protein_ProtBERT_SW_block,Protein_embedding
995,protein_emb_995,-0.33091312,0.33091312,Protein_ProtBERT_SW_block,Protein_embedding
127,protein_emb_127,-0.33001406,0.33001406,Protein_ProtBERT_SW_block,Protein_embedding
713,protein_emb_713,-0.3294638,0.3294638,Protein_ProtBERT_SW_block,Protein_embedding
445,protein_emb_445,0.32911804,0.32911804,Protein_ProtBERT_SW_block,Protein_embedding
490,protein_emb_490,-0.32800986,0.32800986,Protein_ProtBERT_SW_block,Protein_embedding
533,protein_emb_533,0.32733695,0.32733695,Protein_ProtBERT_SW_block,Protein_embedding
407,protein_emb_407,-0.32717592,0.32717592,Protein_ProtBERT_SW_block,Protein_embedding
1207,genomic_genomic_feature_183,-0.32554583,0.32554583,Genomic_K3K4Basic_block,Other_basic
990,protein_emb_990,-0.3252658,0.3252658,Protein_ProtBERT_SW_block,Protein_embedding
320,protein_emb_320,-0.32523319,0.32523319,Protein_ProtBERT_SW_block,Protein_embedding
1238,genomic_genomic_feature_214,-0.32388723,0.32388723,Genomic_K3K4Basic_block,Other_basic
825,protein_emb_825,0.3220064,0.3220064,Protein_ProtBERT_SW_block,Protein_embedding
1016,protein_emb_1016,-0.32170268,0.32170268,Protein_ProtBERT_SW_block,Protein_embedding
483,protein_emb_483,-0.32124341,0.32124341,Protein_ProtBERT_SW_block,Protein_embedding
1235,genomic_genomic_feature_211,-0.31963392,0.31963392,Genomic_K3K4Basic_block,Other_basic
333,protein_emb_333,0.31947172,0.31947172,Protein_ProtBERT_SW_block,Protein_embedding
138,protein_emb_138,0.31945525,0.31945525,Protein_ProtBERT_SW_block,Protein_embedding
1052,genomic_genomic_feature_28,-0.31847517,0.31847517,Genomic_K3K4Basic_block,Other_basic
933,protein_emb_933,-0.31700159,0.31700159,Protein_ProtBERT_SW_block,Protein_embedding
630,protein_emb_630,-0.31693843,0.31693843,Protein_ProtBERT_SW_block,Protein_embedding
1223,genomic_genomic_feature_199,-0.31626165,0.31626165,Genomic_K3K4Basic_block,Other_basic
980,protein_emb_980,-0.31586888,0.31586888,Protein_ProtBERT_SW_block,Protein_embedding
1047,genomic_genomic_feature_23,0.3154442,0.3154442,Genomic_K3K4Basic_block,Other_basic
171,protein_emb_171,-0.31501893,0.31501893,Protein_ProtBERT_SW_block,Protein_embedding
774,protein_emb_774,-0.31437951,0.31437951,Protein_ProtBERT_SW_block,Protein_embedding
105,protein_emb_105,-0.31418778,0.31418778,Protein_ProtBERT_SW_block,Protein_embedding
1264,genomic_genomic_feature_240,0.31372909,0.31372909,Genomic_K3K4Basic_block,Other_basic
568,protein_emb_568,-0.31287324,0.31287324,Protein_ProtBERT_SW_block,Protein_embedding
386,protein_emb_386,0.31268528,0.31268528,Protein_ProtBERT_SW_block,Protein_embedding
686,protein_emb_686,0.31119579,0.31119579,Protein_ProtBERT_SW_block,Protein_embedding
154,protein_emb_154,-0.31066041,0.31066041,Protein_ProtBERT_SW_block,Protein_embedding
959,protein_emb_959,-0.30961517,0.30961517,Protein_ProtBERT_SW_block,Protein_embedding
872,protein_emb_872,-0.30866279,0.30866279,Protein_ProtBERT_SW_block,Protein_embedding
7,protein_emb_7,-0.30829778,0.30829778,Protein_ProtBERT_SW_block,Protein_embedding
643,protein_emb_643,-0.30808736,0.30808736,Protein_ProtBERT_SW_block,Protein_embedding
819,protein_emb_819,0.30736504,0.30736504,Protein_ProtBERT_SW_block,Protein_embedding
826,protein_emb_826,-0.30467314,0.30467314,Protein_ProtBERT_SW_block,Protein_embedding
764,protein_emb_764,0.30440601,0.30440601,Protein_ProtBERT_SW_block,Protein_embedding
999,protein_emb_999,-0.30366623,0.30366623,Protein_ProtBERT_SW_block,Protein_embedding
1148,genomic_genomic_feature_124,-0.30208937,0.30208937,Genomic_K3K4Basic_block,Other_basic
898,protein_emb_898,0.30184864,0.30184864,Protein_ProtBERT_SW_block,Protein_embedding
1152,genomic_genomic_feature_128,-0.30162766,0.30162766,Genomic_K3K4Basic_block,Other_basic
745,protein_emb_745,0.30140558,0.30140558,Protein_ProtBERT_SW_block,Protein_embedding
1257,genomic_genomic_feature_233,-0.3007065,0.3007065,Genomic_K3K4Basic_block,Other_basic
434,protein_emb_434,0.3002944,0.3002944,Protein_ProtBERT_SW_block,Protein_embedding
1371,genomic_genomic_feature_347,0.29909533,0.29909533,Genomic_K3K4Basic_block,Other_basic
899,protein_emb_899,0.29894903,0.29894903,Protein_ProtBERT_SW_block,Protein_embedding
432,protein_emb_432,0.29876926,0.29876926,Protein_ProtBERT_SW_block,Protein_embedding
1273,genomic_genomic_feature_249,-0.29861918,0.29861918,Genomic_K3K4Basic_block,Other_basic
636,protein_emb_636,0.2984963,0.2984963,Protein_ProtBERT_SW_block,Protein_embedding
218,protein_emb_218,-0.29841237,0.29841237,Protein_ProtBERT_SW_block,Protein_embedding
151,protein_emb_151,0.29720292,0.29720292,Protein_ProtBERT_SW_block,Protein_embedding
532,protein_emb_532,-0.2970581,0.2970581,Protein_ProtBERT_SW_block,Protein_embedding
1185,genomic_genomic_feature_161,0.29668007,0.29668007,Genomic_K3K4Basic_block,Other_basic
450,protein_emb_450,-0.29583124,0.29583124,Protein_ProtBERT_SW_block,Protein_embedding
1041,genomic_genomic_feature_17,0.29495788,0.29495788,Genomic_K3K4Basic_block,Other_basic
446,protein_emb_446,0.29487271,0.29487271,Protein_ProtBERT_SW_block,Protein_embedding
36,protein_emb_36,-0.29474321,0.29474321,Protein_ProtBERT_SW_block,Protein_embedding
908,protein_emb_908,0.29362876,0.29362876,Protein_ProtBERT_SW_block,Protein_embedding
274,protein_emb_274,0.29291846,0.29291846,Protein_ProtBERT_SW_block,Protein_embedding
457,protein_emb_457,0.29273842,0.29273842,Protein_ProtBERT_SW_block,Protein_embedding
956,protein_emb_956,0.29137648,0.29137648,Protein_ProtBERT_SW_block,Protein_embedding
546,protein_emb_546,-0.29089786,0.29089786,Protein_ProtBERT_SW_block,Protein_embedding
263,protein_emb_263,0.29001865,0.29001865,Protein_ProtBERT_SW_block,Protein_embedding
799,protein_emb_799,-0.2900037,0.2900037,Protein_ProtBERT_SW_block,Protein_embedding
856,protein_emb_856,0.28998847,0.28998847,Protein_ProtBERT_SW_block,Protein_embedding
331,protein_emb_331,0.2895994,0.2895994,Protein_ProtBERT_SW_block,Protein_embedding
1356,genomic_genomic_feature_332,-0.28861315,0.28861315,Genomic_K3K4Basic_block,Other_basic
919,protein_emb_919,0.28645512,0.28645512,Protein_ProtBERT_SW_block,Protein_embedding
576,protein_emb_576,0.28637627,0.28637627,Protein_ProtBERT_SW_block,Protein_embedding
1326,genomic_genomic_feature_302,-0.2859486,0.2859486,Genomic_K3K4Basic_block,Other_basic
517,protein_emb_517,-0.28578099,0.28578099,Protein_ProtBERT_SW_block,Protein_embedding
1342,genomic_genomic_feature_318,0.28517602,0.28517602,Genomic_K3K4Basic_block,Other_basic
902,protein_emb_902,0.28508328,0.28508328,Protein_ProtBERT_SW_block,Protein_embedding
1168,genomic_genomic_feature_144,-0.28496807,0.28496807,Genomic_K3K4Basic_block,Other_basic
882,protein_emb_882,-0.28493884,0.28493884,Protein_ProtBERT_SW_block,Protein_embedding
93,protein_emb_93,0.28482602,0.28482602,Protein_ProtBERT_SW_block,Protein_embedding
548,protein_emb_548,-0.2847276,0.2847276,Protein_ProtBERT_SW_block,Protein_embedding
103,protein_emb_103,0.28467711,0.28467711,Protein_ProtBERT_SW_block,Protein_embedding
417,protein_emb_417,-0.28388192,0.28388192,Protein_ProtBERT_SW_block,Protein_embedding
318,protein_emb_318,-0.28287035,0.28287035,Protein_ProtBERT_SW_block,Protein_embedding
221,protein_emb_221,0.28249549,0.28249549,Protein_ProtBERT_SW_block,Protein_embedding
1335,genomic_genomic_feature_311,-0.28108757,0.28108757,Genomic_K3K4Basic_block,Other_basic
484,protein_emb_484,0.28055909,0.28055909,Protein_ProtBERT_SW_block,Protein_embedding
155,protein_emb_155,0.28030851,0.28030851,Protein_ProtBERT_SW_block,Protein_embedding
6,protein_emb_6,0.28000745,0.28000745,Protein_ProtBERT_SW_block,Protein_embedding
671,protein_emb_671,-0.27997297,0.27997297,Protein_ProtBERT_SW_block,Protein_embedding
831,protein_emb_831,-0.27994595,0.27994595,Protein_ProtBERT_SW_block,Protein_embedding
300,protein_emb_300,-0.27937639,0.27937639,Protein_ProtBERT_SW_block,Protein_embedding
265,protein_emb_265,0.27865264,0.27865264,Protein_ProtBERT_SW_block,Protein_embedding
1345,genomic_genomic_feature_321,0.2786125,0.2786125,Genomic_K3K4Basic_block,Other_basic
323,protein_emb_323,-0.27835392,0.27835392,Protein_ProtBERT_SW_block,Protein_embedding
879,protein_emb_879,-0.27822122,0.27822122,Protein_ProtBERT_SW_block,Protein_embedding
884,protein_emb_884,-0.27769369,0.27769369,Protein_ProtBERT_SW_block,Protein_embedding
594,protein_emb_594,-0.27753807,0.27753807,Protein_ProtBERT_SW_block,Protein_embedding
148,protein_emb_148,0.27706043,0.27706043,Protein_ProtBERT_SW_block,Protein_embedding
1321,genomic_genomic_feature_297,0.2764883,0.2764883,Genomic_K3K4Basic_block,Other_basic
13,protein_emb_13,0.27606406,0.27606406,Protein_ProtBERT_SW_block,Protein_embedding
626,protein_emb_626,-0.27584996,0.27584996,Protein_ProtBERT_SW_block,Protein_embedding
938,protein_emb_938,-0.27570204,0.27570204,Protein_ProtBERT_SW_block,Protein_embedding
1058,genomic_genomic_feature_34,-0.2755869,0.2755869,Genomic_K3K4Basic_block,Other_basic
1156,genomic_genomic_feature_132,-0.27555458,0.27555458,Genomic_K3K4Basic_block,Other_basic
900,protein_emb_900,0.27539286,0.27539286,Protein_ProtBERT_SW_block,Protein_embedding
653,protein_emb_653,-0.27346629,0.27346629,Protein_ProtBERT_SW_block,Protein_embedding
493,protein_emb_493,-0.27248809,0.27248809,Protein_ProtBERT_SW_block,Protein_embedding
891,protein_emb_891,-0.27228994,0.27228994,Protein_ProtBERT_SW_block,Protein_embedding
373,protein_emb_373,0.27155324,0.27155324,Protein_ProtBERT_SW_block,Protein_embedding
49,protein_emb_49,0.27117561,0.27117561,Protein_ProtBERT_SW_block,Protein_embedding
544,protein_emb_544,-0.26977241,0.26977241,Protein_ProtBERT_SW_block,Protein_embedding
115,protein_emb_115,0.26891589,0.26891589,Protein_ProtBERT_SW_block,Protein_embedding
340,protein_emb_340,-0.26879078,0.26879078,Protein_ProtBERT_SW_block,Protein_embedding
1013,protein_emb_1013,-0.26756274,0.26756274,Protein_ProtBERT_SW_block,Protein_embedding
471,protein_emb_471,0.26746799,0.26746799,Protein_ProtBERT_SW_block,Protein_embedding
369,protein_emb_369,0.26746101,0.26746101,Protein_ProtBERT_SW_block,Protein_embedding
670,protein_emb_670,0.26671025,0.26671025,Protein_ProtBERT_SW_block,Protein_embedding
1324,genomic_genomic_feature_300,0.26603593,0.26603593,Genomic_K3K4Basic_block,Other_basic
805,protein_emb_805,0.26590437,0.26590437,Protein_ProtBERT_SW_block,Protein_embedding
787,protein_emb_787,0.26585304,0.26585304,Protein_ProtBERT_SW_block,Protein_embedding
573,protein_emb_573,0.26580937,0.26580937,Protein_ProtBERT_SW_block,Protein_embedding
1302,genomic_genomic_feature_278,-0.26574315,0.26574315,Genomic_K3K4Basic_block,Other_basic
1161,genomic_genomic_feature_137,-0.26539911,0.26539911,Genomic_K3K4Basic_block,Other_basic
565,protein_emb_565,0.2650273,0.2650273,Protein_ProtBERT_SW_block,Protein_embedding
1172,genomic_genomic_feature_148,-0.26464786,0.26464786,Genomic_K3K4Basic_block,Other_basic
324,protein_emb_324,-0.26455602,0.26455602,Protein_ProtBERT_SW_block,Protein_embedding
1143,genomic_genomic_feature_119,0.26407439,0.26407439,Genomic_K3K4Basic_block,Other_basic
72,protein_emb_72,0.26362635,0.26362635,Protein_ProtBERT_SW_block,Protein_embedding
158,protein_emb_158,-0.26346358,0.26346358,Protein_ProtBERT_SW_block,Protein_embedding
140,protein_emb_140,-0.26337467,0.26337467,Protein_ProtBERT_SW_block,Protein_embedding
163,protein_emb_163,0.26322708,0.26322708,Protein_ProtBERT_SW_block,Protein_embedding
706,protein_emb_706,0.26226256,0.26226256,Protein_ProtBERT_SW_block,Protein_embedding
187,protein_emb_187,-0.26220338,0.26220338,Protein_ProtBERT_SW_block,Protein_embedding
269,protein_emb_269,-0.26188651,0.26188651,Protein_ProtBERT_SW_block,Protein_embedding
378,protein_emb_378,0.26080696,0.26080696,Protein_ProtBERT_SW_block,Protein_embedding
542,protein_emb_542,0.26055861,0.26055861,Protein_ProtBERT_SW_block,Protein_embedding
552,protein_emb_552,0.26031447,0.26031447,Protein_ProtBERT_SW_block,Protein_embedding
1196,genomic_genomic_feature_172,0.25973739,0.25973739,Genomic_K3K4Basic_block,Other_basic
1293,genomic_genomic_feature_269,0.2596958,0.2596958,Genomic_K3K4Basic_block,Other_basic
785,protein_emb_785,0.25961581,0.25961581,Protein_ProtBERT_SW_block,Protein_embedding
551,protein_emb_551,-0.25955001,0.25955001,Protein_ProtBERT_SW_block,Protein_embedding
792,protein_emb_792,0.25926842,0.25926842,Protein_ProtBERT_SW_block,Protein_embedding
1202,genomic_genomic_feature_178,-0.25841352,0.25841352,Genomic_K3K4Basic_block,Other_basic
903,protein_emb_903,0.25732382,0.25732382,Protein_ProtBERT_SW_block,Protein_embedding
806,protein_emb_806,-0.25722306,0.25722306,Protein_ProtBERT_SW_block,Protein_embedding
412,protein_emb_412,0.25649286,0.25649286,Protein_ProtBERT_SW_block,Protein_embedding
1212,genomic_genomic_feature_188,-0.25626215,0.25626215,Genomic_K3K4Basic_block,Other_basic
652,protein_emb_652,-0.25608334,0.25608334,Protein_ProtBERT_SW_block,Protein_embedding
849,protein_emb_849,-0.25605085,0.25605085,Protein_ProtBERT_SW_block,Protein_embedding
65,protein_emb_65,-0.25547102,0.25547102,Protein_ProtBERT_SW_block,Protein_embedding
857,protein_emb_857,-0.25498824,0.25498824,Protein_ProtBERT_SW_block,Protein_embedding
1044,genomic_genomic_feature_20,-0.25437604,0.25437604,Genomic_K3K4Basic_block,Other_basic
360,protein_emb_360,0.25350687,0.25350687,Protein_ProtBERT_SW_block,Protein_embedding
674,protein_emb_674,-0.25343387,0.25343387,Protein_ProtBERT_SW_block,Protein_embedding
380,protein_emb_380,0.25321026,0.25321026,Protein_ProtBERT_SW_block,Protein_embedding
1057,genomic_genomic_feature_33,0.25305351,0.25305351,Genomic_K3K4Basic_block,Other_basic
12,protein_emb_12,0.253034,0.253034,Protein_ProtBERT_SW_block,Protein_embedding
684,protein_emb_684,-0.25293326,0.25293326,Protein_ProtBERT_SW_block,Protein_embedding
427,protein_emb_427,0.25289409,0.25289409,Protein_ProtBERT_SW_block,Protein_embedding
894,protein_emb_894,-0.25280324,0.25280324,Protein_ProtBERT_SW_block,Protein_embedding
649,protein_emb_649,0.25195643,0.25195643,Protein_ProtBERT_SW_block,Protein_embedding
45,protein_emb_45,-0.25030036,0.25030036,Protein_ProtBERT_SW_block,Protein_embedding
595,protein_emb_595,-0.25029924,0.25029924,Protein_ProtBERT_SW_block,Protein_embedding
910,protein_emb_910,-0.24933332,0.24933332,Protein_ProtBERT_SW_block,Protein_embedding
781,protein_emb_781,-0.24923612,0.24923612,Protein_ProtBERT_SW_block,Protein_embedding
628,protein_emb_628,-0.24913624,0.24913624,Protein_ProtBERT_SW_block,Protein_embedding
480,protein_emb_480,-0.24762778,0.24762778,Protein_ProtBERT_SW_block,Protein_embedding
1169,genomic_genomic_feature_145,0.24746172,0.24746172,Genomic_K3K4Basic_block,Other_basic
58,protein_emb_58,-0.24728313,0.24728313,Protein_ProtBERT_SW_block,Protein_embedding
510,protein_emb_510,-0.24700357,0.24700357,Protein_ProtBERT_SW_block,Protein_embedding
875,protein_emb_875,-0.24690823,0.24690823,Protein_ProtBERT_SW_block,Protein_embedding
169,protein_emb_169,-0.24677548,0.24677548,Protein_ProtBERT_SW_block,Protein_embedding
1136,genomic_genomic_feature_112,-0.24653203,0.24653203,Genomic_K3K4Basic_block,Other_basic
549,protein_emb_549,-0.24644649,0.24644649,Protein_ProtBERT_SW_block,Protein_embedding
464,protein_emb_464,-0.24642462,0.24642462,Protein_ProtBERT_SW_block,Protein_embedding
201,protein_emb_201,0.24637228,0.24637228,Protein_ProtBERT_SW_block,Protein_embedding
87,protein_emb_87,-0.2462845,0.2462845,Protein_ProtBERT_SW_block,Protein_embedding
479,protein_emb_479,-0.24547737,0.24547737,Protein_ProtBERT_SW_block,Protein_embedding
273,protein_emb_273,-0.24512338,0.24512338,Protein_ProtBERT_SW_block,Protein_embedding
737,protein_emb_737,0.24461709,0.24461709,Protein_ProtBERT_SW_block,Protein_embedding
476,protein_emb_476,0.24380714,0.24380714,Protein_ProtBERT_SW_block,Protein_embedding
1284,genomic_genomic_feature_260,0.24372587,0.24372587,Genomic_K3K4Basic_block,Other_basic
614,protein_emb_614,0.2435708,0.2435708,Protein_ProtBERT_SW_block,Protein_embedding
456,protein_emb_456,0.24338398,0.24338398,Protein_ProtBERT_SW_block,Protein_embedding
489,protein_emb_489,0.24318262,0.24318262,Protein_ProtBERT_SW_block,Protein_embedding
868,protein_emb_868,0.24282644,0.24282644,Protein_ProtBERT_SW_block,Protein_embedding
423,protein_emb_423,-0.24272365,0.24272365,Protein_ProtBERT_SW_block,Protein_embedding
1272,genomic_genomic_feature_248,0.24247162,0.24247162,Genomic_K3K4Basic_block,Other_basic
865,protein_emb_865,-0.24222176,0.24222176,Protein_ProtBERT_SW_block,Protein_embedding
1007,protein_emb_1007,-0.24143077,0.24143077,Protein_ProtBERT_SW_block,Protein_embedding
99,protein_emb_99,0.24103537,0.24103537,Protein_ProtBERT_SW_block,Protein_embedding
1128,genomic_genomic_feature_104,-0.24033922,0.24033922,Genomic_K3K4Basic_block,Other_basic
460,protein_emb_460,-0.23962337,0.23962337,Protein_ProtBERT_SW_block,Protein_embedding
1160,genomic_genomic_feature_136,0.23924481,0.23924481,Genomic_K3K4Basic_block,Other_basic
1253,genomic_genomic_feature_229,-0.23801827,0.23801827,Genomic_K3K4Basic_block,Other_basic
611,protein_emb_611,0.23786332,0.23786332,Protein_ProtBERT_SW_block,Protein_embedding
488,protein_emb_488,-0.23718278,0.23718278,Protein_ProtBERT_SW_block,Protein_embedding
436,protein_emb_436,0.23689524,0.23689524,Protein_ProtBERT_SW_block,Protein_embedding
1193,genomic_genomic_feature_169,-0.23656422,0.23656422,Genomic_K3K4Basic_block,Other_basic
1131,genomic_genomic_feature_107,0.23644774,0.23644774,Genomic_K3K4Basic_block,Other_basic
1343,genomic_genomic_feature_319,-0.23629258,0.23629258,Genomic_K3K4Basic_block,Other_basic
1192,genomic_genomic_feature_168,0.23580883,0.23580883,Genomic_K3K4Basic_block,Other_basic
161,protein_emb_161,0.23546941,0.23546941,Protein_ProtBERT_SW_block,Protein_embedding
71,protein_emb_71,0.23512024,0.23512024,Protein_ProtBERT_SW_block,Protein_embedding
985,protein_emb_985,0.23499901,0.23499901,Protein_ProtBERT_SW_block,Protein_embedding
922,protein_emb_922,0.23476798,0.23476798,Protein_ProtBERT_SW_block,Protein_embedding
761,protein_emb_761,0.23421891,0.23421891,Protein_ProtBERT_SW_block,Protein_embedding
762,protein_emb_762,-0.23367876,0.23367876,Protein_ProtBERT_SW_block,Protein_embedding
991,protein_emb_991,0.23361489,0.23361489,Protein_ProtBERT_SW_block,Protein_embedding
1179,genomic_genomic_feature_155,-0.23318797,0.23318797,Genomic_K3K4Basic_block,Other_basic
521,protein_emb_521,-0.23310155,0.23310155,Protein_ProtBERT_SW_block,Protein_embedding
27,protein_emb_27,0.23280558,0.23280558,Protein_ProtBERT_SW_block,Protein_embedding
896,protein_emb_896,-0.23201618,0.23201618,Protein_ProtBERT_SW_block,Protein_embedding
74,protein_emb_74,0.23181456,0.23181456,Protein_ProtBERT_SW_block,Protein_embedding
618,protein_emb_618,-0.23178244,0.23178244,Protein_ProtBERT_SW_block,Protein_embedding
934,protein_emb_934,-0.23114166,0.23114166,Protein_ProtBERT_SW_block,Protein_embedding
339,protein_emb_339,0.23104207,0.23104207,Protein_ProtBERT_SW_block,Protein_embedding
1056,genomic_genomic_feature_32,-0.23062643,0.23062643,Genomic_K3K4Basic_block,Other_basic
1084,genomic_genomic_feature_60,-0.23017316,0.23017316,Genomic_K3K4Basic_block,Other_basic
312,protein_emb_312,-0.23013753,0.23013753,Protein_ProtBERT_SW_block,Protein_embedding
467,protein_emb_467,-0.22991186,0.22991186,Protein_ProtBERT_SW_block,Protein_embedding
847,protein_emb_847,-0.22982335,0.22982335,Protein_ProtBERT_SW_block,Protein_embedding
1358,genomic_genomic_feature_334,0.22981231,0.22981231,Genomic_K3K4Basic_block,Other_basic
73,protein_emb_73,-0.22961172,0.22961172,Protein_ProtBERT_SW_block,Protein_embedding
353,protein_emb_353,-0.22948227,0.22948227,Protein_ProtBERT_SW_block,Protein_embedding
280,protein_emb_280,0.22926096,0.22926096,Protein_ProtBERT_SW_block,Protein_embedding
523,protein_emb_523,-0.22917233,0.22917233,Protein_ProtBERT_SW_block,Protein_embedding
975,protein_emb_975,0.22699012,0.22699012,Protein_ProtBERT_SW_block,Protein_embedding
61,protein_emb_61,0.22697226,0.22697226,Protein_ProtBERT_SW_block,Protein_embedding
313,protein_emb_313,-0.22696583,0.22696583,Protein_ProtBERT_SW_block,Protein_embedding
854,protein_emb_854,0.22682725,0.22682725,Protein_ProtBERT_SW_block,Protein_embedding
1203,genomic_genomic_feature_179,0.22642378,0.22642378,Genomic_K3K4Basic_block,Other_basic
91,protein_emb_91,0.22618002,0.22618002,Protein_ProtBERT_SW_block,Protein_embedding
321,protein_emb_321,0.22552203,0.22552203,Protein_ProtBERT_SW_block,Protein_embedding
19,protein_emb_19,0.22538669,0.22538669,Protein_ProtBERT_SW_block,Protein_embedding
655,protein_emb_655,0.22457088,0.22457088,Protein_ProtBERT_SW_block,Protein_embedding
836,protein_emb_836,0.22448524,0.22448524,Protein_ProtBERT_SW_block,Protein_embedding
492,protein_emb_492,-0.2244841,0.2244841,Protein_ProtBERT_SW_block,Protein_embedding
1040,genomic_genomic_feature_16,0.22395807,0.22395807,Genomic_K3K4Basic_block,Other_basic
385,protein_emb_385,0.22366598,0.22366598,Protein_ProtBERT_SW_block,Protein_embedding
647,protein_emb_647,0.2236517,0.2236517,Protein_ProtBERT_SW_block,Protein_embedding
942,protein_emb_942,-0.22361647,0.22361647,Protein_ProtBERT_SW_block,Protein_embedding
