gene_id,gene_symbol_protein,label_protein,protein_row_index,original_protein_split,gene_symbol_genomic,label_genomic,genomic_row_index,original_genomic_split,label_match,label,gene_symbol
ENSG00000169507,SLC38A11,1,317,train,SLC38A11,1,1164,train,True,1,SLC38A11
ENSG00000078269,SYNJ2,0,318,train,SYNJ2,0,1411,validation,True,0,SYNJ2
ENSG00000136444,RSAD1,0,319,train,RSAD1,0,746,train,True,0,RSAD1
ENSG00000148513,ANKRD30A,0,320,train,ANKRD30A,0,19,train,True,0,ANKRD30A
ENSG00000166136,NDUFB8,1,321,train,NDUFB8,1,1454,validation,True,1,NDUFB8
ENSG00000105717,PBX4,0,322,train,PBX4,0,1169,train,True,0,PBX4
ENSG00000159337,PLA2G4D,0,323,train,PLA2G4D,0,1304,validation,True,0,PLA2G4D
ENSG00000143515,ATP8B2,1,324,train,ATP8B2,1,1443,validation,True,1,ATP8B2
ENSG00000127324,TSPAN8,1,325,train,TSPAN8,1,1,train,True,1,TSPAN8
ENSG00000104324,CPQ,1,326,train,CPQ,1,466,train,True,1,CPQ
ENSG00000065802,ASB1,0,327,train,ASB1,0,40,train,True,0,ASB1
ENSG00000184305,CCSER1,1,328,train,CCSER1,1,1190,train,True,1,CCSER1
ENSG00000065518,NDUFB4,1,329,train,NDUFB4,1,787,train,True,1,NDUFB4
ENSG00000196182,STK40,0,330,train,STK40,0,1106,train,True,0,STK40
ENSG00000174306,ZHX3,1,331,train,ZHX3,1,224,train,True,1,ZHX3
ENSG00000129295,DNAAF11,0,332,train,DNAAF11,0,1793,test,True,0,DNAAF11
ENSG00000153989,NUS1,1,333,train,NUS1,1,432,train,True,1,NUS1
ENSG00000185774,KCNIP4,0,334,train,KCNIP4,0,1694,test,True,0,KCNIP4
ENSG00000108255,CRYBA1,1,335,train,CRYBA1,1,297,train,True,1,CRYBA1
ENSG00000144736,SHQ1,1,336,train,SHQ1,1,1801,test,True,1,SHQ1
ENSG00000159164,SV2A,1,337,train,SV2A,1,1096,train,True,1,SV2A
ENSG00000177614,PGBD5,0,338,train,PGBD5,0,1469,validation,True,0,PGBD5
ENSG00000064313,TAF2,0,339,train,TAF2,0,1277,validation,True,0,TAF2
ENSG00000075461,CACNG4,0,340,train,CACNG4,0,1717,test,True,0,CACNG4
ENSG00000188152,NUTM2G,0,341,train,NUTM2G,0,1114,train,True,0,NUTM2G
ENSG00000090621,PABPC4,1,342,train,PABPC4,1,595,train,True,1,PABPC4
ENSG00000167984,NLRC3,1,343,train,NLRC3,1,1501,validation,True,1,NLRC3
ENSG00000112715,VEGFA,1,344,train,VEGFA,1,826,train,True,1,VEGFA
ENSG00000166226,CCT2,0,345,train,CCT2,0,1539,test,True,0,CCT2
ENSG00000106636,YKT6,1,346,train,YKT6,1,1731,test,True,1,YKT6
ENSG00000274749,KRTAP7-1,0,347,train,KRTAP7-1,0,1770,test,True,0,KRTAP7-1
ENSG00000111276,CDKN1B,1,348,train,CDKN1B,1,889,train,True,1,CDKN1B
ENSG00000119718,EIF2B2,0,349,train,EIF2B2,0,548,train,True,0,EIF2B2
ENSG00000147123,NDUFB11,1,350,train,NDUFB11,1,778,train,True,1,NDUFB11
ENSG00000173542,MOB1B,1,351,train,MOB1B,1,389,train,True,1,MOB1B
ENSG00000163281,GNPDA2,1,352,train,GNPDA2,1,1320,validation,True,1,GNPDA2
ENSG00000041353,RAB27B,0,353,train,RAB27B,0,766,train,True,0,RAB27B
ENSG00000078898,BPIFB2,0,354,train,BPIFB2,0,481,train,True,0,BPIFB2
ENSG00000166949,SMAD3,1,355,train,SMAD3,1,1356,validation,True,1,SMAD3
ENSG00000083838,ZNF446,0,356,train,ZNF446,0,1035,train,True,0,ZNF446
ENSG00000101084,RAB5IF,0,357,train,RAB5IF,0,581,train,True,0,RAB5IF
ENSG00000065183,WDR3,0,358,train,WDR3,0,1284,validation,True,0,WDR3
ENSG00000119772,DNMT3A,1,359,train,DNMT3A,1,616,train,True,1,DNMT3A
ENSG00000166603,MC4R,1,360,train,MC4R,1,605,train,True,1,MC4R
ENSG00000149313,AASDHPPT,0,361,train,AASDHPPT,0,1166,train,True,0,AASDHPPT
ENSG00000130561,SAG,1,362,train,SAG,1,1024,train,True,1,SAG
ENSG00000132141,CCT6B,0,363,train,CCT6B,0,139,train,True,0,CCT6B
ENSG00000092208,GEMIN2,0,364,train,GEMIN2,0,1695,test,True,0,GEMIN2
ENSG00000240857,RDH14,1,365,train,RDH14,1,1157,train,True,1,RDH14
ENSG00000257335,MGAM,1,366,train,MGAM,1,801,train,True,1,MGAM
ENSG00000197872,CYRIA,1,367,train,CYRIA,1,301,train,True,1,CYRIA
ENSG00000156853,ZNF689,0,368,train,ZNF689,0,1654,test,True,0,ZNF689
ENSG00000182993,C12orf60,0,369,train,C12orf60,0,898,train,True,0,C12orf60
ENSG00000145494,NDUFS6,1,370,train,NDUFS6,1,1404,validation,True,1,NDUFS6
ENSG00000123610,TNFAIP6,1,371,train,TNFAIP6,1,1391,validation,True,1,TNFAIP6
ENSG00000152620,NADK2,1,372,train,NADK2,1,1616,test,True,1,NADK2
ENSG00000137575,SDCBP,0,373,train,SDCBP,0,1642,test,True,0,SDCBP
ENSG00000232040,SCAND3,0,374,train,SCAND3,0,182,train,True,0,SCAND3
ENSG00000182923,CEP63,0,375,train,CEP63,0,142,train,True,0,CEP63
ENSG00000144747,TMF1,0,376,train,TMF1,0,986,train,True,0,TMF1
ENSG00000184185,KCNJ12,1,377,train,KCNJ12,1,1610,test,True,1,KCNJ12
ENSG00000053747,LAMA3,0,378,train,LAMA3,0,1200,train,True,0,LAMA3
ENSG00000139344,AMDHD1,0,379,train,AMDHD1,0,362,train,True,0,AMDHD1
ENSG00000066923,STAG3,0,380,train,STAG3,0,320,train,True,0,STAG3
ENSG00000144231,POLR2D,0,381,train,POLR2D,0,300,train,True,0,POLR2D
ENSG00000149115,TNKS1BP1,0,382,train,TNKS1BP1,0,279,train,True,0,TNKS1BP1
ENSG00000161944,ASGR2,0,383,train,ASGR2,0,689,train,True,0,ASGR2
ENSG00000141338,ABCA8,0,384,train,ABCA8,0,181,train,True,0,ABCA8
ENSG00000143337,TOR1AIP1,0,385,train,TOR1AIP1,0,1575,test,True,0,TOR1AIP1
ENSG00000134461,ANKRD16,0,386,train,ANKRD16,0,847,train,True,0,ANKRD16
ENSG00000186009,ATP4B,1,387,train,ATP4B,1,172,train,True,1,ATP4B
ENSG00000110244,APOA4,1,388,train,APOA4,1,1460,validation,True,1,APOA4
ENSG00000004059,ARF5,1,389,train,ARF5,1,1607,test,True,1,ARF5
ENSG00000157445,CACNA2D3,1,390,train,CACNA2D3,1,922,train,True,1,CACNA2D3
ENSG00000134824,FADS2,1,391,train,FADS2,1,1681,test,True,1,FADS2
ENSG00000256269,HMBS,1,392,train,HMBS,1,1462,validation,True,1,HMBS
ENSG00000136158,SPRY2,1,393,train,SPRY2,1,1479,validation,True,1,SPRY2
ENSG00000164151,ICE1,0,394,train,ICE1,0,1332,validation,True,0,ICE1
ENSG00000138435,CHRNA1,0,395,train,CHRNA1,0,582,train,True,0,CHRNA1
ENSG00000175806,MSRA,1,396,train,MSRA,1,992,train,True,1,MSRA
ENSG00000149294,NCAM1,1,397,train,NCAM1,1,804,train,True,1,NCAM1
ENSG00000180053,NKX2-6,1,398,train,NKX2-6,1,1061,train,True,1,NKX2-6
ENSG00000163608,NEPRO,0,399,train,NEPRO,0,74,train,True,0,NEPRO
ENSG00000109670,FBXW7,1,400,train,FBXW7,1,674,train,True,1,FBXW7
ENSG00000122550,KLHL7,0,401,train,KLHL7,0,1495,validation,True,0,KLHL7
ENSG00000108387,SEPTIN4,0,402,train,SEPTIN4,0,1363,validation,True,0,SEPTIN4
ENSG00000152804,HHEX,1,403,train,HHEX,1,163,train,True,1,HHEX
ENSG00000130414,NDUFA10,1,404,train,NDUFA10,1,1136,train,True,1,NDUFA10
ENSG00000157322,CLEC18A,0,405,train,CLEC18A,0,1368,validation,True,0,CLEC18A
ENSG00000004779,NDUFAB1,1,406,train,NDUFAB1,1,1685,test,True,1,NDUFAB1
ENSG00000085832,EPS15,0,407,train,EPS15,0,985,train,True,0,EPS15
ENSG00000184588,PDE4B,1,408,train,PDE4B,1,1671,test,True,1,PDE4B
ENSG00000197594,ENPP1,1,409,train,ENPP1,1,1762,test,True,1,ENPP1
ENSG00000164796,CSMD3,0,410,train,CSMD3,0,1427,validation,True,0,CSMD3
ENSG00000186517,ARHGAP30,0,411,train,ARHGAP30,0,1229,train,True,0,ARHGAP30
ENSG00000181378,CFAP65,0,412,train,CFAP65,0,266,train,True,0,CFAP65
ENSG00000064726,BTBD1,1,413,train,BTBD1,1,591,train,True,1,BTBD1
ENSG00000116273,PHF13,1,414,train,PHF13,1,427,train,True,1,PHF13
ENSG00000151967,SCHIP1,0,415,train,SCHIP1,0,192,train,True,0,SCHIP1
ENSG00000119913,TECTB,0,416,train,TECTB,0,866,train,True,0,TECTB
ENSG00000095951,HIVEP1,0,417,train,HIVEP1,0,1247,train,True,0,HIVEP1
ENSG00000162924,REL,1,418,train,REL,1,1533,validation,True,1,REL
ENSG00000135314,KHDC1,0,419,train,KHDC1,0,1167,train,True,0,KHDC1
ENSG00000172673,THEMIS,1,420,train,THEMIS,1,1042,train,True,1,THEMIS
ENSG00000118520,ARG1,1,421,train,ARG1,1,1214,train,True,1,ARG1
ENSG00000164916,FOXK1,1,422,train,FOXK1,1,897,train,True,1,FOXK1
ENSG00000125450,NUP85,0,423,train,NUP85,0,862,train,True,0,NUP85
ENSG00000152580,IGSF10,0,424,train,IGSF10,0,505,train,True,0,IGSF10
ENSG00000242498,ARPIN,1,425,train,ARPIN,1,398,train,True,1,ARPIN
ENSG00000188060,RAB42,0,426,train,RAB42,0,452,train,True,0,RAB42
ENSG00000205356,TECPR1,1,427,train,TECPR1,1,615,train,True,1,TECPR1
ENSG00000134363,FST,1,428,train,FST,1,1626,test,True,1,FST
ENSG00000153815,CMIP,1,429,train,CMIP,1,981,train,True,1,CMIP
ENSG00000215817,ZC3H11B,1,430,train,ZC3H11B,1,571,train,True,1,ZC3H11B
ENSG00000006071,ABCC8,1,431,train,ABCC8,1,908,train,True,1,ABCC8
ENSG00000125538,IL1B,1,432,train,IL1B,1,222,train,True,1,IL1B
ENSG00000100883,SRP54,1,433,train,SRP54,1,515,train,True,1,SRP54
ENSG00000006704,GTF2IRD1,1,434,train,GTF2IRD1,1,1373,validation,True,1,GTF2IRD1
ENSG00000077044,DGKD,1,435,train,DGKD,1,1257,train,True,1,DGKD
ENSG00000122068,FYTTD1,0,436,train,FYTTD1,0,731,train,True,0,FYTTD1
ENSG00000172339,ALG14,0,437,train,ALG14,0,590,train,True,0,ALG14
ENSG00000035115,SH3YL1,1,438,train,SH3YL1,1,543,train,True,1,SH3YL1
ENSG00000253767,PCDHGA8,0,439,train,PCDHGA8,0,822,train,True,0,PCDHGA8
ENSG00000152669,CCNO,0,440,train,CCNO,0,1147,train,True,0,CCNO
ENSG00000165583,SSX5,0,441,train,SSX5,0,273,train,True,0,SSX5
ENSG00000126856,PRDM7,0,442,train,PRDM7,0,1587,test,True,0,PRDM7
ENSG00000058404,CAMK2B,1,443,train,CAMK2B,1,315,train,True,1,CAMK2B
ENSG00000082438,COBLL1,1,444,train,COBLL1,1,1665,test,True,1,COBLL1
ENSG00000224960,PPP4R3C,0,445,train,PPP4R3C,0,1455,validation,True,0,PPP4R3C
ENSG00000140859,KIFC3,0,446,train,KIFC3,0,1781,test,True,0,KIFC3
ENSG00000129083,COPB1,1,447,train,COPB1,1,871,train,True,1,COPB1
ENSG00000116005,PCYOX1,0,448,train,PCYOX1,0,970,train,True,0,PCYOX1
ENSG00000173320,STOX2,0,449,train,STOX2,0,1085,train,True,0,STOX2
ENSG00000158786,PLA2G2F,1,450,train,PLA2G2F,1,814,train,True,1,PLA2G2F
ENSG00000124194,GDAP1L1,1,451,train,GDAP1L1,1,1174,train,True,1,GDAP1L1
ENSG00000176435,CLEC14A,1,452,train,CLEC14A,1,15,train,True,1,CLEC14A
ENSG00000149300,C11orf52,0,453,train,C11orf52,0,1083,train,True,0,C11orf52
ENSG00000081189,MEF2C,1,454,train,MEF2C,1,425,train,True,1,MEF2C
ENSG00000123200,ZC3H13,1,455,train,ZC3H13,1,580,train,True,1,ZC3H13
ENSG00000164182,NDUFAF2,1,456,train,NDUFAF2,1,1726,test,True,1,NDUFAF2
ENSG00000184371,CSF1,1,457,train,CSF1,1,637,train,True,1,CSF1
ENSG00000093010,COMT,1,458,train,COMT,1,270,train,True,1,COMT
ENSG00000167670,CHAF1A,0,459,train,CHAF1A,0,1601,test,True,0,CHAF1A
ENSG00000188747,NOXA1,0,460,train,NOXA1,0,1195,train,True,0,NOXA1
ENSG00000154975,CA10,1,461,train,CA10,1,63,train,True,1,CA10
ENSG00000169194,IL13,1,462,train,IL13,1,291,train,True,1,IL13
ENSG00000113194,FAF2,0,463,train,FAF2,0,276,train,True,0,FAF2
ENSG00000233917,POTEB,0,464,train,POTEB,0,1135,train,True,0,POTEB
ENSG00000144591,GMPPA,0,465,train,GMPPA,0,1337,validation,True,0,GMPPA
ENSG00000144724,PTPRG,1,466,train,PTPRG,1,1142,train,True,1,PTPRG
ENSG00000165623,UCMA,1,467,train,UCMA,1,239,train,True,1,UCMA
ENSG00000136869,TLR4,1,468,train,TLR4,1,902,train,True,1,TLR4
ENSG00000170035,UBE2E3,1,469,train,UBE2E3,1,575,train,True,1,UBE2E3
ENSG00000221955,SLC12A8,1,470,train,SLC12A8,1,751,train,True,1,SLC12A8
ENSG00000184999,SLC22A10,0,471,train,SLC22A10,0,798,train,True,0,SLC22A10
ENSG00000278259,MYO19,1,472,train,MYO19,1,714,train,True,1,MYO19
ENSG00000175395,ZNF25,0,473,train,ZNF25,0,1326,validation,True,0,ZNF25
ENSG00000130713,EXOSC2,0,474,train,EXOSC2,0,510,train,True,0,EXOSC2
ENSG00000143107,FNDC7,0,475,train,FNDC7,0,1530,validation,True,0,FNDC7
ENSG00000164604,GPR85,0,476,train,GPR85,0,1714,test,True,0,GPR85
ENSG00000105464,GRIN2D,0,477,train,GRIN2D,0,1315,validation,True,0,GRIN2D
ENSG00000279270,OR52R1,0,478,train,OR52R1,0,1541,test,True,0,OR52R1
ENSG00000172817,CYP7B1,1,479,train,CYP7B1,1,209,train,True,1,CYP7B1
ENSG00000147874,HAUS6,1,480,train,HAUS6,1,397,train,True,1,HAUS6
ENSG00000155096,AZIN1,1,481,train,AZIN1,1,989,train,True,1,AZIN1
ENSG00000011523,CEP68,1,482,train,CEP68,1,17,train,True,1,CEP68
ENSG00000158683,PKD1L1,0,483,train,PKD1L1,0,1211,train,True,0,PKD1L1
ENSG00000205777,GAGE1,0,484,train,GAGE1,0,483,train,True,0,GAGE1
ENSG00000138829,FBN2,1,485,train,FBN2,1,1515,validation,True,1,FBN2
ENSG00000146267,FAXC,0,486,train,FAXC,0,672,train,True,0,FAXC
ENSG00000167772,ANGPTL4,1,487,train,ANGPTL4,1,863,train,True,1,ANGPTL4
ENSG00000136560,TANK,1,488,train,TANK,1,1693,test,True,1,TANK
ENSG00000196428,TSC22D2,1,489,train,TSC22D2,1,1134,train,True,1,TSC22D2
ENSG00000131778,CHD1L,1,490,train,CHD1L,1,859,train,True,1,CHD1L
ENSG00000166348,USP54,0,491,train,USP54,0,513,train,True,0,USP54
ENSG00000139990,DCAF5,1,492,train,DCAF5,1,555,train,True,1,DCAF5
ENSG00000150867,PIP4K2A,1,493,train,PIP4K2A,1,1059,train,True,1,PIP4K2A
ENSG00000138641,HERC3,0,494,train,HERC3,0,1222,train,True,0,HERC3
ENSG00000165076,PRSS37,0,495,train,PRSS37,0,326,train,True,0,PRSS37
ENSG00000091157,WDR7,1,496,train,WDR7,1,777,train,True,1,WDR7
ENSG00000147381,MAGEA4,0,497,train,MAGEA4,0,1230,train,True,0,MAGEA4
ENSG00000186951,PPARA,1,498,train,PPARA,1,797,train,True,1,PPARA
ENSG00000149596,JPH2,1,499,train,JPH2,1,1557,test,True,1,JPH2
ENSG00000135547,HEY2,1,500,train,HEY2,1,1055,train,True,1,HEY2
ENSG00000126216,TUBGCP3,0,501,train,TUBGCP3,0,165,train,True,0,TUBGCP3
ENSG00000227124,ZNF717,0,502,train,ZNF717,0,1305,validation,True,0,ZNF717
ENSG00000149948,HMGA2,1,503,train,HMGA2,1,883,train,True,1,HMGA2
ENSG00000163623,NKX6-1,1,504,train,NKX6-1,1,1630,test,True,1,NKX6-1
ENSG00000106689,LHX2,1,505,train,LHX2,1,736,train,True,1,LHX2
ENSG00000134138,MEIS2,0,506,train,MEIS2,0,1176,train,True,0,MEIS2
ENSG00000188263,IL17REL,1,507,train,IL17REL,1,1237,train,True,1,IL17REL
ENSG00000148584,A1CF,1,508,train,A1CF,1,113,train,True,1,A1CF
ENSG00000186687,LYRM7,0,509,train,LYRM7,0,1423,validation,True,0,LYRM7
ENSG00000112164,GLP1R,1,510,train,GLP1R,1,1800,test,True,1,GLP1R
ENSG00000156675,RAB11FIP1,0,511,train,RAB11FIP1,0,1262,train,True,0,RAB11FIP1
ENSG00000187003,ACTL7A,0,512,train,ACTL7A,0,734,train,True,0,ACTL7A
ENSG00000145675,PIK3R1,1,513,train,PIK3R1,1,23,train,True,1,PIK3R1
ENSG00000047188,YTHDC2,1,514,train,YTHDC2,1,114,train,True,1,YTHDC2
ENSG00000136521,NDUFB5,1,515,train,NDUFB5,1,81,train,True,1,NDUFB5
ENSG00000149201,CCDC81,0,516,train,CCDC81,0,0,train,True,0,CCDC81
ENSG00000092978,GPATCH2,0,517,train,GPATCH2,0,685,train,True,0,GPATCH2
ENSG00000169026,SLC49A3,0,518,train,SLC49A3,0,1547,test,True,0,SLC49A3
ENSG00000112996,MRPS30,1,519,train,MRPS30,1,564,train,True,1,MRPS30
ENSG00000101247,NDUFAF5,0,520,train,NDUFAF5,0,650,train,True,0,NDUFAF5
ENSG00000177483,RBM44,0,521,train,RBM44,0,119,train,True,0,RBM44
ENSG00000138814,PPP3CA,1,522,train,PPP3CA,1,1461,validation,True,1,PPP3CA
ENSG00000160570,DEDD2,0,523,train,DEDD2,0,62,train,True,0,DEDD2
ENSG00000162222,TTC9C,0,524,train,TTC9C,0,860,train,True,0,TTC9C
ENSG00000119682,AREL1,0,525,train,AREL1,0,1560,test,True,0,AREL1
ENSG00000151577,DRD3,1,526,train,DRD3,1,1525,validation,True,1,DRD3
ENSG00000159640,ACE,1,527,train,ACE,1,1287,validation,True,1,ACE
ENSG00000197296,FITM2,1,528,train,FITM2,1,1017,train,True,1,FITM2
ENSG00000102313,ITIH6,0,529,train,ITIH6,0,1319,validation,True,0,ITIH6
ENSG00000066629,EML1,0,530,train,EML1,0,391,train,True,0,EML1
ENSG00000204779,FOXD4L5,0,531,train,FOXD4L5,0,14,train,True,0,FOXD4L5
ENSG00000185627,PSMD13,0,532,train,PSMD13,0,1043,train,True,0,PSMD13
ENSG00000179918,SEPHS2,0,533,train,SEPHS2,0,1437,validation,True,0,SEPHS2
ENSG00000147650,LRP12,1,534,train,LRP12,1,1468,validation,True,1,LRP12
ENSG00000128610,FEZF1,1,535,train,FEZF1,1,383,train,True,1,FEZF1
ENSG00000176809,LRRC37A3,0,536,train,LRRC37A3,0,627,train,True,0,LRRC37A3
ENSG00000125831,CST11,0,537,train,CST11,0,343,train,True,0,CST11
ENSG00000138769,CDKL2,1,538,train,CDKL2,1,608,train,True,1,CDKL2
ENSG00000106392,C1GALT1,1,539,train,C1GALT1,1,454,train,True,1,C1GALT1
ENSG00000069018,TRPC7,0,540,train,TRPC7,0,702,train,True,0,TRPC7
ENSG00000074047,GLI2,1,541,train,GLI2,1,1098,train,True,1,GLI2
ENSG00000126461,SCAF1,0,542,train,SCAF1,0,1161,train,True,0,SCAF1
ENSG00000196353,CPNE4,1,543,train,CPNE4,1,20,train,True,1,CPNE4
ENSG00000036549,ZZZ3,0,544,train,ZZZ3,0,1613,test,True,0,ZZZ3
ENSG00000177047,IFNW1,0,545,train,IFNW1,0,1264,validation,True,0,IFNW1
ENSG00000219481,NBPF1,0,546,train,NBPF1,0,1261,train,True,0,NBPF1
ENSG00000036257,CUL3,0,547,train,CUL3,0,1268,validation,True,0,CUL3
ENSG00000090612,ZNF268,1,548,train,ZNF268,1,414,train,True,1,ZNF268
ENSG00000276644,DACH1,1,549,train,DACH1,1,919,train,True,1,DACH1
ENSG00000165006,UBAP1,1,550,train,UBAP1,1,1748,test,True,1,UBAP1
ENSG00000158669,GPAT4,1,551,train,GPAT4,1,108,train,True,1,GPAT4
ENSG00000130829,DUSP9,1,552,train,DUSP9,1,1048,train,True,1,DUSP9
ENSG00000090905,TNRC6A,1,553,train,TNRC6A,1,400,train,True,1,TNRC6A
ENSG00000173678,SPDYE2B,0,554,train,SPDYE2B,0,1288,validation,True,0,SPDYE2B
ENSG00000112561,TFEB,1,555,train,TFEB,1,1599,test,True,1,TFEB
ENSG00000175697,GPR156,0,556,train,GPR156,0,870,train,True,0,GPR156
ENSG00000097096,SYDE2,0,557,train,SYDE2,0,475,train,True,0,SYDE2
ENSG00000198081,ZBTB14,0,558,train,ZBTB14,0,524,train,True,0,ZBTB14
ENSG00000137731,FXYD2,1,559,train,FXYD2,1,1472,validation,True,1,FXYD2
ENSG00000171649,ZIK1,0,560,train,ZIK1,0,1594,test,True,0,ZIK1
ENSG00000111424,VDR,1,561,train,VDR,1,334,train,True,1,VDR
ENSG00000154478,GPR26,1,562,train,GPR26,1,1585,test,True,1,GPR26
ENSG00000111727,HCFC2,0,564,train,HCFC2,0,1680,test,True,0,HCFC2
ENSG00000140443,IGF1R,1,565,train,IGF1R,1,1534,validation,True,1,IGF1R
ENSG00000122390,NAA60,0,566,train,NAA60,0,1066,train,True,0,NAA60
ENSG00000185008,ROBO2,1,567,train,ROBO2,1,1032,train,True,1,ROBO2
ENSG00000102891,MT4,0,568,train,MT4,0,1475,validation,True,0,MT4
ENSG00000178809,TRIM73,0,569,train,TRIM73,0,178,train,True,0,TRIM73
ENSG00000001629,ANKIB1,0,570,train,ANKIB1,0,457,train,True,0,ANKIB1
ENSG00000148123,PLPPR1,1,571,train,PLPPR1,1,46,train,True,1,PLPPR1
ENSG00000171988,JMJD1C,1,572,train,JMJD1C,1,1346,validation,True,1,JMJD1C
ENSG00000172399,MYOZ2,1,573,train,MYOZ2,1,562,train,True,1,MYOZ2
ENSG00000140368,PSTPIP1,1,574,train,PSTPIP1,1,1405,validation,True,1,PSTPIP1
ENSG00000175894,TSPEAR,0,575,train,TSPEAR,0,1498,validation,True,0,TSPEAR
ENSG00000146477,SLC22A3,1,576,train,SLC22A3,1,1596,test,True,1,SLC22A3
ENSG00000009950,MLXIPL,1,577,train,MLXIPL,1,903,train,True,1,MLXIPL
ENSG00000171346,KRT15,0,578,train,KRT15,0,244,train,True,0,KRT15
ENSG00000168214,RBPJ,1,579,train,RBPJ,1,1413,validation,True,1,RBPJ
ENSG00000198018,ENTPD7,0,580,train,ENTPD7,0,1001,train,True,0,ENTPD7
ENSG00000113161,HMGCR,1,581,train,HMGCR,1,522,train,True,1,HMGCR
ENSG00000168734,PKIG,1,582,train,PKIG,1,150,train,True,1,PKIG
ENSG00000205978,NYNRIN,1,583,train,NYNRIN,1,958,train,True,1,NYNRIN
ENSG00000107651,SEC23IP,1,584,train,SEC23IP,1,228,train,True,1,SEC23IP
ENSG00000183801,OLFML1,0,585,train,OLFML1,0,1424,validation,True,0,OLFML1
ENSG00000162702,ZNF281,1,586,train,ZNF281,1,368,train,True,1,ZNF281
ENSG00000184752,NDUFA12,1,587,train,NDUFA12,1,1432,validation,True,1,NDUFA12
ENSG00000175745,NR2F1,1,588,train,NR2F1,1,573,train,True,1,NR2F1
ENSG00000160299,PCNT,1,589,train,PCNT,1,1458,validation,True,1,PCNT
ENSG00000172461,FUT9,0,590,train,FUT9,0,366,train,True,0,FUT9
ENSG00000185988,PLK5,0,591,train,PLK5,0,1635,test,True,0,PLK5
ENSG00000196505,GDAP2,0,592,train,GDAP2,0,755,train,True,0,GDAP2
ENSG00000122971,ACADS,1,593,train,ACADS,1,1151,train,True,1,ACADS
ENSG00000150681,RGS18,0,594,train,RGS18,0,1191,train,True,0,RGS18
ENSG00000162413,KLHL21,1,595,train,KLHL21,1,1465,validation,True,1,KLHL21
ENSG00000182450,KCNK4,0,596,train,KCNK4,0,1386,validation,True,0,KCNK4
ENSG00000169554,ZEB2,1,597,train,ZEB2,1,1171,train,True,1,ZEB2
ENSG00000088387,DOCK9,0,598,train,DOCK9,0,1742,test,True,0,DOCK9
ENSG00000198934,MAGEE1,0,599,train,MAGEE1,0,1145,train,True,0,MAGEE1
ENSG00000133794,BMAL1,1,600,train,BMAL1,1,1248,train,True,1,BMAL1
ENSG00000079308,TNS1,1,601,train,TNS1,1,611,train,True,1,TNS1
ENSG00000118432,CNR1,1,602,train,CNR1,1,635,train,True,1,CNR1
ENSG00000198420,TCAF1,0,603,train,TCAF1,0,1632,test,True,0,TCAF1
ENSG00000102221,JADE3,0,604,train,JADE3,0,428,train,True,0,JADE3
ENSG00000172046,USP19,0,605,train,USP19,0,346,train,True,0,USP19
ENSG00000088876,ZNF343,0,606,train,ZNF343,0,322,train,True,0,ZNF343
ENSG00000162069,BICDL2,0,607,train,BICDL2,0,646,train,True,0,BICDL2
ENSG00000165899,OTOGL,0,608,train,OTOGL,0,171,train,True,0,OTOGL
ENSG00000139180,NDUFA9,1,609,train,NDUFA9,1,1141,train,True,1,NDUFA9
ENSG00000016082,ISL1,1,610,train,ISL1,1,698,train,True,1,ISL1
ENSG00000125975,C20orf173,0,611,train,C20orf173,0,1384,validation,True,0,C20orf173
ENSG00000158716,DUSP23,0,612,train,DUSP23,0,360,train,True,0,DUSP23
ENSG00000185950,IRS2,1,613,train,IRS2,1,1488,validation,True,1,IRS2
ENSG00000163104,SMARCAD1,1,614,train,SMARCAD1,1,1301,validation,True,1,SMARCAD1
ENSG00000049192,ADAMTS6,0,615,train,ADAMTS6,0,1803,test,True,0,ADAMTS6
ENSG00000150347,ARID5B,1,616,train,ARID5B,1,1226,train,True,1,ARID5B
ENSG00000181192,DHTKD1,1,617,train,DHTKD1,1,630,train,True,1,DHTKD1
ENSG00000120333,MRPS14,0,618,train,MRPS14,0,624,train,True,0,MRPS14
ENSG00000035720,STAP1,0,619,train,STAP1,0,26,train,True,0,STAP1
ENSG00000170961,HAS2,1,620,train,HAS2,1,541,train,True,1,HAS2
ENSG00000168653,NDUFS5,1,621,train,NDUFS5,1,1559,test,True,1,NDUFS5
ENSG00000213918,DNASE1,1,622,train,DNASE1,1,1675,test,True,1,DNASE1
ENSG00000283988,TAF11L9,0,623,train,TAF11L9,0,1184,train,True,0,TAF11L9
ENSG00000147697,GSDMC,0,624,train,GSDMC,0,844,train,True,0,GSDMC
ENSG00000118156,ZNF541,0,625,train,ZNF541,0,602,train,True,0,ZNF541
ENSG00000066735,KIF26A,1,626,train,KIF26A,1,1463,validation,True,1,KIF26A
ENSG00000100796,PPP4R3A,1,627,train,PPP4R3A,1,133,train,True,1,PPP4R3A
ENSG00000187546,AGMO,1,628,train,AGMO,1,1130,train,True,1,AGMO
ENSG00000179044,EXOC3L1,0,629,train,EXOC3L1,0,964,train,True,0,EXOC3L1
ENSG00000140990,NDUFB10,1,630,train,NDUFB10,1,1408,validation,True,1,NDUFB10
ENSG00000171056,SOX7,1,631,train,SOX7,1,610,train,True,1,SOX7
ENSG00000090316,MAEA,1,632,train,MAEA,1,716,train,True,1,MAEA
ENSG00000164588,HCN1,1,633,train,HCN1,1,197,train,True,1,HCN1
ENSG00000214940,NPIPA8,0,634,train,NPIPA8,0,1791,test,True,0,NPIPA8
