sample_index,gene_symbol,label,split_origin,protein_embedding_l2_norm,protein_embedding_mean,protein_embedding_std,hand_genomic_l2_norm,hand_genomic_mean,hand_genomic_std,dnabert2_genomic_l2_norm,dnabert2_genomic_mean,dnabert2_genomic_std,protein_zero_fraction,hand_genomic_zero_fraction,dnabert2_genomic_zero_fraction,protein_sequence_length,has_sequence,gene_symbol_length
418,KHDC1,0,train,4.09636,0.0016194887,0.128001,3331.392556968411,21.790414150620435,175.21367119034934,2.48961,0.003032257,0.089784876,0.0,0.011235955056179775,0.0,,,5
419,THEMIS,1,train,3.5768027,0.0018673405,0.11175948,3309.8796625851514,21.759622616514157,174.06850067413993,2.6678274,0.0022723544,0.09624011,0.0,0.0028089887640449437,0.0,,,6
420,ARG1,1,train,2.77336,0.00074122415,0.086664334,3351.2371235707687,21.20541627345492,176.34481554005882,2.7491758,0.0016831848,0.09918806,0.0,0.042134831460674156,0.0,,,4
421,FOXK1,1,train,3.45552,0.0006751345,0.10798289,3356.6738992310543,21.625219765139708,176.58413199622277,2.6825407,0.0028586418,0.09675563,0.0,0.02247191011235955,0.0,,,5
422,NUP85,0,train,2.7587988,0.00047635712,0.086211145,3327.717117534468,21.473025493047004,175.0565950303619,2.6185477,0.0021382133,0.0944645,0.0,0.011235955056179775,0.0,,,5
423,IGSF10,0,train,3.7289684,0.0010601976,0.116525434,3440.065476029728,21.103062160096602,181.09769627790055,2.69644,0.0021084365,0.09727655,0.0,0.14606741573033707,0.0,,,6
424,ARPIN,1,train,2.7338226,0.001133288,0.08542445,3325.820905772045,22.0702022565322,174.88101327799353,2.4299896,0.0032033299,0.08762616,0.0,0.011235955056179775,0.0,,,5
425,RAB42,0,train,2.5597386,0.00024861703,0.079991445,3310.725781662629,21.236819401346718,174.1782335887938,2.3012035,0.0025697139,0.08299776,0.0,0.03932584269662921,0.0,,,5
426,TECPR1,1,train,5.6093645,0.0014601913,0.17528655,3311.4731690803656,21.72957098603949,174.1573655134037,2.4603221,0.0025214462,0.08874342,0.0,0.0028089887640449437,0.0,,,6
427,FST,1,train,3.153693,0.0012945505,0.098544404,3333.0684568056813,21.8265205673257,175.29868576109575,2.6204202,0.002758668,0.09451602,0.0,0.016853932584269662,0.0,,,3
428,CMIP,1,train,2.8736181,0.0009293312,0.08979575,3314.576813470194,21.60304207323618,174.33885789473948,2.6267576,0.0022554037,0.09475812,0.0,0.0,0.0,,,4
429,ZC3H11B,1,train,2.839531,0.00133623,0.08872527,3310.0132213683864,21.793677415101616,174.0713740998227,2.5013106,0.002631453,0.09021991,0.0,0.0056179775280898875,0.0,,,7
430,ABCC8,1,train,3.5381064,0.0010636073,0.11056071,3312.231276246563,21.90716733462404,174.1756111283022,2.5688558,0.0025599708,0.09266025,0.0,0.0056179775280898875,0.0,,,5
431,IL1B,1,train,5.713952,0.0017342188,0.17855258,3325.5145117905386,21.218321360762456,174.970057299398,2.1384997,0.0029084238,0.07711164,0.0,0.03932584269662921,0.0,,,4
432,SRP54,1,train,4.812144,0.0017959994,0.15036878,3314.9572019569964,22.028201095089262,174.30596908534122,2.562629,0.0027561358,0.09242982,0.0,0.008426966292134831,0.0,,,5
433,GTF2IRD1,1,train,3.3661072,0.0012672195,0.10518322,3326.2054370732726,22.048658139865577,174.90427225785825,2.5721045,0.0028548178,0.09276891,0.0,0.008426966292134831,0.0,,,8
434,DGKD,1,train,2.5129755,0.00011784234,0.07853039,3324.2468480158855,21.904422395735548,174.81777817931697,2.421263,0.0029418662,0.08732027,0.0,0.011235955056179775,0.0,,,4
435,FYTTD1,0,train,5.0391746,0.0012426791,0.1574693,3315.62831031537,21.202014177937766,174.44422217844047,2.4875202,0.0023554123,0.08972974,0.0,0.03932584269662921,0.0,,,6
436,ALG14,0,train,3.793265,0.0013095468,0.1185323,3312.5711286957644,21.70412500189113,174.2191802390068,2.2897494,0.0029483521,0.082571596,0.0,0.0,0.0,,,5
437,SH3YL1,1,train,2.5504043,0.0006890488,0.07969716,3311.5502312404333,21.81368055607875,174.15096675786805,2.5764644,0.0027941547,0.09292815,0.0,0.0056179775280898875,0.0,,,6
438,PCDHGA8,0,train,3.7803621,0.00089770963,0.118132904,3310.4995137991245,21.612913523243083,174.11988163139102,2.5174255,0.0027272617,0.090798825,0.0,0.0,0.0,,,7
439,CCNO,0,train,3.2609377,0.0008562339,0.10190072,3311.097667508924,21.87795488034716,174.1187294773672,2.5416758,0.002635163,0.091676965,0.0,0.011235955056179775,0.0,,,4
440,SSX5,0,train,3.409772,0.0019933442,0.10653672,3337.5892877473275,22.233275119210713,175.4890826949927,2.53814,0.003005278,0.09153792,0.0,0.0056179775280898875,0.0,,,4
441,PRDM7,0,train,2.9459734,0.000274949,0.09206126,3307.869672689069,21.390238146367427,174.0069474024933,2.6457434,0.0020752691,0.09544749,0.0,0.0056179775280898875,0.0,,,5
442,CAMK2B,1,train,3.521778,0.0020673033,0.11003616,3325.12305218387,21.973265115711275,174.85594257652448,2.4229558,0.0029712478,0.08738039,0.0,0.0028089887640449437,0.0,,,6
443,COBLL1,1,train,3.3152359,0.0013421054,0.10359243,3519.196077104628,23.194053979942513,185.06926880589327,2.945744,0.004280385,0.10620917,0.0,0.09831460674157304,0.0,,,6
444,PPP4R3C,0,train,2.1893785,0.00022870774,0.0684177,3319.1253112803197,21.93250669033512,174.54068475107175,2.6612523,0.0029882893,0.09598317,0.0,0.0028089887640449437,0.0,,,7
445,KIFC3,0,train,3.202906,0.0010254984,0.10008555,3323.7324457737122,22.07947374179277,174.76827552179216,2.620206,0.002884269,0.094504535,0.0,0.0028089887640449437,0.0,,,5
446,COPB1,1,train,4.0323977,0.0013226921,0.12600549,3317.6033230842436,21.66515369206835,174.49278764317663,2.567445,0.0025279473,0.0926102,0.0,0.0028089887640449437,0.0,,,5
447,PCYOX1,0,train,2.7139044,0.0006665196,0.08480688,3314.103813433758,21.901744625401502,174.27631845106944,2.5483313,0.002706439,0.09191515,0.0,0.0056179775280898875,0.0,,,6
448,STOX2,0,train,2.8866382,0.0012959202,0.09019814,3366.8308932910577,22.014482974113488,177.0785019850764,2.4849954,0.0032191211,0.08961175,0.0,0.011235955056179775,0.0,,,5
449,PLA2G2F,1,train,4.3652678,0.0018162624,0.13640252,3323.2768151949363,21.61739471604665,174.80169989497912,2.4674335,0.0030442069,0.088983774,0.0,0.0056179775280898875,0.0,,,7
450,GDAP1L1,1,train,3.43357,0.0008703979,0.10729551,3310.9502245190397,21.754398649356823,174.12633453573469,2.489494,0.002812443,0.08978784,0.0,0.0,0.0,,,7
451,CLEC14A,1,train,2.5165675,0.0005316659,0.07864093,3331.244881298309,21.869283713970987,175.19595703128547,2.4518259,0.0029245543,0.088424295,0.0,0.0028089887640449437,0.0,,,7
452,C11ORF52,0,train,5.5225306,0.0019742427,0.1725678,3315.23283882223,21.775011027129576,174.35250182793385,2.6470454,0.0023805369,0.095487356,0.0,0.0028089887640449437,0.0,,,8
453,MEF2C,1,train,3.5235763,0.001893352,0.11009547,3312.8909944032944,21.57840141555624,174.25187909997658,2.524288,0.002300099,0.09105835,0.0,0.011235955056179775,0.0,,,5
454,ZC3H13,1,train,3.5651975,0.0017123916,0.11139925,3346.5672141648515,22.148580129445158,175.97938544923292,2.5919194,0.0030507229,0.09347806,0.0,0.011235955056179775,0.0,,,6
455,NDUFAF2,1,train,4.6750035,0.0020885065,0.14607894,3313.7264022173185,21.337176412423762,174.32618862262007,2.689857,0.0021864392,0.097037226,0.0,0.014044943820224719,0.0,,,7
456,CSF1,1,train,3.9931993,0.0014894457,0.12477859,3389.8818890876396,21.404394272838093,178.38380617250337,2.5127313,0.0032275803,0.09061292,0.0,0.09550561797752809,0.0,,,4
457,COMT,1,train,2.8216004,0.00062768895,0.08817278,3349.107004597719,21.39500535600953,176.20818941288982,2.7918925,0.0019511966,0.10072485,0.0,0.0028089887640449437,0.0,,,4
458,CHAF1A,0,train,2.7284894,0.0009338353,0.08526017,3311.8758764934146,21.88949036318948,174.15884923210356,2.382059,0.0028670959,0.085907325,0.0,0.0,0.0,,,6
459,NOXA1,0,train,3.229528,0.0011806812,0.10091584,3331.390471779791,22.004601184449044,175.18678951861708,2.6430902,0.0026632033,0.09533711,0.0,0.008426966292134831,0.0,,,5
460,CA10,1,train,3.9547052,0.0014286346,0.12357627,3316.956398211096,21.817431937928173,174.43925915491204,2.6192975,0.0027025742,0.09447712,0.0,0.0056179775280898875,0.0,,,4
461,IL13,1,train,3.1294756,0.0012919898,0.097787574,3322.181413698317,21.939256525145268,174.7030829284477,2.4060082,0.002967363,0.08676862,0.0,0.0,0.0,,,4
462,FAF2,0,train,3.5089214,0.0007600024,0.109651156,3314.0030493695767,21.95229095572308,174.26457603012892,2.5145695,0.0026644387,0.09069759,0.0,0.0056179775280898875,0.0,,,4
463,POTEB,0,train,3.1695864,0.0018592953,0.09903212,3317.3387377716717,22.037069485690758,174.43207328243273,2.6223373,0.002438477,0.094594024,0.0,0.0,0.0,,,5
464,GMPPA,0,train,3.3391376,0.0012558119,0.104340486,3308.4621847903986,21.283999642879067,174.0516111631668,2.5957785,0.0022426064,0.09364023,0.0,0.03651685393258427,0.0,,,5
465,PTPRG,1,train,4.773362,0.0017121991,0.1491577,3315.3343525571995,21.92932692667576,174.3385824535343,2.4796195,0.0029378897,0.089427315,0.0,0.0028089887640449437,0.0,,,5
466,UCMA,1,train,3.3673184,0.0017115851,0.10521478,3311.1275223922876,21.799011734586596,174.13022513399193,2.484189,0.0027417494,0.08959851,0.0,0.008426966292134831,0.0,,,4
467,TLR4,1,train,2.4883454,0.000799136,0.07775669,3328.6932315437884,22.144668175465362,175.0250471380695,2.3917267,0.0029833156,0.08625243,0.0,0.0028089887640449437,0.0,,,4
468,UBE2E3,1,train,5.54344,0.001384432,0.17322698,3310.1591107851045,21.327074716172852,174.13694753961582,2.3423295,0.0025103416,0.08448426,0.0,0.016853932584269662,0.0013020833333333333,,,6
469,SLC12A8,1,train,2.7683215,0.0010721479,0.0865034,3323.125296726208,21.693023842080493,174.78423829806349,2.7419472,0.002111256,0.09891897,0.0,0.0,0.0,,,7
470,SLC22A10,0,train,3.474976,0.0014469277,0.108583376,3409.348047710022,22.451801208268293,179.2948142469007,2.653408,0.0035800736,0.09567966,0.0,0.02247191011235955,0.0,,,8
471,MYO19,1,train,3.7275913,0.0017310939,0.11647436,3320.847097110604,21.563543139165255,174.678599618141,2.3849866,0.0025737684,0.086022295,0.0,0.0056179775280898875,0.0,,,5
472,ZNF25,0,train,3.1257412,0.0014182512,0.09766912,3348.855350987124,22.198954504073825,176.09526953376883,2.572708,0.0030466225,0.0927846,0.0,0.0028089887640449437,0.0,,,5
473,EXOSC2,0,train,5.2244444,0.001885988,0.16325301,3309.1644428812106,21.62445752550151,174.04714587862543,2.5602047,0.0024348784,0.09235133,0.0,0.0028089887640449437,0.0,,,6
474,FNDC7,0,train,2.7299871,0.00043838396,0.08531097,3318.9429352559328,22.002694539002757,174.52210830009489,2.308258,0.0032559428,0.083228424,0.0,0.0028089887640449437,0.0,,,5
475,GPR85,0,train,2.8142686,0.0013016913,0.08793626,3366.24700996643,22.503459215954486,176.985831585599,2.5531814,0.0032468252,0.09207278,0.0,0.0056179775280898875,0.0,,,5
476,GRIN2D,0,train,4.204104,0.0012125692,0.13137265,3314.249965023149,21.560997184083202,174.32660778885526,2.3352609,0.003235126,0.08420434,0.0,0.008426966292134831,0.0,,,6
477,OR52R1,0,train,3.4487762,0.0014690876,0.107764244,3310.472136160753,21.676948783217558,174.11045897932485,2.5555243,0.002438029,0.09218231,0.0,0.0,0.0,,,6
478,CYP7B1,1,train,3.2816908,0.0015657828,0.10254089,3322.8809589854354,21.227827089206748,174.82830195623967,2.763074,0.0018702083,0.099686295,0.0,0.03089887640449438,0.0,,,6
479,HAUS6,1,train,3.4725223,0.0021008158,0.10849599,3311.4068469868635,21.72567623843157,174.15430910656758,2.6927006,0.002458371,0.09713337,0.0,0.0028089887640449437,0.0,,,5
480,AZIN1,1,train,2.8109453,0.0006435367,0.08783969,3322.254821655034,21.831931368654104,174.72044823422866,2.5236228,0.0028927412,0.09101744,0.0,0.008426966292134831,0.0,,,5
481,CEP68,1,train,3.378486,0.0011249466,0.10557169,3311.544491837256,21.875686415767834,174.14288228045618,2.7123742,0.0022861313,0.09784767,0.0,0.011235955056179775,0.0,,,5
482,PKD1L1,0,train,3.4052293,0.0019042508,0.10639638,3379.533259456983,21.20718431661146,177.85500936213128,2.7329764,0.0016167142,0.09860454,0.0,0.05898876404494382,0.0,,,6
483,GAGE1,0,train,2.6360369,0.0002692343,0.08237571,3362.090160954855,21.21677684737252,176.92279368766074,2.5118444,0.0020318523,0.09061561,0.0,0.033707865168539325,0.0,,,5
484,FBN2,1,train,2.1843953,8.6623884e-05,0.068262294,3319.9719832386536,21.36818031945632,174.65587898788493,2.7165983,0.0020140859,0.09800609,0.0,0.014044943820224719,0.0,,,4
485,FAXC,0,train,3.6969087,0.0024475812,0.11550248,3317.926430881199,21.83339531443304,174.489074502633,2.6178463,0.0027603128,0.09442305,0.0,0.0056179775280898875,0.0,,,4
486,ANGPTL4,1,train,3.7991683,0.0016678999,0.11871228,3340.628515985626,21.92043999087576,175.69076235997667,2.5250638,0.002923684,0.09106847,0.0,0.014044943820224719,0.0,,,7
487,TANK,1,train,3.2743316,0.0017540437,0.10230783,3314.1503765521993,21.71891642446782,174.3016844559498,2.6437569,0.0024555721,0.09536676,0.0,0.0,0.0,,,4
488,TSC22D2,1,train,3.0183165,0.001664646,0.09430769,3333.65532331466,22.24336086870791,175.27763471301964,2.6086998,0.0030674413,0.094083354,0.0,0.0,0.0,,,7
489,CHD1L,1,train,2.5092566,0.00015290425,0.07841411,3331.721255534388,21.813416961486368,175.2283643842776,2.5437357,0.0028269633,0.09174561,0.0,0.011235955056179775,0.0,,,5
490,USP54,0,train,3.4724104,0.0021135171,0.10849224,3313.7017862700723,21.82152781982347,174.26490696907,2.3471575,0.0028891482,0.08464646,0.0,0.0028089887640449437,0.0,,,5
491,DCAF5,1,train,3.158507,0.0010180367,0.0986981,3326.238765706889,21.73412111779444,174.94541594242685,2.4475005,0.003075396,0.088263,0.0,0.025280898876404494,0.0,,,5
492,PIP4K2A,1,train,3.8423882,0.0013228098,0.12006733,3396.061562769018,22.389737865389492,178.59290228166896,2.5097113,0.0036222625,0.09048893,0.0,0.03089887640449438,0.0,,,7
493,HERC3,0,train,2.9495554,0.0012802875,0.09216471,3313.9624317916487,21.786223147191247,174.28324591001683,2.6487966,0.002454369,0.0955487,0.0,0.0,0.0,,,5
494,PRSS37,0,train,2.672846,0.0005359207,0.08352472,3315.313368861031,21.852822959505616,174.3470676840222,2.5873857,0.002766312,0.093323246,0.0,0.0028089887640449437,0.0,,,6
495,WDR7,1,train,3.9091587,0.001298055,0.1221543,3309.867537019596,21.427513384548458,174.10904715464756,2.547059,0.00243879,0.09187672,0.0,0.011235955056179775,0.0,,,4
496,MAGEA4,0,train,2.6006665,0.00030552212,0.081270255,3309.6477997022935,21.740369437356744,174.05852217086797,2.403655,0.0027646467,0.08669036,0.0,0.0028089887640449437,0.0,,,6
497,PPARA,1,train,4.655827,0.0012417801,0.14548929,3365.0225447286075,21.515688517997173,177.04325218282776,2.6535313,0.002824638,0.09570939,0.0,0.042134831460674156,0.0,,,5
498,JPH2,1,train,3.6833465,0.001692336,0.115092136,3323.8906848397423,21.523331930175328,174.84608741946252,2.5048797,0.0026414823,0.09034845,0.0,0.0,0.0,,,4
499,HEY2,1,train,4.5445375,0.0014684928,0.14200921,3312.6206142395636,21.75910391710846,174.21496529390419,2.5417604,0.002516358,0.091683365,0.0,0.0,0.0,,,4
500,TUBGCP3,0,train,5.845703,0.0025578707,0.1826603,3318.9976708584004,21.630902798002648,174.57150251754098,2.5065613,0.0024537412,0.09041445,0.0,0.0028089887640449437,0.0,,,7
501,ZNF717,0,train,3.7067235,0.0016256912,0.1158237,3344.029908010331,22.081061447212885,175.85233798557374,2.4748244,0.0029531652,0.089253694,0.0,0.011235955056179775,0.0,,,6
502,HMGA2,1,train,4.571363,0.0019294391,0.14284208,3327.4953915967017,22.045875908665998,174.97353115740958,2.6755583,0.0026230663,0.096510254,0.0,0.008426966292134831,0.0,,,5
503,NKX6-1,1,train,3.5618966,0.0015657858,0.111298256,3310.4903692301627,21.734812861517458,174.10421892319843,2.6682715,0.0025279552,0.09624977,0.0,0.0028089887640449437,0.0,,,6
504,LHX2,1,train,3.5340798,0.0014144805,0.110430926,3322.9179150513414,21.563219848324746,174.78922521853332,2.6829836,0.0020183867,0.09679279,0.0,0.016853932584269662,0.0,,,4
505,MEIS2,0,train,5.8340034,0.0015970669,0.18230562,3309.9331027788603,21.66363387884867,174.0833271448916,2.543424,0.0024390023,0.09174549,0.0,0.0,0.0,,,5
506,IL17REL,1,train,3.8418891,0.0019999612,0.12004237,3453.5338492913074,22.877460737355417,181.6015935490076,2.7395709,0.0036430054,0.0987886,0.0,0.025280898876404494,0.0,,,7
507,A1CF,1,train,3.3602,0.0013025578,0.104998164,3332.97843577802,21.75410593320757,175.30287925295545,2.478657,0.002956956,0.08939193,0.0,0.011235955056179775,0.0,,,4
508,LYRM7,0,train,5.562126,0.0017635867,0.17380749,3325.362510258136,21.249189988141023,174.95819588873465,2.641216,0.001960261,0.09528651,0.0,0.03932584269662921,0.0,,,5
509,GLP1R,1,train,3.3651175,0.0013195192,0.10515165,3311.3745396495196,21.7872057657105,174.14489665114817,2.3644607,0.0027912736,0.08527446,0.0,0.0028089887640449437,0.0,,,5
510,RAB11FIP1,0,train,2.6328506,0.00068099337,0.08227377,3316.0160566676927,22.04849413486553,174.35996956083542,2.5430636,0.002644034,0.09172681,0.0,0.0056179775280898875,0.0,,,9
511,ACTL7A,0,train,2.9335077,0.0012377752,0.091663755,3318.5013434136226,21.84864387341107,174.51787401710197,2.3765128,0.0028950956,0.08570614,0.0,0.0028089887640449437,0.0,,,6
512,PIK3R1,1,train,3.2585268,0.0014005727,0.10181933,3308.511602387675,21.281301985259173,174.0545796588908,2.6895585,0.0022481205,0.097025044,0.0,0.028089887640449437,0.0,,,6
513,YTHDC2,1,train,3.8830037,0.0017875135,0.12133071,3314.452385119254,21.511006510438698,174.34359303915681,2.5968213,0.0025507153,0.09366999,0.0,0.008426966292134831,0.0,,,6
514,NDUFB5,1,train,3.016693,0.0015806028,0.09425841,3316.6109320770324,21.76682980248587,174.42712893329949,2.5599885,0.0024121918,0.09234413,0.0,0.0,0.0,,,6
515,CCDC81,0,train,4.6212115,0.0012031527,0.14440784,3310.1184388021234,21.283879013626215,174.14006075771366,2.6773658,0.002301181,0.0965837,0.0,0.03089887640449438,0.0,,,6
516,GPATCH2,0,train,2.9928088,0.00047794048,0.09352405,3353.5408034126867,22.030120261626504,176.36673195012992,2.5316617,0.0031377338,0.09129958,0.0,0.0028089887640449437,0.0,,,7
517,SLC49A3,0,train,3.3965504,0.0011334254,0.10613615,3373.265546547012,22.166624396732118,177.40321430825952,2.6097658,0.0029354414,0.094126046,0.0,0.019662921348314606,0.0,,,7
518,MRPS30,1,train,4.44958,0.0017472223,0.13903841,3319.678741086585,21.791537299228867,174.58790028140734,2.6494024,0.002431416,0.09557115,0.0,0.0028089887640449437,0.0,,,6
519,NDUFAF5,0,train,3.6159234,0.001390542,0.112989046,3316.191628396042,21.65656815739835,174.41845945928304,2.384257,0.0028217977,0.08598818,0.0,0.0028089887640449437,0.0,,,7
520,RBM44,0,train,3.9283152,0.0008978525,0.12275658,3324.573257935338,21.866344174819144,174.83997958874707,2.6259816,0.0026071577,0.09472108,0.0,0.0056179775280898875,0.0,,,5
521,PPP3CA,1,train,3.9031022,0.0010637642,0.1219673,3322.2743019378927,22.020939568133354,174.69776777890561,2.470187,0.0031533486,0.0890794,0.0,0.008426966292134831,0.0,,,6
522,DEDD2,0,train,4.232955,0.0016457248,0.13226962,3312.749484438781,21.24258018802723,174.28558136876694,2.731762,0.0021262104,0.09855104,0.0,0.0449438202247191,0.0,,,5
523,TTC9C,0,train,3.8276021,0.0018007284,0.119599015,3329.5569951945718,22.198327984644482,175.0643956303176,2.53156,0.002977221,0.09130127,0.0,0.008426966292134831,0.0,,,5
524,AREL1,0,train,3.4263499,0.0013018925,0.107065514,3311.0499386594943,21.80529612550698,174.12529424360264,2.5601885,0.002538071,0.09234797,0.0,0.0028089887640449437,0.0,,,5
525,DRD3,1,train,2.8882444,0.0008750963,0.09025339,3358.8940071485104,22.27396828441668,176.6220715397873,2.615194,0.0029333967,0.094322085,0.0,0.016853932584269662,0.0,,,4
526,ACE,1,train,3.3123353,0.0012427502,0.10350301,3308.8265440056734,21.61869482640553,174.0298155265219,2.4046557,0.0028388863,0.08672409,0.0,0.0028089887640449437,0.0,,,3
527,FITM2,1,train,3.3595963,0.0015482237,0.10497596,3415.463192036768,22.817941790473103,179.57529798179345,2.542247,0.0034508624,0.091670506,0.0,0.008426966292134831,0.0,,,5
528,ITIH6,0,train,3.8688557,0.0017721282,0.12088875,3320.8518807647815,21.49515255803122,174.6872840816375,2.631578,0.0021431823,0.0949347,0.0,0.0056179775280898875,0.0,,,5
529,EML1,0,train,3.3304265,0.002072071,0.10405519,3312.1919894197536,21.88389069255461,174.17643863093937,2.3071804,0.0030734614,0.08319645,0.0,0.0056179775280898875,0.0,,,4
530,FOXD4L5,0,train,2.7959995,0.0011147087,0.08736788,3313.3283671236863,21.836714799399637,174.24305860528577,2.4836264,0.002776264,0.08957713,0.0,0.0028089887640449437,0.0,,,7
531,PSMD13,0,train,4.609783,0.0035918034,0.14401096,3360.007462215976,21.14308375723938,176.82044683734904,2.763537,0.0018806849,0.09970281,0.0,0.09831460674157304,0.0,,,6
532,SEPHS2,0,train,3.635742,0.0018745819,0.11360146,3310.4462148348803,21.380106017583078,174.1457751832923,2.6822402,0.0022626382,0.096760556,0.0,0.011235955056179775,0.0,,,6
533,LRP12,1,train,4.4113536,0.0015868305,0.13784568,3355.5416995164737,21.941432618263537,176.48465155542868,2.4654942,0.0031109266,0.08891145,0.0,0.016853932584269662,0.0,,,5
534,FEZF1,1,train,2.969065,0.0014384121,0.09277213,3341.705246228933,22.147902996250647,175.71975112117502,2.5681534,0.0031004678,0.09261837,0.0,0.008426966292134831,0.0,,,5
535,LRRC37A3,0,train,3.548208,0.002012658,0.11086322,3323.2863996205624,22.093888446893157,174.7426252411524,2.5032256,0.003095728,0.090274304,0.0,0.0028089887640449437,0.0,,,8
536,CST11,0,train,3.7366886,0.0010584971,0.11676672,3309.5545451843686,21.64703146175341,174.0651743643962,2.6619325,0.0025029462,0.09602161,0.0,0.0028089887640449437,0.0,,,5
537,CDKL2,1,train,3.2917304,0.0015592637,0.10285476,3311.2759342439776,21.565905394170393,174.1671746849598,2.3539412,0.0029000218,0.084891014,0.0,0.0028089887640449437,0.0,,,5
538,C1GALT1,1,train,3.373215,0.0014753456,0.10540264,3313.8356398477804,21.549834251725756,174.30586172022532,2.6229675,0.002216013,0.09462223,0.0,0.014044943820224719,0.0,,,7
539,TRPC7,0,train,2.6603482,0.0006290433,0.083133504,3323.306795966174,21.379791369426307,174.832520738676,2.7815764,0.0021331592,0.10034883,0.0,0.014044943820224719,0.0,,,5
540,GLI2,1,train,2.8487382,0.0006415304,0.08902075,3321.681845576309,21.46404803809905,174.735427417324,2.665803,0.0020585468,0.09617185,0.0,0.0,0.0,,,4
541,SCAF1,0,train,3.3306603,0.0014390611,0.10407319,3310.975271172073,21.86057084335055,174.11437497373817,2.7439587,0.0022459528,0.09898861,0.0,0.0028089887640449437,0.0,,,5
542,CPNE4,1,train,5.6364145,0.0020811409,0.17612569,3310.696463953105,21.730725706506096,174.11573685312854,2.7746177,0.0020689275,0.10009901,0.0,0.008426966292134831,0.0,,,5
543,ZZZ3,0,train,2.8343723,0.0012675275,0.08856507,3312.673741509898,21.787177209292523,174.21429437171332,2.3497734,0.0031284692,0.08473241,0.0,0.0,0.0,,,4
544,IFNW1,0,train,3.9186172,0.0012907947,0.12244998,3310.011329387844,21.72529945461936,174.0798203049847,2.6486657,0.0023043167,0.095547706,0.0,0.0056179775280898875,0.0,,,5
545,NBPF1,0,train,2.8593092,0.0009160142,0.08934872,3319.9314945112014,21.882579195421688,174.59001331955642,2.6489403,0.0025662528,0.09555095,0.0,0.0056179775280898875,0.0,,,5
546,CUL3,0,train,2.4595516,0.00068113883,0.07685797,3316.8870515470508,21.698591967508975,174.4503778861097,2.698545,0.002184961,0.097350836,0.0,0.0028089887640449437,0.0,,,4
547,ZNF268,1,train,3.0749156,0.000833006,0.0960875,3310.8407374205935,21.733714723909177,174.12306959442336,2.4422977,0.002787955,0.08808471,0.0,0.008426966292134831,0.0,,,6
548,DACH1,1,train,5.4184995,0.002191671,0.16931394,3317.7213287307522,21.719090695452028,174.492384870445,2.4241154,0.0028337233,0.08742682,0.0,0.008426966292134831,0.0,,,5
549,UBAP1,1,train,3.5456362,0.001797746,0.11078654,3328.733254206239,21.798005202018,175.0706967848926,2.484013,0.0029044682,0.08958703,0.0,0.0056179775280898875,0.0,,,5
550,GPAT4,1,train,5.1581693,0.0019117222,0.16118145,3414.577325700539,22.665316444665503,179.54730225878552,2.7617953,0.0036700144,0.09959011,0.0,0.025280898876404494,0.0,,,5
551,DUSP9,1,train,4.4833665,0.0015614979,0.1400965,3316.395773139862,22.038892967288007,174.38146843668858,2.3525004,0.0031253686,0.08483099,0.0,0.0,0.0,,,5
552,TNRC6A,1,train,2.3147852,0.00072598894,0.072333395,3317.451452215753,21.980288228514492,174.4452585064154,2.5841992,0.002744191,0.093208864,0.0,0.0028089887640449437,0.0,,,6
553,SPDYE2B,0,train,5.990482,0.0018922017,0.18719298,3323.0076317086155,21.591019594024267,174.79058451699882,2.501436,0.002459265,0.09022929,0.0,0.008426966292134831,0.0,,,7
554,TFEB,1,train,4.2834353,0.002169076,0.13383977,3315.5282049499965,21.77010004483039,174.3688910145438,2.2939758,0.0031447478,0.08271697,0.0,0.0028089887640449437,0.0,,,4
555,GPR156,0,train,5.1147285,0.0020129983,0.15982258,3314.3324449316665,22.112783580207175,174.26188145746437,2.5497453,0.0026393936,0.09196815,0.0,0.008426966292134831,0.0,,,6
556,SYDE2,0,train,2.9999478,0.001111201,0.093741775,3320.171447547199,21.998120481289995,174.58831093856082,2.7188153,0.0023464079,0.098078735,0.0,0.0056179775280898875,0.0,,,5
557,ZBTB14,0,train,4.5216765,0.0024078684,0.14128186,3323.7785678093405,21.79449248894032,174.80650621050214,2.6227496,0.0021513633,0.09461587,0.0,0.0,0.0,,,6
558,FXYD2,1,train,2.9665506,0.0007797071,0.092701435,3358.324799369791,22.20231340987233,176.6006878468023,2.4767907,0.003345385,0.08931085,0.0,0.014044943820224719,0.0,,,5
559,ZIK1,0,train,2.9467633,0.00091616873,0.09208179,3312.7965922292537,22.07857134738106,174.18416834035418,2.5155063,0.0026333034,0.09073231,0.0,0.0,0.0,,,4
560,VDR,1,train,3.1252344,0.00082463503,0.09766009,3381.6691674536783,22.765878142435263,177.7763462372539,2.7067342,0.003606289,0.097604245,0.0,0.008426966292134831,0.0,,,3
561,GPR26,1,train,3.5190287,0.0008524868,0.109966345,3326.6868311797366,21.877246613474775,174.95150786768576,2.2736874,0.00321218,0.08198172,0.0,0.016853932584269662,0.0,,,5
562,HCFC2,0,train,3.9788918,0.0012621349,0.12433396,3328.630795405728,21.528189513146817,175.09860916933937,2.498747,0.0027170163,0.09012482,0.0,0.016853932584269662,0.0,,,5
563,IGF1R,1,train,3.0027556,0.0013988183,0.09382568,3322.2384181504594,21.744987188181984,174.73041415448645,2.3766913,0.0029568488,0.08571048,0.0,0.0028089887640449437,0.0,,,5
