target_id,target_symbol,target_name,prio_geneticConstraint,prio_hasHighQualityChemicalProbes,prio_hasLigand,prio_hasPocket,prio_hasSafetyEvent,prio_hasSmallMoleculeBinder,prio_isInMembrane,prio_isSecreted,prio_maxClinicalStage,prio_mouseKOScore,prio_mouseOrthologMaxIdentityPercentage,prio_paralogMaxIdentityPercentage,prio_tissueDistribution,prio_tissueSpecificity,prio_geneEssentiality,prio_isCancerDriverGene,prio_hasTEP
ENSG00000048052,HDAC9,histone deacetylase 9,-0.8177606177606178,,1.0,0.0,,1.0,0.0,0.0,1.0,-0.4838095604031475,0.6024299999999997,0.0,-1.0,-1.0,0.0,,
ENSG00000153989,NUS1,NUS1 dehydrodolichyl diphosphate synthase subunit,-0.9667953667953668,,0.0,0.0,,0.0,1.0,0.0,,-0.5716429955725768,0.5221850000000003,,-1.0,-1.0,-1.0,,
ENSG00000175164,ABO,"ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase",0.6191947049089905,,,,255.0,,0.0,1.0,,0.0,0.0,0.0,0.0,0.5,,,
ENSG00000163636,PSMD6,"proteasome 26S subunit, non-ATPase 6",-0.8656370656370657,,1.0,0.0,,0.0,,,1.0,,0.8971699999999998,0.0,-1.0,0.5,-1.0,,
ENSG00000106113,CRHR2,corticotropin releasing hormone receptor 2,0.4162162162162162,,0.0,0.0,,1.0,1.0,1.0,,-0.9039626019474342,0.3308999999999997,-0.2031624999999998,0.5,1.0,0.0,,
ENSG00000163638,ADAMTS9,ADAM metallopeptidase with thrombospondin type 1 motif 9,-0.7206839492553778,,0.0,0.0,,0.0,0.0,1.0,,0.0,0.4470300000000001,0.0,0.0,0.5,0.0,,
ENSG00000169347,GP2,glycoprotein 2,0.2177606177606177,,0.0,0.0,,0.0,1.0,0.0,,-0.7875169745103313,0.0,0.0,0.0,1.0,0.0,,
ENSG00000064655,EYA2,EYA transcriptional coactivator and phosphatase 2,-0.5087699944842802,,1.0,0.0,,1.0,0.0,0.0,,-0.0815482860506552,0.3959099999999999,-0.1310400000000001,0.0,0.5,0.0,,
ENSG00000164938,TP53INP1,tumor protein p53 inducible nuclear protein 1,-0.1159404302261445,,0.0,0.0,,0.0,0.0,0.0,,-0.8439673621637191,0.3541649999999997,0.0,-1.0,0.5,0.0,,
ENSG00000110092,CCND1,cyclin D1,-0.5568670711527854,,1.0,0.0,255.0,1.0,0.0,0.0,1.0,-0.7587213577331899,0.6949150000000003,-0.0423724999999999,-1.0,-1.0,0.0,255.0,
ENSG00000167772,ANGPTL4,angiopoietin like 4,0.671042471042471,,0.0,0.0,,0.0,0.0,1.0,,-0.9251966474059442,0.0,0.0,0.0,0.5,0.0,,
ENSG00000254647,INS,insulin,0.3816878102592389,,0.0,0.0,,0.0,0.0,1.0,,-0.9660070986680186,0.0909100000000002,0.0,0.0,1.0,0.0,,
ENSG00000139146,SINHCAF,SIN3-HDAC complex associated factor,-0.7789299503585217,,0.0,0.0,,0.0,0.0,0.0,,-0.9074946719266724,0.88688,,-1.0,-1.0,0.0,,
ENSG00000135472,FAIM2,Fas apoptotic inhibitory molecule 2,-0.3622724765581908,,0.0,0.0,,0.0,0.0,0.0,,-0.258056870326421,0.60443,0.0,0.0,0.5,0.0,,
ENSG00000069696,DRD4,dopamine receptor D4,0.980584666298952,1.0,1.0,0.0,255.0,1.0,1.0,0.0,1.0,-0.2715713874126704,0.0,0.0,0.0,-1.0,0.0,,
ENSG00000108175,ZMIZ1,zinc finger MIZ-type containing 1,-0.9446221731936018,,0.0,0.0,,0.0,0.0,0.0,,-0.9055760362408212,0.9015949999999996,0.0,-1.0,-1.0,0.0,,
ENSG00000079739,PGM1,phosphoglucomutase 1,0.3745173745173744,,0.0,0.0,,0.0,0.0,0.0,,-0.8194790501332191,0.8665500000000002,-0.1325624999999998,-1.0,0.75,0.0,,
ENSG00000168769,TET2,tet methylcytosine dioxygenase 2,0.9997793712079426,,1.0,0.0,,1.0,0.0,0.0,,-0.8804406422285638,0.0,0.0,0.0,-1.0,0.0,255.0,
ENSG00000110436,SLC1A2,solute carrier family 1 member 2,-0.6095973524544953,1.0,1.0,0.0,,1.0,1.0,0.0,,-0.761689760389544,0.7560949999999999,0.0,0.0,1.0,0.0,,
ENSG00000112787,FBRSL1,fibrosin like 1,-0.1485934914506342,,0.0,0.0,,0.0,1.0,0.0,,-0.7041110303235032,0.0,0.0,-1.0,-1.0,0.0,,
ENSG00000140382,HMG20A,high mobility group 20A,-0.5917264202978489,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.7982700000000001,0.0,-1.0,-1.0,0.0,,
ENSG00000140836,ZFHX3,zinc finger homeobox 3,-0.9627137341423057,,0.0,0.0,,0.0,0.0,0.0,,-0.8181738194964627,0.7380499999999998,0.0,0.0,-1.0,0.0,255.0,
ENSG00000165066,NKX6-3,NK6 homeobox 3,0.4428019856591285,,0.0,0.0,,0.0,0.0,0.0,,-0.0428919281931247,0.6981149999999999,0.0,0.5,0.75,0.0,,
ENSG00000004948,CALCR,calcitonin receptor,0.1312741312741312,,1.0,0.0,,1.0,0.0,0.0,1.0,-0.5333810177972056,0.0,0.0,0.5,0.5,0.0,,
ENSG00000127870,RNF6,ring finger protein 6,-0.565361279646994,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-1.0,-1.0,0.0,,
ENSG00000153094,BCL2L11,BCL2 like 11,0.4271373414230557,0.0,1.0,0.0,255.0,1.0,0.0,0.0,,-0.8714964556103318,0.3434350000000002,0.0,-1.0,-1.0,0.0,,
ENSG00000183508,TENT5C,terminal nucleotidyltransferase 5C,-0.7416436845008274,,0.0,0.0,,0.0,0.0,0.0,,-0.1073709783895626,0.7953949999999999,-0.2966750000000001,0.0,0.5,0.0,255.0,
ENSG00000101096,NFATC2,nuclear factor of activated T cells 2,-0.8327633756205185,,0.0,0.0,255.0,0.0,0.0,0.0,,0.0,0.446255,0.0,0.0,-1.0,0.0,,
ENSG00000146374,RSPO3,R-spondin 3,-0.3654715940430226,,0.0,0.0,,0.0,0.0,1.0,0.1,,0.46691,0.0,0.0,0.5,0.0,,
ENSG00000148655,LRMDA,leucine rich melanocyte differentiation associated,-0.0194153337010479,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.4247799999999998,0.0,-1.0,0.5,0.0,,
ENSG00000124782,RREB1,ras responsive element binding protein 1,-0.8316602316602316,,0.0,0.0,,0.0,0.0,0.0,,-0.9022341394352056,0.0413299999999999,0.0,-1.0,-1.0,0.0,,
ENSG00000011523,CEP68,centrosomal protein 68,-0.5359073359073359,,0.0,0.0,255.0,0.0,0.0,0.0,,-0.3596166767399958,0.0,0.0,-1.0,-1.0,0.0,,
ENSG00000221955,SLC12A8,solute carrier family 12 member 8,0.2401544401544402,,0.0,0.0,255.0,0.0,0.0,0.0,,,0.0055999999999997,0.0,0.0,0.5,0.0,,
ENSG00000140718,FTO,FTO alpha-ketoglutarate dependent dioxygenase,-0.0754550468836182,0.0,1.0,0.0,255.0,1.0,0.0,0.0,0.2,-0.8262947941699844,0.2772300000000001,,-1.0,-1.0,0.0,,
ENSG00000151577,DRD3,dopamine receptor D3,-0.5631549917264203,1.0,1.0,0.0,255.0,1.0,1.0,0.0,1.0,-0.8626893612067676,0.5125,0.0,1.0,1.0,0.0,,
ENSG00000160360,GPSM1,G protein signaling modulator 1,0.0173193601765029,,0.0,0.0,,0.0,0.0,0.0,,-0.7508943034588406,0.4814799999999998,0.0,0.0,0.5,0.0,,
ENSG00000178409,BEND3,BEN domain containing 3,-0.8550468836183122,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.5410649999999997,,0.5,-1.0,0.0,,
ENSG00000166603,MC4R,melanocortin 4 receptor,0.5513513513513513,1.0,1.0,0.0,255.0,1.0,1.0,0.0,1.0,-0.9240067821518574,0.6987949999999998,-0.013555,0.5,0.75,0.0,,
ENSG00000213949,ITGA1,integrin subunit alpha 1,-0.332377275234418,,1.0,0.0,,1.0,0.0,0.0,,-0.2652820344154857,0.3808300000000003,0.0,0.0,-1.0,0.0,,
ENSG00000176697,BDNF,brain derived neurotrophic factor,-0.93557639271925,,0.0,0.0,255.0,1.0,0.0,1.0,,-0.8849201471761644,0.8785400000000003,0.0,0.5,0.5,0.0,,
ENSG00000006468,ETV1,ETS variant transcription factor 1,-0.4920022062879206,,0.0,0.0,,0.0,0.0,0.0,,-0.6121941561145569,0.8951799999999999,-0.0985324999999999,0.0,0.5,0.0,,
ENSG00000173517,PEAK1,pseudopodium enriched atypical kinase 1,-0.6642029784886927,,1.0,0.0,,1.0,0.0,0.0,,-0.8189484219659445,0.2926699999999996,0.0,-1.0,-1.0,0.0,,
ENSG00000124780,KCNK17,potassium two pore domain channel subfamily K member 17,0.7280750137892995,,0.0,0.0,,1.0,1.0,0.0,,,,0.0,0.0,0.5,0.0,,
ENSG00000186635,ARAP1,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1",-0.6059569773855489,,0.0,0.0,,0.0,1.0,0.0,,-0.1606405871069294,0.5241399999999998,0.0,-1.0,-1.0,0.0,,
ENSG00000150347,ARID5B,AT-rich interaction domain 5B,-0.9503585217870932,,0.0,0.0,255.0,0.0,1.0,0.0,,-0.866708459440931,0.402355,0.0,-1.0,0.5,0.0,,
ENSG00000095981,KCNK16,potassium two pore domain channel subfamily K member 16,0.6585769442912299,,0.0,0.0,,0.0,0.0,0.0,,-0.0590170502395667,0.3707500000000003,0.0,0.5,0.75,0.0,,
ENSG00000091844,RGS17,regulator of G protein signaling 17,-0.4255929398786542,,1.0,0.0,,1.0,0.0,0.0,,,0.5952399999999998,-0.0833325,0.5,0.5,0.0,,
ENSG00000158321,AUTS2,activator of transcription and developmental regulator AUTS2,-0.9360176503033646,,0.0,0.0,,0.0,1.0,0.0,,-0.7690601188826984,0.6664000000000001,0.0,-1.0,-1.0,0.0,,
ENSG00000171791,BCL2,BCL2 apoptosis regulator,-0.8292333149476007,1.0,1.0,0.0,255.0,1.0,0.0,0.0,1.0,-0.9497078109013426,0.5188299999999998,0.0,-1.0,-1.0,0.0,,
ENSG00000153815,CMIP,c-Maf inducing protein,-0.9631549917264204,,0.0,0.0,,0.0,0.0,0.0,,,0.9223799999999998,,-1.0,-1.0,0.0,,
ENSG00000123612,ACVR1C,activin A receptor type 1C,-0.5690016547159404,,0.0,0.0,,0.0,0.0,0.0,,-0.4157412905486202,0.6450299999999999,-0.1734275,0.5,1.0,0.0,,
ENSG00000174697,LEP,leptin,0.2985107556536128,,0.0,0.0,255.0,0.0,1.0,1.0,,-0.9855914711586846,0.1616750000000003,,0.0,0.75,0.0,,
ENSG00000107679,PLEKHA1,pleckstrin homology domain containing A1,-0.0231660231660231,,0.0,0.0,,1.0,0.0,0.0,,-0.7488928377087917,0.0,0.0,-1.0,-1.0,0.0,,
ENSG00000169760,NLGN1,neuroligin 1,-0.8936569222283508,,0.0,0.0,,0.0,1.0,0.0,,-0.170737797500802,0.7924100000000003,-0.2615649999999999,0.0,0.5,0.0,,
ENSG00000111276,CDKN1B,cyclin dependent kinase inhibitor 1B,-0.2816326530612245,,0.0,0.0,,0.0,0.0,0.0,,-0.9501325301310688,0.3434350000000002,0.0,-1.0,-1.0,0.0,255.0,
ENSG00000080293,SCTR,secretin receptor,0.5825703254274683,,0.0,0.0,,1.0,1.0,0.0,1.0,-0.3460711531416544,0.0,0.0,0.5,0.75,0.0,,
ENSG00000169856,ONECUT1,one cut homeobox 1,-0.2495311638168781,,0.0,0.0,255.0,0.0,0.0,0.0,,-0.8952902218076381,0.946235,-0.1989249999999998,0.5,0.75,0.0,,
ENSG00000137731,FXYD2,FXYD domain containing ion transport regulator 2,0.4396028681742967,,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
ENSG00000004399,PLXND1,plexin D1,-0.7942636514065086,,0.0,0.0,,0.0,1.0,0.0,,-0.9723981942441328,0.5714300000000001,0.0,-1.0,-1.0,0.0,,
ENSG00000058404,CAMK2B,calcium/calmodulin dependent protein kinase II beta,-0.7397683397683398,,1.0,0.0,,1.0,1.0,0.0,,-0.703251971785668,0.84985,-0.29054,0.0,0.75,0.0,,
ENSG00000090621,PABPC4,poly(A) binding protein cytoplasmic 4,-0.8777716492002207,,0.0,0.0,,0.0,0.0,0.0,,-0.4157412905486202,0.6742400000000004,-0.3712125,-1.0,0.5,0.0,,
ENSG00000112282,MED23,mediator complex subunit 23,-0.3377826806398235,,1.0,0.0,,1.0,0.0,0.0,,-0.8690586392731997,0.8135950000000001,,-1.0,-1.0,0.0,,
ENSG00000073849,ST6GAL1,"ST6 beta-galactoside alpha-2,6-sialyltransferase 1",-0.3924986210700496,,1.0,0.0,,1.0,0.0,0.0,,0.0,0.0,0.0,-1.0,0.75,0.0,,
ENSG00000171862,PTEN,phosphatase and tensin homolog,-0.4570325427468285,,0.0,0.0,255.0,1.0,0.0,0.0,,-0.9671522974652664,,0.0,-1.0,-1.0,0.0,255.0,
ENSG00000130749,ZC3H4,zinc finger CCCH-type containing 4,-0.9674572531715387,,0.0,0.0,,0.0,0.0,0.0,,-0.5750924170927881,0.5778950000000002,0.0,-1.0,-1.0,0.0,,
ENSG00000164161,HHIP,hedgehog interacting protein,-0.8921125206839493,,0.0,1.0,,0.0,0.0,1.0,,-0.68041509732095,0.7142850000000003,0.0,0.0,0.5,0.0,,
ENSG00000150593,PDCD4,programmed cell death 4,0.7782680639823496,,0.0,0.0,,1.0,0.0,0.0,,-0.5529877361101021,0.8400849999999999,,-1.0,0.5,0.0,,
ENSG00000152601,MBNL1,muscleblind like splicing regulator 1,-0.8739106453392168,,0.0,0.0,,1.0,0.0,0.0,,0.0,0.8167549999999999,-0.15576,-1.0,-1.0,0.0,,
ENSG00000104447,TRPS1,transcriptional repressor GATA binding 1,-0.9910645339216768,,0.0,0.0,,0.0,0.0,0.0,,-0.8291637904203621,0.6213299999999997,0.0,-1.0,1.0,0.0,,
ENSG00000101680,LAMA1,laminin subunit alpha 1,-0.4732487589630446,,0.0,0.0,,0.0,0.0,1.0,1.0,-0.8743104501340784,0.0,0.0,0.5,0.5,0.0,,
ENSG00000184144,CNTN2,contactin 2,-0.6416988416988417,,0.0,0.0,,0.0,1.0,0.0,,-0.2257428957797491,0.5240400000000001,0.0,0.5,1.0,0.0,,
ENSG00000221818,EBF2,EBF transcription factor 2,-0.8022062879205736,,0.0,0.0,,0.0,0.0,0.0,,-0.9399716887724358,0.9739150000000002,-0.5521750000000001,0.0,0.5,0.0,,
ENSG00000198901,PRC1,protein regulator of cytokinesis 1,-0.429453943739658,,0.0,0.0,,0.0,1.0,0.0,,0.0,0.1935499999999997,,-1.0,0.5,-1.0,,
ENSG00000151465,CDC123,cell division cycle 123,0.0793160507446222,,0.0,0.0,,0.0,0.0,0.0,,-0.7082783560258282,0.6130949999999998,,-1.0,-1.0,-1.0,,
ENSG00000168056,LTBP3,latent transforming growth factor beta binding protein 3,-0.2482073910645339,,0.0,0.0,,0.0,0.0,1.0,,-0.7106536922079421,0.5433599999999998,0.0,-1.0,0.5,0.0,,
ENSG00000163083,INHBB,inhibin subunit beta B,-0.6223938223938223,,0.0,0.0,,0.0,0.0,1.0,,-0.8964952985227426,0.8648650000000003,0.0,0.0,0.5,0.0,,
ENSG00000077063,CTTNBP2,cortactin binding protein 2,-0.3274131274131274,,0.0,0.0,,0.0,0.0,0.0,,-0.3161002203670579,0.2543599999999998,0.0,0.0,-1.0,0.0,,
ENSG00000119772,DNMT3A,DNA methyltransferase 3 alpha,1.0,,1.0,0.0,,1.0,0.0,0.0,1.0,-0.8506486852949796,0.7971499999999999,0.0,-1.0,-1.0,0.0,255.0,
ENSG00000102908,NFAT5,nuclear factor of activated T cells 5,-0.9338113623827908,,0.0,0.0,,0.0,0.0,0.0,,-0.9371862448835456,0.6287950000000002,0.0,0.0,-1.0,0.0,,
ENSG00000131724,IL13RA1,interleukin 13 receptor subunit alpha 1,,,0.0,0.0,,0.0,0.0,0.0,0.7,-0.2420547351028107,0.0,0.0,-1.0,-1.0,0.0,,
ENSG00000135540,NHSL1,NHS like 1,-0.5205736348593492,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,,
ENSG00000203760,CENPW,centromere protein W,-0.6313292884721455,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,-1.0,0.5,-1.0,,
ENSG00000109670,FBXW7,F-box and WD repeat domain containing 7,-0.967015995587424,,0.0,0.0,,0.0,0.0,0.0,,-0.9413885914346168,0.0,0.0,-1.0,0.5,0.0,255.0,
ENSG00000166228,PCBD1,pterin-4 alpha-carbinolamine dehydratase 1,0.7851075565361281,,0.0,0.0,,0.0,0.0,0.0,,-0.2218559287531107,0.951925,-0.0144225,-1.0,0.5,0.0,,
ENSG00000152359,POC5,POC5 centriolar protein,0.0456701599558742,,0.0,0.0,,0.0,0.0,0.0,,-0.548911869075967,0.0,,-1.0,-1.0,0.0,,
ENSG00000074755,ZZEF1,zinc finger ZZ-type and EF-hand domain containing 1,-0.6693877551020408,,0.0,0.0,,0.0,0.0,0.0,,-0.2989142177752879,0.5457599999999999,,-1.0,-1.0,0.0,,
ENSG00000087448,KLHL42,kelch like family member 42,0.5339216767788197,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.5445549999999997,0.0,-1.0,-1.0,0.0,,
ENSG00000134247,PTGFRN,prostaglandin F2 receptor inhibitor,-0.6286817429674573,,0.0,0.0,,0.0,0.0,0.0,,-0.0590170502395667,0.4994300000000002,0.0,0.0,-1.0,0.0,,
ENSG00000091704,CPA1,carboxypeptidase A1,0.3006067291781578,,1.0,0.0,,1.0,0.0,1.0,,-0.2343353229693243,0.0930799999999997,-0.05728,0.0,1.0,0.0,,
ENSG00000151726,ACSL1,acyl-CoA synthetase long chain family member 1,-0.6262548262548262,,1.0,0.0,,1.0,0.0,0.0,,,0.24069,-0.1654724999999999,-1.0,0.5,0.0,,
ENSG00000178177,LCORL,ligand dependent nuclear receptor corepressor like,-0.8522890237175952,,0.0,0.0,,0.0,0.0,0.0,,-0.7358882190335125,0.0,0.0,-1.0,-1.0,0.0,,
ENSG00000196353,CPNE4,copine 4,-0.6444567015995588,,0.0,0.0,,0.0,0.0,0.0,,,0.97307,-0.2235199999999998,0.5,0.75,0.0,,
ENSG00000137309,HMGA1,high mobility group AT-hook 1,-0.7570876999448428,,0.0,0.0,,0.0,0.0,0.0,,-0.8656248185702614,0.8598149999999997,,-1.0,0.5,-1.0,,
ENSG00000124783,SSR1,signal sequence receptor subunit 1,-0.4981798124655268,,0.0,0.0,,0.0,0.0,0.0,,-0.9425742398148326,0.7727249999999998,,-1.0,-1.0,0.0,,
ENSG00000124172,ATP5F1E,ATP synthase F1 subunit epsilon,0.7710976282404853,,0.0,0.0,,0.0,0.0,0.0,,-0.6192062276137841,0.5098050000000001,,-1.0,-1.0,-1.0,,
ENSG00000120008,WDR11,WD repeat domain 11,-0.5473800330943188,,0.0,0.0,,0.0,1.0,0.0,,-0.9546428739919954,0.7099649999999997,,-1.0,-1.0,0.0,,
ENSG00000084734,GCKR,glucokinase regulator,0.2971869829012685,,,,255.0,,0.0,0.0,,-0.6669541841444173,0.3920000000000002,,0.5,1.0,0.0,,
ENSG00000154478,GPR26,G protein-coupled receptor 26,0.5108659680088252,,0.0,0.0,,0.0,1.0,0.0,,-0.315912125501494,0.7626100000000001,0.0,1.0,1.0,0.0,,
ENSG00000215262,KCNU1,potassium calcium-activated channel subfamily U member 1,0.1231108659680089,,0.0,0.0,,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,
ENSG00000124194,GDAP1L1,ganglioside induced differentiation associated protein 1 like 1,-0.1492553778268064,,0.0,0.0,,0.0,0.0,0.0,,,0.89101,0.0,0.5,0.75,0.0,,
ENSG00000152684,PELO,pelota mRNA surveillance and ribosome rescue factor,0.0696083838940981,,0.0,0.0,,0.0,0.0,0.0,,-0.3074028175658705,0.844155,,-1.0,-1.0,-1.0,,
ENSG00000135114,OASL,2'-5'-oligoadenylate synthetase like,0.1481522338665195,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.5,0.0,,
ENSG00000106328,FSCN3,fascin actin-bundling protein 3,0.2633204633204633,,0.0,0.0,,0.0,0.0,0.0,,,0.2269100000000001,0.0,1.0,1.0,0.0,,
ENSG00000149596,JPH2,junctophilin 2,0.1517926089354659,,0.0,0.0,,0.0,1.0,0.0,,-0.6819896939081773,0.3678150000000002,0.0,0.0,0.5,0.0,,
ENSG00000106070,GRB10,growth factor receptor bound protein 10,-0.8330943188086045,,0.0,1.0,,0.0,0.0,0.0,,-0.8404998246378261,0.0,0.0,-1.0,-1.0,0.0,,
ENSG00000115970,THADA,THADA armadillo repeat containing,0.3588527302813016,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,-1.0,-1.0,0.0,,
ENSG00000173542,MOB1B,MOB kinase activator 1B,0.443684500827358,,0.0,0.0,,0.0,0.0,0.0,,,0.9305549999999996,-0.8958324999999998,-1.0,-1.0,0.0,,
ENSG00000182771,GRID1,glutamate ionotropic receptor delta type subunit 1,-0.795146166574738,,0.0,0.0,,0.0,0.0,0.0,,-0.0688290064260968,0.9207149999999998,0.0,0.5,0.5,0.0,,
ENSG00000104369,JPH1,junctophilin 1,-0.8325427468284611,,0.0,0.0,,0.0,0.0,0.0,,-0.4415311319220746,0.6671700000000002,0.0,0.0,0.75,0.0,,
ENSG00000196628,TCF4,transcription factor 4,-0.9955874241588528,,1.0,0.0,,1.0,0.0,1.0,,-0.86345717447604,0.8956800000000001,-0.0573774999999999,-1.0,-1.0,0.0,,
ENSG00000172572,PDE3A,phosphodiesterase 3A,-0.3458356315499172,,1.0,0.0,255.0,1.0,1.0,0.0,1.0,0.0,0.1893099999999997,0.0,0.0,0.5,0.0,,
ENSG00000145247,OCIAD2,OCIA domain containing 2,0.9915057915057914,,0.0,0.0,,0.0,0.0,0.0,,-0.0537322466794323,0.2207799999999999,0.0,-1.0,0.5,0.0,,
ENSG00000154359,LONRF1,LON peptidase N-terminal domain and ring finger 1,-0.4963044677330391,,0.0,0.0,,0.0,1.0,0.0,,,0.3725749999999997,0.0,-1.0,-1.0,0.0,,
ENSG00000167984,NLRC3,NLR family CARD domain containing 3,0.593381136238279,,0.0,0.0,,0.0,0.0,0.0,,-0.1934970856490356,0.0,0.0,0.0,0.5,,,
ENSG00000146830,GIGYF1,GRB10 interacting GYF protein 1,-0.3887479316050745,,0.0,0.0,,0.0,0.0,0.0,,-0.6062487521094059,0.5797100000000001,0.0,-1.0,-1.0,0.0,,
ENSG00000105397,TYK2,tyrosine kinase 2,-0.5373414230557088,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,-0.9015325860226684,0.0,0.0,0.0,-1.0,0.0,,
ENSG00000158186,MRAS,muscle RAS oncogene homolog,-0.7464975179260893,,0.0,0.0,,0.0,0.0,0.0,,-0.2239962741949652,0.8317300000000003,0.0,-1.0,0.5,0.0,,
ENSG00000169313,P2RY12,purinergic receptor P2Y12,0.3330391616105901,0.0,1.0,0.0,255.0,1.0,1.0,0.0,1.0,-0.1766567774881522,0.3567250000000001,0.0,0.0,1.0,0.0,,
ENSG00000276043,UHRF1,ubiquitin like with PHD and ring finger domains 1,-0.971869829012686,,1.0,1.0,,1.0,0.0,0.0,,-0.7601817375631422,0.0,0.0,0.0,0.75,,,
ENSG00000009335,UBE3C,ubiquitin protein ligase E3C,-0.765030336458908,,0.0,0.0,,0.0,0.0,0.0,,-0.8720074976413567,0.6675899999999999,0.0,-1.0,-1.0,0.0,,
ENSG00000118520,ARG1,arginase 1,-0.2332046332046332,,1.0,0.0,,1.0,0.0,0.0,,-0.8966281388194769,0.3478250000000003,0.0,0.5,1.0,0.0,,
ENSG00000036828,CASR,calcium sensing receptor,-0.7202426916712631,,1.0,0.0,,1.0,1.0,0.0,1.0,-0.8610095421007121,0.6892400000000002,0.0,0.5,1.0,0.0,,
ENSG00000205359,SLCO6A1,solute carrier organic anion transporter family member 6A1,0.2801985659128516,,0.0,0.0,,0.0,1.0,0.0,,-0.1012954787206396,0.0,0.0,1.0,1.0,0.0,,
ENSG00000172260,NEGR1,neuronal growth regulator 1,-0.7626034197462769,,0.0,0.0,,0.0,0.0,0.0,,-0.7723181045531998,0.7033900000000003,0.0,0.0,0.5,0.0,,
ENSG00000155657,TTN,titin,-0.7104247104247104,,0.0,0.0,,0.0,0.0,0.0,,-0.9795163035902668,0.4676450000000002,,0.0,0.5,0.0,,
ENSG00000010818,HIVEP2,HIVEP zinc finger 2,-0.9907335907335908,,0.0,0.0,,0.0,0.0,0.0,,-0.3449868044933177,0.358135,0.0,-1.0,-1.0,0.0,,
ENSG00000081138,CDH7,cadherin 7,-0.629784886927744,,0.0,0.0,,0.0,1.0,0.0,,0.0,0.8980899999999998,-0.0350324999999999,0.5,0.75,0.0,,
ENSG00000182168,UNC5C,unc-5 netrin receptor C,-0.5100937672366244,,0.0,0.0,,0.0,1.0,0.0,,-0.8261556485690021,0.8549950000000003,-0.0870025,0.0,0.5,0.0,,
ENSG00000077044,DGKD,diacylglycerol kinase delta,-0.6341974627688913,,0.0,0.0,,0.0,0.0,0.0,,-0.6055064615813599,0.7075800000000001,-0.1144974999999998,0.0,0.5,0.0,,
ENSG00000171634,BPTF,bromodomain PHD finger transcription factor,-0.9965802537231108,1.0,1.0,1.0,,1.0,0.0,0.0,,-0.8258148374274615,0.142125,0.0,-1.0,-1.0,-1.0,,
ENSG00000153820,SPHKAP,"SPHK1 interactor, AKAP domain containing",-0.5862107004964148,,0.0,0.0,,0.0,0.0,0.0,,-0.2074078630200998,0.0,0.0,0.5,0.75,0.0,,
ENSG00000029534,ANK1,ankyrin 1,-0.8875896304467733,,0.0,1.0,,0.0,0.0,0.0,,-0.9696138000619652,0.531915,0.0,0.0,0.75,0.0,,
ENSG00000172995,ARPP21,cAMP regulated phosphoprotein 21,-0.4209597352454495,,0.0,0.0,,0.0,0.0,0.0,,,0.1499400000000001,0.0,0.0,1.0,0.0,,
ENSG00000174306,ZHX3,zinc fingers and homeoboxes 3,-0.7618312189740761,,0.0,0.0,,0.0,0.0,0.0,,-0.7477295117070282,0.2677849999999999,0.0,-1.0,-1.0,0.0,,
ENSG00000140464,PML,PML nuclear body scaffold,-0.5515719801434087,,0.0,0.0,,0.0,0.0,0.0,,-0.2398850663170737,0.0,0.0,-1.0,-1.0,0.0,,
ENSG00000169860,P2RY1,purinergic receptor P2Y1,-0.0628792057363486,1.0,1.0,0.0,255.0,1.0,1.0,0.0,1.0,-0.1555175632476158,0.7453099999999999,0.0,0.0,0.5,0.0,,
ENSG00000151883,PARP8,poly(ADP-ribose) polymerase family member 8,-0.5597352454495312,,1.0,0.0,,1.0,0.0,0.0,,-0.4580197190296931,0.8067900000000001,0.0,-1.0,0.5,0.0,,
ENSG00000106460,TMEM106B,transmembrane protein 106B,-0.2653061224489795,,0.0,0.0,,0.0,0.0,0.0,,-0.3002332597422416,0.7992699999999999,,-1.0,-1.0,0.0,,
ENSG00000159692,CTBP1,C-terminal binding protein 1,-0.6506343077771649,,0.0,0.0,,0.0,0.0,0.0,,-0.4685893261499613,0.93007,-0.5104900000000001,-1.0,-1.0,0.0,,
ENSG00000136997,MYC,"MYC proto-oncogene, bHLH transcription factor",-0.9873138444567016,,1.0,0.0,255.0,1.0,0.0,0.0,,-0.9486217970840513,0.5044049999999999,0.0,0.0,0.5,-1.0,,
ENSG00000120341,SEC16B,"SEC16 homolog B, endoplasmic reticulum export factor",0.2792057363485936,,0.0,0.0,,0.0,1.0,0.0,,-0.1766567774881522,0.0,0.0,0.0,0.5,0.0,,
