sample_index,label,distance_to_positive_centroid,gene_symbol,hardness_rank,negative_type
375,0,35.194912,TMF1,650,Easy
809,0,35.20405,PPP2R2C,651,Easy
868,0,35.228325,RNF112,652,Easy
1275,0,35.249474,TBCE,653,Easy
1695,0,35.28243,RAB3GAP2,654,Easy
1614,0,35.283604,GAA,655,Easy
1412,0,35.315388,NOL4,656,Easy
853,0,35.318222,SPATA31A5,657,Easy
957,0,35.338806,CIMAP2,658,Easy
1803,0,35.33905,AKAP3,659,Easy
154,0,35.401524,CDC42BPB,660,Easy
1005,0,35.40716,ZYG11B,661,Easy
1773,0,35.421776,LCE3E,662,Easy
152,0,35.430626,AMY2A,663,Easy
218,0,35.45936,RMC1,664,Easy
683,0,35.516483,FNDC3B,665,Easy
848,0,35.538673,SPATA31A7,666,Easy
185,0,35.589058,ASAH1,667,Easy
1446,0,35.67769,CT45A1,668,Easy
13,0,35.69737,BNC1,669,Easy
249,0,35.71318,ROPN1,670,Easy
1563,0,35.719868,CERKL,671,Easy
268,0,35.734856,NDUFV1,672,Easy
884,0,35.74774,ETV5,673,Easy
1495,0,35.753933,GALNT3,674,Easy
1135,0,35.820564,CCNF,675,Easy
964,0,35.896374,WDR43,676,Easy
1489,0,35.961426,RBM6,677,Easy
1066,0,36.015305,SOX18,678,Easy
1114,0,36.025288,RPS19,679,Easy
820,0,36.039703,NOTCH2,680,Easy
843,0,36.062084,NEGR1,681,Easy
1720,0,36.06549,MRPS18C,682,Easy
581,0,36.092243,NYNRIN,683,Easy
1799,0,36.114853,MATCAP2,684,Easy
929,0,36.187096,HP,685,Easy
1385,0,36.253376,ERVV-1,686,Easy
234,0,36.27329,PDE8B,687,Easy
446,0,36.367085,COPB1,688,Easy
1380,0,36.374153,REXO2,689,Easy
116,0,36.40439,ATF7IP2,690,Easy
426,0,36.41082,TECPR1,691,Easy
1725,0,36.469776,MED23,692,Easy
767,0,36.480373,CLCA1,693,Easy
806,0,36.52245,MOCOS,694,Easy
734,0,36.5999,ZNF224,695,Easy
78,0,36.633163,FXR1,696,Easy
199,0,36.6672,ID4,697,Easy
158,0,36.681835,STPG2,698,Easy
40,0,36.699326,THUMPD2,699,Easy
999,0,36.7293,ZC3H6,700,Easy
434,0,36.77629,DGKD,701,Easy
1099,0,36.80129,C10orf67,702,Easy
576,0,36.860676,KRT15,703,Easy
1778,0,36.895367,DHX8,704,Easy
1140,0,36.923676,NR3C2,705,Easy
300,0,36.932186,PLEKHA1,706,Easy
103,0,36.934994,CTLA4,707,Easy
664,0,36.936188,BDNF,708,Easy
1261,0,36.94811,STARD7,709,Easy
385,0,36.984787,ANKRD16,710,Easy
1282,0,36.99928,SLIT2,711,Easy
697,0,37.06374,CLEC2D,712,Easy
998,0,37.119312,TMEM52B,713,Easy
1156,0,37.205524,PRDM5,714,Easy
1456,0,37.245544,DCAF4L1,715,Easy
346,0,37.381912,KRTAP7-1,716,Easy
945,0,37.388058,ETF1,717,Easy
1013,0,37.412186,SERGEF,718,Easy
1727,0,37.50827,PTPN22,719,Easy
296,0,37.550556,GBA2,720,Easy
1439,0,37.562454,TSSK2,721,Easy
451,0,37.63744,CLEC14A,722,Easy
748,0,37.795742,CWH43,723,Easy
1554,0,37.81391,SPMIP10,724,Easy
264,0,37.837383,PIKFYVE,725,Easy
1805,0,37.88721,TPR,726,Easy
89,0,37.93998,HHIP,727,Easy
590,0,37.96339,GDAP2,728,Easy
1750,0,37.97536,SLC35F1,729,Easy
1350,0,38.063797,SHROOM1,730,Easy
168,0,38.108433,ZFHX3,731,Easy
1152,0,38.109806,CYP19A1,732,Easy
1253,0,38.16786,ETAA1,733,Easy
1691,0,38.178154,MITF,734,Easy
118,0,38.19496,UPK3BL1,735,Easy
1277,0,38.22877,PEPD,736,Easy
789,0,38.238297,ZDHHC21,737,Easy
1302,0,38.254356,ADCY5,738,Easy
160,0,38.2899,WDR44,739,Easy
1491,0,38.31031,ZNHIT6,740,Easy
258,0,38.324562,ABTB3,741,Easy
1119,0,38.370663,FHIP2A,742,Easy
1364,0,38.394596,CFAP44,743,Easy
101,0,38.4241,PRR20C,744,Easy
1743,0,38.50042,NDNF,745,Easy
416,0,38.525585,HIVEP1,746,Easy
923,0,38.543564,NEUROG3,747,Easy
505,0,38.552853,MEIS2,748,Easy
542,0,38.55797,CPNE4,749,Easy
1295,0,38.561073,CPSF3,750,Easy
516,0,38.63068,GPATCH2,751,Easy
272,0,38.73885,CELSR2,752,Easy
266,0,38.7454,RNPEPL1,753,Easy
1722,0,38.827618,TNRC6C,754,Easy
943,0,38.83532,ZNF184,755,Easy
1189,0,38.87594,TRIM11,756,Easy
739,0,38.88462,PRDM14,757,Easy
741,0,38.94162,EMC7,758,Easy
162,0,38.982025,NUDT15,759,Easy
1414,0,38.993553,ZNF654,760,Easy
746,0,39.094505,SPPL3,761,Easy
500,0,39.10775,TUBGCP3,762,Easy
1265,0,39.203262,DIPK2B,763,Easy
1548,0,39.214317,GOLT1B,764,Easy
1051,0,39.23591,TNIP1,765,Easy
1466,0,39.245514,ABO,766,Easy
1531,0,39.278233,TMEM88,767,Easy
525,0,39.3395,DRD3,768,Easy
519,0,39.458202,NDUFAF5,769,Easy
723,0,39.48424,ZPBP2,770,Easy
692,0,39.630177,NDUFA5,771,Easy
298,0,39.739212,RAMP2,772,Easy
267,0,39.774994,PHKA1,773,Easy
1511,0,39.82737,MEX3D,774,Easy
247,0,39.853577,SCART1,775,Easy
92,0,39.857216,MED9,776,Easy
1097,0,39.89365,ZNF57,777,Easy
70,0,40.068253,CATSPERE,778,Easy
1522,0,40.15163,TNFRSF19,779,Easy
905,0,40.228695,TMC3,780,Easy
589,0,40.284035,PLK5,781,Easy
1728,0,40.32348,HES2,782,Easy
1332,0,40.33398,MLH3,783,Easy
823,0,40.45033,TMEM87B,784,Easy
143,0,40.572716,SLC22A17,785,Easy
465,0,40.577507,PTPRG,786,Easy
1632,0,40.578766,IFNLR1,787,Easy
829,0,40.58068,MTNR1B,788,Easy
699,0,40.640522,FAM163A,789,Easy
1503,0,40.649246,C7orf25,790,Easy
850,0,40.74466,LEPR,791,Easy
979,0,40.74489,CLUAP1,792,Easy
1361,0,40.781548,TCOF1,793,Easy
798,0,40.835457,FBXO15,794,Easy
1259,0,40.851715,LRRC10B,795,Easy
1798,0,40.86724,USP17L3,796,Easy
483,0,40.916126,GAGE1,797,Easy
1571,0,40.99024,TOR1AIP2,798,Easy
1445,0,41.06036,LPP,799,Easy
1310,0,41.062336,RAD21L1,800,Easy
26,0,41.06531,GALNT10,801,Easy
1229,0,41.0724,BEND6,802,Easy
339,0,41.18281,CACNG4,803,Easy
1757,0,41.24394,DPYSL5,804,Easy
1742,0,41.28221,AAR2,805,Easy
1273,0,41.313744,ZBBX,806,Easy
1101,0,41.409405,SLC26A8,807,Easy
1787,0,41.441364,GSC2,808,Easy
1284,0,41.456207,NDUFAF4,809,Easy
1598,0,41.466827,HLCS,810,Easy
51,0,41.478336,SLC26A9,811,Easy
1669,0,41.515007,PLA2G6,812,Easy
1325,0,41.55512,BMP8A,813,Easy
1370,0,41.64674,CLEC18B,814,Easy
548,0,41.682003,DACH1,815,Easy
1133,0,41.712654,HK1,816,Easy
201,0,41.7178,XXYLT1,817,Easy
341,0,41.808144,PABPC4,818,Easy
1132,0,41.882927,NARS2,819,Easy
1433,0,41.937916,SCYGR5,820,Easy
1609,0,41.94544,RNF138,821,Easy
815,0,42.002384,USP6NL,822,Easy
862,0,42.017124,MAML2,823,Easy
916,0,42.136784,SAMM50,824,Easy
1286,0,42.143986,INHBB,825,Easy
1288,0,42.253296,SUGP2,826,Easy
99,0,42.31278,ABCB10,827,Easy
384,0,42.322754,TOR1AIP1,828,Easy
1697,0,42.331738,CEP104,829,Easy
471,0,42.409447,MYO19,830,Easy
200,0,42.549496,COQ6,831,Easy
1354,0,42.621735,SUN5,832,Easy
229,0,42.632465,FEM1C,833,Easy
895,0,42.689087,UNC80,834,Easy
854,0,42.707947,MED27,835,Easy
788,0,42.728874,CFAP184,836,Easy
824,0,42.84308,SOS2,837,Easy
1580,0,42.9826,KLHL42,838,Easy
332,0,43.047123,NUS1,839,Easy
1340,0,43.077496,ANKFN1,840,Easy
918,0,43.150246,ATP1B2,841,Easy
1633,0,43.54385,AP3S2,842,Easy
712,0,43.732616,VIPAS39,843,Easy
1576,0,43.74471,TMEM208,844,Easy
965,0,43.791576,B3GLCT,845,Easy
280,0,43.944786,UBAP2,846,Easy
1037,0,43.956764,SOCS2,847,Easy
1766,0,43.990562,RNPS1,848,Easy
986,0,44.001785,ADCY1,849,Easy
1084,0,44.22298,TMEM200C,850,Easy
1482,0,44.30591,PCSK1,851,Easy
936,0,44.33488,CNOT7,852,Easy
1198,0,44.469788,GPHN,853,Easy
1774,0,44.57428,USP29,854,Easy
676,0,44.69907,ZDHHC1,855,Easy
612,0,44.78244,SMARCAD1,856,Easy
1069,0,44.8015,OR11L1,857,Easy
600,0,44.86402,CNR1,858,Easy
1234,0,44.930733,GFM2,859,Easy
379,0,45.060234,STAG3,860,Easy
1224,0,45.06629,C9orf40,861,Easy
969,0,45.161465,SLC35A4,862,Easy
262,0,45.18331,GSTT4,863,Easy
1178,0,45.301487,CA12,864,Easy
1529,0,45.56829,SLC39A10,865,Easy
261,0,45.62805,ECE2,866,Easy
323,0,45.655083,ATP8B2,867,Easy
340,0,45.72445,NUTM2G,868,Easy
1549,0,45.82131,PAAF1,869,Easy
1639,0,45.823917,GPR12,870,Easy
1506,0,46.152958,MCF2,871,Easy
359,0,46.439175,MC4R,872,Easy
851,0,46.510494,NDUFA8,873,Easy
192,0,46.720787,TEX101,874,Easy
656,0,47.01724,PPP2R5D,875,Easy
1184,0,47.161938,BRAF,876,Easy
1556,0,47.37803,C10orf71,877,Easy
202,0,47.55882,SCAF4,878,Easy
1613,0,48.538353,AFF3,879,Easy
1186,0,48.932114,RHOG,880,Easy
169,0,49.591248,CCDC197,881,Easy
1215,0,50.004993,FMNL1,882,Easy
93,0,50.15983,TRAK2,883,Easy
1342,0,50.246517,ZNF536,884,Easy
1732,0,50.34433,DYNC2H1,885,Easy
180,0,51.078888,KIF3C,886,Easy
195,0,51.818226,TRIOBP,887,Easy
661,0,51.999756,UMOD,888,Easy
136,0,52.07007,ADH1B,889,Easy
1519,0,53.558773,GPR176,890,Easy
496,0,55.151123,MAGEA4,891,Easy
181,0,55.86918,SRP68,892,Easy
1763,0,56.60722,CLRN1,893,Easy
1254,0,57.135864,SHISAL1,894,Easy
1416,0,58.42688,C2orf68,895,Easy
755,0,58.80155,RNF17,896,Easy
1030,0,60.210796,FAM53A,897,Easy
1323,0,62.32552,APPBP2,898,Easy
1426,0,65.55221,ARL9,899,Easy
68,0,65.67195,SP9,900,Easy
67,0,66.565315,DPP4,901,Easy
531,0,69.97732,PSMD13,902,Easy
1475,0,76.47672,TSKU,903,Easy
