sample_index,label,distance_to_positive_centroid,gene_symbol
927,1,34.83114,TUBB4A
928,1,29.774399,ARHGAP9
929,0,36.187096,HP
930,1,28.586727,SKI
931,0,23.653698,PTGS1
932,1,45.715343,MYO1D
933,0,33.42473,OR52E8
934,0,30.453287,AGTR1
935,1,46.137337,SNTB1
936,0,44.33488,CNOT7
937,1,30.86444,DRAXIN
938,0,28.223309,KCNQ1
939,1,30.315355,KIF16B
940,1,24.898483,SCN5A
941,0,29.272455,NCOR2
942,1,49.736023,MED12L
943,0,38.83532,ZNF184
944,0,30.399387,ZNF407
945,0,37.388058,ETF1
946,0,28.64092,TPP1
947,0,31.336365,NDUFA11
948,1,39.533836,MTUS2
949,0,22.523952,CCDC127
950,0,20.803108,HNF4A
951,1,34.41025,ZNF532
952,1,27.109772,ERN1
953,0,31.39648,ZNF257
954,0,27.326689,GALC
955,1,27.551987,SMCO2
956,1,21.112667,GAD1
957,0,35.338806,CIMAP2
958,1,40.339527,SLC9B1
959,1,32.884468,KLHL38
960,1,28.705662,RLF
961,0,32.605732,SMIM26
962,0,30.935001,KRT2
963,1,38.088737,WNT9B
964,0,35.896374,WDR43
965,0,43.791576,B3GLCT
966,1,28.293997,ZBTB39
967,0,26.087555,COXFA4L2
968,1,21.974867,CDH7
969,0,45.161465,SLC35A4
970,0,31.839594,CEP120
971,1,32.307137,PTCHD4
972,1,33.382736,ANAPC2
973,1,28.883709,PCNX1
974,1,34.375492,PLCZ1
975,0,19.39091,CDHR1
976,0,21.601803,GRB14
977,1,27.788876,MTARC2
978,0,26.682135,GNL2
979,0,40.74489,CLUAP1
980,0,33.297802,CHMP4B
981,1,30.041899,SEC14L3
982,1,21.394453,NSD3
983,1,51.269356,MON1B
984,0,24.287283,LAMC1
985,0,30.153547,MTSS2
986,0,44.001785,ADCY1
987,1,29.043804,SLCO4C1
988,0,24.722548,PTK6
989,1,35.565483,NEU2
990,1,28.8417,ANKDD1B
991,0,30.81863,ZNF821
992,1,33.23685,GRID1
993,1,29.741194,CSTF3
994,0,34.75286,GXYLT1
995,1,33.686764,TP53INP1
996,1,25.2656,ZBED4
997,0,26.103008,GRB10
998,0,37.119312,TMEM52B
999,0,36.7293,ZC3H6
1000,0,24.418423,BMF
1001,0,31.262115,VPS33B
1002,1,27.91543,SCN2A
1003,0,28.757416,HDAC4
1004,1,37.07392,KIF2A
1005,0,35.40716,ZYG11B
1006,1,27.314482,PPARG
1007,1,29.190134,QSOX1
1008,1,34.154427,ZNF827
1009,1,25.185728,CLCA4
1010,1,24.06597,ACVR2A
1011,1,32.45559,SARDH
1012,1,34.39296,PRKN
1013,0,37.412186,SERGEF
1014,0,23.459854,LRRIQ1
1015,1,39.760395,NOP14
1016,1,24.126917,BEND3
1017,1,21.921995,ARHGAP15
1018,1,29.276714,CEP192
1019,1,25.982721,JAG1
1020,0,30.87047,CLK4
1021,1,35.390247,TNFAIP3
1022,0,27.124878,EPB41L4A
1023,0,31.025486,TBL2
1024,1,34.32349,IRS1
1025,1,21.965584,ZC3H12B
1026,1,40.44389,C1orf174
1027,0,25.973536,CTRB2
1028,0,29.08186,RSPO3
1029,1,38.167526,ERBB4
1030,0,60.210796,FAM53A
1031,0,32.9537,ILVBL
1032,1,37.093548,SINHCAF
1033,1,32.487488,REV3L
1034,0,28.476526,BCL2L11
1035,0,27.313534,RPTN
1036,1,33.49043,PXMP4
1037,0,43.956764,SOCS2
1038,0,29.262817,DYRK2
1039,1,27.932129,ALDH16A1
1040,1,36.98293,BBX
1041,1,21.040844,PTPRM
1042,1,38.218624,DYNC2I1
1043,0,33.237877,HTR1E
1044,0,26.509716,RNLS
1045,0,33.51723,RPTOR
1046,1,21.826334,DZIP3
1047,0,29.526241,MAGEB6
1048,1,23.085949,PACRG
1049,1,27.371523,GHDC
1050,0,24.725672,FAM184A
1051,0,39.23591,TNIP1
1052,1,32.826817,PTEN
1053,0,27.826315,RAB11FIP4
1054,0,31.202108,IGF2BP3
1055,1,26.3884,RRP8
1056,0,25.701721,BIVM
1057,0,30.80918,RNASE8
1058,1,40.58783,TRIM66
1059,1,28.722057,CFAP96
1060,1,36.837334,BRD3
1061,1,27.795511,CTRB1
1062,1,20.036137,ZNF264
1063,1,32.12268,SLC45A4
1064,1,28.411018,PELO
1065,0,30.386797,EXO5
1066,0,36.015305,SOX18
1067,1,32.752705,GGNBP2
1068,1,27.499815,MDH1B
1069,0,44.8015,OR11L1
1070,1,23.497375,MRAS
1071,1,25.950153,FN3K
1072,0,34.446106,ACVR1C
1073,1,36.211685,VWA5B1
1074,1,26.934175,NFATC1
1075,0,28.229794,PAX2
1076,1,22.30209,SCTR
1077,1,25.988375,GRM7
1078,1,33.934082,APBB1
1079,0,31.545258,ZNF800
1080,0,28.410994,NR1H4
1081,0,33.28163,SLC28A2
1082,1,28.73672,GCK
1083,0,32.439842,NFIB
1084,0,44.22298,TMEM200C
1085,0,29.18562,RIT2
1086,1,23.199486,SNAPC2
1087,1,22.442589,NLGN1
1088,0,24.228653,RASSF9
1089,1,20.667383,ZNF276
1090,1,29.195518,MNT
1091,0,32.268703,GPD2
1092,1,33.384285,ZNF599
1093,1,25.584183,ZNF404
1094,1,44.33139,CAGE1
1095,1,30.714048,SGK2
1096,1,24.754358,NOC3L
1097,0,39.89365,ZNF57
1098,1,32.537434,E4F1
1099,0,36.80129,C10orf67
1100,1,27.295177,ZCCHC7
1101,0,41.409405,SLC26A8
1102,0,26.188528,SGPL1
1103,1,31.346008,TOX3
1104,0,29.440145,DPRX
1105,0,27.302832,SIDT1
1106,0,30.243746,MAPK8IP1
1107,1,29.531511,GUCY1B1
1108,1,44.85104,ADAMTS9
1109,0,27.992798,PLXND1
1110,1,39.05257,C2CD4D
1111,1,41.675346,FGD5
1112,1,26.594263,METTL25B
1113,1,32.248554,ADO
1114,0,36.025288,RPS19
1115,0,25.514166,APLP2
1116,0,29.481422,PGM1
1117,1,33.587906,PAPOLG
1118,0,34.355755,IFFO2
1119,0,38.370663,FHIP2A
1120,1,44.05412,LTK
1121,0,31.346283,SLC7A5
1122,0,26.13262,ABCA13
1123,0,25.021746,UNC5C
1124,1,29.921108,RREB1
1125,0,24.814705,SELL
1126,0,34.498287,CAMK2G
1127,1,41.27034,SNRNP35
1128,1,36.78146,IPCEF1
1129,1,25.16117,HOXD11
1130,1,30.93502,NDUFS2
1131,1,23.143015,CIC
1132,0,41.882927,NARS2
1133,0,41.712654,HK1
1134,1,26.378798,DRC7
1135,0,35.820564,CCNF
1136,1,39.132893,CHFR
1137,1,33.34221,MAGI2
1138,0,32.06289,HNRNPA1L2
1139,1,29.82148,NPTN
1140,0,36.923676,NR3C2
1141,1,30.58209,NUP133
1142,1,31.831741,VPS13C
1143,1,39.46048,COL27A1
1144,0,31.223928,TCF7L2
1145,0,29.898598,ZNF709
1146,0,31.096533,OR8J3
1147,0,27.83529,PNPLA3
1148,1,34.115025,ZNF26
1149,1,36.34524,TSPAN15
1150,1,32.20536,SGIP1
1151,1,30.714958,SERPINB4
1152,0,38.109806,CYP19A1
1153,0,25.392244,VRTN
1154,0,29.245209,SGCZ
1155,1,30.528208,ANK1
1156,0,37.205524,PRDM5
1157,1,24.483442,ACTMAP
1158,1,30.114426,PKP1
1159,0,30.902617,RP2
1160,0,28.312416,CECR2
1161,0,31.916777,PNLIP
1162,1,34.164684,ACTN1
1163,0,25.496416,ZNF746
1164,1,31.163776,PENK
1165,0,28.90266,OTOG
1166,0,22.09042,SNRNP27
1167,0,28.560276,ULBP1
1168,0,32.56259,PPP2R3A
1169,0,31.897928,POLR3H
1170,1,25.974133,INS
1171,1,35.180714,KCNJ11
1172,1,38.205914,NEMP2
1173,0,29.853659,MORF4L2
1174,1,23.704786,DYNC2I2
1175,0,26.089584,KLB
1176,0,34.323807,KIF5A
1177,1,26.995707,FBXO11
1178,0,45.301487,CA12
1179,0,28.803392,PLPP5
1180,0,30.122286,OR5W2
1181,1,33.163643,PRR5
1182,1,36.63283,GMIP
1183,0,26.014679,GTF2I
1184,0,47.161938,BRAF
1185,0,26.4058,LARP4B
1186,0,48.932114,RHOG
1187,0,29.859901,NDUFS8
1188,1,24.258375,RAET1L
1189,0,38.87594,TRIM11
1190,1,30.035622,NT5C2
1191,0,26.887285,VPS72
1192,1,34.11457,LIMCH1
1193,1,28.149773,RNF150
1194,1,31.736464,GPC5
1195,0,28.512321,TAL1
1196,0,29.834007,ANGPT4
1197,1,29.430477,MIB2
1198,0,44.469788,GPHN
1199,1,36.595757,CALY
1200,0,30.626225,KRT3
1201,1,28.565792,MDGA2
1202,0,27.319792,UNKNOWN
1203,0,31.196789,JPH1
1204,1,31.189323,LSM11
1205,1,26.218897,AKT2
1206,0,29.541117,PATJ
1207,0,23.112553,PARD3B
1208,1,26.971731,PABPC1L
1209,0,24.778728,CGRRF1
1210,1,25.08391,LORICRIN
1211,0,34.90706,TECTA
1212,1,32.316795,ANKH
1213,0,26.843718,SERBP1
1214,1,29.652494,CDK5RAP1
1215,0,50.004993,FMNL1
1216,0,22.36013,COL6A1
1217,1,45.60306,VPS53
1218,0,28.288776,CCNH
1219,1,31.82306,HELB
1220,1,32.016407,DNAJB13
1221,0,34.474667,JAZF1
1222,0,26.236824,ZNF93
1223,0,28.07909,WT1
1224,0,45.06629,C9orf40
1225,1,41.24923,TAF8
1226,1,23.1357,REM2
1227,1,28.986631,RGS17
1228,1,22.076563,POLQ
1229,0,41.0724,BEND6
1230,0,26.871918,POU5F1B
1231,1,33.517998,KMT5C
1232,1,35.833927,ETS1
1233,0,25.180164,NFAT5
1234,0,44.930733,GFM2
1235,1,24.221329,MYL7
1236,0,20.366898,EIF4G3
1237,1,31.736792,CDKL5
1238,1,26.348167,GCAT
1239,1,25.542559,CAT
1240,0,25.210289,MRC2
1241,1,23.743546,ATXN7
1242,0,33.10709,TLE1
1243,1,33.356606,CDO1
1244,1,34.274338,TBC1D10C
1245,1,22.11335,FOLH1
1246,1,30.671026,MACF1
1247,0,21.957829,ALOXE3
1248,1,27.28616,ZNF462
1249,1,20.89206,DRD4
1250,1,28.331726,RDX
1251,0,28.641287,OTULINL
1252,1,27.752682,TCF12
1253,0,38.16786,ETAA1
1254,0,57.135864,SHISAL1
1255,1,30.296986,PCBD1
1256,0,21.393215,GLB1L
1257,1,30.30878,IL23R
1258,0,34.407192,ZC3H12C
1259,0,40.851715,LRRC10B
1260,0,33.093468,EBF1
1261,0,36.94811,STARD7
1262,0,28.436415,ZBTB20
1263,1,26.746033,LIN7A
1264,0,29.979723,EXD2
1265,0,39.203262,DIPK2B
1266,1,25.764675,KCNH7
1267,1,28.738722,GOLGA8M
1268,0,29.232983,PROB1
1269,1,27.039688,REEP3
1270,1,20.147135,ZNF346
1271,1,31.074348,DDC
1272,0,33.269867,QKI
1273,0,41.313744,ZBBX
1274,0,29.939148,HMG20A
1275,0,35.249474,TBCE
1276,1,36.15124,RAB29
1277,0,38.22877,PEPD
1278,1,43.31626,ERAP1
1279,1,28.246569,DHFR2
1280,0,30.994928,MYH10
1281,0,34.496235,SLX4
1282,0,36.99928,SLIT2
1283,0,20.61189,BCL11B
1284,0,41.456207,NDUFAF4
1285,0,28.234282,TMEM87A
1286,0,42.143986,INHBB
1287,1,23.529087,BEND2
1288,0,42.253296,SUGP2
1289,1,33.033184,TIGAR
1290,0,31.525263,CHD7
1291,1,31.192358,CDH4
1292,1,24.822817,RIPOR1
1293,1,28.581844,TMEM191B
1294,1,31.659615,EIF4E2
1295,0,38.561073,CPSF3
1296,0,30.670826,ZNF430
1297,1,34.52584,POTEJ
1298,0,26.75337,GBP6
1299,1,27.999763,CDKAL1
1300,1,25.265823,MINDY1
1301,1,23.017946,CHERP
1302,0,38.254356,ADCY5
1303,1,30.912924,EFHB
1304,0,31.761229,ESPL1
1305,0,25.037905,ZFPM2
1306,0,24.716106,ADRB1
1307,1,35.079857,TCEANC2
1308,1,36.431633,PRR14L
1309,0,21.949198,SYTL1
1310,0,41.062336,RAD21L1
1311,1,34.068146,PCDH17
1312,1,54.910637,TET1
1313,1,47.63016,DGKB
1314,1,24.660646,KRTAP20-1
1315,0,26.15003,NKX6-3
1316,1,36.696083,ALPK2
1317,1,35.096474,ARHGAP5
1318,1,27.878538,G6PC2
1319,0,29.972805,TSHZ3
1320,1,30.339153,SH3RF1
1321,1,29.224358,NDUFB1
1322,0,24.666815,LRR1
1323,0,62.32552,APPBP2
1324,0,34.440666,KSR2
1325,0,41.55512,BMP8A
1326,0,31.061996,ZNF41
1327,1,19.889217,CLIC5
1328,0,27.964737,CDC6
1329,1,34.436375,MGAM2
1330,0,23.836891,ERF
1331,1,29.861732,IQCN
1332,0,40.33398,MLH3
1333,1,31.111925,XRN1
1334,0,23.12394,OR6C75
1335,1,22.491486,BACH2
1336,1,28.229862,AGTR2
1337,0,32.710205,CDS2
1338,1,25.3205,SOX12
1339,1,38.55958,FAM90A14
1340,0,43.077496,ANKFN1
1341,0,24.995155,GP2
1342,0,50.246517,ZNF536
1343,0,31.461119,TOM1
1344,0,33.058796,FAM83G
1345,1,28.750288,ANAPC4
1346,1,45.51077,FN3KRP
1347,1,21.591053,TMEM94
1348,0,24.118322,NSD1
1349,1,27.68404,SVIL
1350,0,38.063797,SHROOM1
1351,1,30.417822,FAM200B
1352,1,24.605669,ARHGAP19
1353,0,25.900736,DDI1
1354,0,42.621735,SUN5
1355,0,31.995062,PCDHGB1
1356,1,36.153122,MEIOC
1357,0,33.189747,SCYGR4
1358,1,26.482037,TRAF3
1359,0,25.924734,KRTAP19-7
1360,1,32.2731,GSAP
1361,0,40.781548,TCOF1
1362,1,20.59802,RHBDL3
1363,0,34.500465,RRP12
1364,0,38.394596,CFAP44
1365,1,27.84108,LCORL
1366,1,23.818258,AKAP11
1367,1,28.156437,NDUFC1
1368,0,26.601643,SMC1A
1369,0,28.259308,TENT5C
1370,0,41.64674,CLEC18B
1371,0,28.861885,PPIP5K2
1372,1,30.609499,WASHC2C
1373,1,32.27108,PIGS
1374,1,29.379492,CRTC1
1375,0,34.367416,PLEKHM3
1376,1,45.891438,FMO5
1377,0,33.40074,CLASP2
1378,0,21.034367,RSPH10B2
1379,0,28.262262,NRK
1380,0,36.374153,REXO2
1381,1,41.639023,NDUFA7
1382,0,29.480951,SCD5
1383,1,34.869225,IKZF5
1384,0,24.891945,FAT3
1385,0,36.253376,ERVV-1
1386,0,25.40264,CCDC92
1387,1,31.43918,SLC5A2
1388,0,26.208048,RUSC2
1389,0,34.64914,TMEM184C
1390,1,31.908995,OR5I1
1391,1,27.15667,FGGY
1392,1,27.012514,RCCD1
1393,1,32.184048,SNF8
1394,1,48.065876,WDR20
1395,0,28.730999,CALCR
1396,1,27.021055,MTMR4
1397,0,29.32387,LCE2D
1398,0,22.646774,APOBR
1399,1,24.523928,WDR6
1400,0,26.239546,TENM4
1401,0,22.13617,SF3B4
1402,1,34.858776,FAIM2
1403,0,28.875015,NBPF3
1404,1,22.833769,CAPN10
1405,1,25.71813,C2orf80
1406,0,24.347939,LSG1
1407,0,25.670086,HDAC9
1408,1,29.31178,RNF180
1409,0,35.13298,SPAG6
1410,1,32.002865,TRPS1
1411,0,28.601618,NOL6
1412,0,35.315388,NOL4
1413,1,48.006023,FCHSD2
1414,0,38.993553,ZNF654
1415,1,31.607895,CHIC1
1416,0,58.42688,C2orf68
1417,1,24.474672,TLE4
1418,0,29.47564,IFIH1
1419,1,28.469603,ZNF516
1420,0,26.04871,APOE
1421,1,37.26153,PEAK3
1422,0,29.977371,PCDHGA6
1423,0,23.92204,NPC1L1
1424,0,24.615602,TBC1D3D
1425,0,28.557693,CPEB3
1426,0,65.55221,ARL9
1427,0,28.434652,OSER1
1428,0,26.111788,ZNF354B
1429,1,30.433102,SLC12A3
1430,0,34.84305,KIF11
1431,1,30.063055,PABPC4L
1432,1,25.654472,BHMT
1433,0,41.937916,SCYGR5
1434,1,30.859861,ZNF879
1435,1,30.459656,SF3B3
1436,0,33.00662,C19orf18
1437,0,34.089386,MAP2K5
1438,1,36.74333,DTYMK
1439,0,37.562454,TSSK2
1440,1,32.25108,CERS3
1441,1,23.285795,HCN4
1442,0,31.242498,SNX8
1443,1,28.292507,TTN
1444,0,29.185938,SHBG
1445,0,41.06036,LPP
1446,0,35.67769,CT45A1
1447,1,31.233515,TAFA5
1448,1,23.867846,EYA2
1449,0,22.958088,SPG11
1450,1,34.804165,OR4N4C
1451,1,40.653755,CLCNKA
1452,1,28.021288,LRIG1
1453,1,35.418903,GPC2
1454,1,27.152224,RNF6
1455,0,30.0972,MANSC4
1456,0,37.245544,DCAF4L1
1457,1,21.047825,MTHFD2
1458,1,25.688553,ENGASE
1459,0,26.299269,AFG3L2
1460,1,25.67249,ZNF431
1461,1,25.921352,DNAJC10
1462,1,29.869125,FLACC1
1463,1,49.168125,POLGARF
1464,1,34.80109,PSMD6
1465,1,35.137753,SPDYE13
1466,0,39.245514,ABO
1467,1,36.134502,TMEM106B
1468,1,25.443026,P2RY1
1469,0,26.192902,NRG3
1470,1,30.475765,SIRPB2
1471,1,27.26506,SLC67A1
1472,1,39.261166,SNX29
1473,0,27.918013,HOXD10
1474,1,23.284798,ETS2
1475,0,76.47672,TSKU
1476,0,24.816431,CGNL1
1477,1,31.348143,TSEN15
1478,1,58.356457,ST8SIA4
1479,1,47.22933,LPA
1480,0,26.30342,OR4D1
1481,1,34.62253,LINGO2
1482,0,44.30591,PCSK1
1483,0,27.362429,RIIAD1
1484,0,32.750156,SEC16B
1485,1,30.787102,MAML3
1486,1,30.394743,PPARD
1487,0,32.086132,ITPRID2
1488,1,27.93646,PDX1
1489,0,35.961426,RBM6
1490,1,22.706894,ITPKB
1491,0,38.31031,ZNHIT6
1492,1,36.106358,DENND1A
1493,1,26.130611,FMR1
1494,0,32.395702,BCORL1
1495,0,35.753933,GALNT3
1496,1,28.644665,SYNPO2L
1497,0,24.319933,RGMA
1498,0,34.903473,BIK
1499,0,25.240547,BRICD5
1500,0,31.035,WSCD1
1501,1,38.456707,PRICKLE1
1502,1,27.061216,NDUFAF3
1503,0,40.649246,C7orf25
1504,1,23.111217,GCKR
1505,0,32.608585,MFHAS1
1506,0,46.152958,MCF2
1507,1,25.402205,LRRC1
1508,1,25.880625,IGSF23
1509,1,31.238958,MAN1A2
1510,1,28.338442,DCAF10
1511,0,39.82737,MEX3D
1512,1,23.239874,CCDC18
1513,0,25.639036,NDUFC2
1514,1,20.81251,ZNFX1
1515,1,27.439243,METTL1
1516,0,23.546011,NOA1
1517,1,35.93836,ACTRT3
1518,0,27.550398,RASGRP1
1519,0,53.558773,GPR176
1520,0,28.047697,APLP1
1521,1,22.241297,SLC2A2
1522,0,40.15163,TNFRSF19
1523,1,35.513756,PIGT
1524,0,23.222893,SETD5
1525,1,39.017868,PLEKHA4
1526,1,34.56706,RBMS1
1527,1,28.981358,ADAD1
1528,1,25.36841,MBOAT1
1529,0,45.56829,SLC39A10
1530,0,19.695122,QRICH2
1531,0,39.278233,TMEM88
1532,1,35.753555,LIPH
1533,1,28.994305,TBX3
1534,1,33.386097,SENP6
1535,1,27.56769,SCGB1D2
1536,1,24.48868,KCNB2
1537,0,25.74524,HMGB1
1538,0,28.82879,GLP2R
1539,0,30.386625,SLC30A8
1540,1,32.116177,SLC25A22
1541,0,31.119787,CDKN2C
1542,0,25.202732,UBALD2
1543,1,43.440533,HECTD1
1544,1,26.188847,TMEM132B
1545,1,32.468594,RAP1GAP
1546,1,32.938385,RAB41
1547,0,24.509893,C1orf167
1548,0,39.214317,GOLT1B
1549,0,45.82131,PAAF1
1550,0,24.269997,PIAS1
1551,1,34.897747,UBASH3A
1552,0,29.72818,CEP43
1553,1,29.370613,CRISP1
1554,0,37.81391,SPMIP10
1555,1,28.097277,P4HA2
1556,0,47.37803,C10orf71
1557,1,39.14148,NDUFA13
1558,1,44.024517,GAL3ST2
1559,1,26.619272,XKR6
1560,0,25.144571,ZFP64
1561,0,31.082195,LINGO1
1562,0,33.19689,EXOC2
1563,0,35.719868,CERKL
1564,1,28.868206,B3GNT7
1565,1,32.986195,CCDC83
1566,0,23.733883,PRTG
1567,1,34.335804,ARL6IP6
1568,0,31.274807,RIMBP2
1569,1,33.199883,NDUFAF1
1570,0,33.426163,GLIS3
1571,0,40.99024,TOR1AIP2
1572,0,22.483776,SDK2
1573,0,17.718964,IGFLR1
1574,0,33.43967,MBNL1
1575,0,27.646154,RALY
1576,0,43.74471,TMEM208
1577,1,32.76966,SEPTIN12
1578,1,30.616396,PRR12
1579,1,33.65907,GRP
1580,0,42.9826,KLHL42
1581,1,27.212132,HSD17B12
1582,0,29.399712,CEP128
1583,1,26.767143,MARCKS
1584,1,24.638037,H2BC14
1585,1,30.178818,PPP2R1A
1586,1,16.954655,C3orf70
1587,0,28.453268,NDUFS1
1588,1,26.67523,PPP1R3B
1589,0,26.64658,HYLS1
1590,1,29.488638,TM4SF1
1591,0,32.932255,GIGYF1
1592,1,27.307835,KDM5A
1593,0,32.752087,CENPW
1594,0,27.612425,ZNF236
1595,1,40.15877,NDUFS3
1596,1,25.570621,NCALD
1597,0,24.323116,KLF14
1598,0,41.466827,HLCS
1599,1,29.906815,SPHKAP
1600,1,23.967154,ZZEF1
1601,0,28.333645,ADGRG4
1602,1,24.85997,SMPDL3A
1603,0,27.493425,PIP5K1A
1604,1,27.047253,GRM4
1605,0,24.592607,ADM5
1606,1,22.5963,ENPP6
1607,1,32.138294,ZNF747
1608,1,23.99575,EPC2
1609,0,41.94544,RNF138
1610,1,32.328186,FGFR4
1611,0,28.212523,CTBP1
1612,1,35.643833,PCDH11Y
1613,0,48.538353,AFF3
1614,0,35.283604,GAA
1615,0,26.386303,SYF2
1616,1,28.267897,NPEPL1
1617,0,31.957407,KIF7
1618,1,19.380249,ARF3
1619,1,29.930178,C10orf143
1620,0,25.986479,MMRN2
1621,1,25.246431,SYTL2
1622,1,27.224794,SPRED2
1623,1,31.915627,TBC1D3
1624,0,35.047886,NDUFB3
1625,1,29.568485,SNX11
1626,1,25.674011,ZNF670
1627,1,24.65297,TFRC
1628,1,26.515131,ZFPM1
1629,0,29.983904,GATD3
1630,1,36.0546,CCND1
1631,0,31.391218,TPCN2
1632,0,40.578766,IFNLR1
1633,0,43.54385,AP3S2
1634,0,24.500359,NXPH3
1635,0,35.15208,AKR1C8
1636,1,39.007233,IPO7
1637,1,33.313763,MIER2
1638,1,31.166145,SPINK2
1639,0,45.823917,GPR12
1640,0,24.935747,RPAP1
1641,0,26.320196,IGF2BP2
1642,0,25.5562,SHROOM3
1643,1,27.079937,SLCO4A1
1644,1,23.201962,COLGALT1
1645,1,23.013342,RPL7
1646,1,28.851545,KRI1
1647,1,21.175438,CEMIP2
1648,1,29.736376,CADPS
1649,1,25.169193,PRC1
1650,1,25.96749,FOXP1
1651,0,30.511492,CRY2
1652,0,21.844479,FHIT
1653,0,29.918634,APIP
1654,0,26.212938,PEAK1
1655,1,30.736193,INTS2
1656,0,30.450832,SAFB2
1657,0,32.572353,KLHDC10
1658,1,20.357704,ANKRD24
1659,1,40.528786,ARL15
1660,1,36.2536,SLC2A7
1661,1,30.629982,RNF166
1662,1,25.67421,SLC16A11
1663,1,33.002644,SFI1
1664,0,34.447094,NELL1
1665,1,37.321545,IDE
1666,1,33.35847,EIF5A2
1667,1,33.628143,LRFN2
1668,0,30.346033,SCN4A
1669,0,41.515007,PLA2G6
1670,0,26.72124,DDX47
1671,1,31.625689,SMC2
1672,1,54.091347,TLCD5
1673,0,27.486238,ARHGAP22
1674,1,36.90942,TFAP2B
1675,1,32.171726,ZBTB24
1676,0,30.57621,NUP160
1677,0,30.17877,AFAP1L2
1678,0,32.271095,SLC25A52
1679,1,41.588253,SLC12A4
1680,0,25.724903,PTPN21
1681,1,25.685415,OCRL
1682,1,26.63298,POC5
1683,0,22.706026,ANKRD55
1684,0,30.302149,LDOC1
1685,1,26.057928,RBM27
1686,0,26.500145,FOXA2
1687,0,25.826189,SLC30A4
1688,1,28.943464,PI4KB
1689,1,47.09418,ETV1
1690,1,43.040173,PAMR1
1691,0,38.178154,MITF
1692,1,24.590946,BRWD3
1693,1,36.765972,LIPF
1694,0,32.725277,FRMPD3
1695,0,35.28243,RAB3GAP2
1696,1,31.343653,KDM2B
1697,0,42.331738,CEP104
1698,0,28.759052,ROS1
1699,0,27.728476,SEMA6C
1700,0,31.995235,ZGRF1
1701,1,31.445433,GRM8
1702,1,34.239418,SIRPA
1703,1,33.614697,RGS6
1704,1,29.774885,SGSM1
1705,1,28.84256,TNFRSF11A
1706,1,34.788757,NDUFB2
1707,1,35.659637,PDILT
1708,1,35.974316,PGRMC2
1709,1,31.472784,PKD1
1710,0,33.19104,MCM8
1711,1,30.228224,KCNU1
1712,0,30.807968,CCDC22
1713,1,37.923035,NEUROD1
1714,0,29.981495,PGLS
1715,1,57.27334,ATP5F1E
1716,0,26.984922,LMAN1
1717,0,25.050032,KRT81
1718,0,31.448866,ASIC1
1719,0,29.591177,CROCC2
1720,0,36.06549,MRPS18C
1721,1,25.426052,NDUFS4
1722,0,38.827618,TNRC6C
1723,1,35.768524,SSPN
1724,0,27.203278,IFT122
1725,0,36.469776,MED23
1726,1,36.546864,ATP9B
1727,0,37.50827,PTPN22
1728,0,40.32348,HES2
1729,1,44.344406,OR1L1
1730,1,26.90819,NDUFV2
1731,1,38.85464,FFAR1
1732,0,50.34433,DYNC2H1
1733,0,27.065868,APOL2
1734,0,26.120455,CCDC6
1735,1,44.699875,FAM90A3
1736,1,40.22888,CRHR2
1737,1,33.619724,TRAF3IP2
1738,1,24.517895,CAND2
1739,0,27.546082,AOAH
1740,0,24.815445,ABCD2
1741,1,30.164076,RHOT2
1742,0,41.28221,AAR2
1743,0,38.50042,NDNF
1744,1,21.357857,PML
1745,0,18.173046,ANKRD17
1746,1,36.15289,UBE3C
1747,1,25.57165,SIX3
1748,1,39.593277,MEOX2
1749,0,29.740881,MS4A7
1750,0,37.97536,SLC35F1
1751,1,19.64985,PLEKHH2
1752,1,43.33205,HERC1
1753,0,34.315193,TAF9B
1754,1,33.785984,NDUFB6
1755,0,27.509657,GOLGA8B
1756,1,41.21671,SLC5A1
1757,0,41.24394,DPYSL5
1758,0,23.83613,TEAD2
1759,0,29.145962,NPIPB11
1760,0,29.410719,IL1RAPL2
1761,0,22.170027,JPT2
1762,1,24.00097,NRXN3
1763,0,56.60722,CLRN1
1764,0,28.545437,ZMYM1
1765,0,31.394407,MKRN2
1766,0,43.990562,RNPS1
1767,1,26.19868,SLC30A1
1768,0,26.098307,ZNF775
1769,1,32.73797,CYTH1
1770,0,33.470684,ZNF699
1771,1,28.57626,USP44
1772,0,32.552082,ANKMY1
1773,0,35.421776,LCE3E
1774,0,44.57428,USP29
1775,0,27.794952,GAREM1
1776,1,23.227873,SREBF1
1777,0,25.058205,VMA21
1778,0,36.895367,DHX8
1779,0,23.696222,CHST2
1780,1,30.408062,NDUFB7
1781,0,32.942696,OR6A2
1782,1,31.563082,SORBS2
1783,1,23.360569,ABCA1
1784,0,29.567335,FSBP
1785,1,25.41845,MTOR
1786,0,30.207054,SGO2
1787,0,41.441364,GSC2
1788,1,35.473446,L2HGDH
1789,0,24.864897,OR2W3
1790,0,21.007683,PHKB
1791,0,27.797148,KDM4F
1792,1,39.00454,HHIPL1
1793,0,31.661314,NDST3
1794,1,29.93325,MAST2
1795,1,24.373878,ANKRD28
1796,1,22.930742,DNM3
1797,1,40.651752,FOCAD
1798,0,40.86724,USP17L3
1799,0,36.114853,MATCAP2
1800,1,23.255262,IGF2BP1
1801,1,23.000698,MDM4
1802,1,29.6848,PIM3
1803,0,35.33905,AKAP3
1804,1,22.455692,ZBTB38
1805,0,37.88721,TPR
