split,row_idx,gene_id,gene_symbol,label,sequence_length,n_windows
train,536,ENSG00000099715,PCDH11Y,0,2500,2
train,537,ENSG00000133195,SLC39A11,1,2500,2
train,538,ENSG00000164168,TMEM184C,0,2500,2
train,539,ENSG00000136267,DGKB,1,2500,2
train,540,ENSG00000072858,SIDT1,1,2500,2
train,541,ENSG00000151465,CDC123,1,2500,2
train,542,ENSG00000183644,HOATZ,0,2500,2
train,543,ENSG00000149084,HSD17B12,1,2500,2
train,544,ENSG00000189091,SF3B3,0,2500,2
train,545,ENSG00000172164,SNTB1,1,2500,2
train,546,ENSG00000164347,GFM2,0,2500,2
train,547,ENSG00000135454,B4GALNT1,0,2500,2
train,548,ENSG00000204851,PNMA8B,0,2500,2
train,549,ENSG00000110717,NDUFS8,1,2500,2
train,550,ENSG00000010818,HIVEP2,1,2500,2
train,551,ENSG00000138160,KIF11,1,2500,2
train,552,ENSG00000153707,PTPRD,1,2500,2
train,553,ENSG00000198860,TSEN15,1,2500,2
train,554,ENSG00000130749,ZC3H4,1,2500,2
train,555,ENSG00000060749,QSER1,1,2500,2
train,556,ENSG00000132975,GPR12,0,2500,2
train,557,ENSG00000196782,MAML3,1,2500,2
train,558,ENSG00000179314,WSCD1,0,2500,2
train,559,ENSG00000165521,EML5,1,2500,2
train,560,ENSG00000140443,IGF1R,1,2500,2
train,561,ENSG00000009950,MLXIPL,1,2500,2
train,562,ENSG00000130203,APOE,1,2500,2
train,563,ENSG00000167619,TMEM145,0,2500,2
train,564,ENSG00000144891,AGTR1,1,2500,2
train,565,ENSG00000198947,DMD,1,2500,2
train,566,ENSG00000227268,KLLN,1,2500,2
train,567,ENSG00000084731,KIF3C,1,2500,2
train,568,ENSG00000101104,PABPC1L,0,2500,2
train,569,ENSG00000205302,SNX2,0,2500,2
train,570,ENSG00000182195,LDOC1,0,2500,2
train,571,ENSG00000145247,OCIAD2,1,2500,2
train,572,ENSG00000173950,XXYLT1,0,2500,2
train,573,ENSG00000135862,LAMC1,1,2500,2
train,574,ENSG00000155858,LSM11,0,2500,2
train,575,ENSG00000145147,SLIT2,1,2500,2
train,576,ENSG00000204116,CHIC1,0,2500,2
train,577,ENSG00000164796,CSMD3,0,2500,2
train,578,ENSG00000100796,PPP4R3A,1,2500,2
train,579,ENSG00000153250,RBMS1,1,2500,2
train,580,ENSG00000197872,CYRIA,1,2500,2
train,581,ENSG00000187003,ACTL7A,0,2500,2
train,582,ENSG00000124787,RPP40,0,2500,2
train,583,ENSG00000169955,ZNF747,0,2500,2
train,584,ENSG00000151445,VIPAS39,0,2500,2
train,585,ENSG00000206432,TMEM200C,0,2500,2
train,586,ENSG00000122257,RBBP6,0,2500,2
train,587,ENSG00000196628,TCF4,1,2500,2
train,588,ENSG00000128849,CGNL1,1,2500,2
train,589,ENSG00000146670,CDCA5,0,2500,2
train,590,ENSG00000198331,HYLS1,0,2500,2
train,591,ENSG00000123612,ACVR1C,1,2500,2
train,592,ENSG00000118257,NRP2,1,2500,2
train,593,ENSG00000255855,KDM4F,0,2500,2
train,594,ENSG00000127603,MACF1,1,2500,2
train,595,ENSG00000266265,KLF14,1,2500,2
train,596,ENSG00000168418,KCNG4,0,2500,2
train,597,ENSG00000137575,SDCBP,0,2500,2
train,598,ENSG00000146477,SLC22A3,1,2500,2
train,599,ENSG00000160185,UBASH3A,1,2500,2
train,600,ENSG00000171403,KRT9,0,2500,2
train,601,ENSG00000101977,MCF2,0,2500,2
train,602,ENSG00000044090,CUL7,0,2500,2
train,603,ENSG00000100106,TRIOBP,0,2500,2
train,604,ENSG00000073849,ST6GAL1,1,2500,2
train,605,ENSG00000162413,KLHL21,1,2500,2
train,606,ENSG00000158125,XDH,1,2500,2
train,607,ENSG00000085832,EPS15,0,2500,2
train,608,ENSG00000008710,PKD1,1,2500,2
train,609,ENSG00000077232,DNAJC10,1,2500,2
train,610,ENSG00000089250,NOS1,1,2500,2
train,611,ENSG00000188452,CERKL,1,2500,2
train,612,ENSG00000134138,MEIS2,0,2500,2
train,613,ENSG00000159337,PLA2G4D,0,2500,2
train,614,ENSG00000133640,LRRIQ1,0,2500,2
train,615,ENSG00000198901,PRC1,1,2500,2
train,616,ENSG00000147862,NFIB,1,2500,2
train,617,ENSG00000152076,CCDC74B,0,2500,2
train,618,ENSG00000088387,DOCK9,0,2500,2
train,619,ENSG00000130643,CALY,0,2500,2
train,620,ENSG00000124201,ZNFX1,0,2500,2
train,621,ENSG00000118432,CNR1,1,2500,2
train,622,ENSG00000179588,ZFPM1,1,2500,2
train,623,ENSG00000105221,AKT2,1,2500,2
train,624,ENSG00000198919,DZIP3,0,2500,2
train,625,ENSG00000137860,SLC28A2,0,2500,2
train,626,ENSG00000140983,RHOT2,0,2500,2
train,627,ENSG00000100418,DESI1,0,2500,2
train,628,ENSG00000164100,NDST3,0,2500,2
train,629,ENSG00000164604,GPR85,0,2500,2
train,630,ENSG00000173253,DMRT2,1,2500,2
train,631,ENSG00000129083,COPB1,1,2500,2
train,632,ENSG00000151726,ACSL1,1,2500,2
train,633,ENSG00000170214,ADRA1B,1,2500,2
train,634,ENSG00000182240,BACE2,1,2500,2
train,635,ENSG00000123096,SSPN,1,2500,2
train,636,ENSG00000016602,CLCA4,0,2500,2
train,637,ENSG00000164330,EBF1,1,2500,2
train,638,ENSG00000187017,ESPN,0,2500,2
train,639,ENSG00000128609,NDUFA5,1,2500,2
train,640,ENSG00000088930,XRN2,0,2500,2
train,641,ENSG00000187068,C3orf70,1,2500,2
train,642,ENSG00000155324,GRAMD2B,1,2500,2
train,643,ENSG00000091157,WDR7,1,2500,2
train,644,ENSG00000141252,VPS53,1,2500,2
train,645,ENSG00000147535,PLPP5,0,2500,2
train,646,ENSG00000129696,TTI2,0,2500,2
train,647,ENSG00000126856,PRDM7,0,2500,2
train,648,ENSG00000072310,SREBF1,1,2500,2
train,649,ENSG00000070444,MNT,1,2500,2
train,650,ENSG00000205339,IPO7,0,2500,2
train,651,ENSG00000173281,PPP1R3B,1,2500,2
train,652,ENSG00000150681,RGS18,0,2500,2
train,653,ENSG00000187416,LHFPL3,1,2500,2
train,654,ENSG00000134897,BIVM,0,2500,2
train,655,ENSG00000101901,ALG13,0,2500,2
train,656,ENSG00000184635,ZNF93,0,2500,2
train,657,ENSG00000184999,SLC22A10,0,2500,2
train,658,ENSG00000106113,CRHR2,1,2500,2
train,659,ENSG00000153820,SPHKAP,1,2500,2
train,660,ENSG00000100852,ARHGAP5,0,2500,2
train,661,ENSG00000139675,HNRNPA1L2,0,2500,2
train,662,ENSG00000150867,PIP4K2A,1,2500,2
train,663,ENSG00000112996,MRPS30,1,2500,2
train,664,ENSG00000174206,KICS2,0,2500,2
train,665,ENSG00000165288,BRWD3,0,2500,2
train,666,ENSG00000126216,TUBGCP3,0,2500,2
train,667,ENSG00000103257,SLC7A5,1,2500,2
train,668,ENSG00000099954,CECR2,0,2500,2
train,669,ENSG00000077063,CTTNBP2,1,2500,2
train,670,ENSG00000162676,GFI1,1,2500,2
train,671,ENSG00000073711,PPP2R3A,1,2500,2
train,672,ENSG00000169905,TOR1AIP2,0,2500,2
train,673,ENSG00000100241,SBF1,0,2500,2
train,674,ENSG00000162924,REL,1,2500,2
train,675,ENSG00000148143,ZNF462,0,2500,2
train,676,ENSG00000242852,ZNF709,0,2500,2
train,677,ENSG00000129244,ATP1B2,1,2500,2
train,678,ENSG00000167670,CHAF1A,0,2500,2
train,679,ENSG00000106638,TBL2,1,2500,2
train,680,ENSG00000139719,VPS33A,0,2500,2
train,681,ENSG00000188626,GOLGA8M,0,2500,2
train,682,ENSG00000167037,SGSM1,1,2500,2
train,683,ENSG00000216588,IGSF23,0,2500,2
train,684,ENSG00000091009,RBM27,0,2500,2
train,685,ENSG00000064687,ABCA7,0,2500,2
train,686,ENSG00000168214,RBPJ,1,2500,2
train,687,ENSG00000114098,ARMC8,0,2500,2
train,688,ENSG00000067177,PHKA1,0,2500,2
train,689,ENSG00000196663,TECPR2,0,2500,2
train,690,ENSG00000161265,U2AF1L4,0,2500,2
train,691,ENSG00000023228,NDUFS1,1,2500,2
train,692,ENSG00000135045,C9orf40,0,2500,2
train,693,ENSG00000159164,SV2A,1,2500,2
train,694,ENSG00000124172,ATP5F1E,1,2500,2
train,695,ENSG00000049192,ADAMTS6,0,2500,2
train,696,ENSG00000256269,HMBS,1,2500,2
train,697,ENSG00000196570,PFN3,0,2500,2
train,698,ENSG00000101680,LAMA1,1,2500,2
train,699,ENSG00000277462,ZNF670,0,2500,2
train,700,ENSG00000138400,MDH1B,0,2500,2
train,701,ENSG00000108506,INTS2,0,2500,2
train,702,ENSG00000185737,NRG3,0,2500,2
train,703,ENSG00000133943,DGLUCY,0,2500,2
train,704,ENSG00000108669,CYTH1,1,2500,2
train,705,ENSG00000154556,SORBS2,1,2500,2
train,706,ENSG00000143303,METTL25B,0,2500,2
train,707,ENSG00000141452,RMC1,1,2500,2
train,708,ENSG00000100883,SRP54,1,2500,2
train,709,ENSG00000086758,HUWE1,1,2500,2
train,710,ENSG00000198793,MTOR,1,2500,2
train,711,ENSG00000170035,UBE2E3,1,2500,2
train,712,ENSG00000163535,SGO2,0,2500,2
train,713,ENSG00000103111,MON1B,1,2500,2
train,714,ENSG00000087448,KLHL42,1,2500,2
train,715,ENSG00000004534,RBM6,1,2500,2
train,716,ENSG00000174327,SLC16A13,1,2500,2
train,717,ENSG00000213445,SIPA1,1,2500,2
train,718,ENSG00000178057,NDUFAF3,1,2500,2
train,719,ENSG00000069188,SDK2,0,2500,2
train,720,ENSG00000107959,PITRM1,0,2500,2
train,721,ENSG00000198056,PRIM1,1,2500,2
train,722,ENSG00000119522,DENND1A,1,2500,2
train,723,ENSG00000177047,IFNW1,0,2500,2
train,724,ENSG00000178568,ERBB4,1,2500,2
train,725,ENSG00000178252,WDR6,0,2500,2
train,726,ENSG00000143776,CDC42BPA,1,2500,2
train,727,ENSG00000139344,AMDHD1,0,2500,2
train,728,ENSG00000100565,LRRC74A,1,2500,2
train,729,ENSG00000110871,COQ5,0,2500,2
train,730,ENSG00000135100,HNF1A,1,2500,2
train,731,ENSG00000188559,RALGAPA2,0,2500,2
train,732,ENSG00000064655,EYA2,1,2500,2
train,733,ENSG00000095574,IKZF5,0,2500,2
train,734,ENSG00000160570,DEDD2,0,2500,2
train,735,ENSG00000087111,PIGS,0,2500,2
train,736,ENSG00000158321,AUTS2,1,2500,2
train,737,ENSG00000198774,RASSF9,0,2500,2
train,738,ENSG00000168137,SETD5,1,2500,2
train,739,ENSG00000165583,SSX5,0,2500,2
train,740,ENSG00000160299,PCNT,1,2500,2
train,741,ENSG00000137691,CFAP300,0,2500,2
train,742,ENSG00000139146,SINHCAF,1,2500,2
train,743,ENSG00000126773,PCNX4,0,2500,2
train,744,ENSG00000105464,GRIN2D,0,2500,2
train,745,ENSG00000111254,AKAP3,0,2500,2
train,746,ENSG00000198865,CCDC152,0,2500,2
train,747,ENSG00000137571,SLCO5A1,0,2500,2
train,748,ENSG00000188747,NOXA1,0,2500,2
train,749,ENSG00000100461,RBM23,0,2500,2
train,750,ENSG00000173145,NOC3L,0,2500,2
train,751,ENSG00000196353,CPNE4,1,2500,2
train,752,ENSG00000123609,NMI,1,2500,2
train,753,ENSG00000123453,SARDH,1,2500,2
train,754,ENSG00000284770,TBCE,1,2500,2
train,755,ENSG00000189139,FSCB,0,2500,2
train,756,ENSG00000151623,NR3C2,1,2500,2
train,757,ENSG00000170906,NDUFA3,1,2500,2
train,758,ENSG00000153094,BCL2L11,1,2500,2
train,759,ENSG00000133812,SBF2,1,2500,2
train,760,ENSG00000133794,BMAL1,1,2500,2
train,761,ENSG00000112365,ZBTB24,0,2500,2
train,762,ENSG00000176155,CCDC57,0,2500,2
train,763,ENSG00000169903,TM4SF4,1,2500,2
train,764,ENSG00000188177,ZC3H6,0,2500,2
train,765,ENSG00000092096,SLC22A17,0,2500,2
train,766,ENSG00000131864,USP29,0,2500,2
train,767,ENSG00000196900,SPMIP10,0,2500,2
train,768,ENSG00000143368,SF3B4,1,2500,2
train,769,ENSG00000274419,TBC1D3D,0,2500,2
train,770,ENSG00000147874,HAUS6,1,2500,2
train,771,ENSG00000138434,ITPRID2,0,2500,2
train,772,ENSG00000160194,NDUFV3,1,2500,2
train,773,ENSG00000263001,GTF2I,1,2500,2
train,774,ENSG00000114439,BBX,0,2500,2
train,775,ENSG00000147697,GSDMC,0,2500,2
train,776,ENSG00000196503,ARL9,0,2500,2
train,777,ENSG00000169760,NLGN1,1,2500,2
train,778,ENSG00000182175,RGMA,1,2500,2
train,779,ENSG00000159387,IRX6,1,2500,2
train,780,ENSG00000166603,MC4R,1,2500,2
train,781,ENSG00000264006,AKR1C8,0,2500,2
train,782,ENSG00000068078,FGFR3,1,2500,2
train,783,ENSG00000205155,PSENEN,0,2500,2
train,784,ENSG00000233917,POTEB,0,2500,2
train,785,ENSG00000163104,SMARCAD1,1,2500,2
train,786,ENSG00000182674,KCNB2,1,2500,2
train,787,ENSG00000090612,ZNF268,1,2500,2
train,788,ENSG00000188112,C6orf132,0,2500,2
train,789,ENSG00000168393,DTYMK,0,2500,2
train,790,ENSG00000162631,NTNG1,1,2500,2
train,791,ENSG00000175787,ZNF169,1,2500,2
train,792,ENSG00000166340,TPP1,0,2500,2
train,793,ENSG00000159640,ACE,1,2500,2
train,794,ENSG00000143126,CELSR2,1,2500,2
train,795,ENSG00000119421,NDUFA8,1,2500,2
train,796,ENSG00000138829,FBN2,1,2500,2
train,797,ENSG00000137413,TAF8,1,2500,2
train,798,ENSG00000161618,ALDH16A1,0,2500,2
train,799,ENSG00000188827,SLX4,1,2500,2
train,800,ENSG00000141564,RPTOR,1,2500,2
train,801,ENSG00000131196,NFATC1,1,2500,2
train,802,ENSG00000164366,CCDC127,0,2500,2
train,803,ENSG00000132466,ANKRD17,0,2500,2
train,804,ENSG00000112530,PACRG,1,2500,2
train,805,ENSG00000053918,KCNQ1,1,2500,2
train,806,ENSG00000255713,OR4D2,0,2500,2
train,807,ENSG00000198089,SFI1,1,2500,2
train,808,ENSG00000137731,FXYD2,1,2500,2
train,809,ENSG00000101290,CDS2,0,2500,2
train,810,ENSG00000169181,GSG1L,0,2500,2
train,811,ENSG00000144749,LRIG1,1,2500,2
train,812,ENSG00000138814,PPP3CA,1,2500,2
train,813,ENSG00000189108,IL1RAPL2,0,2500,2
train,814,ENSG00000221955,SLC12A8,1,2500,2
train,815,ENSG00000197779,ZNF81,0,2500,2
train,816,ENSG00000149256,TENM4,1,2500,2
train,817,ENSG00000188162,OTOG,0,2500,2
train,818,ENSG00000048405,ZNF800,1,2500,2
train,819,ENSG00000168734,PKIG,1,2500,2
train,820,ENSG00000167822,OR8J3,0,2500,2
train,821,ENSG00000124812,CRISP1,0,2500,2
train,822,ENSG00000105877,DNAH11,0,2500,2
train,823,ENSG00000176746,MAGEB6,0,2500,2
train,824,ENSG00000234409,CCDC188,0,2500,2
train,825,ENSG00000069998,HDHD5,0,2500,2
train,826,ENSG00000106829,TLE4,1,2500,2
train,827,ENSG00000072274,TFRC,1,2500,2
train,828,ENSG00000215817,ZC3H11B,1,2500,2
train,829,ENSG00000063515,GSC2,0,2500,2
train,830,ENSG00000213918,DNASE1,1,2500,2
train,831,ENSG00000171791,BCL2,1,2500,2
train,832,ENSG00000173269,MMRN2,0,2500,2
train,833,ENSG00000173517,PEAK1,1,2500,2
train,834,ENSG00000250305,TRMT9B,1,2500,2
train,835,ENSG00000197893,NRAP,0,2500,2
train,836,ENSG00000053747,LAMA3,0,2500,2
train,837,ENSG00000164037,SLC9B1,1,2500,2
train,838,ENSG00000196950,SLC39A10,1,2500,2
train,839,ENSG00000189045,ANKDD1B,1,2500,2
train,840,ENSG00000134460,IL2RA,1,2500,2
train,841,ENSG00000095951,HIVEP1,0,2500,2
train,842,ENSG00000156642,NPTN,0,2500,2
train,843,ENSG00000279270,OR52R1,0,2500,2
train,844,ENSG00000129295,DNAAF11,0,2500,2
train,845,ENSG00000182732,RGS6,1,2500,2
train,846,ENSG00000072110,ACTN1,1,2500,2
train,847,ENSG00000197591,OR11L1,0,2500,2
train,848,ENSG00000153896,ZNF599,0,2500,2
train,849,ENSG00000154783,FGD5,1,2500,2
train,850,ENSG00000203883,SOX18,0,2500,2
train,851,ENSG00000228672,PROB1,0,2500,2
train,852,ENSG00000103811,CTSH,1,2500,2
train,853,ENSG00000100012,SEC14L3,0,2500,2
train,854,ENSG00000063169,BICRA,0,2500,2
train,855,ENSG00000121671,CRY2,1,2500,2
train,856,ENSG00000099282,TSPAN15,1,2500,2
train,857,ENSG00000157837,SPPL3,1,2500,2
train,858,ENSG00000107651,SEC23IP,1,2500,2
train,859,ENSG00000173542,MOB1B,1,2500,2
train,860,ENSG00000100034,PPM1F,0,2500,2
train,861,ENSG00000205669,ACOT6,0,2500,2
train,862,ENSG00000287363,CIMIP3,0,2500,2
train,863,ENSG00000011523,CEP68,1,2500,2
train,864,ENSG00000179195,ZNF664,1,2500,2
train,865,ENSG00000065371,ROPN1,0,2500,2
train,866,ENSG00000141441,GAREM1,0,2500,2
train,867,ENSG00000139364,TMEM132B,1,2500,2
train,868,ENSG00000173431,RNASE8,0,2500,2
train,869,ENSG00000164916,FOXK1,1,2500,2
train,870,ENSG00000122390,NAA60,0,2500,2
train,871,ENSG00000090686,USP48,1,2500,2
train,872,ENSG00000188404,SELL,1,2500,2
train,873,ENSG00000197241,SLC2A7,0,2500,2
train,874,ENSG00000164756,SLC30A8,1,2500,2
train,875,ENSG00000154122,ANKH,1,2500,2
train,876,ENSG00000117280,RAB29,1,2500,2
train,877,ENSG00000188211,NCR3LG1,1,2500,2
train,878,ENSG00000173175,ADCY5,1,2500,2
train,879,ENSG00000235106,BRD3OS,1,2500,2
train,880,ENSG00000166881,NEMP1,0,2500,2
train,881,ENSG00000036549,ZZZ3,0,2500,2
train,882,ENSG00000169908,TM4SF1,1,2500,2
train,883,ENSG00000021645,NRXN3,1,2500,2
train,884,ENSG00000168887,C2orf68,0,2500,2
train,885,ENSG00000171873,ADRA1D,1,2500,2
train,886,ENSG00000175806,MSRA,1,2500,2
train,887,ENSG00000196781,TLE1,1,2500,2
train,888,ENSG00000129595,EPB41L4A,1,2500,2
train,889,ENSG00000198355,PIM3,1,2500,2
train,890,ENSG00000169594,BNC1,0,2500,2
train,891,ENSG00000036828,CASR,1,2500,2
train,892,ENSG00000126266,FFAR1,1,2500,2
train,893,ENSG00000185633,COXFA4L2,1,2500,2
train,894,ENSG00000126860,EVI2A,1,2500,2
train,895,ENSG00000173678,SPDYE2B,0,2500,2
train,896,ENSG00000132170,PPARG,1,2500,2
train,897,ENSG00000134954,ETS1,1,2500,2
train,898,ENSG00000145626,UGT3A1,0,2500,2
train,899,ENSG00000147596,PRDM14,1,2500,2
train,900,ENSG00000089063,TMEM230,0,2500,2
train,901,ENSG00000068024,HDAC4,1,2500,2
train,902,ENSG00000157933,SKI,1,2500,2
train,903,ENSG00000153214,TMEM87B,1,2500,2
train,904,ENSG00000206560,ANKRD28,1,2500,2
train,905,ENSG00000196646,ZNF136,0,2500,2
train,906,ENSG00000105717,PBX4,0,2500,2
train,907,ENSG00000166224,SGPL1,1,2500,2
train,908,ENSG00000101096,NFATC2,1,2500,2
train,909,ENSG00000182685,BRICD5,0,2500,2
train,910,ENSG00000118946,PCDH17,1,2500,2
train,911,ENSG00000115286,NDUFS7,1,2500,2
train,912,ENSG00000131126,TEX101,0,2500,2
train,913,ENSG00000178385,PLEKHM3,1,2500,2
train,914,ENSG00000143340,FAM163A,0,2500,2
train,915,ENSG00000069018,TRPC7,0,2500,2
train,916,ENSG00000130518,IQCN,0,2500,2
train,917,ENSG00000155749,FLACC1,0,2500,2
train,918,ENSG00000129646,QRICH2,0,2500,2
train,919,ENSG00000074755,ZZEF1,1,2500,2
train,920,ENSG00000141437,SLC25A52,0,2500,2
train,921,ENSG00000139890,REM2,0,2500,2
train,922,ENSG00000144724,PTPRG,1,2500,2
train,923,ENSG00000132446,FTHL17,0,2500,2
train,924,ENSG00000035115,SH3YL1,1,2500,2
train,925,ENSG00000164124,TMEM144,1,2500,2
train,926,ENSG00000103540,CCP110,0,2500,2
train,927,ENSG00000151320,AKAP6,1,2500,2
train,928,ENSG00000116678,LEPR,1,2500,2
train,929,ENSG00000135476,ESPL1,0,2500,2
train,930,ENSG00000002919,SNX11,1,2500,2
train,931,ENSG00000117791,MTARC2,0,2500,2
train,932,ENSG00000186009,ATP4B,1,2500,2
train,933,ENSG00000158716,DUSP23,0,2500,2
train,934,ENSG00000113240,CLK4,0,2500,2
train,935,ENSG00000159217,IGF2BP1,1,2500,2
train,936,ENSG00000276581,SPATA31A5,0,2500,2
train,937,ENSG00000030110,BAK1,1,2500,2
train,938,ENSG00000021300,PLEKHB1,0,2500,2
train,939,ENSG00000128610,FEZF1,1,2500,2
train,940,ENSG00000101052,IFT52,1,2500,2
train,941,ENSG00000136824,SMC2,0,2500,2
train,942,ENSG00000090905,TNRC6A,1,2500,2
train,943,ENSG00000124380,SNRNP27,0,2500,2
train,944,ENSG00000134153,EMC7,0,2500,2
train,945,ENSG00000122483,CCDC18,0,2500,2
train,946,ENSG00000119333,DYNC2I2,0,2500,2
train,947,ENSG00000253731,PCDHGA6,0,2500,2
train,948,ENSG00000147883,CDKN2B,1,2500,2
train,949,ENSG00000138641,HERC3,0,2500,2
train,950,ENSG00000041802,LSG1,0,2500,2
train,951,ENSG00000197467,COL13A1,1,2500,2
train,952,ENSG00000169860,P2RY1,1,2500,2
train,953,ENSG00000173013,CFAP184,0,2500,2
train,954,ENSG00000155034,FBXL18,0,2500,2
train,955,ENSG00000150593,PDCD4,1,2500,2
train,956,ENSG00000171044,XKR6,1,2500,2
train,957,ENSG00000135314,KHDC1,0,2500,2
train,958,ENSG00000064205,CCN5,1,2500,2
train,959,ENSG00000111052,LIN7A,1,2500,2
train,960,ENSG00000163638,ADAMTS9,1,2500,2
train,961,ENSG00000184933,OR6A2,0,2500,2
train,962,ENSG00000099991,CABIN1,0,2500,2
train,963,ENSG00000129214,SHBG,1,2500,2
train,964,ENSG00000266074,BAHCC1,0,2500,2
train,965,ENSG00000188305,PEAK3,0,2500,2
train,966,ENSG00000149295,DRD2,1,2500,2
train,967,ENSG00000154262,ABCA6,0,2500,2
train,968,ENSG00000154359,LONRF1,1,2500,2
train,969,ENSG00000229924,FAM90A26,0,2500,2
train,970,ENSG00000160131,VMA21,0,2500,2
train,971,ENSG00000108175,ZMIZ1,1,2500,2
train,972,ENSG00000119912,IDE,1,2500,2
train,973,ENSG00000125538,IL1B,1,2500,2
train,974,ENSG00000140961,OSGIN1,1,2500,2
train,975,ENSG00000075151,EIF4G3,0,2500,2
train,976,ENSG00000113360,DROSHA,0,2500,2
train,977,ENSG00000138081,FBXO11,1,2500,2
train,978,ENSG00000131725,WDR44,0,2500,2
train,979,ENSG00000214940,NPIPA8,0,2500,2
train,980,ENSG00000171133,OR2K2,0,2500,2
train,981,ENSG00000189056,RELN,1,2500,2
train,982,ENSG00000145730,PAM,1,2500,2
train,983,ENSG00000189403,HMGB1,1,2500,2
train,984,ENSG00000086102,NFX1,0,2500,2
train,985,ENSG00000160460,SPTBN4,0,2500,2
train,986,ENSG00000175463,TBC1D10C,0,2500,2
train,987,ENSG00000181195,PENK,1,2500,2
train,988,ENSG00000055163,CYFIP2,0,2500,2
train,989,ENSG00000162367,TAL1,1,2500,2
train,990,ENSG00000056972,TRAF3IP2,1,2500,2
train,991,ENSG00000186687,LYRM7,0,2500,2
train,992,ENSG00000112561,TFEB,1,2500,2
train,993,ENSG00000101417,PXMP4,1,2500,2
train,994,ENSG00000151131,NOPCHAP1,0,2500,2
train,995,ENSG00000117707,PROX1,1,2500,2
train,996,ENSG00000104324,CPQ,1,2500,2
train,997,ENSG00000101333,PLCB4,0,2500,2
train,998,ENSG00000166927,MS4A7,0,2500,2
train,999,ENSG00000144231,POLR2D,0,2500,2
train,1000,ENSG00000169991,IFFO2,0,2500,2
train,1001,ENSG00000101213,PTK6,0,2500,2
train,1002,ENSG00000153989,NUS1,1,2500,2
train,1003,ENSG00000177105,RHOG,0,2500,2
train,1004,ENSG00000090621,PABPC4,1,2500,2
train,1005,ENSG00000198018,ENTPD7,0,2500,2
train,1006,ENSG00000148655,LRMDA,1,2500,2
train,1007,ENSG00000178127,NDUFV2,1,2500,2
train,1008,ENSG00000069696,DRD4,1,2500,2
train,1009,ENSG00000145692,BHMT,1,2500,2
train,1010,ENSG00000157445,CACNA2D3,1,2500,2
train,1011,ENSG00000189043,COXFA4,1,2500,2
train,1012,ENSG00000172201,ID4,1,2500,2
train,1013,ENSG00000152580,IGSF10,0,2500,2
train,1014,ENSG00000154447,SH3RF1,0,2500,2
train,1015,ENSG00000104081,BMF,1,2500,2
train,1016,ENSG00000073614,KDM5A,1,2500,2
train,1017,ENSG00000170967,DDI1,1,2500,2
train,1018,ENSG00000164258,NDUFS4,1,2500,2
train,1019,ENSG00000136997,MYC,1,2500,2
train,1020,ENSG00000163576,EFHB,0,2500,2
train,1021,ENSG00000112715,VEGFA,1,2500,2
train,1022,ENSG00000105556,MIER2,0,2500,2
train,1023,ENSG00000177414,UBE2U,0,2500,2
train,1024,ENSG00000219438,TAFA5,1,2500,2
train,1025,ENSG00000143515,ATP8B2,1,2500,2
train,1026,ENSG00000185436,IFNLR1,1,2500,2
train,1027,ENSG00000132259,CNGA4,0,2500,2
train,1028,ENSG00000224960,PPP4R3C,0,2500,2
train,1029,ENSG00000123200,ZC3H13,1,2500,2
train,1030,ENSG00000215853,RPTN,0,2500,2
train,1031,ENSG00000074410,CA12,0,2500,2
train,1032,ENSG00000122679,RAMP3,1,2500,2
train,1033,ENSG00000134247,PTGFRN,1,2500,2
train,1034,ENSG00000155980,KIF5A,0,2500,2
train,1035,ENSG00000164303,ENPP6,0,2500,2
train,1036,ENSG00000142330,CAPN10,1,2500,2
train,1037,ENSG00000184378,ACTRT3,0,2500,2
train,1038,ENSG00000115421,PAPOLG,0,2500,2
train,1039,ENSG00000075420,FNDC3B,1,2500,2
train,1040,ENSG00000189283,FHIT,1,2500,2
train,1041,ENSG00000139990,DCAF5,1,2500,2
train,1042,ENSG00000183049,CAMK1D,1,2500,2
train,1043,ENSG00000144591,GMPPA,0,2500,2
train,1044,ENSG00000156802,ATAD2,0,2500,2
train,1045,ENSG00000267368,UPK3BL1,0,2500,2
train,1046,ENSG00000180176,TH,1,2500,2
train,1047,ENSG00000123572,NRK,0,2500,2
train,1048,ENSG00000131323,TRAF3,1,2500,2
train,1049,ENSG00000213619,NDUFS3,1,2500,2
train,1050,ENSG00000076826,CAMSAP3,0,2500,2
train,1051,ENSG00000135426,TESPA1,0,2500,2
train,1052,ENSG00000070540,WIPI1,1,2500,2
train,1053,ENSG00000008086,CDKL5,0,2500,2
train,1054,ENSG00000075461,CACNG4,0,2500,2
train,1055,ENSG00000169946,ZFPM2,1,2500,2
train,1056,ENSG00000132938,MTUS2,0,2500,2
train,1057,ENSG00000150676,CCDC83,0,2500,2
train,1058,ENSG00000104313,EYA1,1,2500,2
train,1059,ENSG00000165006,UBAP1,1,2500,2
train,1060,ENSG00000109390,NDUFC1,1,2500,2
train,1061,ENSG00000178177,LCORL,1,2500,2
train,1062,ENSG00000047188,YTHDC2,1,2500,2
train,1063,ENSG00000134250,NOTCH2,1,2500,2
train,1064,ENSG00000183579,ZNRF3,1,2500,2
train,1065,ENSG00000147654,EBAG9,0,2500,2
train,1066,ENSG00000125815,CST8,0,2500,2
train,1067,ENSG00000156466,GDF6,1,2500,2
train,1068,ENSG00000167984,NLRC3,1,2500,2
train,1069,ENSG00000070814,TCOF1,0,2500,2
